date,statusList,zscore,ATOMUSDT_position,ATOMUSDT_price,ONEUSDT_position,ONEUSDT_price,init,total_asset,pnl,return
2020-02-12,-1,-0.7276691388976662,21021.652301870927,5.109,-15772870.662460567,0.00674,200000,213708.76987524278,13708.769875242782,1.0685438493762138
2020-02-13,-1,-1.0632064526004479,21021.652301870927,4.906,-15772870.662460567,0.00673,200000,209283.6457513384,9283.645751338394,1.0464182287566919
2020-02-14,-2,-1.308631030921818,0.0,5.111,0.0,0.00727,200000,207227.104801226,7227.104801226,1.03613552400613
2020-02-15,-1,-1.0673589661139578,22485.579948049697,4.608,-16014459.412768625,0.00647,200000,207227.104801226,7227.104801226,1.03613552400613
2020-02-16,-1,-0.640026262949706,22485.579948049697,4.382,-16014459.412768625,0.00596,200000,193977.98943245478,-6022.010567545221,0.969889947162274
2020-02-17,-1,-0.37540635522765325,22485.579948049697,4.27,-16014459.412768625,0.00572,200000,187616.13421920873,-12383.865780791268,0.9380806710960437
2020-02-18,-1,-0.5621495105072587,22485.579948049697,4.441,-16014459.412768625,0.00606,200000,196906.08459066658,-3093.915409333422,0.9845304229533329
2020-02-19,0,0.018966484349054222,0.0,4.146,0.0,0.00549,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-20,2,1.8229149589155105,0.0,4.461,0.0,0.00541,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-21,2,3.1042017457696356,0.0,4.953,0.0,0.00547,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-22,2,2.8266077984558504,0.0,5.011,0.0,0.0054,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-23,2,1.4700636624685697,0.0,4.794,0.0,0.00558,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-24,0,0.8413649592559771,0.0,4.393,0.0,0.00533,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-25,2,1.282358671519154,0.0,4.051,0.0,0.0047,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-26,1,1.192100719139751,-27728.820724074663,3.641,23981148.754478823,0.00421,200000,201921.2725127117,1921.272512711701,1.0096063625635585
2020-02-27,1,0.9963574851395289,-27728.820724074663,3.692,23981148.754478823,0.0043,200000,205493.7457575426,5493.745757542609,1.0274687287877131
2020-02-28,0,-0.018282074471811134,0.0,3.548,0.0,0.00448,200000,192867.5820216635,-7132.417978336511,0.9643379101083175
2020-02-29,0,-0.38330003668785545,0.0,3.443,0.0,0.00448,200000,192867.5820216635,-7132.417978336511,0.9643379101083175
2020-03-01,0,-0.40871507682968633,0.0,3.347,0.0,0.00436,200000,192867.5820216635,-7132.417978336511,0.9643379101083175
2020-03-02,0,-0.027791023921605346,0.0,3.709,0.0,0.00467,200000,192867.5820216635,-7132.417978336511,0.9643379101083175
2020-03-03,0,-0.416468461824371,0.0,3.623,0.0,0.00471,200000,192867.5820216635,-7132.417978336511,0.9643379101083175
2020-03-04,0,-0.6692152445948917,0.0,3.743,0.0,0.00496,200000,192867.5820216635,-7132.417978336511,0.9643379101083175
2020-03-05,-1,-1.0309398406318888,25674.598245695353,3.756,-18871583.368068833,0.00511,200000,192867.5820216635,-7132.417978336511,0.9643379101083175
2020-03-06,-1,-0.8108878986166635,25674.598245695353,3.854,-18871583.368068833,0.00512,200000,195572.40848342233,-4427.591516577668,0.9778620424171116
2020-03-07,-1,-0.7486619589104032,25674.598245695353,3.618,-18871583.368068833,0.00477,200000,182908.1491186141,-17091.850881385908,0.9145407455930704
2020-03-08,-1,-0.6097678165874659,25674.598245695353,3.081,-18871583.368068833,0.00401,200000,154778.4865009434,-45221.5134990566,0.773892432504717
2020-03-09,-1,-0.5017798712406972,25674.598245695353,3.026,-18871583.368068833,0.00389,200000,151101.79359326191,-48898.206406738085,0.7555089679663096
2020-03-10,0,-0.01372605604377922,0.0,3.062,0.0,0.00379,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-11,0,0.10003225672237465,0.0,2.994,0.0,0.00368,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-12,2,2.0866299442859235,0.0,1.615,0.0,0.00174,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-13,2,2.0469662865481966,0.0,1.804,0.0,0.00195,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-14,2,2.898610455508091,0.0,1.837,0.0,0.00177,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-15,2,2.399150140919341,0.0,1.921,0.0,0.00183,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-16,2,1.9410680318187372,0.0,1.671,0.0,0.00161,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-17,0,0.9989754263508249,0.0,1.763,0.0,0.00186,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-18,0,0.7315905288320723,0.0,1.811,0.0,0.00196,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-19,0,0.11497505554614447,0.0,2.067,0.0,0.0024,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-20,0,0.890687826381722,0.0,2.165,0.0,0.00227,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-21,0,0.9980248677550767,0.0,2.168,0.0,0.00222,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-22,1,1.0000579854286828,-48454.68522648022,1.917,47880222.46348587,0.00194,200000,185775.26315832516,-14224.736841674836,0.9288763157916258
2020-03-23,1,0.9677082407205043,-48454.68522648022,2.111,47880222.46348587,0.00212,200000,203793.9121356898,3793.9121356898104,1.018969560678449
2020-03-24,1,0.7292648724396653,-48454.68522648022,2.143,47880222.46348587,0.00219,200000,208696.07763538117,8696.077635381167,1.043480388176906
2020-03-25,1,0.21684344651497842,-48454.68522648022,2.079,47880222.46348587,0.00223,200000,207510.18667942588,7510.186679425882,1.0375509333971293
2020-03-26,1,0.699757319185269,-48454.68522648022,2.173,47880222.46348587,0.0022,200000,210628.52041681044,10628.52041681044,1.0531426020840522
2020-03-27,0,0.1444789564239465,0.0,1.992,0.0,0.00211,200000,181269.7267315186,-18730.273268481396,0.906348633657593
2020-03-28,0,-0.18923957798669971,0.0,1.971,0.0,0.00213,200000,181269.7267315186,-18730.273268481396,0.906348633657593
2020-03-29,0,-0.2687895963367056,0.0,1.85,0.0,0.00199,200000,181269.7267315186,-18730.273268481396,0.906348633657593
2020-03-30,0,-0.7318843800310997,0.0,1.957,0.0,0.00215,200000,181269.7267315186,-18730.273268481396,0.906348633657593
2020-03-31,-1,-1.0247224967299948,46479.417110645794,1.95,-42155750.40267874,0.00215,200000,181269.7267315186,-18730.273268481396,0.906348633657593
2020-04-01,-1,-1.197453617792355,46479.417110645794,1.969,-42155750.40267874,0.0022,200000,184260.6231767548,-15739.376823245198,0.921303115883774
2020-04-02,-2,-1.7750066536173617,0.0,1.982,0.0,0.00232,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-03,-2,-2.257026761284405,0.0,1.978,0.0,0.00246,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-04,-2,-1.3431590379315186,0.0,2.022,0.0,0.00237,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-05,0,-0.8374341029505026,0.0,2.064,0.0,0.00235,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-06,0,0.747888970576969,0.0,2.407,0.0,0.0025,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-07,0,0.8144338816116993,0.0,2.346,0.0,0.00242,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-08,2,1.454959551604635,0.0,2.493,0.0,0.00246,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-09,2,1.6745125833029826,0.0,2.573,0.0,0.00248,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-10,2,1.4325786208197575,0.0,2.307,0.0,0.00224,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-11,2,1.2828710484292452,0.0,2.306,0.0,0.00225,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-12,2,1.24928616067292,0.0,2.299,0.0,0.00224,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-13,2,1.5332635794717349,0.0,2.259,0.0,0.00214,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-14,2,1.8740887738185181,0.0,2.361,0.0,0.00214,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-15,2,1.4985129485793607,0.0,2.27,0.0,0.00209,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-16,2,1.342494587186437,0.0,2.422,0.0,0.00223,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-17,1,1.0615438375705581,-39490.67658479791,2.367,42296122.83991704,0.00221,200000,186948.86295243332,-13051.137047566677,0.9347443147621666
2020-04-18,1,1.1992935191303062,-39490.67658479791,2.509,42296122.83991704,0.00229,200000,195940.22885466798,-4059.7711453320226,0.9797011442733399
2020-04-19,1,0.2292987079465568,-39490.67658479791,2.382,42296122.83991704,0.00236,200000,193885.64152719284,-6114.358472807158,0.9694282076359642
2020-04-20,1,0.5642793683632403,-39490.67658479791,2.271,42296122.83991704,0.00217,200000,181465.91308669603,-18534.086913303967,0.9073295654334802
2020-04-21,1,0.4437964646096356,-39490.67658479791,2.271,42296122.83991704,0.00218,200000,181888.8743150952,-18111.125684904808,0.909444371575476
2020-04-22,0,-0.7630798840436672,0.0,2.388,0.0,0.00253,200000,174243.40785194063,-25756.592148059368,0.8712170392597032
2020-04-23,-2,-1.3578614770947746,0.0,2.427,0.0,0.00265,200000,174243.40785194063,-25756.592148059368,0.8712170392597032
2020-04-24,0,0.809035085059886,0.0,2.748,0.0,0.00256,200000,174243.40785194063,-25756.592148059368,0.8712170392597032
2020-04-25,1,1.0123929478806235,-30345.421081842673,2.871,33000645.426503908,0.00264,200000,174243.40785194063,-25756.592148059368,0.8712170392597032
2020-04-26,1,0.4873570883714637,-30345.421081842673,2.808,33000645.426503908,0.00264,200000,172331.64632378455,-27668.353676215454,0.8616582316189227
2020-04-27,1,0.9076860411613424,-30345.421081842673,2.767,33000645.426503908,0.00254,200000,167787.4195167786,-32212.58048322139,0.838937097583893
2020-04-28,1,1.166472682225104,-30345.421081842673,2.793,33000645.426503908,0.00252,200000,167916.38755637646,-32083.61244362354,0.8395819377818823
2020-04-29,2,1.3663068361954425,0.0,2.929,0.0,0.0026,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-04-30,0,0.4507819716058039,0.0,2.734,0.0,0.00253,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-01,0,0.8227524851708744,0.0,2.828,0.0,0.00256,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-02,2,1.255675830644491,0.0,2.873,0.0,0.00253,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-03,2,1.2323024520271704,0.0,2.774,0.0,0.00243,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-04,2,1.223644113210751,0.0,2.761,0.0,0.00241,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-05,0,0.5919313037156141,0.0,2.707,0.0,0.00244,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-06,0,-0.6572795162032661,0.0,2.619,0.0,0.00254,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-07,0,0.02750186692101334,0.0,2.725,0.0,0.00254,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-08,0,-0.046353513883436524,0.0,2.806,0.0,0.00263,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-09,-2,-1.7789166864497927,0.0,2.75,0.0,0.00289,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-10,-2,-1.5352720544025233,0.0,2.514,0.0,0.00263,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-11,-2,-2.165934410631403,0.0,2.394,0.0,0.00272,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-12,-2,-1.5060227964234219,0.0,2.486,0.0,0.00267,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-13,-2,-1.8383581594579128,0.0,2.54,0.0,0.00282,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-14,-2,-2.585692097262225,0.0,2.528,0.0,0.00329,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-15,-2,-2.2316065982803526,0.0,2.473,0.0,0.0033,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-16,-2,-1.7732750876948387,0.0,2.555,0.0,0.00332,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-17,-2,-1.419655584010279,0.0,2.544,0.0,0.00321,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-18,-2,-1.5238721103363178,0.0,2.6,0.0,0.00347,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-19,-2,-1.205930170726936,0.0,2.617,0.0,0.00337,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-20,0,-0.8434038074390439,0.0,2.705,0.0,0.00331,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-21,-1,-1.1158512880521814,35281.2312160262,2.513,-26786022.370354634,0.00331,200000,177323.46809174767,-22676.531908252335,0.8866173404587383
2020-05-22,-1,-1.172084917920241,35281.2312160262,2.65,-26786022.370354634,0.00361,200000,190192.80347944965,-9807.196520550351,0.9509640173972482
2020-05-23,-1,-1.0655255815882008,35281.2312160262,2.592,-26786022.370354634,0.00352,200000,185735.75005558823,-14264.249944411771,0.9286787502779411
2020-05-24,-1,-1.042235095009461,35281.2312160262,2.495,-26786022.370354634,0.00342,200000,179634.86839059822,-20365.131609401782,0.8981743419529911
2020-05-25,-2,-1.3101705282583387,0.0,2.612,0.0,0.00382,200000,187491.49761024193,-12508.502389758069,0.9374574880512097
2020-05-26,-1,-1.1511456647296117,36293.359971010825,2.583,-25065708.23666336,0.00374,200000,187491.49761024193,-12508.502389758069,0.9374574880512097
2020-05-27,-2,-1.6267324953795161,0.0,2.601,0.0,0.00417,200000,197616.471672529,-2383.5283274709946,0.988082358362645
2020-05-28,-1,-1.1512552030386498,36992.97485446069,2.671,-24951574.7061274,0.00396,200000,197616.471672529,-2383.5283274709946,0.988082358362645
2020-05-29,-1,-0.5816857811852132,36992.97485446069,2.677,-24951574.7061274,0.00371,200000,191600.53584512393,-8399.46415487607,0.9580026792256197
2020-05-30,-1,-0.7220923508005793,36992.97485446069,2.817,-24951574.7061274,0.004,200000,204015.50898952538,4015.508989525377,1.020077544947627
2020-05-31,0,-0.10567534285791032,0.0,2.728,0.0,0.00366,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-01,0,-0.2512066170000999,0.0,2.862,0.0,0.00393,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-02,0,0.2531225863304061,0.0,2.761,0.0,0.0037,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-03,0,0.8048491105991172,0.0,2.906,0.0,0.00377,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-04,2,1.9083430597835906,0.0,3.11,0.0,0.00373,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-05,2,1.7381278520703682,0.0,3.093,0.0,0.0037,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-06,0,0.9151691440717931,0.0,3.056,0.0,0.00386,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-07,0,0.39300109000629035,0.0,3.02,0.0,0.00395,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-08,0,0.8572621432916836,0.0,3.155,0.0,0.00399,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-09,1,1.0521734673897738,-30160.795587742465,3.117,24105435.8582034,0.0039,200000,188022.39969398652,-11977.600306013483,0.9401119984699325
2020-06-10,1,0.773810427654295,-30160.795587742465,3.114,24105435.8582034,0.00396,200000,189378.2434587155,-10621.7565412845,0.9468912172935775
2020-06-11,1,0.42945628207547043,-30160.795587742465,2.763,24105435.8582034,0.00359,200000,169872.79293988264,-30127.207060117362,0.8493639646994132
2020-06-12,1,0.2856270125332804,-30160.795587742465,2.862,24105435.8582034,0.00375,200000,176715.5814403817,-23284.418559618294,0.8835779072019085
2020-06-13,0,-1.519301848828242,0.0,2.873,0.0,0.00438,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-14,-2,-1.4460210806859024,0.0,2.756,0.0,0.0042,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-15,-2,-1.6323327637928586,0.0,2.705,0.0,0.00425,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-16,-2,-2.050907878845328,0.0,2.729,0.0,0.00451,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-17,-2,-1.6319443028020435,0.0,2.703,0.0,0.00433,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-18,-2,-1.754784585395308,0.0,2.643,0.0,0.00442,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-19,-2,-2.123575569059058,0.0,2.597,0.0,0.00483,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-20,-2,-1.8129314356571882,0.0,2.62,0.0,0.00487,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-21,-2,-1.649790657896861,0.0,2.599,0.0,0.0049,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-22,-2,-1.3957309546635557,0.0,2.688,0.0,0.00499,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-23,-1,-1.0440798953991768,30478.11037466469,2.774,-17219201.25851728,0.00491,200000,169092.5563586397,-30907.443641360296,0.8454627817931986
2020-06-24,-1,-0.8876145976617311,30478.11037466469,2.685,-17219201.25851728,0.00469,200000,162591.78025842074,-37408.21974157926,0.8129589012921037
2020-06-25,-1,-0.8592716873303677,30478.11037466469,2.624,-17219201.25851728,0.00463,200000,159699.46345005516,-40300.53654994484,0.7984973172502758
2020-06-26,-1,-0.3938258942657408,30478.11037466469,2.622,-17219201.25851728,0.00432,200000,154300.55483916547,-45699.445160834526,0.7715027741958274
2020-06-27,-1,-0.26061550992784754,30478.11037466469,2.429,-17219201.25851728,0.00396,200000,142219.36708378897,-57780.632916211034,0.7110968354189449
2020-06-28,-1,-0.9665795314104494,30478.11037466469,2.504,-17219201.25851728,0.00464,200000,156214.28221768056,-43785.717782319436,0.7810714110884028
2020-06-29,-1,-0.2748192834840739,30478.11037466469,2.646,-17219201.25851728,0.00446,200000,157442.71766434985,-42557.28233565015,0.7872135883217493
2020-06-30,-1,-0.33719054910114676,30478.11037466469,2.595,-17219201.25851728,0.00446,200000,155888.33403524198,-44111.66596475802,0.7794416701762099
2020-07-01,-1,-0.4943781759856225,30478.11037466469,2.659,-17219201.25851728,0.00469,200000,161799.34938867946,-38200.65061132054,0.8089967469433973
2020-07-02,-2,-1.5846149084626326,0.0,2.659,0.0,0.00516,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-03,-2,-1.5009729478180835,0.0,2.69,0.0,0.00524,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-04,0,-0.7985529386576701,0.0,2.779,0.0,0.00515,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-05,0,0.801252984800303,0.0,2.93,0.0,0.00493,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-06,0,0.5214033131063662,0.0,3.021,0.0,0.00518,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-07,0,0.7327696858858038,0.0,3.249,0.0,0.00554,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-08,0,0.4693992309031402,0.0,3.554,0.0,0.00616,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-09,2,1.696098666176198,0.0,3.788,0.0,0.0061,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-10,2,2.2618851360843997,0.0,4.053,0.0,0.00618,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-11,2,1.8267906849280398,0.0,3.921,0.0,0.00603,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-12,2,1.9263484794162578,0.0,4.023,0.0,0.00603,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-13,1,1.1593336373520835,-22843.793823134743,3.872,14620028.046806235,0.00605,200000,176902.33936635545,-23097.660633644555,0.8845116968317772
2020-07-14,2,1.666782478264566,0.0,3.959,0.0,0.00588,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-15,2,2.1648220655519026,0.0,4.047,0.0,0.00562,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-16,2,1.4773207289294223,0.0,4.077,0.0,0.00589,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-17,2,1.639418243088863,0.0,4.145,0.0,0.0058,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-18,2,1.8800276104213018,0.0,4.36,0.0,0.00582,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-19,0,0.4241342119057882,0.0,4.202,0.0,0.00643,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-20,0,-0.6330048756644708,0.0,3.881,0.0,0.00667,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-21,0,-0.9963778502976295,0.0,4.01,0.0,0.00721,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-22,0,-0.9491008033913942,0.0,4.012,0.0,0.0071,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-23,0,-0.8381753485724722,0.0,3.963,0.0,0.00684,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-24,-2,-1.912978076115695,0.0,3.825,0.0,0.00754,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-25,-2,-1.8055219898941102,0.0,3.917,0.0,0.00786,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-26,-2,-1.637180083607679,0.0,3.81,0.0,0.00766,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-27,-2,-2.6559403891274442,0.0,3.593,0.0,0.0101,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-28,-2,-1.8180765754541048,0.0,3.751,0.0,0.00917,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-29,-2,-1.4223222497987238,0.0,3.634,0.0,0.00841,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-30,-2,-1.3288279701590093,0.0,3.703,0.0,0.00872,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-07-31,-1,-1.1069498488043499,23909.19512218893,3.793,-10435854.67185991,0.00869,200000,181375.15419692523,-18624.84580307477,0.9068757709846261
2020-08-01,-1,-0.6168684093644209,23909.19512218893,4.084,-10435854.67185991,0.0084,200000,185306.33212264284,-14693.667877357162,0.9265316606132142
2020-08-02,-1,-0.5510791215044722,23909.19512218893,3.912,-10435854.67185991,0.00804,200000,177437.04287975677,-22562.957120243227,0.8871852143987838
2020-08-03,-1,-0.5622449208680262,23909.19512218893,3.82,-10435854.67185991,0.00801,200000,174924.32128835958,-25075.678711640416,0.874621606441798
2020-08-04,-1,-0.4000135122265204,23909.19512218893,4.021,-10435854.67185991,0.00826,200000,182339.03317588454,-17660.966824115458,0.9116951658794227
