date,statusList,zscore,FETUSDT_position,FETUSDT_price,ATOMUSDT_position,ATOMUSDT_price,init,total_asset,pnl,return
2020-02-15,2,1.410484237119538,0.0,0.04983,0.0,4.608,200000,200000.0,0.0,1.0
2020-02-16,1,1.0621112088813267,-2150537.634408602,0.0465,22820.629849383844,4.382,200000,200000.0,0.0,1.0
2020-02-17,1,1.1153897762874736,-2150537.634408602,0.0458,22820.629849383844,4.27,200000,195938.71311278298,-4061.286887217022,0.9796935655639148
2020-02-18,1,1.1042950331073946,-2150537.634408602,0.04787,22820.629849383844,4.441,200000,204292.65372025344,4292.653720253438,1.0214632686012672
2020-02-19,0,0.18232988201215758,0.0,0.04213,0.0,4.146,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-20,-2,-1.3379503889021698,0.0,0.04101,0.0,4.461,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-21,-2,-2.2811335524065623,0.0,0.04205,0.0,4.953,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-22,-2,-2.2139829169526823,0.0,0.04199,0.0,5.011,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-23,-2,-1.211591728418124,0.0,0.04342,0.0,4.794,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-24,0,-0.9136053457011162,0.0,0.04061,0.0,4.393,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-25,0,-0.8440909428737159,0.0,0.03761,0.0,4.051,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-26,-1,-1.1202604128332438,2998589.644768803,0.03268,-26914.009775074013,3.641,200000,195987.81918208898,-4012.180817911023,0.9799390959104449
2020-02-27,-1,-1.1481558799847698,2998589.644768803,0.03278,-26914.009775074013,3.692,200000,197660.29264509463,-2339.707354905375,0.9883014632254731
2020-02-28,-1,-0.795307829980297,2998589.644768803,0.03242,-26914.009775074013,3.548,200000,192705.1829653672,-7294.817034632812,0.9635259148268359
2020-02-29,-1,-0.5029305935696492,2998589.644768803,0.03215,-26914.009775074013,3.443,200000,189069.59273489684,-10930.40726510316,0.9453479636744841
2020-03-01,0,-0.09997055399370729,0.0,0.03232,0.0,3.347,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-02,0,-0.37505663062038125,0.0,0.03483,0.0,3.709,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-03,0,-0.33797221194027416,0.0,0.03397,0.0,3.623,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-04,0,0.2162732697694317,0.0,0.03653,0.0,3.743,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-05,0,0.19011886490788182,0.0,0.03638,0.0,3.756,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-06,0,0.22256895973691185,0.0,0.03714,0.0,3.854,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-07,0,0.541766630482509,0.0,0.03539,0.0,3.618,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-08,0,0.6169966209780005,0.0,0.02999,0.0,3.081,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-09,0,0.2678867002114687,0.0,0.02859,0.0,3.026,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-10,0,0.3100596411040692,0.0,0.02883,0.0,3.062,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-11,0,0.3697979341426691,0.0,0.0283,0.0,2.994,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-12,-2,-3.6933312240519025,0.0,0.01071,0.0,1.615,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-13,-2,-2.5572583176366948,0.0,0.01262,0.0,1.804,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-14,-2,-2.6904958713245146,0.0,0.01116,0.0,1.837,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-15,-2,-2.2421165356380537,0.0,0.01147,0.0,1.921,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-16,-2,-1.9308561676055283,0.0,0.00987,0.0,1.671,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-17,-2,-1.537568472920618,0.0,0.01088,0.0,1.763,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-18,-2,-1.4472054284631186,0.0,0.01092,0.0,1.811,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-19,-2,-1.2514155260268407,0.0,0.01264,0.0,2.067,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-20,-1,-1.1584466142221153,7214133.965687794,0.01311,-43684.663413472044,2.165,200000,189154.59258033396,-10845.407419666037,0.9457729629016698
2020-03-21,-1,-0.9513616094929133,7214133.965687794,0.01353,-43684.663413472044,2.168,200000,192315.58283616323,-7684.41716383677,0.9615779141808162
2020-03-22,-1,-0.8862946315057251,7214133.965687794,0.01187,-43684.663413472044,1.917,200000,169375.26993634002,-30624.730063659983,0.8468763496817001
2020-03-23,-1,-0.6971159939121347,7214133.965687794,0.01348,-43684.663413472044,2.111,200000,189464.85032331097,-10535.149676689034,0.9473242516165549
2020-03-24,-1,-0.606169390335191,7214133.965687794,0.01374,-43684.663413472044,2.143,200000,192738.43438362086,-7261.565616379143,0.9636921719181043
2020-03-25,-1,-0.25311787854006024,7214133.965687794,0.0143,-43684.663413472044,2.079,200000,193982.53094594384,-6017.469054056157,0.9699126547297192
2020-03-26,-1,-0.37049570583476005,7214133.965687794,0.01429,-43684.663413472044,2.173,200000,198016.74796715332,-1983.252032846678,0.9900837398357666
2020-03-27,0,0.04953926340158409,0.0,0.01405,0.0,1.992,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-03-28,0,0.02210151967237547,0.0,0.01354,0.0,1.971,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-03-29,0,0.04769012178686974,0.0,0.0125,0.0,1.85,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-03-30,0,0.5996438337918278,0.0,0.01381,0.0,1.957,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-03-31,2,1.7099588723020929,0.0,0.01404,0.0,1.95,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-01,2,1.4742568671080023,0.0,0.01411,0.0,1.969,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-02,2,1.649774772499533,0.0,0.01446,0.0,1.982,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-03,2,1.4975440907821023,0.0,0.01447,0.0,1.978,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-04,2,1.3392353540383266,0.0,0.01478,0.0,2.022,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-05,0,0.5593608995529075,0.0,0.01437,0.0,2.064,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-06,0,-0.4113710477523127,0.0,0.01573,0.0,2.407,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-07,0,-0.20331673216365834,0.0,0.01564,0.0,2.346,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-08,0,-0.7884468834537154,0.0,0.01609,0.0,2.493,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-09,0,-0.813241667774038,0.0,0.0167,0.0,2.573,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-10,0,-0.9989105842558053,0.0,0.01487,0.0,2.307,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-11,-1,-1.027512116427314,5858440.344572948,0.01492,-37904.56632308256,2.306,200000,174815.85988205677,-25184.14011794323,0.8740792994102838
2020-04-12,-1,-0.847044162929034,5858440.344572948,0.01505,-37904.56632308256,2.299,200000,175312.12516258965,-24687.874837410345,0.8765606258129482
2020-04-13,-1,-0.7330786214579953,5858440.344572948,0.01491,-37904.56632308256,2.259,200000,172975.76086142616,-27024.239138573845,0.8648788043071307
2020-04-14,-2,-1.3561845095232294,0.0,0.015,0.0,2.361,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-15,-2,-1.6074692910728432,0.0,0.01411,0.0,2.27,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-16,-2,-1.5585382109304795,0.0,0.01491,0.0,2.422,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-17,0,-0.9633305834929697,0.0,0.01502,0.0,2.367,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-18,-2,-1.3148657465929292,0.0,0.01544,0.0,2.509,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-19,0,-0.3332944507002514,0.0,0.01555,0.0,2.382,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-20,0,-0.7457524759652091,0.0,0.01438,0.0,2.271,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-21,0,-0.634405558192847,0.0,0.01441,0.0,2.271,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-22,0,-0.8742243921716695,0.0,0.01489,0.0,2.388,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-23,0,-0.5302893806331238,0.0,0.01536,0.0,2.427,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-24,-2,-1.2837179737415851,0.0,0.01693,0.0,2.748,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-25,2,3.027413632812676,0.0,0.02032,0.0,2.871,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-26,1,1.1001623136088472,-4707362.214574719,0.01874,31415.942984732992,2.808,200000,176431.93580226047,-23568.064197739528,0.8821596790113023
2020-04-27,2,2.8915332900231023,0.0,0.02023,0.0,2.767,200000,184733.95916435085,-15266.040835649153,0.9236697958217542
2020-04-28,2,2.393007896688973,0.0,0.02055,0.0,2.793,200000,184733.95916435085,-15266.040835649153,0.9236697958217542
2020-04-29,2,1.5898861826525943,0.0,0.02094,0.0,2.929,200000,184733.95916435085,-15266.040835649153,0.9236697958217542
2020-04-30,2,1.7233752785592449,0.0,0.01997,0.0,2.734,200000,184733.95916435085,-15266.040835649153,0.9236697958217542
2020-05-01,2,1.4356167045985502,0.0,0.02053,0.0,2.828,200000,184733.95916435085,-15266.040835649153,0.9236697958217542
2020-05-02,0,0.9125157158216332,0.0,0.02029,0.0,2.873,200000,184733.95916435085,-15266.040835649153,0.9236697958217542
2020-05-03,1,1.1619584658832587,-4606831.899360371,0.02005,33297.39710965228,2.774,200000,184733.95916435085,-15266.040835649153,0.9236697958217542
2020-05-04,1,0.30346359002572815,-4606831.899360371,0.0189,33297.39710965228,2.761,200000,179003.23631766095,-20996.76368233905,0.8950161815883048
2020-05-05,1,1.0325503050020983,-4606831.899360371,0.01959,33297.39710965228,2.707,200000,180383.89088429837,-19616.109115701634,0.9019194544214918
2020-05-06,1,0.6026080329681172,-4606831.899360371,0.01852,33297.39710965228,2.619,200000,172524.4098063334,-27475.590193666605,0.862622049031667
2020-05-07,0,-0.4256785781158808,0.0,0.01806,0.0,2.725,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-08,0,-0.27058951026958444,0.0,0.01889,0.0,2.806,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-09,0,-0.06385808189835901,0.0,0.01879,0.0,2.75,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-10,0,0.35945163540837805,0.0,0.01768,0.0,2.514,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-11,0,0.43057852510807165,0.0,0.01697,0.0,2.394,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-12,0,0.6103266460886725,0.0,0.01785,0.0,2.486,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-13,0,0.8944320821238855,0.0,0.01853,0.0,2.54,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-14,2,2.2513308785324737,0.0,0.01944,0.0,2.528,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-15,2,2.364570295747309,0.0,0.0195,0.0,2.473,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-16,2,2.9537609969727177,0.0,0.02156,0.0,2.555,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-17,2,1.8148378122422348,0.0,0.02058,0.0,2.544,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-18,1,1.0512288491665254,-4379583.196811584,0.02023,34076.526181345514,2.6,200000,177197.93614299668,-22802.06385700332,0.8859896807149834
2020-05-19,1,1.0591060949418791,-4379583.196811584,0.0205,34076.526181345514,2.617,200000,178959.72455121868,-21040.27544878132,0.8947986227560933
2020-05-20,0,-0.109136564011654,0.0,0.01967,0.0,2.705,200000,171167.33430374094,-28832.665696259064,0.8558366715187047
2020-05-21,0,0.5752846361066514,0.0,0.01915,0.0,2.513,200000,171167.33430374094,-28832.665696259064,0.8558366715187047
2020-05-22,0,0.6248200983556922,0.0,0.02034,0.0,2.65,200000,171167.33430374094,-28832.665696259064,0.8558366715187047
2020-05-23,0,0.6739344483786486,0.0,0.02003,0.0,2.592,200000,171167.33430374094,-28832.665696259064,0.8558366715187047
2020-05-24,1,1.1352609750095488,-4281324.019603325,0.01999,34302.07100275369,2.495,200000,171167.33430374094,-28832.665696259064,0.8558366715187047
2020-05-25,2,2.0098994005892665,0.0,0.02256,0.0,2.612,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-05-26,2,2.4263870394207343,0.0,0.02386,0.0,2.583,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-05-27,2,1.6136746713432488,0.0,0.02294,0.0,2.601,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-05-28,0,0.7225592880738018,0.0,0.02211,0.0,2.671,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-05-29,0,0.9610829889833541,0.0,0.02271,0.0,2.677,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-05-30,0,0.015335641410261126,0.0,0.02242,0.0,2.817,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-05-31,0,0.33975565678536523,0.0,0.02233,0.0,2.728,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-01,0,0.4574344914815745,0.0,0.02372,0.0,2.862,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-02,0,0.4895363366340404,0.0,0.02303,0.0,2.761,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-03,0,0.9234731723211804,0.0,0.02496,0.0,2.906,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-04,0,-0.5849017532554941,0.0,0.02452,0.0,3.11,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-05,0,-0.24898438464688166,0.0,0.02481,0.0,3.093,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-06,2,1.8763286064182423,0.0,0.02799,0.0,3.056,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-07,2,1.5679551123325541,0.0,0.02752,0.0,3.02,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-08,0,0.5396207110002993,0.0,0.02709,0.0,3.155,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-09,0,0.920241531539285,0.0,0.02752,0.0,3.117,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-10,2,1.8220471512020369,0.0,0.02926,0.0,3.114,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-11,2,1.773492541279028,0.0,0.02621,0.0,2.763,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-12,2,1.8092003535882717,0.0,0.02755,0.0,2.862,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-13,2,2.433467308823475,0.0,0.02961,0.0,2.873,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-14,2,2.251795881085662,0.0,0.02905,0.0,2.756,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-15,2,1.9622437612964714,0.0,0.02858,0.0,2.705,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-16,2,2.6938953370883234,0.0,0.03274,0.0,2.729,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-17,2,1.880466965398303,0.0,0.03102,0.0,2.703,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-18,2,1.668299097680305,0.0,0.03046,0.0,2.643,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-19,2,1.7814419381192177,0.0,0.0312,0.0,2.597,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-20,2,1.4580234307967992,0.0,0.03097,0.0,2.62,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-21,2,1.4115564901760098,0.0,0.03117,0.0,2.599,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-22,1,1.0542782715968446,-2847778.048702034,0.03128,33139.321935788554,2.688,200000,178156.99472679928,-21843.005273200717,0.8907849736339964
2020-06-23,1,0.42325707543442576,-2847778.048702034,0.03004,33139.321935788554,2.774,200000,177475.73163288657,-22524.26836711343,0.8873786581644328
2020-06-24,1,0.291013747609742,-2847778.048702034,0.02888,33139.321935788554,2.685,200000,171222.90944410703,-28777.090555892966,0.8561145472205351
2020-06-25,0,0.1434133726651862,0.0,0.02803,0.0,2.624,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-06-26,0,-0.11209338116129602,0.0,0.02742,0.0,2.622,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-06-27,0,0.11849445289643326,0.0,0.02621,0.0,2.429,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-06-28,0,-0.14686789803745137,0.0,0.02662,0.0,2.504,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-06-29,0,-0.6722301644493703,0.0,0.02722,0.0,2.646,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-06-30,0,-0.2966540099085033,0.0,0.02772,0.0,2.595,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-01,0,-0.688374486204248,0.0,0.02788,0.0,2.659,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-02,0,-0.21497648786380616,0.0,0.02895,0.0,2.659,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-03,0,0.5694590625306086,0.0,0.03069,0.0,2.69,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-04,0,-0.6857901487333945,0.0,0.02968,0.0,2.779,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-05,-2,-2.209645399699865,0.0,0.02799,0.0,2.93,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-06,0,-0.9958110055317964,0.0,0.03112,0.0,3.021,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-07,-2,-1.4436745075945796,0.0,0.03214,0.0,3.249,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-08,0,-0.7975824849350911,0.0,0.0365,0.0,3.554,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-09,-2,-1.9536639271446306,0.0,0.03538,0.0,3.788,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-10,-2,-2.4443506462219364,0.0,0.03504,0.0,4.053,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-11,0,-0.9088737833116179,0.0,0.0383,0.0,3.921,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-12,0,0.595522988118195,0.0,0.04318,0.0,4.023,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-13,2,2.3152801947451116,0.0,0.04705,0.0,3.872,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-14,2,1.4356829792949133,0.0,0.04591,0.0,3.959,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-15,2,1.7516006966546949,0.0,0.04875,0.0,4.047,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-16,2,2.123465605461541,0.0,0.05205,0.0,4.077,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-17,2,1.4625453149022012,0.0,0.05088,0.0,4.145,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-18,2,1.4829271190712547,0.0,0.05448,0.0,4.36,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-19,2,1.6099104077265605,0.0,0.05423,0.0,4.202,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-20,2,2.2359198921285315,0.0,0.0556,0.0,3.881,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-21,2,1.7740039690850513,0.0,0.05648,0.0,4.01,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-22,2,1.3515197395710705,0.0,0.05486,0.0,4.012,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-23,1,1.0869468042165793,-1610382.6052015831,0.0531,21577.420221096156,3.963,200000,171022.63267240813,-28977.36732759187,0.8551131633620407
2020-07-24,1,0.7332933881800706,-1610382.6052015831,0.04941,21577.420221096156,3.825,200000,162102.636868703,-37897.363131296996,0.810513184343515
2020-07-25,1,0.6102552726838969,-1610382.6052015831,0.05028,21577.420221096156,3.917,200000,165488.79239556924,-34511.20760443076,0.8274439619778462
2020-07-26,1,1.1174924622737075,-1610382.6052015831,0.05289,21577.420221096156,3.81,200000,167383.1070314881,-32616.892968511907,0.8369155351574404
2020-07-27,2,2.4893814374654677,0.0,0.06221,0.0,3.593,200000,193676.86368760013,-6323.136312399874,0.9683843184380007
2020-07-28,2,2.6561440187989422,0.0,0.07266,0.0,3.751,200000,193676.86368760013,-6323.136312399874,0.9683843184380007
2020-07-29,2,2.1024788547799473,0.0,0.06878,0.0,3.634,200000,193676.86368760013,-6323.136312399874,0.9683843184380007
2020-07-30,2,2.307057782752256,0.0,0.07629,0.0,3.703,200000,193676.86368760013,-6323.136312399874,0.9683843184380007
2020-07-31,2,1.7383940898206727,0.0,0.07437,0.0,3.793,200000,193676.86368760013,-6323.136312399874,0.9683843184380007
2020-08-01,1,1.1949983033793148,-1292040.4515517019,0.07495,23711.66303716946,4.084,200000,193676.86368760013,-6323.136312399874,0.9683843184380007
2020-08-02,1,1.0665794953181307,-1292040.4515517019,0.07163,23711.66303716946,3.912,200000,185308.88334605534,-14691.116653944657,0.9265444167302768
2020-08-03,1,1.1020010522349653,-1292040.4515517019,0.07168,23711.66303716946,3.82,200000,183192.01236921333,-16807.987630786665,0.9159600618460667
2020-08-04,1,1.1224498411609005,-1292040.4515517019,0.07713,23711.66303716946,4.021,200000,194999.67710064116,-5000.322899358842,0.9749983855032058
2020-08-05,2,1.5642893491044998,0.0,0.08762,0.0,4.144,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-06,2,1.9217252184359586,0.0,0.097,0.0,4.172,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-07,2,1.8348533831307516,0.0,0.09591,0.0,4.015,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-08,0,0.9037945807883002,0.0,0.09248,0.0,4.426,200000,208624.31642653001,8624.316426530015,1.04312158213265
2020-08-09,0,-0.034430193170269636,0.0,0.09382,0.0,5.273,200000,208624.31642653001,8624.316426530015,1.04312158213265
