date,statusList,zscore,ADAUSDT_position,ADAUSDT_price,ETCUSDT_position,ETCUSDT_price,init,total_asset,pnl,return
2020-02-04,0,0.046856473704386954,0.0,0.05601,0.0,11.4111,200000,211483.04359309384,11483.04359309384,1.0574152179654692
2020-02-05,0,-0.32094464507159437,0.0,0.05933,0.0,12.3345,200000,211483.04359309384,11483.04359309384,1.0574152179654692
2020-02-06,0,0.24074334203686285,0.0,0.06008,0.0,12.1132,200000,211483.04359309384,11483.04359309384,1.0574152179654692
2020-02-07,1,1.0522623476855735,-1766185.4317111562,0.05987,9040.286730150121,11.6967,200000,211483.04359309384,11483.04359309384,1.0574152179654692
2020-02-08,1,1.0298327768702178,-1766185.4317111562,0.06002,9040.286730150121,11.6984,200000,211763.33989529178,11763.339895291778,1.058816699476459
2020-02-09,2,1.5787679024703536,0.0,0.06188,0.0,11.7025,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-10,0,0.7884182404455112,0.0,0.06029,0.0,11.8387,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-11,2,1.4647020636006376,0.0,0.06335,0.0,11.96,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-12,2,2.1822978519116703,0.0,0.06817,0.0,12.2074,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-13,2,2.184438765570798,0.0,0.06867,0.0,12.055,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-14,2,2.263380919233435,0.0,0.07074,0.0,12.0094,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-15,2,2.359329424806155,0.0,0.06426,0.0,10.4066,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-16,2,2.327863031674161,0.0,0.06146,0.0,9.5637,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-17,2,1.6929801901078032,0.0,0.06019,0.0,9.6792,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-18,2,1.730948661218321,0.0,0.06274,0.0,9.8629,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-19,2,1.7442667459297283,0.0,0.05737,0.0,8.813,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-20,2,1.6052470876286171,0.0,0.05815,0.0,8.8702,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-21,0,0.9715988886989193,0.0,0.05853,0.0,9.4157,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-22,0,0.7594462021763436,0.0,0.05825,0.0,9.4958,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-23,0,0.941495414929651,0.0,0.06145,0.0,9.7439,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-24,0,0.872017276201958,0.0,0.05906,0.0,9.3481,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-25,0,0.4382628026836229,0.0,0.05603,0.0,9.1742,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-26,0,0.8942208239907399,0.0,0.04915,0.0,7.6823,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-27,0,0.9353106430515052,0.0,0.04986,0.0,7.7166,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-28,1,1.0504214122121551,-2200415.9943479877,0.04885,14422.61687717522,7.4529,200000,214980.64264779838,14980.642647798377,1.074903213238992
2020-02-29,1,0.6460821075621734,-2200415.9943479877,0.0471,14422.61687717522,7.354,200000,209703.51784853678,9703.51784853678,1.048517589242684
2020-03-01,0,-0.8120301979615525,0.0,0.04561,0.0,7.7346,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-02,-2,-1.3186452870228014,0.0,0.04923,0.0,8.456,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-03,-2,-1.7267627512983128,0.0,0.04866,0.0,8.4782,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-04,0,-0.25789434025563335,0.0,0.04898,0.0,7.9381,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-05,0,-0.07222480900421795,0.0,0.05096,0.0,8.1748,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-06,0,0.16834524629877687,0.0,0.05174,0.0,8.2189,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-07,0,0.02609762749343917,0.0,0.04879,0.0,7.8017,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-08,2,1.5905311057927414,0.0,0.04291,0.0,6.4442,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-09,-1,-1.015569431008916,-2451737.772519377,0.04156,14702.926585943453,6.9302,200000,203788.44365181064,3788.4436518106377,1.0189422182590533
2020-03-10,-1,-0.6423726622651934,-2451737.772519377,0.04146,14702.926585943453,6.8285,200000,202047.98224076824,2047.9822407682368,1.0102399112038412
2020-03-11,-1,-0.7663552451291846,-2451737.772519377,0.03969,14702.926585943453,6.5922,200000,194234.1048311505,-5765.8951688495,0.9711705241557524
2020-03-12,0,0.2546189329188109,0.0,0.02329,0.0,3.7168,200000,201335.30846446895,1335.3084644689516,1.0066765423223447
2020-03-13,-2,-1.2917259788631246,0.0,0.02843,0.0,4.8432,200000,201335.30846446895,1335.3084644689516,1.0066765423223447
2020-03-14,-2,-1.9171021014797598,0.0,0.02582,0.0,4.5898,200000,201335.30846446895,1335.3084644689516,1.0066765423223447
2020-03-15,-2,-2.345921783801967,0.0,0.02693,0.0,5.0484,200000,201335.30846446895,1335.3084644689516,1.0066765423223447
2020-03-16,-2,-1.8683732375247595,0.0,0.02423,0.0,4.4987,200000,201335.30846446895,1335.3084644689516,1.0066765423223447
2020-03-17,-1,-1.1770777037124305,3909423.4653294943,0.02575,-21861.935464250542,4.6047,200000,201335.30846446895,1335.3084644689516,1.0066765423223447
2020-03-18,-1,-0.8954201529733066,3909423.4653294943,0.02607,-21861.935464250542,4.6039,200000,202568.834425003,2568.834425003006,1.012844172125015
2020-03-19,0,0.133375233000691,0.0,0.0303,0.0,5.0403,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-20,0,0.24785655308612012,0.0,0.02946,0.0,4.8869,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-21,0,-0.18137739894241806,0.0,0.02948,0.0,5.008,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-22,0,-0.19806314172257705,0.0,0.02703,0.0,4.5935,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-23,0,-0.2090157937026514,0.0,0.02925,0.0,4.9669,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-24,0,0.06489680380778086,0.0,0.03023,0.0,5.0657,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-25,0,-0.1902039887081813,0.0,0.02945,0.0,5.0181,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-26,0,0.4552689158284699,0.0,0.03086,0.0,5.0968,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-27,0,-0.1362476787568405,0.0,0.02882,0.0,4.9209,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-28,2,1.2666735949547774,0.0,0.02975,0.0,4.8133,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-29,0,-0.1402428610088975,0.0,0.02806,0.0,4.8126,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-30,0,0.5294236747413199,0.0,0.02965,0.0,4.9529,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-03-31,2,1.2341355024232732,0.0,0.03045,0.0,4.9341,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-01,2,1.2602583119076882,0.0,0.03097,0.0,5.0254,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-02,2,1.474340491570389,0.0,0.03188,0.0,5.0957,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-03,2,1.5105133397692794,0.0,0.03231,0.0,5.1164,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-04,2,1.411034838983588,0.0,0.03244,0.0,5.1474,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-05,2,1.5606109775628878,0.0,0.0319,0.0,5.0296,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-06,2,1.6698978396597774,0.0,0.03592,0.0,5.6197,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-07,2,1.7459388481612361,0.0,0.03525,0.0,5.4749,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-08,0,0.7147084095783169,0.0,0.03639,0.0,5.8256,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-09,0,0.08406664969479201,0.0,0.03607,0.0,5.8893,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-10,0,0.9982943202965677,0.0,0.03321,0.0,5.2478,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-11,0,0.917435214943569,0.0,0.03343,0.0,5.2804,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-12,0,0.669316835677016,0.0,0.03347,0.0,5.3145,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-13,1,1.0581783685301474,-2915591.827022762,0.03311,18634.34907686973,5.1805,200000,193070.4907854473,-6929.509214552701,0.9653524539272365
2020-04-14,1,0.5738321510976718,-2915591.827022762,0.03312,18634.34907686973,5.2449,200000,194299.69878426794,-5700.301215732063,0.9714984939213397
2020-04-15,0,0.1144050793009978,0.0,0.03185,0.0,5.1002,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-16,0,0.3200006300481205,0.0,0.03446,0.0,5.4755,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-17,0,0.9050010381947813,0.0,0.03432,0.0,5.3707,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-18,2,1.497275428405234,0.0,0.03654,0.0,5.6573,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-19,2,1.697888645580957,0.0,0.03549,0.0,5.4796,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-20,2,1.6444783260399611,0.0,0.03391,0.0,5.2249,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-21,2,2.579528673267031,0.0,0.03454,0.0,5.1993,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-22,2,2.8459314733555434,0.0,0.03664,0.0,5.3867,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-23,2,3.4458908685090845,0.0,0.04088,0.0,5.6028,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-24,2,2.8504495801294376,0.0,0.04165,0.0,5.5931,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-25,2,2.0929255792757693,0.0,0.04222,0.0,5.75,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-26,2,1.8771857728437296,0.0,0.04593,0.0,6.2159,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-27,2,2.0076628761525144,0.0,0.04648,0.0,6.103,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-28,2,1.738884278931022,0.0,0.04679,0.0,6.1423,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-29,2,1.5633276063509907,0.0,0.05146,0.0,6.7433,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-04-30,0,0.9861876810279618,0.0,0.04752,0.0,6.4418,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-01,2,1.3469014744267598,0.0,0.05091,0.0,6.647,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-02,0,-0.2272872441674352,0.0,0.0509,0.0,7.4719,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-03,0,-0.30367546156135794,0.0,0.04898,0.0,7.2077,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-04,0,-0.2603059368547017,0.0,0.04942,0.0,7.214,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-05,0,-0.28729153988684797,0.0,0.04945,0.0,7.1905,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-06,0,0.2115884065309737,0.0,0.04889,0.0,6.8379,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-07,0,0.3075310260215422,0.0,0.05123,0.0,7.09,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-08,0,0.36216302691772817,0.0,0.05201,0.0,7.1445,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-09,0,0.3179643380748632,0.0,0.05145,0.0,7.0544,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-10,2,1.3185329660400391,0.0,0.04755,0.0,6.1909,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-11,2,1.8841563061468312,0.0,0.04779,0.0,6.0165,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-12,2,2.3638830369545043,0.0,0.05043,0.0,6.0888,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-13,2,1.9796491926144066,0.0,0.05147,0.0,6.2145,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-14,2,1.4371333275287541,0.0,0.05098,0.0,6.2779,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-15,0,0.54217802371634,0.0,0.05026,0.0,6.5011,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-16,0,0.27438993187383137,0.0,0.051,0.0,6.6938,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-17,0,0.4473967047224542,0.0,0.05129,0.0,6.6575,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-18,1,1.1930616071260303,-1756470.218202717,0.05434,14220.290771325333,6.712,200000,190893.18331427127,-9106.816685728729,0.9544659165713564
2020-05-19,2,1.781782727161099,0.0,0.05677,0.0,6.6712,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-20,2,1.9783347590559708,0.0,0.05689,0.0,6.4513,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-21,2,1.3089850012470636,0.0,0.05207,0.0,6.1255,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-22,2,1.3677428992987957,0.0,0.05576,0.0,6.4632,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-23,0,0.8779085969167142,0.0,0.0549,0.0,6.5575,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-24,0,-0.19746487860506765,0.0,0.05125,0.0,6.5819,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-25,0,-0.057398045439610655,0.0,0.0539,0.0,6.8067,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-26,0,-0.012446732594992441,0.0,0.05355,0.0,6.708,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-27,0,0.24260350106803322,0.0,0.05513,0.0,6.7757,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-28,2,2.6964347318408413,0.0,0.06502,0.0,6.8609,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-29,2,1.502798262699276,0.0,0.06469,0.0,7.2254,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-30,2,2.9493519544712883,0.0,0.07691,0.0,7.4928,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-05-31,2,2.642485596153253,0.0,0.0739,0.0,6.9388,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-01,2,2.5465258684054928,0.0,0.08093,0.0,7.2045,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-02,2,2.125358254128935,0.0,0.07872,0.0,6.9781,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-03,2,2.3757885145422355,0.0,0.08558,0.0,6.9413,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-04,2,2.2307073658652627,0.0,0.08882,0.0,6.9152,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-05,2,1.7250246877808226,0.0,0.08517,0.0,6.8436,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-06,2,1.5774690286195332,0.0,0.08614,0.0,6.862,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-07,2,1.4575455709628757,0.0,0.08657,0.0,6.8326,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-08,2,1.2407426049721775,0.0,0.08648,0.0,6.9004,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-09,0,0.9765378487983929,0.0,0.08291,0.0,6.7826,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-10,0,0.909294442876211,0.0,0.0836,0.0,6.8084,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-11,0,0.6946800203045803,0.0,0.07527,0.0,6.264,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-12,0,0.8152771666516064,0.0,0.07948,0.0,6.4048,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-13,0,0.6157106378943876,0.0,0.07906,0.0,6.4923,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-14,0,0.49518997804563264,0.0,0.07642,0.0,6.3165,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-15,0,0.7196368487453931,0.0,0.07824,0.0,6.2414,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-16,0,0.797460259477849,0.0,0.07925,0.0,6.2527,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-17,2,1.28308144906181,0.0,0.08349,0.0,6.2823,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-18,2,1.2702398885627313,0.0,0.08176,0.0,6.2085,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-19,0,0.46689819930177817,0.0,0.07987,0.0,6.3406,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-20,0,0.5878632673098054,0.0,0.07953,0.0,6.2619,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-21,0,0.3493569574553677,0.0,0.07841,0.0,6.2125,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-22,2,1.571458720148417,0.0,0.08355,0.0,6.3745,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-23,1,1.0997854827632028,-1182585.7528272953,0.08276,15355.895019061263,6.3735,200000,195741.59380797393,-4258.406192026072,0.9787079690398697
2020-06-24,2,1.7006425593092327,0.0,0.08254,0.0,6.2228,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-06-25,2,1.5159147267816582,0.0,0.08167,0.0,6.1534,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-06-26,2,1.485998564148834,0.0,0.08062,0.0,6.044,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-06-27,2,2.169967016230722,0.0,0.07738,0.0,5.589,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-06-28,2,2.000552754482706,0.0,0.08028,0.0,5.7511,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-06-29,2,2.269565346993266,0.0,0.08392,0.0,5.8253,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-06-30,2,2.0166818909135706,0.0,0.08299,0.0,5.7284,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-01,2,3.3514871286264563,0.0,0.09681,0.0,5.7095,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-02,2,2.321922985281604,0.0,0.09291,0.0,5.6408,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-03,2,2.2768156420743932,0.0,0.09655,0.0,5.6483,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-04,2,2.1520673252350333,0.0,0.10005,0.0,5.6977,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-05,2,1.7595437612228526,0.0,0.09813,0.0,5.6498,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-06,2,1.4826760943627064,0.0,0.10512,0.0,6.1047,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-07,2,2.006675539643093,0.0,0.11764,0.0,6.2192,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-08,2,1.9622835863600228,0.0,0.12993,0.0,6.634,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-09,2,1.3949594935835608,0.0,0.12403,0.0,6.6456,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-10,2,1.220115309272148,0.0,0.11846,0.0,6.3821,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-11,2,1.3682808844105316,0.0,0.12523,0.0,6.5017,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-12,2,1.3724318961005342,0.0,0.12685,0.0,6.4603,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-13,2,1.2801694470605653,0.0,0.12427,0.0,6.3015,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-14,2,1.6090505591714968,0.0,0.13256,0.0,6.3273,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-15,2,1.4837923428837017,0.0,0.13069,0.0,6.2219,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-16,2,1.3284747339040262,0.0,0.12602,0.0,6.0317,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-17,0,0.9811691267240582,0.0,0.12224,0.0,6.029,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-18,0,0.916008755811195,0.0,0.1227,0.0,6.0518,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-19,0,0.8869699599223332,0.0,0.12402,0.0,6.1004,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-20,0,0.3502314120185452,0.0,0.11771,0.0,6.0289,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-21,0,0.534443874125969,0.0,0.12321,0.0,6.1908,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-22,0,0.13290317760947723,0.0,0.1238,0.0,6.3569,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-23,0,-0.11803661342170199,0.0,0.12422,0.0,6.4402,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-24,0,-0.01672647647754232,0.0,0.12197,0.0,6.2548,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-25,2,1.7239201236405863,0.0,0.14362,0.0,6.7067,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-26,2,2.476206383140713,0.0,0.14849,0.0,6.6358,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-27,0,-0.5628475928279121,0.0,0.13859,0.0,7.1167,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-28,0,0.6364216758319705,0.0,0.14904,0.0,7.2125,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-29,0,-0.9350128785331445,0.0,0.13972,0.0,7.2644,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-30,-1,-1.11171902729392,703398.1448140983,0.1406,-13469.774612631394,7.3422,200000,197795.55832172444,-2204.441678275558,0.9889777916086222
2020-07-31,-2,-1.475154561335134,0.0,0.13878,0.0,7.3976,200000,199821.9684588259,-178.03154117410304,0.9991098422941295
2020-08-01,-2,-1.6746422167641568,0.0,0.1441,0.0,7.833,200000,199821.9684588259,-178.03154117410304,0.9991098422941295
2020-08-02,-2,-1.3470076617339346,0.0,0.13375,0.0,7.1939,200000,199821.9684588259,-178.03154117410304,0.9991098422941295
2020-08-03,0,-0.713885420362502,0.0,0.1373,0.0,7.1658,200000,199821.9684588259,-178.03154117410304,0.9991098422941295
2020-08-04,0,0.2463035193666784,0.0,0.14335,0.0,7.139,200000,199821.9684588259,-178.03154117410304,0.9991098422941295
2020-08-05,0,-0.08843956686205828,0.0,0.14227,0.0,7.2239,200000,199821.9684588259,-178.03154117410304,0.9991098422941295
