date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,ICXUSDT_position,ICXUSDT_price,init,total_asset,pnl,return
2020-01-27,0,-0.3393579927506387,0.0,55.18,0.0,0.1775,200000,191211.074080686,-8788.925919314002,0.95605537040343
2020-01-28,0,-0.6005256826292552,0.0,56.74,0.0,0.186,200000,191211.074080686,-8788.925919314002,0.95605537040343
2020-01-29,-1,-1.094494062614781,1548.518578560787,61.74,-452677.73219859373,0.2112,200000,191211.074080686,-8788.925919314002,0.95605537040343
2020-01-30,-2,-1.508266520177008,0.0,66.3,0.0,0.238,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-01-31,-2,-1.9693143794715138,0.0,66.51,0.0,0.2589,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-01,-2,-2.1186251781500087,0.0,66.03,0.0,0.2751,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-02,-2,-2.334575051130141,0.0,66.36,0.0,0.3176,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-03,-2,-2.3841039928193757,0.0,65.52,0.0,0.3705,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-04,-2,-2.5657701253561345,0.0,64.34,0.0,0.5091,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-05,-2,-1.741237981005753,0.0,71.19,0.0,0.4369,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-06,-2,-1.6865874581068123,0.0,70.14,0.0,0.4574,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-07,-2,-1.3498236534608115,0.0,68.38,0.0,0.4123,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-08,-1,-1.1394534932711566,1401.6109153482657,70.02,-241964.4879010985,0.4056,200000,196281.5925853711,-3718.4074146288913,0.9814079629268555
2020-02-09,-1,-1.1541321861674687,1401.6109153482657,71.33,-241964.4879010985,0.438,200000,205957.35229247293,5957.352292472933,1.0297867614623646
2020-02-10,-1,-0.9458621738581272,1401.6109153482657,69.77,-241964.4879010985,0.4077,200000,196439.31528112636,-3560.684718873643,0.9821965764056317
2020-02-11,-1,-0.8116492957389685,1401.6109153482657,72.68,-241964.4879010985,0.4161,200000,202550.50474315905,2550.50474315905,1.0127525237157953
2020-02-12,-1,-0.7563106894464756,1401.6109153482657,73.12,-241964.4879010985,0.423,200000,204836.76851242987,4836.768512429873,1.0241838425621494
2020-02-13,-1,-0.46691635684234883,1401.6109153482657,72.01,-241964.4879010985,0.3843,200000,193916.95471462078,-6083.045285379223,0.9695847735731039
2020-02-14,-1,-0.49722656324860925,1401.6109153482657,72.92,-241964.4879010985,0.4036,200000,199862.33526407892,-137.6647359210765,0.9993116763203946
2020-02-15,-1,-0.4442611468834224,1401.6109153482657,64.46,-241964.4879010985,0.3595,200000,177334.07300379412,-22665.926996205875,0.8866703650189707
2020-02-16,-1,-0.5128126736812916,1401.6109153482657,60.0,-241964.4879010985,0.35,200000,168784.2256862804,-31215.774313719594,0.843921128431402
2020-02-17,0,-0.12175442031009355,0.0,64.2,0.0,0.3455,200000,189896.902389842,-10103.097610158002,0.94948451194921
2020-02-18,0,-0.36826672519858916,0.0,65.74,0.0,0.3826,200000,189896.902389842,-10103.097610158002,0.94948451194921
2020-02-19,0,-0.30715181763550836,0.0,62.1,0.0,0.3633,200000,189896.902389842,-10103.097610158002,0.94948451194921
2020-02-20,0,-0.8374035902748652,0.0,60.79,0.0,0.3896,200000,189896.902389842,-10103.097610158002,0.94948451194921
2020-02-21,-2,-1.4229531491785556,0.0,61.56,0.0,0.4222,200000,189896.902389842,-10103.097610158002,0.94948451194921
2020-02-22,-1,-1.188216824044404,1563.452184997876,60.73,-233460.66190046963,0.4067,200000,189896.902389842,-10103.097610158002,0.94948451194921
2020-02-23,-1,-0.6034534898363128,1563.452184997876,63.32,-233460.66190046963,0.4033,200000,193152.4772985249,-6847.5227014751,0.9657623864926245
2020-02-24,0,-0.14000702549473135,0.0,60.7,0.0,0.365,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-02-25,0,0.5407119009563058,0.0,57.06,0.0,0.3266,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-02-26,0,0.024546868056632108,0.0,51.33,0.0,0.3027,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-02-27,0,0.1225574151404298,0.0,52.96,0.0,0.3099,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-02-28,0,-0.2862377626419383,0.0,50.83,0.0,0.306,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-02-29,0,-0.25175776885637474,0.0,48.96,0.0,0.2937,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-03-01,0,0.1272333311383035,0.0,49.1,0.0,0.2875,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-03-02,0,-0.3614815538292734,0.0,52.33,0.0,0.3171,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-03-03,-2,-1.5851748459573347,0.0,50.78,0.0,0.3399,200000,180208.49635414235,-19791.50364585765,0.9010424817707118
2020-03-04,-1,-1.096227476065406,1795.9786361784168,50.17,-276647.9833499269,0.3257,200000,180208.49635414238,-19791.50364585762,0.9010424817707119
2020-03-05,-2,-2.517471909483706,0.0,51.84,0.0,0.3958,200000,196602.23566455426,-3397.7643354457396,0.9830111783227713
2020-03-06,-2,-1.622394293508136,0.0,53.3,0.0,0.3812,200000,196602.23566455426,-3397.7643354457396,0.9830111783227713
2020-03-07,-1,-1.171067240964821,1943.0938492246912,50.59,-280060.16476432234,0.351,200000,196602.23566455426,-3397.7643354457396,0.9830111783227713
2020-03-08,-1,-0.8545858821751077,1943.0938492246912,42.83,-280060.16476432234,0.2903,200000,164524.1753933763,-35475.824606623704,0.8226208769668815
2020-03-09,-2,-1.9608381205959025,0.0,42.18,0.0,0.3266,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-10,-2,-1.5864790180001322,0.0,41.4,0.0,0.3151,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-11,-2,-1.2964951217107572,0.0,40.24,0.0,0.3014,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-12,0,0.02967618017340859,0.0,25.45,0.0,0.1653,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-13,0,-0.6680197298786271,0.0,27.34,0.0,0.1911,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-14,0,-0.967282072491228,0.0,24.95,0.0,0.1819,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-15,0,-0.9292459209109261,0.0,25.68,0.0,0.1885,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-16,0,-0.17753030535600822,0.0,24.68,0.0,0.1682,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-17,0,-0.6384568915065396,0.0,25.06,0.0,0.1804,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-18,1,1.1865886235940353,-3466.36708570946,29.73,565615.2220534701,0.1822,200000,206110.1869162845,6110.186916284496,1.0305509345814226
2020-03-19,1,0.5134318843179688,-3466.36708570946,31.95,565615.2220534701,0.2085,200000,228681.20218656573,28681.20218656573,1.1434060109328286
2020-03-20,2,1.3771166109281865,0.0,33.08,0.0,0.2021,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-21,2,1.5282534094189717,0.0,33.03,0.0,0.201,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-22,2,1.2621148184364854,0.0,29.49,0.0,0.1837,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-23,2,1.201867281282787,0.0,32.05,0.0,0.1991,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-24,0,0.8457311166675884,0.0,32.79,0.0,0.2089,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-25,0,0.74148087876521,0.0,32.2,0.0,0.2055,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-26,0,0.5473984922484106,0.0,32.46,0.0,0.2092,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-27,0,0.8375017280873402,0.0,31.01,0.0,0.1945,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-28,0,0.7260445799875558,0.0,30.38,0.0,0.1913,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-29,0,0.5627727895566019,0.0,28.22,0.0,0.1789,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-30,0,-0.3873833845492333,0.0,30.54,0.0,0.2055,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-03-31,0,-0.7975375134574267,0.0,30.9,0.0,0.2118,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-04-01,-2,-2.244812309116994,0.0,31.32,0.0,0.2447,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-04-02,-2,-1.9213840101088016,0.0,32.23,0.0,0.2505,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-04-03,-2,-1.3502718031989123,0.0,32.66,0.0,0.2419,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-04-04,-1,-1.1085378142937272,3125.443138579278,33.03,-431577.7042946219,0.2392,200000,206466.7737345471,6466.7737345471105,1.0323338686727355
2020-04-05,-1,-0.8387743476464993,3125.443138579278,32.52,-431577.7042946219,0.231,200000,201333.8605586558,1333.8605586558115,1.0066693027932792
2020-04-06,0,-0.18505002947981447,0.0,37.56,0.0,0.2519,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-07,0,-0.30290963355574546,0.0,36.45,0.0,0.2479,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-08,0,-0.05468001623406217,0.0,37.86,0.0,0.253,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-09,0,0.9347390703267784,0.0,40.71,0.0,0.2538,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-10,0,0.9440027952505124,0.0,36.62,0.0,0.2288,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-11,0,0.7270451409154104,0.0,36.2,0.0,0.2299,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-12,0,0.6802775478070667,0.0,36.38,0.0,0.2323,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-13,0,0.705829997353749,0.0,35.75,0.0,0.2279,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-14,0,0.6047435761739048,0.0,35.51,0.0,0.228,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-15,0,0.8948004540711569,0.0,35.08,0.0,0.2205,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-16,2,1.3556495378437758,0.0,38.74,0.0,0.2353,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-17,2,1.9492618135290547,0.0,40.4,0.0,0.2321,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-18,2,1.4957220276985195,0.0,42.13,0.0,0.2474,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-19,2,2.59883669120094,0.0,46.44,0.0,0.2378,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-20,2,1.851435199625098,0.0,41.89,0.0,0.2222,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-21,2,1.6167002201356488,0.0,42.09,0.0,0.2245,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-22,2,1.6901799694203912,0.0,45.53,0.0,0.2372,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-23,0,0.8265398396712388,0.0,44.46,0.0,0.2497,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-24,0,0.05498728796469551,0.0,44.08,0.0,0.265,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-25,0,-0.1650837665398747,0.0,44.7,0.0,0.2722,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-26,-1,-1.189065403656872,2217.868952246296,44.59,-330862.4174662508,0.2989,200000,197789.5531613247,-2210.4468386752997,0.9889477658066235
2020-04-27,-1,-0.9770928958172572,2217.868952246296,44.46,-330862.4174662508,0.2907,200000,194788.15837430942,-5211.841625690577,0.9739407918715471
2020-04-28,-1,-0.7278941033838101,2217.868952246296,44.62,-330862.4174662508,0.2839,200000,192893.1529678983,-7106.8470321017085,0.9644657648394914
2020-04-29,-1,-0.6941646638603031,2217.868952246296,47.07,-330862.4174662508,0.299,200000,203322.95440464214,3322.954404642136,1.0166147720232106
2020-04-30,-1,-0.4663543091945846,2217.868952246296,44.76,-330862.4174662508,0.2786,200000,191450.08380864165,-8549.916191358352,0.9572504190432083
2020-05-01,-1,-0.46067438270354566,2217.868952246296,45.73,-330862.4174662508,0.2841,200000,195421.15998838496,-4578.840011615044,0.9771057999419248
2020-05-02,-1,-0.5458711442077026,2217.868952246296,46.5,-330862.4174662508,0.2906,200000,199279.52479514523,-720.4752048547671,0.9963976239757262
2020-05-03,-1,-0.31823559213881925,2217.868952246296,44.78,-330862.4174662508,0.2738,200000,189906.3015838486,-10093.698416151397,0.949531507919243
2020-05-04,-1,-0.6213072484917221,2217.868952246296,44.02,-330862.4174662508,0.2756,200000,188816.2735315807,-11183.726468419307,0.9440813676579035
2020-05-05,-1,-0.6136336394375375,2217.868952246296,43.84,-330862.4174662508,0.2742,200000,187953.84973572358,-12046.150264276424,0.9397692486786179
2020-05-06,-1,-0.452609676464958,2217.868952246296,42.3,-330862.4174662508,0.2613,200000,180270.20636394963,-19729.793636050366,0.9013510318197482
2020-05-07,-1,-0.697245556369519,2217.868952246296,44.17,-330862.4174662508,0.2801,200000,190637.83475301572,-9362.165246984281,0.9531891737650786
2020-05-08,-1,-0.8287282978814107,2217.868952246296,46.76,-330862.4174662508,0.3018,200000,203561.82979835127,3561.829798351275,1.0178091489917565
2020-05-09,-1,-0.963777081068404,2217.868952246296,45.0,-330862.4174662508,0.2954,200000,197540.86097061378,-2459.1390293862205,0.9877043048530689
2020-05-10,-1,-0.6488912678240092,2217.868952246296,40.9,-330862.4174662508,0.2632,200000,177793.8284239907,-22206.171576009307,0.8889691421199535
2020-05-11,-1,-0.3526480946718811,2217.868952246296,39.68,-330862.4174662508,0.2515,200000,171216.9380178951,-28783.061982104904,0.8560846900894755
2020-05-12,0,0.06371885605456473,0.0,42.21,0.0,0.264,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-13,0,-0.08544972022242639,0.0,42.89,0.0,0.2712,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-14,0,0.6996735528883214,0.0,43.2,0.0,0.2685,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-15,0,-0.6039967618666024,0.0,41.87,0.0,0.269,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-16,0,-0.7210154767240462,0.0,42.51,0.0,0.2725,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-17,2,2.4467028087894995,0.0,46.25,0.0,0.277,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-18,2,2.176270945250846,0.0,48.07,0.0,0.2866,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-19,2,1.391532882779216,0.0,48.97,0.0,0.2961,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-20,-2,-2.988683572202012,0.0,48.39,0.0,0.341,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-21,-2,-1.4994725367996486,0.0,46.0,0.0,0.3083,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-22,-2,-1.6779156384063714,0.0,47.7,0.0,0.3254,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-23,-2,-1.4338640556588915,0.0,46.91,0.0,0.3191,200000,191520.98289809874,-8479.017101901263,0.9576049144904937
2020-05-24,-1,-1.1156022527703735,2128.010921089986,45.0,-315728.6233071196,0.3033,200000,191520.98289809877,-8479.017101901234,0.9576049144904938
2020-05-25,-2,-2.0872006935750744,0.0,45.94,0.0,0.3318,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-05-26,-2,-2.3456434688208896,0.0,44.85,0.0,0.3408,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-05-27,-2,-1.6024779631643733,0.0,46.21,0.0,0.3388,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-05-28,-2,-1.5083767848210363,0.0,47.73,0.0,0.3527,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-05-29,-2,-1.4936988294838465,0.0,46.6,0.0,0.3492,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-05-30,0,0.17126273795287514,0.0,54.55,0.0,0.3579,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-05-31,0,0.6112626983316837,0.0,51.51,0.0,0.3272,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-01,0,0.8079616208599725,0.0,54.65,0.0,0.3423,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-02,0,0.1923834286220606,0.0,51.48,0.0,0.338,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-03,0,0.5372785469633831,0.0,52.83,0.0,0.339,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-04,0,0.5563203632405169,0.0,52.24,0.0,0.3347,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-05,0,0.5564003981379025,0.0,52.57,0.0,0.3368,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-06,0,0.7100823839453612,0.0,52.83,0.0,0.3368,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-07,0,0.7689475882125019,0.0,52.21,0.0,0.334,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-08,0,0.9107483832256618,0.0,52.5,0.0,0.335,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-09,0,0.749301151186341,0.0,51.98,0.0,0.3333,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-10,0,0.3406545430174182,0.0,55.21,0.0,0.3623,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-11,0,0.5247092598900783,0.0,49.64,0.0,0.3213,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-12,0,0.6724182863653084,0.0,51.61,0.0,0.33,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-13,0,0.5762224754583318,0.0,52.81,0.0,0.3387,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-14,0,0.7824319021893201,0.0,51.1,0.0,0.3221,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-15,2,1.4905030390789884,0.0,52.2,0.0,0.3151,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-16,2,1.6164282904917013,0.0,52.97,0.0,0.316,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-17,1,1.0618163121932076,-1876.0056548528357,52.91,306356.3555501961,0.324,200000,198518.91839652706,-1481.081603472936,0.9925945919826353
2020-06-18,1,0.5184156245173642,-1876.0056548528357,51.95,306356.3555501961,0.3255,200000,197177.48750119365,-2822.512498806347,0.9858874375059683
2020-06-19,1,0.6856866124462949,-1876.0056548528357,51.41,306356.3555501961,0.3201,200000,194510.12012760204,-5489.879872397956,0.9725506006380102
2020-06-20,1,0.6777213127387812,-1876.0056548528357,51.4,306356.3555501961,0.3197,200000,194368.81752883346,-5631.1824711665395,0.9718440876441673
2020-06-21,1,0.20433372792850552,-1876.0056548528357,50.51,306356.3555501961,0.318,200000,192178.36669157908,-7821.633308420918,0.9608918334578954
2020-06-22,2,1.3817209034633373,0.0,53.53,0.0,0.3262,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-23,2,3.297341813707337,0.0,58.23,0.0,0.3229,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-24,2,1.9132170235832442,0.0,55.2,0.0,0.3174,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-25,2,2.220380848104927,0.0,55.81,0.0,0.3107,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-26,2,2.362796583960753,0.0,55.7,0.0,0.2998,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-27,2,1.953764383972826,0.0,52.24,0.0,0.2818,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-28,2,1.3022536891050647,0.0,51.81,0.0,0.2876,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-29,0,0.874745132922375,0.0,52.42,0.0,0.297,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-06-30,0,0.8730789301835905,0.0,51.44,0.0,0.2899,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-01,0,0.4271538223631556,0.0,51.86,0.0,0.2989,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-02,0,-0.8846093640176821,0.0,51.18,0.0,0.3184,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-03,-2,-1.7991726889577033,0.0,51.11,0.0,0.3391,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-04,-2,-1.4823213915677433,0.0,51.43,0.0,0.3358,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-05,-2,-1.7391147457953098,0.0,51.16,0.0,0.3461,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-06,0,-0.8266859492202717,0.0,55.55,0.0,0.3522,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-07,-2,-1.978991958872663,0.0,55.08,0.0,0.3935,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-08,-2,-1.3883049161212226,0.0,57.94,0.0,0.3962,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-09,-2,-1.285865515843796,0.0,56.86,0.0,0.3891,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-10,-2,-1.555627283314433,0.0,56.07,0.0,0.402,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-11,-2,-1.4748517045671494,0.0,55.84,0.0,0.4039,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-12,0,-0.8524231948334355,0.0,58.65,0.0,0.3976,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-13,0,-0.7393049635328021,0.0,61.26,0.0,0.4138,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-14,0,-0.46970109412263417,0.0,62.02,0.0,0.4093,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-15,0,-0.3441586995745617,0.0,61.14,0.0,0.401,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-16,0,-0.17054834321060425,0.0,59.1,0.0,0.3841,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-17,0,-0.19299100102185135,0.0,59.5,0.0,0.3909,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-18,0,-0.09419153630023726,0.0,59.06,0.0,0.388,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-19,-2,-1.273028807153922,0.0,58.38,0.0,0.4223,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-20,0,-0.8212070581247723,0.0,57.05,0.0,0.3998,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-21,0,0.4647141304097426,0.0,62.45,0.0,0.4123,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-22,2,1.243310918249642,0.0,64.28,0.0,0.4131,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-23,1,1.153570707261042,-1566.745850419819,63.51,243703.2303702246,0.4083,200000,199008.0579203254,-991.9420796745981,0.995040289601627
2020-07-24,2,1.702435791407083,0.0,63.01,0.0,0.3938,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-07-25,2,2.010746845418323,0.0,65.69,0.0,0.399,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-07-26,2,2.397318769349552,0.0,66.15,0.0,0.3863,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-07-27,2,3.126525531081316,0.0,70.77,0.0,0.3695,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-07-28,2,2.1791880494318168,0.0,70.57,0.0,0.3794,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-07-29,2,2.1070494818633385,0.0,72.13,0.0,0.3768,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-07-30,2,1.7429635697141501,0.0,70.48,0.0,0.3715,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-07-31,2,2.0103482783051745,0.0,74.9,0.0,0.3738,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-01,2,2.7746016774459776,0.0,89.37,0.0,0.3814,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
2020-08-02,2,2.010638004387518,0.0,84.31,0.0,0.3742,200000,201758.38183548374,1758.3818354837422,1.0087919091774187
