date,statusList,zscore,CELRUSDT_position,CELRUSDT_price,ETHUSDT_position,ETHUSDT_price,init,total_asset,pnl,return
2020-04-08,-2,-1.9327070674015452,0.0,0.00175,0.0,173.11,200000,195706.8605853472,-4293.139414652804,0.9785343029267359
2020-04-09,-1,-1.0090371447297903,54363016.82926311,0.0018,-577.2382626986408,169.52,200000,195706.8605853472,-4293.139414652804,0.9785343029267359
2020-04-10,-2,-1.5724103416082182,0.0,0.0016,0.0,157.81,200000,199820.00389499875,-179.99610500124982,0.9991000194749937
2020-04-11,-2,-1.3720004517712514,0.0,0.00161,0.0,158.33,200000,199820.00389499875,-179.99610500124982,0.9991000194749937
2020-04-12,-1,-1.1876400559471367,61672840.70833295,0.00162,-629.9892928148015,158.59,200000,199820.00389499875,-179.99610500124982,0.9991000194749937
2020-04-13,-2,-1.7827769325225566,0.0,0.0015,0.0,156.29,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-14,-2,-1.5863957227186538,0.0,0.00152,0.0,158.45,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-15,-2,-1.3863267630795109,0.0,0.00148,0.0,152.73,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-16,-2,-1.8397884724615436,0.0,0.00157,0.0,172.29,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-17,-2,-1.4257001819135267,0.0,0.00159,0.0,170.69,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-18,-2,-1.570226907359726,0.0,0.00169,0.0,187.4,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-19,-2,-1.4360478103127166,0.0,0.00162,0.0,180.03,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-20,-2,-1.335151457226978,0.0,0.00153,0.0,170.2,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-21,-2,-1.2049228722297192,0.0,0.00154,0.0,170.74,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-22,-2,-1.20498332848665,0.0,0.00163,0.0,182.7,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-23,0,-0.9079135780416974,0.0,0.00169,0.0,185.51,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-24,0,0.658459013106048,0.0,0.00191,0.0,187.59,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-25,0,0.6358174623565965,0.0,0.00195,0.0,194.21,200000,205771.76940652463,5771.769406524632,1.0288588470326232
2020-04-26,1,1.0377407981605464,-50682701.82426715,0.00203,521.2579020329431,197.38,200000,205771.7694065246,5771.769406524603,1.028858847032623
2020-04-27,0,0.06772079572252546,0.0,0.0019,0.0,196.34,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-04-28,0,-0.0623177996882267,0.0,0.00188,0.0,196.24,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-04-29,0,-0.8004017170717354,0.0,0.00197,0.0,215.36,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-04-30,0,-0.386139219262276,0.0,0.00192,0.0,206.08,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-01,0,-0.661909611045051,0.0,0.00194,0.0,212.02,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-02,0,-0.23972171091072714,0.0,0.00199,0.0,213.9,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-03,0,-0.12164731080560581,0.0,0.00196,0.0,209.86,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-04,0,-0.2986708233065845,0.0,0.00191,0.0,206.48,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-05,2,2.171556191113373,0.0,0.00214,0.0,205.29,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-06,2,1.4961899394801257,0.0,0.00203,0.0,198.97,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-07,0,-0.43369403326681105,0.0,0.00196,0.0,212.0,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-08,0,0.05641909212662776,0.0,0.00201,0.0,211.31,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-09,0,0.2126943397081158,0.0,0.00202,0.0,210.07,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-10,0,0.44600154458050895,0.0,0.00183,0.0,187.54,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-11,0,0.35148041616341763,0.0,0.00181,0.0,185.73,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-12,0,0.2844730014091723,0.0,0.00185,0.0,189.76,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-13,2,1.9541175942413431,0.0,0.00211,0.0,199.58,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-14,2,2.9315919265984007,0.0,0.00234,0.0,203.29,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-15,2,2.988408433330024,0.0,0.00241,0.0,194.86,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-16,2,3.141945354183603,0.0,0.00279,0.0,200.45,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-17,2,1.7218691749382886,0.0,0.00259,0.0,207.0,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-18,2,1.2947045217484046,0.0,0.00261,0.0,214.91,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-19,1,1.1191978293295544,-38556974.20607802,0.00259,465.3861645714515,214.58,200000,199725.12638748414,-274.87361251586117,0.9986256319374207
2020-05-20,1,0.9684713594170362,-38556974.20607802,0.00252,465.3861645714515,209.98,200000,194885.36183603,-5114.638163969998,0.97442680918015
2020-05-21,1,0.9879356883094262,-38556974.20607802,0.00242,465.3861645714515,198.74,200000,185798.7239256391,-14201.27607436091,0.9289936196281955
2020-05-22,2,1.2397270699699714,0.0,0.00264,0.0,207.36,200000,205013.0632059939,5013.063205993909,1.0250653160299696
2020-05-23,1,1.0307885185828995,-39425589.07807575,0.0026,496.1593978847868,206.6,200000,205013.0632059939,5013.063205993909,1.0250653160299696
2020-05-24,2,1.2324161407514904,0.0,0.00261,0.0,199.9,200000,208731.58706260275,8731.587062602746,1.0436579353130138
2020-05-25,2,2.26687689923747,0.0,0.00313,0.0,204.15,200000,208731.58706260275,8731.587062602746,1.0436579353130138
2020-05-26,2,1.430017662674538,0.0,0.00286,0.0,200.89,200000,208731.58706260275,8731.587062602746,1.0436579353130138
2020-05-27,1,1.0918918014104133,-36238122.75392409,0.00288,501.06002943636935,208.29,200000,208731.58706260275,8731.587062602746,1.0436579353130138
2020-05-28,1,0.6022029038886987,-36238122.75392409,0.00289,501.06002943636935,220.21,200000,215066.60384102352,15066.60384102352,1.0753330192051176
2020-05-29,1,0.3973054738365552,-36238122.75392409,0.00285,501.06002943636935,220.67,200000,213847.56654440728,13847.56654440728,1.0692378327220364
2020-05-30,0,-0.37657105611354247,0.0,0.0029,0.0,243.66,200000,191733.85627651683,-8266.143723483168,0.9586692813825841
2020-05-31,0,-0.36298111584038056,0.0,0.0028,0.0,231.57,200000,191733.85627651683,-8266.143723483168,0.9586692813825841
2020-06-01,-1,-1.0899879322217119,33755960.61206282,0.00284,-386.2020228749886,248.23,200000,191733.85627651683,-8266.143723483168,0.9586692813825841
2020-06-02,-1,-1.061146419170622,33755960.61206282,0.00276,-386.2020228749886,237.71,200000,184970.53414690692,-15029.465853093076,0.9248526707345346
2020-06-03,-1,-0.9956892655754003,33755960.61206282,0.00286,-386.2020228749886,244.52,200000,190976.16598389187,-9023.834016108129,0.9548808299194593
2020-06-04,-1,-0.8476040314473935,33755960.61206282,0.00287,-386.2020228749886,243.21,200000,190807.80094004626,-9192.199059953738,0.9540390047002313
2020-06-05,-1,-0.6170410338703879,33755960.61206282,0.00287,-386.2020228749886,240.03,200000,189579.67850730382,-10420.321492696181,0.9478983925365191
2020-06-06,-1,-0.4372115019722923,33755960.61206282,0.00293,-386.2020228749886,241.94,200000,192342.6820077188,-7657.317992281198,0.961713410038594
2020-06-07,0,0.15072572712672352,0.0,0.00311,0.0,244.56,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-08,0,-0.013811554486907724,0.0,0.0031,0.0,246.4,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-09,2,1.2100272991823813,0.0,0.00339,0.0,243.8,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-10,0,0.6797118523935092,0.0,0.00333,0.0,247.78,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-11,0,0.2447199998974767,0.0,0.003,0.0,230.51,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-12,0,0.7588409358210212,0.0,0.00323,0.0,237.55,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-13,2,2.532849157317261,0.0,0.00386,0.0,238.11,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-14,2,2.487459541079113,0.0,0.00384,0.0,231.77,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-15,2,2.4835335420900027,0.0,0.00403,0.0,230.86,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-16,2,1.922699246806173,0.0,0.00401,0.0,235.3,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-17,2,1.4964027992385927,0.0,0.00388,0.0,233.82,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-18,2,2.1297986893562064,0.0,0.00436,0.0,231.27,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-19,2,1.9315117302075724,0.0,0.0044,0.0,229.0,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-20,2,1.630969628148303,0.0,0.00436,0.0,228.89,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-21,1,1.0690292597343385,-22315564.715185795,0.00406,397.3039499370915,228.04,200000,181202.38548730867,-18797.614512691332,0.9060119274365434
2020-06-22,1,0.564210895263618,-22315564.715185795,0.00404,397.3039499370915,243.13,200000,186751.39079755568,-13248.60920244432,0.9337569539877784
2020-06-23,1,0.43108000621418396,-22315564.715185795,0.004,397.3039499370915,243.14,200000,185862.74124844762,-14137.258751552377,0.9293137062422381
2020-06-24,0,0.1600942105253359,0.0,0.00374,0.0,234.58,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-06-25,0,0.10664591676888024,0.0,0.00372,0.0,232.5,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-06-26,0,-0.4371713903812393,0.0,0.00344,0.0,229.64,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-06-27,0,-0.21870637486543748,0.0,0.00345,0.0,220.94,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-06-28,0,0.23371878555270145,0.0,0.00375,0.0,224.93,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-06-29,0,-0.10288097386152231,0.0,0.00369,0.0,227.93,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-06-30,0,-0.5241825208779417,0.0,0.00353,0.0,225.6,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-07-01,0,-0.11480918812630796,0.0,0.00381,0.0,230.99,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-07-02,0,0.9028193509216567,0.0,0.00406,0.0,226.46,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-07-03,1,1.0843759345724668,-20859250.236722704,0.00411,381.24924833428344,224.87,200000,171463.03694586063,-28536.96305413937,0.8573151847293031
2020-07-04,2,1.270869912876218,0.0,0.00428,0.0,229.17,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-05,0,0.06299263782064914,0.0,0.0039,0.0,227.56,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-06,0,0.5530942611891074,0.0,0.0043,0.0,241.6,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-07,0,0.8053191693331397,0.0,0.00436,0.0,239.39,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-08,0,0.681851576170228,0.0,0.00444,0.0,246.95,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-09,2,1.253052840693844,0.0,0.0045,0.0,241.98,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-10,2,2.6172626330583513,0.0,0.00503,0.0,241.26,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-11,2,1.8002298546761484,0.0,0.0048,0.0,239.19,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-12,2,1.8280020016657292,0.0,0.005,0.0,242.79,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-13,2,1.7945600408144289,0.0,0.00504,0.0,239.5,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-14,1,1.0716644919746399,-18097049.866207317,0.00479,360.5259892660666,240.44,200000,173369.7377182661,-26630.262281733914,0.8668486885913305
2020-07-15,1,0.6487514658390923,-18097049.866207317,0.0046,360.5259892660666,238.61,200000,169271.5356833298,-30728.4643166702,0.846357678416649
2020-07-16,2,1.2268369997008315,0.0,0.00479,0.0,233.57,200000,175846.55126452397,-24153.448735476035,0.8792327563226199
2020-07-17,0,0.8934324600976598,0.0,0.00467,0.0,232.67,200000,175846.55126452397,-24153.448735476035,0.8792327563226199
2020-07-18,2,1.3128720260324098,0.0,0.00495,0.0,235.67,200000,175846.55126452397,-24153.448735476035,0.8792327563226199
2020-07-19,1,1.0866389761612085,-17690799.926008448,0.00497,367.7105751840658,239.11,200000,175846.55126452397,-24153.448735476035,0.8792327563226199
2020-07-20,2,2.7729448610964353,0.0,0.0058,0.0,236.01,200000,191669.8179861816,-8330.182013818412,0.958349089930908
2020-07-21,2,3.0165226957483537,0.0,0.0067,0.0,245.59,200000,191669.8179861816,-8330.182013818412,0.958349089930908
2020-07-22,2,1.501440715772206,0.0,0.00636,0.0,263.74,200000,191669.8179861816,-8330.182013818412,0.958349089930908
2020-07-23,0,0.9030816478537861,0.0,0.00629,0.0,275.3,200000,191669.8179861816,-8330.182013818412,0.958349089930908
2020-07-24,1,1.0367379050929448,-14631283.815739052,0.00655,343.309722346734,279.15,200000,191669.8179861816,-8330.182013818412,0.958349089930908
2020-07-25,0,-0.12932804708858625,0.0,0.00631,0.0,305.26,200000,179194.49301993096,-20805.50698006904,0.8959724650996548
2020-07-26,1,1.1076012583690107,-12042640.659941597,0.00744,288.0940402249694,311.0,200000,179194.49301993096,-20805.50698006904,0.8959724650996548
2020-07-27,2,1.250532736368202,0.0,0.00791,0.0,321.93,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-07-28,0,0.9205273379316601,0.0,0.0076,0.0,316.77,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-07-29,0,0.03411376184630186,0.0,0.00704,0.0,317.71,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-07-30,0,-0.42592823735830704,0.0,0.0071,0.0,334.87,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-07-31,-2,-1.2025485679314707,0.0,0.00675,0.0,346.33,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-01,-2,-2.1196085795383466,0.0,0.00646,0.0,387.0,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-02,-2,-1.9616822027882157,0.0,0.00605,0.0,372.42,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
2020-08-03,-2,-1.4513990112643862,0.0,0.00668,0.0,385.94,200000,181705.66627044464,-18294.333729555365,0.9085283313522232
