date,statusList,zscore,IOSTUSDT_position,IOSTUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-04-18,2,1.772600565185574,0.0,0.003405,0.0,0.001698,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-19,2,1.5745914583931853,0.0,0.003277,0.0,0.001639,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-20,0,-0.5112054287781563,0.0,0.003052,0.0,0.001646,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-21,0,-0.5022409723602574,0.0,0.003044,0.0,0.001632,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-22,0,-0.6540167340848919,0.0,0.003178,0.0,0.001706,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-23,0,0.6900830018082416,0.0,0.003336,0.0,0.00172,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-24,2,2.364458048129455,0.0,0.003587,0.0,0.001741,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-25,0,0.36662302482666786,0.0,0.003527,0.0,0.001818,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-26,0,-0.09216626670926938,0.0,0.003577,0.0,0.001869,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-27,0,-0.13254202804369777,0.0,0.003538,0.0,0.00185,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-28,0,-0.8479924825753361,0.0,0.00352,0.0,0.001887,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-29,2,1.5719631575741664,0.0,0.003922,0.0,0.001937,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-04-30,0,-0.5400781946530921,0.0,0.00366,0.0,0.00194,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-05-01,-1,-1.0162706920005324,27120142.383102033,0.003791,-50225920.74955535,0.002047,200000,205624.9195486796,5624.919548679609,1.0281245977433981
2020-05-02,-1,-0.9086543830597053,27120142.383102033,0.003933,-50225920.74955535,0.002115,200000,212891.34237804986,12891.342378049856,1.0644567118902493
2020-05-03,-1,-1.032267126727452,27120142.383102033,0.003804,-50225920.74955535,0.00206,200000,206630.41836940416,6630.418369404157,1.0331520918470207
2020-05-04,-1,-1.0583506375966159,27120142.383102033,0.003754,-50225920.74955535,0.002033,200000,203918.31139001105,3918.3113900110475,1.0195915569500553
2020-05-05,-2,-1.871641893734914,0.0,0.003699,0.0,0.002086,200000,210078.78355715767,10078.783557157672,1.0503939177857884
2020-05-06,-2,-1.7342838689754005,0.0,0.00357,0.0,0.002025,200000,210078.78355715767,10078.783557157672,1.0503939177857884
2020-05-07,-2,-1.508067910353866,0.0,0.003699,0.0,0.002095,200000,210078.78355715767,10078.783557157672,1.0503939177857884
2020-05-08,-2,-1.9750479782813122,0.0,0.003831,0.0,0.002254,200000,210078.78355715767,10078.783557157672,1.0503939177857884
2020-05-09,-1,-1.1046690615221195,28130528.060679924,0.003734,-49734560.50122104,0.002112,200000,210078.78355715767,10078.783557157672,1.0503939177857884
2020-05-10,-1,-0.6975692122050536,28130528.060679924,0.003352,-49734560.50122104,0.001862,200000,186899.28171267267,-13100.718287327327,0.9344964085633634
2020-05-11,-1,-1.0854389963131503,28130528.060679924,0.003268,-49734560.50122104,0.00186,200000,184436.84823457315,-15563.151765426854,0.9221842411728658
2020-05-12,-2,-2.2118266454243956,0.0,0.003396,0.0,0.002115,200000,219736.10572317115,19736.105723171146,1.0986805286158556
2020-05-13,-1,-1.1840793262128957,31001143.583968844,0.003544,-52770438.45417174,0.002082,200000,219736.10572317115,19736.105723171146,1.0986805286158556
2020-05-14,-2,-1.590781768911855,0.0,0.00355,0.0,0.002155,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-15,-2,-2.6097125961235865,0.0,0.003472,0.0,0.002376,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-16,-2,-2.9069592801087585,0.0,0.003495,0.0,0.002749,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-17,-2,-1.9087858897352927,0.0,0.003502,0.0,0.002534,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-18,-2,-1.4831450768229515,0.0,0.003639,0.0,0.002556,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-19,-2,-2.1938885610150356,0.0,0.00359,0.0,0.002951,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-20,-2,-2.7107668001331477,0.0,0.00358,0.0,0.003893,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-21,-2,-3.020007953720878,0.0,0.003566,0.0,0.007618,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-22,-2,-2.1207337311668994,0.0,0.00417,0.0,0.006619,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-23,-2,-2.1410764224533154,0.0,0.003939,0.0,0.009016,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-24,-2,-2.166242522176054,0.0,0.003773,0.0,0.017882,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-25,-2,-1.747356838463991,0.0,0.004598,0.0,0.016088,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-26,-2,-1.4879723821901356,0.0,0.004459,0.0,0.013827,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-27,-1,-1.1950459301102512,25329063.59056937,0.00441,-10543814.464263821,0.010594,200000,223402.34086882183,23402.340868821833,1.1170117043441092
2020-05-28,-1,-0.9124575238927766,25329063.59056937,0.004558,-10543814.464263821,0.00866,200000,206759.3051063399,6759.305106339889,1.0337965255316994
2020-05-29,-1,-0.9647827336510467,25329063.59056937,0.004499,-10543814.464263821,0.010282,200000,222366.9574155322,22366.957415532204,1.111834787077661
2020-05-30,-1,-0.8112246161915737,25329063.59056937,0.004752,-10543814.464263821,0.009945,200000,225221.94502948935,25221.945029489347,1.1261097251474468
2020-05-31,-1,-0.5995067301433519,25329063.59056937,0.00471,-10543814.464263821,0.008509,200000,209017.20678800257,9017.206788002572,1.0450860339400128
2020-06-01,-1,-0.4972972902810114,25329063.59056937,0.005093,-10543814.464263821,0.00896,200000,223473.49846657366,23473.498466573656,1.1173674923328683
2020-06-02,-1,-0.40400823603435915,25329063.59056937,0.004899,-10543814.464263821,0.0085,200000,213709.50547644182,13709.505476441816,1.0685475273822092
2020-06-03,-1,-0.31963427751953233,25329063.59056937,0.00501,-10543814.464263821,0.00868,200000,218418.91813856253,18418.918138562527,1.0920945906928126
2020-06-04,-1,-0.241774544400137,25329063.59056937,0.004952,-10543814.464263821,0.008622,200000,216338.2912113822,16338.291211382195,1.081691456056911
2020-06-05,0,-0.03780670015908021,0.0,0.005146,0.0,0.008324,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-06,0,0.16870210438286096,0.0,0.005327,0.0,0.008279,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-07,0,0.4076278841641636,0.0,0.005165,0.0,0.008019,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-08,0,0.9710274035339157,0.0,0.005267,0.0,0.007737,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-09,2,1.6038353586382854,0.0,0.005431,0.0,0.007345,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-10,2,1.7863337524357672,0.0,0.005658,0.0,0.007026,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-11,2,1.6508692026643765,0.0,0.005085,0.0,0.00626,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-12,0,-0.038201583624093115,0.0,0.00564,0.0,0.010355,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-13,0,-0.3004979759917866,0.0,0.006057,0.0,0.011541,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-14,0,-0.19764416913396837,0.0,0.005607,0.0,0.010087,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-15,0,-0.4708998177007765,0.0,0.00552,0.0,0.010208,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-16,0,-0.024263689808833422,0.0,0.005911,0.0,0.009892,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-17,0,0.08451404688161235,0.0,0.005715,0.0,0.009332,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-18,0,0.33687450657103385,0.0,0.005711,0.0,0.008862,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-19,0,-0.20468072732756443,0.0,0.00587,0.0,0.009719,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-20,0,0.2665198585022512,0.0,0.006064,0.0,0.009369,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-21,0,0.19170190497905248,0.0,0.00597,0.0,0.009259,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-22,1,1.0044066408716434,-13360846.10848854,0.006767,9598985.626514697,0.009419,200000,180825.6912322839,-19174.30876771611,0.9041284561614195
2020-06-23,1,0.2977116694302412,-13360846.10848854,0.006545,9598985.626514697,0.009844,200000,181939.15228746817,-18060.84771253183,0.9096957614373409
2020-06-24,1,0.5409255744664236,-13360846.10848854,0.006352,9598985.626514697,0.009209,200000,173265.15311569307,-26734.846884306928,0.8663257655784653
2020-06-25,1,0.43278415687624555,-13360846.10848854,0.006149,9598985.626514697,0.008983,200000,168383.53060407756,-31616.46939592244,0.8419176530203878
2020-06-26,1,0.5495337499014555,-13360846.10848854,0.006122,9598985.626514697,0.008785,200000,166122.18860509846,-33877.81139490154,0.8306109430254923
2020-06-27,1,0.2569924944763162,-13360846.10848854,0.005522,9598985.626514697,0.008182,200000,152317.492607217,-47682.50739278301,0.7615874630360849
2020-06-28,0,0.16727344104756492,0.0,0.005625,0.0,0.008434,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-06-29,0,0.2791879952476524,0.0,0.005613,0.0,0.008354,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-06-30,0,0.4695309605961685,0.0,0.005518,0.0,0.00816,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-01,0,0.8939527083773563,0.0,0.00567,0.0,0.008223,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-02,0,-0.10480922248024138,0.0,0.005443,0.0,0.008552,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-03,0,0.44126805984763035,0.0,0.005488,0.0,0.008192,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-04,0,0.6054849475430009,0.0,0.005601,0.0,0.008228,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-05,2,3.4177447861438246,0.0,0.006866,0.0,0.008057,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-06,2,1.2110511943308466,0.0,0.006409,0.0,0.008642,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-07,0,0.9639188490166232,0.0,0.006483,0.0,0.008835,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-08,1,1.0757470846018173,-13211247.419875223,0.006624,9848222.24952211,0.008886,200000,175022.60581850694,-24977.39418149306,0.8751130290925347
2020-07-09,1,1.0866155293270154,-13211247.419875223,0.006415,9848222.24952211,0.008545,200000,168903.21132066599,-31096.788679334015,0.84451605660333
2020-07-10,2,1.2389308257474236,0.0,0.006419,0.0,0.008389,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-11,0,0.9961049310622285,0.0,0.00645,0.0,0.008508,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-12,0,-0.8670708339110477,0.0,0.006368,0.0,0.009628,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-13,0,-0.30309986578476855,0.0,0.006015,0.0,0.008696,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-14,0,0.08352186880113564,0.0,0.006164,0.0,0.008655,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-15,0,-0.17456083623527396,0.0,0.006028,0.0,0.00861,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-16,0,-0.21005435087509522,0.0,0.005841,0.0,0.008363,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-17,0,-0.13765051261693037,0.0,0.005945,0.0,0.00845,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-18,0,-0.3218847377086886,0.0,0.005871,0.0,0.008432,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-19,0,0.12066532878498953,0.0,0.006039,0.0,0.008389,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-20,0,-0.06386555997955304,0.0,0.005934,0.0,0.008322,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-21,0,0.15509535770314245,0.0,0.006069,0.0,0.008372,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-22,0,0.01582086503053208,0.0,0.006288,0.0,0.0087,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-23,0,0.24878237076615,0.0,0.006229,0.0,0.008471,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-24,0,0.0855216136940007,0.0,0.005979,0.0,0.008177,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-25,0,0.334800698445367,0.0,0.006084,0.0,0.008331,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-26,0,0.3640003256495694,0.0,0.00598,0.0,0.008188,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-27,0,-0.4406642256225018,0.0,0.005545,0.0,0.007821,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-28,0,-0.8052725748411619,0.0,0.005826,0.0,0.00835,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-29,-1,-1.110498441344383,15544637.417144299,0.0057,-10686821.044231396,0.008291,200000,177208.866555445,-22791.133444554987,0.886044332777225
2020-07-30,-1,-0.41260299560492714,15544637.417144299,0.005749,-10686821.044231396,0.008183,200000,176816.37711610808,-23183.62288389192,0.8840818855805403
2020-07-31,0,-0.1885414626460081,0.0,0.005862,0.0,0.008312,200000,174915.05853579653,-25084.941464203468,0.8745752926789827
2020-08-01,-2,-2.059707604922581,0.0,0.006032,0.0,0.008929,200000,174915.05853579653,-25084.941464203468,0.8745752926789827
