date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,WAVESUSDT_position,WAVESUSDT_price,init,total_asset,pnl,return
2020-01-29,2,2.0170231706302326,0.0,0.01866,0.0,0.8699,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-01-30,2,2.3303256522092526,0.0,0.0195,0.0,0.8696,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-01-31,2,1.2625139905221097,0.0,0.01867,0.0,0.8824,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-01,0,0.9852453283072571,0.0,0.01907,0.0,0.9111,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-02,0,-0.008782537827734284,0.0,0.01909,0.0,0.9594,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-03,0,-0.34363088592913227,0.0,0.0192,0.0,0.9809,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-04,0,0.01521682819369679,0.0,0.01925,0.0,0.9643,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-05,0,0.9556503069819656,0.0,0.02076,0.0,0.9899,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-06,2,1.645716670519759,0.0,0.02271,0.0,1.0364,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-07,0,0.04459671343928421,0.0,0.02204,0.0,1.092,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-08,0,0.3551491472135787,0.0,0.02179,0.0,1.058,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-09,0,-0.3876103017950254,0.0,0.02206,0.0,1.11,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-10,-2,-3.126084231562536,0.0,0.02216,0.0,1.4376,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-11,-2,-2.1869461605475387,0.0,0.02272,0.0,1.4117,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-12,-2,-1.6572246937661124,0.0,0.02393,0.0,1.4324,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-13,-2,-1.3527560003415149,0.0,0.02391,0.0,1.4038,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-14,-2,-1.2667003943796251,0.0,0.02639,0.0,1.5529,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-15,-2,-1.522256132223592,0.0,0.02364,0.0,1.4686,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-16,-2,-1.3628102768941914,0.0,0.02223,0.0,1.3809,200000,205865.59542755355,5865.595427553548,1.0293279771377677
2020-02-17,-1,-1.1469036575306548,4723854.874427571,0.02179,-77010.92152758999,1.3366,200000,205865.59542755358,5865.595427553577,1.029327977137768
2020-02-18,-2,-1.373167770690684,0.0,0.02262,0.0,1.4693,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-19,-2,-1.5010676173206612,0.0,0.0202,0.0,1.3717,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-20,-2,-1.8138671607585075,0.0,0.0198,0.0,1.4854,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-21,-2,-1.408569722400063,0.0,0.02016,0.0,1.4459,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-22,-2,-1.211166702745794,0.0,0.02002,0.0,1.4198,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-23,0,-0.8630379722287606,0.0,0.02133,0.0,1.4439,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-24,0,-0.8847415165800725,0.0,0.01988,0.0,1.3735,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-25,0,-0.8692717856637724,0.0,0.01891,0.0,1.3215,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-26,0,-0.8956389538181431,0.0,0.01636,0.0,1.1562,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-27,0,-0.9039837421446686,0.0,0.01701,0.0,1.2148,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-28,0,-0.39438767710480926,0.0,0.0171,0.0,1.1529,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-02-29,0,-0.5422057756312472,0.0,0.01648,0.0,1.1317,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-01,0,-0.384527612956179,0.0,0.01643,0.0,1.1176,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-02,0,-0.20824564475883472,0.0,0.01759,0.0,1.1853,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-03,0,-0.16515030850692372,0.0,0.01723,0.0,1.1639,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-04,0,-0.0829993397246134,0.0,0.01774,0.0,1.1998,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-05,-2,-1.6214868640436804,0.0,0.01789,0.0,1.3394,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-06,-2,-1.5185237837052654,0.0,0.01833,0.0,1.375,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-07,-2,-1.5560763547413001,0.0,0.01699,0.0,1.2858,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-08,-2,-1.3238614194236098,0.0,0.01465,0.0,1.0936,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-09,0,-0.6779652414428685,0.0,0.01504,0.0,1.0925,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-10,-2,-2.902860573240017,0.0,0.01508,0.0,1.2875,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-11,-2,-2.7307487604118026,0.0,0.01489,0.0,1.337,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-12,-2,-2.512114861535782,0.0,0.00841,0.0,0.795,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-13,-2,-1.3639724152316715,0.0,0.01029,0.0,0.8707,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-14,-1,-1.0490839460539623,10902576.832913147,0.00973,-131778.97215434152,0.805,200000,212164.14516848986,12164.145168489864,1.0608207258424494
2020-03-15,-1,-1.0796016483287778,10902576.832913147,0.01026,-131778.97215434152,0.8629,200000,225572.5133776702,25572.5133776702,1.127862566888351
2020-03-16,-1,-0.21335390882681282,10902576.832913147,0.00961,-131778.97215434152,0.7386,200000,202105.71219749202,2105.7121974920155,1.0105285609874601
2020-03-17,-1,-1.1132410349714703,10902576.832913147,0.01002,-131778.97215434152,0.8612,200000,222731.87068510865,22731.870685108646,1.1136593534255432
2020-03-18,-1,-0.907542859076448,10902576.832913147,0.01022,-131778.97215434152,0.8667,200000,225637.17039854015,25637.170398540155,1.1281858519927008
2020-03-19,-1,-0.5273844000549551,10902576.832913147,0.01163,-131778.97215434152,0.9516,200000,252197.8384688513,52197.83846885129,1.2609891923442564
2020-03-20,-1,-0.7296028110297055,10902576.832913147,0.01127,-131778.97215434152,0.9519,200000,248312.44450064888,48312.44450064888,1.2415622225032443
2020-03-21,-1,-0.5280684009685946,10902576.832913147,0.01123,-131778.97215434152,0.9354,200000,245701.98838678573,45701.98838678573,1.2285099419339287
2020-03-22,-1,-0.30170690866521754,10902576.832913147,0.0103,-131778.97215434152,0.8452,200000,223676.12864385487,23676.12864385487,1.1183806432192744
2020-03-23,0,-0.07425510882798751,0.0,0.01137,0.0,0.9221,200000,209715.2368017857,9715.236801785708,1.0485761840089285
2020-03-24,0,0.051993736515176685,0.0,0.01151,0.0,0.9339,200000,209715.2368017857,9715.236801785708,1.0485761840089285
2020-03-25,0,0.5289081726028236,0.0,0.01139,0.0,0.8992,200000,209715.2368017857,9715.236801785708,1.0485761840089285
2020-03-26,2,1.4526130569782856,0.0,0.01196,0.0,0.8917,200000,209715.2368017857,9715.236801785708,1.0485761840089285
2020-03-27,1,1.0216276820086658,-9353935.628982414,0.01121,122069.40442478796,0.859,200000,209715.2368017857,9715.236801785708,1.0485761840089285
2020-03-28,2,2.0290718347474552,0.0,0.01139,0.0,0.8144,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-03-29,2,1.8243843274760743,0.0,0.01066,0.0,0.771,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-03-30,2,1.6242549223662488,0.0,0.01145,0.0,0.8262,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-03-31,0,-0.8252590360357369,0.0,0.01157,0.0,0.99,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-01,0,-0.6951085244811126,0.0,0.01158,0.0,0.9698,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-02,0,-0.09310003161419741,0.0,0.01196,0.0,0.9615,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-03,0,-0.16630968320957878,0.0,0.01194,0.0,0.9629,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-04,0,0.044864090403522794,0.0,0.01197,0.0,0.9505,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-05,0,0.9089179182583691,0.0,0.01257,0.0,0.9486,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-06,2,1.6174411663762807,0.0,0.01375,0.0,0.9867,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-07,0,0.8309253849177377,0.0,0.0133,0.0,0.9928,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-08,1,1.074677339862282,-7879478.221378928,0.01376,107700.03012434096,1.0067,200000,216843.2406523481,16843.24065234809,1.0842162032617404
2020-04-09,0,-0.040863548917973745,0.0,0.01345,0.0,1.0458,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-10,0,-0.6078160824255353,0.0,0.01248,0.0,0.9998,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-11,0,-0.4680390393759297,0.0,0.0125,0.0,0.9912,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-12,0,-0.3668091006511171,0.0,0.01266,0.0,0.9965,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-13,0,-0.574639040515502,0.0,0.01257,0.0,0.9991,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-14,0,-0.5722982388801655,0.0,0.01245,0.0,0.9899,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-15,0,-0.3245459056389219,0.0,0.01219,0.0,0.959,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-16,0,0.03687053547708124,0.0,0.01302,0.0,1.0056,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-17,0,0.08496598038267622,0.0,0.01289,0.0,0.9975,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-18,0,0.06923289692676579,0.0,0.01339,0.0,1.0411,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-19,0,-0.07721465492257716,0.0,0.0129,0.0,1.0138,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-20,0,-0.1635299796582487,0.0,0.0124,0.0,0.9731,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-21,0,0.21874867113955143,0.0,0.01249,0.0,0.9639,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-22,0,0.2754161918988486,0.0,0.01298,0.0,0.998,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-23,2,1.3904818273588588,0.0,0.01361,0.0,1.0074,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-24,2,1.7660070758985038,0.0,0.01392,0.0,1.0107,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-25,2,1.3857368133297172,0.0,0.01396,0.0,1.0221,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-26,2,1.2897987996208287,0.0,0.01426,0.0,1.0522,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-27,2,1.6502442966737132,0.0,0.01452,0.0,1.055,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-28,2,2.669368960655966,0.0,0.01528,0.0,1.0534,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-29,2,2.456056120992821,0.0,0.01624,0.0,1.099,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-04-30,2,1.6435032982412945,0.0,0.01519,0.0,1.0552,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-01,2,1.8038611533958955,0.0,0.01581,0.0,1.0751,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-02,2,1.8985774545612037,0.0,0.01635,0.0,1.0884,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-03,2,1.6934110701768192,0.0,0.01599,0.0,1.0624,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-04,2,1.748257249713469,0.0,0.01623,0.0,1.06,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-05,2,1.3749874367818113,0.0,0.0159,0.0,1.0517,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-06,2,1.2903393643994852,0.0,0.01554,0.0,1.024,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-07,2,1.326577204635616,0.0,0.01603,0.0,1.0444,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-08,2,1.271095924846039,0.0,0.01627,0.0,1.0551,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-09,2,1.2103821715972942,0.0,0.01609,0.0,1.0406,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-10,0,0.5493265741360527,0.0,0.01426,0.0,0.9552,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-11,0,0.5817172044342803,0.0,0.01398,0.0,0.931,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-12,-2,-1.4294566580760637,0.0,0.01455,0.0,1.0699,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-13,0,-0.7181966507553423,0.0,0.01501,0.0,1.06,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-14,0,-0.12866325764054537,0.0,0.01527,0.0,1.0461,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-15,0,-0.4565509197131221,0.0,0.01488,0.0,1.0298,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-16,0,-0.4428731177526194,0.0,0.01497,0.0,1.0299,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-17,-1,-1.04570055802238,7006317.707528628,0.015,-100118.85835279548,1.0497,200000,210189.53122585884,10189.531225858838,1.0509476561292943
2020-05-18,-1,-0.707990435442888,7006317.707528628,0.01537,-100118.85835279548,1.0638,200000,214193.54468041885,14193.544680418854,1.0709677234020942
2020-05-19,-1,-0.31554268436151556,7006317.707528628,0.01553,-100118.85835279548,1.0615,200000,215084.282139412,15084.282139412011,1.07542141069706
2020-05-20,-1,-1.1070565119019375,7006317.707528628,0.015,-100118.85835279548,1.0542,200000,210640.06608844642,10640.066088446416,1.0532003304422322
2020-05-21,-2,-1.4521862224844015,0.0,0.01421,0.0,1.0167,200000,212420.5998891642,12420.599889164208,1.062102999445821
2020-05-22,-2,-1.394815659467682,0.0,0.01484,0.0,1.0665,200000,212420.5998891642,12420.599889164208,1.062102999445821
2020-05-23,-1,-1.1452869635697682,7099618.9802528145,0.01496,-99271.24025103476,1.0699,200000,212420.5998891642,12420.599889164208,1.062102999445821
2020-05-24,-1,-0.9375587071842356,7099618.9802528145,0.01421,-99271.24025103476,1.0117,200000,201318.29947136436,1318.2994713643566,1.0065914973568217
2020-05-25,-1,-1.0549290565335243,7099618.9802528145,0.01472,-99271.24025103476,1.0576,200000,209495.65507881582,9495.65507881582,1.047478275394079
2020-05-26,-2,-1.3091370675369893,0.0,0.01458,0.0,1.0645,200000,214582.39040430466,14582.390404304664,1.0729119520215233
2020-05-27,-1,-1.0386406871610396,7298720.762051179,0.0147,-100714.53600126944,1.0653,200000,214582.39040430466,14582.390404304664,1.0729119520215233
2020-05-28,-1,-0.7332851741657871,7298720.762051179,0.01514,-100714.53600126944,1.087,200000,219979.33297083474,19979.332970834745,1.0998966648541737
2020-05-29,-1,-0.9570680438099807,7298720.762051179,0.015,-100714.53600126944,1.0859,200000,218846.72607454617,18846.726074546168,1.094233630372731
2020-05-30,0,1.3592260387014496,0.0,0.01638,0.0,1.1137,200000,207195.12306652011,7195.123066520115,1.0359756153326005
2020-05-31,0,0.8762666781144964,0.0,0.01582,0.0,1.0945,200000,207195.12306652011,7195.123066520115,1.0359756153326005
2020-06-01,2,1.857927535907279,0.0,0.01707,0.0,1.1485,200000,207195.12306652011,7195.123066520115,1.0359756153326005
2020-06-02,1,1.10958313501095,-6328501.0099731255,0.01637,92663.29296355997,1.118,200000,207195.12306652011,7195.123066520115,1.0359756153326005
2020-06-03,2,2.1352423014257504,0.0,0.01691,0.0,1.1176,200000,210649.57892909105,10649.578929091047,1.0532478946454553
2020-06-04,2,1.5954359026111073,0.0,0.01687,0.0,1.1256,200000,210649.57892909105,10649.578929091047,1.0532478946454553
2020-06-05,2,1.3058791484822225,0.0,0.01685,0.0,1.1305,200000,210649.57892909105,10649.578929091047,1.0532478946454553
2020-06-06,1,1.0539717556236132,-6181032.245571921,0.01704,91690.42349137766,1.1487,200000,210649.57892909105,10649.578929091047,1.0532478946454553
2020-06-07,2,2.5611273368411385,0.0,0.0182,0.0,1.1443,200000,218223.01419731654,18223.014197316545,1.0911150709865827
2020-06-08,1,1.1535446287136524,-6082023.807060104,0.01794,92061.68334345112,1.1852,200000,218223.01419731654,18223.014197316545,1.0911150709865827
2020-06-09,1,0.7945442111644637,-6082023.807060104,0.01754,92061.68334345112,1.1721,200000,214584.19662269327,14584.196622693271,1.0729209831134663
2020-06-10,0,-0.5351275819660108,0.0,0.0176,0.0,1.2423,200000,210898.40398400504,10898.40398400504,1.0544920199200252
2020-06-11,-1,-1.0097862897091174,6703700.063064368,0.01573,-93029.7326793141,1.1335,200000,210898.40398400504,10898.40398400504,1.0544920199200252
2020-06-12,-2,-1.4077988517312647,0.0,0.01644,0.0,1.2103,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-13,-2,-1.6078835688969775,0.0,0.01668,0.0,1.2489,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-14,0,-0.9882005461024187,0.0,0.01616,0.0,1.1748,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-15,0,-0.9716315325520644,0.0,0.01606,0.0,1.1659,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-16,-2,-2.054242803701752,0.0,0.01613,0.0,1.2563,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-17,-2,-1.7952498888532598,0.0,0.01621,0.0,1.2609,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-18,-2,-1.5390203605834134,0.0,0.01602,0.0,1.2375,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-19,-2,-1.268971415460674,0.0,0.01586,0.0,1.2151,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-20,0,-0.928829531532302,0.0,0.01597,0.0,1.2023,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-21,0,-0.9349470501557731,0.0,0.01582,0.0,1.1997,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-22,0,-0.6764257229637972,0.0,0.01638,0.0,1.2258,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-23,0,-0.647809748558793,0.0,0.0165,0.0,1.239,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-24,0,-0.43804133615512136,0.0,0.01593,0.0,1.1849,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-25,0,-0.3961713592736545,0.0,0.0159,0.0,1.1848,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-26,0,0.04303694246668374,0.0,0.01585,0.0,1.1542,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-27,0,0.4442037139778687,0.0,0.01544,0.0,1.1133,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-28,0,0.7422061198956195,0.0,0.01577,0.0,1.1339,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-29,2,1.7018868523159119,0.0,0.01619,0.0,1.141,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-06-30,2,2.3955070006401287,0.0,0.01636,0.0,1.12,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-01,2,2.109373929853183,0.0,0.01686,0.0,1.1515,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-02,2,1.9287006438240668,0.0,0.01658,0.0,1.1258,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-03,2,1.7971573430605956,0.0,0.01662,0.0,1.121,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-04,2,1.6509116464332099,0.0,0.01682,0.0,1.1305,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-05,2,1.7436397333414462,0.0,0.01688,0.0,1.116,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-06,2,1.9652921059799955,0.0,0.01802,0.0,1.1597,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-07,0,0.8860298011789584,0.0,0.0172,0.0,1.1672,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-08,0,0.8565250154599624,0.0,0.01791,0.0,1.2117,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-09,2,1.9673619405618146,0.0,0.01856,0.0,1.1704,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-10,2,1.5145871834687936,0.0,0.01812,0.0,1.1585,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-11,1,1.0052130628452947,-5805211.225068064,0.01837,88808.90256870448,1.2008,200000,213283.4604090007,13283.46040900069,1.0664173020450034
2020-07-12,1,0.5706032914354422,-5805211.225068064,0.01818,88808.90256870448,1.2111,200000,213095.20197269542,13095.201972695417,1.065476009863477
2020-07-13,1,0.2622696356753177,-5805211.225068064,0.01756,88808.90256870448,1.1835,200000,207044.84530225696,7044.845302256959,1.0352242265112848
2020-07-14,0,-1.7939213331316477,0.0,0.01765,0.0,1.3189,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-15,-2,-1.8765398280654193,0.0,0.01757,0.0,1.3215,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-16,-2,-2.294806936756259,0.0,0.01716,0.0,1.3487,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-17,-2,-2.665951279656452,0.0,0.01717,0.0,1.4601,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-18,-2,-2.1486962107070564,0.0,0.01742,0.0,1.4689,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-19,-2,-1.7444655573666212,0.0,0.01753,0.0,1.4572,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-20,-2,-2.223406153706532,0.0,0.01716,0.0,1.5996,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-21,-2,-1.929382965328451,0.0,0.01762,0.0,1.6581,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-22,-2,-1.6262703366765523,0.0,0.01794,0.0,1.6715,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-23,-1,-1.188772968314348,5541723.686763049,0.01792,-62536.327749870165,1.588,200000,198615.37693358766,-1384.6230664123432,0.9930768846679383
2020-07-24,-1,-0.9776660798568891,5541723.686763049,0.01794,-62536.327749870165,1.5617,200000,197081.50598750135,-2918.494012498646,0.9854075299375068
2020-07-25,-1,-0.4864674165022355,5541723.686763049,0.01877,-62536.327749870165,1.527,200000,199511.12607459415,-488.8739254058455,0.9975556303729708
2020-07-26,-1,-0.49375502795656007,5541723.686763049,0.01852,-62536.327749870165,1.525,200000,198000.62249740364,-1999.377502596355,0.9900031124870182
2020-07-27,0,-0.12565132930743542,0.0,0.01872,0.0,1.4734,200000,187015.3348240421,-12984.665175957896,0.9350766741202106
2020-07-28,0,-0.04195175899697031,0.0,0.01912,0.0,1.4994,200000,187015.3348240421,-12984.665175957896,0.9350766741202106
2020-07-29,0,0.06323266289111398,0.0,0.01915,0.0,1.5003,200000,187015.3348240421,-12984.665175957896,0.9350766741202106
2020-07-30,0,0.016777842318135002,0.0,0.01917,0.0,1.5293,200000,187015.3348240421,-12984.665175957896,0.9350766741202106
2020-07-31,0,0.4593429142657521,0.0,0.01968,0.0,1.5206,200000,187015.3348240421,-12984.665175957896,0.9350766741202106
2020-08-01,0,0.7058195569772792,0.0,0.02046,0.0,1.5707,200000,187015.3348240421,-12984.665175957896,0.9350766741202106
2020-08-02,0,-0.26418349949085523,0.0,0.01907,0.0,1.599,200000,187015.3348240421,-12984.665175957896,0.9350766741202106
