date,statusList,zscore,ONTUSDT_position,ONTUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-03-23,-2,-1.3486982959746512,0.0,0.3733,0.0,6.683,200000,195840.3975858636,-4159.602414136403,0.979201987929318
2020-03-24,-1,-1.0812844586649017,252697.2872075659,0.3875,-14197.50598708595,6.897,200000,195840.3975858636,-4159.602414136403,0.979201987929318
2020-03-25,-2,-1.8900649465625872,0.0,0.3726,0.0,6.93,200000,200074.10486283017,74.10486283016508,1.0003705243141507
2020-03-26,-2,-1.2892235525047837,0.0,0.3853,0.0,7.03,200000,200074.10486283017,74.10486283016508,1.0003705243141507
2020-03-27,0,-0.7283487653460211,0.0,0.364,0.0,6.503,200000,200074.10486283017,74.10486283016508,1.0003705243141507
2020-03-28,-2,-1.2405009758970165,0.0,0.3615,0.0,6.628,200000,200074.10486283017,74.10486283016508,1.0003705243141507
2020-03-29,0,-0.4515398085791329,0.0,0.347,0.0,6.179,200000,200074.10486283017,74.10486283016508,1.0003705243141507
2020-03-30,0,-0.5684796896260704,0.0,0.3661,0.0,6.568,200000,200074.10486283017,74.10486283016508,1.0003705243141507
2020-03-31,-1,-1.0186286440023529,270224.3447634119,0.3702,-14772.157771915989,6.772,200000,200074.10486283017,74.10486283016508,1.0003705243141507
2020-04-01,-1,-1.0976045357329978,270224.3447634119,0.3722,-14772.157771915989,6.812,200000,201205.43986323362,1205.4398632336233,1.006027199316168
2020-04-02,-2,-1.2352678020464916,0.0,0.3785,0.0,6.976,200000,200844.7629867647,844.7629867646901,1.0042238149338234
2020-04-03,-1,-1.0657088264713774,263092.4325213056,0.3817,-14305.182548914865,7.02,200000,200844.76298676472,844.7629867647192,1.0042238149338236
2020-04-04,-1,-0.8508480431179576,263092.4325213056,0.3926,-14305.182548914865,7.188,200000,206115.74116946463,6115.741169464629,1.0305787058473233
2020-04-05,-1,-0.878919504596656,263092.4325213056,0.3817,-14305.182548914865,7.017,200000,200801.84743911796,801.8474391179625,1.0040092371955898
2020-04-06,-1,-0.21476510504074176,263092.4325213056,0.435,-14305.182548914865,7.823,200000,226354.65122692895,26354.651226928952,1.1317732561346447
2020-04-07,-1,-0.6352717797343839,263092.4325213056,0.4219,-14305.182548914865,7.721,200000,221449.01174091053,21449.01174091053,1.1072450587045526
2020-04-08,0,0.39776525721315537,0.0,0.4515,0.0,7.995,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-09,0,0.27601948288410444,0.0,0.4485,0.0,8.019,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-10,0,-0.3233152528000369,0.0,0.4011,0.0,7.299,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-11,0,0.2450699698888306,0.0,0.4043,0.0,7.306,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-12,0,-0.6144779977757636,0.0,0.4017,0.0,7.356,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-13,-2,-2.1294688974070386,0.0,0.3869,0.0,7.281,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-14,-2,-1.7253316057987866,0.0,0.3876,0.0,7.257,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-15,0,-0.5946164702259134,0.0,0.3802,0.0,6.993,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-16,0,-0.914656866299979,0.0,0.4113,0.0,7.616,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-17,0,-0.5852147065078805,0.0,0.4053,0.0,7.468,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-18,-2,-1.3012855316910692,0.0,0.4218,0.0,7.877,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-19,0,-0.9305775227702262,0.0,0.4095,0.0,7.614,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-20,0,0.7393192411655497,0.0,0.3977,0.0,7.205,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-21,0,0.2643059434802449,0.0,0.3961,0.0,7.227,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-22,0,0.3330595593463008,0.0,0.4136,0.0,7.534,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-23,0,-0.4843891626561461,0.0,0.4257,0.0,7.854,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-24,2,1.315671699328257,0.0,0.4506,0.0,8.07,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-25,0,0.0017881354258451115,0.0,0.4609,0.0,8.428,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-26,2,2.3255617201159353,0.0,0.4932,0.0,8.631,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-27,2,1.254882136612796,0.0,0.4734,0.0,8.426,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-28,2,2.3004805288694725,0.0,0.4874,0.0,8.457,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-29,1,1.0369330502199234,-189969.50114310402,0.517,10667.343552838576,9.207,200000,196428.46418196955,-3571.5358180304465,0.9821423209098478
2020-04-30,0,0.009109639228441904,0.0,0.4886,0.0,8.897,200000,194340.20685088536,-5659.793149114645,0.9717010342544268
2020-05-01,0,0.5628985097484245,0.0,0.501,0.0,9.011,200000,194340.20685088536,-5659.793149114645,0.9717010342544268
2020-05-02,0,-0.015667927381234327,0.0,0.5066,0.0,9.225,200000,194340.20685088536,-5659.793149114645,0.9717010342544268
2020-05-03,-1,-1.0580612826667743,199405.0962968247,0.4873,-10714.533402298232,9.069,200000,194340.20685088536,-5659.793149114645,0.9717010342544268
2020-05-04,-2,-1.3801737103873861,0.0,0.4804,0.0,9.005,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-05,-2,-1.9928502216035227,0.0,0.4754,0.0,9.101,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-06,-2,-2.68466899650655,0.0,0.4589,0.0,9.148,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-07,-2,-2.7040302326643557,0.0,0.4798,0.0,9.891,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-08,-2,-2.861195785345597,0.0,0.5155,0.0,11.301,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-09,-2,-2.464871367979313,0.0,0.4912,0.0,10.994,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-10,-2,-1.4416932104957316,0.0,0.4637,0.0,9.725,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-11,-2,-1.4834866820622348,0.0,0.4504,0.0,9.629,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-12,-2,-1.4050646618117415,0.0,0.4638,0.0,10.001,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-13,-2,-1.4558779143621168,0.0,0.4665,0.0,10.285,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-14,-1,-1.0151213875756726,204348.6712883344,0.4772,-9573.452379618415,10.186,200000,195030.37187758635,-4969.628122413647,0.9751518593879318
2020-05-15,-1,-0.9951179309146226,204348.6712883344,0.4662,-9573.452379618415,10.033,200000,191317.79827933304,-8682.201720666955,0.9565889913966652
2020-05-16,-1,-0.8312990504873696,204348.6712883344,0.4686,-9573.452379618415,10.008,200000,191568.89878093457,-8431.10121906543,0.9578444939046729
2020-05-17,-1,-0.8652535011854504,204348.6712883344,0.47,-9573.452379618415,10.156,200000,193271.85787292177,-6728.14212707823,0.9663592893646088
2020-05-18,-1,-0.6068484393796189,204348.6712883344,0.4823,-9573.452379618415,10.245,200000,196637.3837915543,-3362.6162084456882,0.9831869189577715
2020-05-19,-1,-0.5766444464930839,204348.6712883344,0.4844,-9573.452379618415,10.328,200000,197861.11254876817,-2138.887451231829,0.9893055627438408
2020-05-20,0,-0.05971173526061399,0.0,0.4917,0.0,10.14,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-21,0,0.06941225732974503,0.0,0.463,0.0,9.537,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-22,0,0.6372883509091052,0.0,0.5165,0.0,10.388,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-23,0,0.5270081875636122,0.0,0.5001,0.0,10.203,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-24,0,0.4350402911979319,0.0,0.466,0.0,9.631,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-25,2,1.3678303851074598,0.0,0.4917,0.0,9.923,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-26,2,2.2313420446453596,0.0,0.5082,0.0,9.935,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-27,2,1.623080818913736,0.0,0.5049,0.0,10.009,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-28,2,1.2181739981704796,0.0,0.5211,0.0,10.429,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-29,2,1.335899366962929,0.0,0.5157,0.0,10.242,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-30,2,1.5759245615705555,0.0,0.5639,0.0,11.03,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-05-31,0,0.910148005461972,0.0,0.5483,0.0,10.945,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-01,0,-0.16446274657580415,0.0,0.599,0.0,12.413,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-02,0,0.36649160050308005,0.0,0.5985,0.0,12.135,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-03,0,-0.09497820257984647,0.0,0.6034,0.0,12.393,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-04,0,0.16493784490404004,0.0,0.5985,0.0,12.164,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-05,0,-0.5402236808120355,0.0,0.5704,0.0,11.803,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-06,0,-0.2484892246607243,0.0,0.5775,0.0,11.813,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-07,0,-0.5698698060259038,0.0,0.5729,0.0,11.776,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-08,0,-0.10338825660463292,0.0,0.5744,0.0,11.656,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-09,0,0.34740636127498126,0.0,0.5982,0.0,12.026,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-10,2,1.2927767591709263,0.0,0.6052,0.0,11.935,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-11,0,0.7986700017929965,0.0,0.5372,0.0,10.679,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-12,2,1.3711806730707894,0.0,0.5566,0.0,10.917,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-13,2,1.9251296557792705,0.0,0.574,0.0,11.08,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-14,2,1.6021113130838087,0.0,0.5489,0.0,10.615,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-15,2,1.5349313200981332,0.0,0.5395,0.0,10.43,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-16,2,2.301595201287134,0.0,0.562,0.0,10.56,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-17,2,2.082199855371529,0.0,0.5666,0.0,10.588,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-18,2,2.5738381822277168,0.0,0.5785,0.0,10.413,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-19,2,2.036421296473709,0.0,0.5674,0.0,10.268,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-20,2,1.7216815633178455,0.0,0.5662,0.0,10.264,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-21,2,2.027967508993971,0.0,0.5849,0.0,10.298,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-22,2,2.4558252305997508,0.0,0.6455,0.0,10.8,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-23,2,1.5240889396210169,0.0,0.6284,0.0,10.941,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-24,2,1.4827373555542505,0.0,0.6077,0.0,10.491,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-25,2,2.024956475299869,0.0,0.6303,0.0,10.335,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-26,2,2.1438923876830995,0.0,0.6423,0.0,10.196,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-27,2,1.58326435631754,0.0,0.5965,0.0,9.703,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-28,0,0.9439286285029725,0.0,0.5945,0.0,10.045,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-29,0,0.7332522044062869,0.0,0.599,0.0,10.213,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-06-30,0,0.30512963074025246,0.0,0.5743,0.0,10.034,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-01,0,0.29578720391604,0.0,0.5828,0.0,10.138,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-02,0,-0.0958574028641017,0.0,0.5596,0.0,9.922,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-03,0,-0.06941669395793564,0.0,0.555,0.0,9.78,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-04,0,0.04611651042874065,0.0,0.5722,0.0,9.973,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-05,2,1.2730196892833225,0.0,0.6147,0.0,10.07,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-06,0,0.3628888716422665,0.0,0.6225,0.0,10.575,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-07,0,-0.049924138180216834,0.0,0.6137,0.0,10.56,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-08,0,0.20847106671010454,0.0,0.6517,0.0,11.08,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-09,0,0.11051016113679377,0.0,0.6329,0.0,10.768,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-10,0,0.09641357034463978,0.0,0.6186,0.0,10.499,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-11,2,2.330061861770646,0.0,0.6857,0.0,10.741,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-12,2,1.4863355568349914,0.0,0.6743,0.0,10.797,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-13,2,1.6572304868927683,0.0,0.6764,0.0,10.677,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-14,2,3.0859479081309313,0.0,0.762,0.0,10.83,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-15,2,1.5872939246888342,0.0,0.7259,0.0,10.989,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-16,2,2.056283394948517,0.0,0.7373,0.0,10.694,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-17,2,2.0909923917536815,0.0,0.7497,0.0,10.591,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-18,2,1.99373593752198,0.0,0.7608,0.0,10.545,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-19,2,1.487686523464772,0.0,0.7515,0.0,10.651,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-20,2,1.2235815401392427,0.0,0.7256,0.0,10.386,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-21,0,0.3815625522832948,0.0,0.7328,0.0,11.184,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-22,0,0.11147813363941154,0.0,0.7447,0.0,11.559,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-23,0,-0.196138355994775,0.0,0.7226,0.0,11.432,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-24,0,-0.34070953734584425,0.0,0.6978,0.0,11.101,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-25,0,-0.6310318566495128,0.0,0.7144,0.0,11.608,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-26,0,-0.808229575238852,0.0,0.7078,0.0,11.62,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-27,-2,-1.2461613741406474,0.0,0.6862,0.0,11.619,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-28,-1,-1.151368455613136,137013.39720752396,0.6993,-8162.674106936575,11.738,200000,191626.93733444304,-8373.062665556965,0.9581346866722151
2020-07-29,-2,-1.3027700603097554,0.0,0.6877,0.0,11.67,200000,192661.23090277863,-7338.769097221375,0.9633061545138931
2020-07-30,-1,-1.1153338262552037,136658.55504523948,0.7049,-8181.638818701318,11.774,200000,192661.23090277863,-7338.769097221375,0.9633061545138931
2020-07-31,-2,-1.3295433297322967,0.0,0.7147,0.0,12.245,200000,195175.5289469436,-4824.47105305639,0.975877644734718
2020-08-01,-2,-1.6550346554109925,0.0,0.7495,0.0,13.396,200000,195175.5289469436,-4824.47105305639,0.975877644734718
2020-08-02,-2,-1.3792220264444754,0.0,0.6881,0.0,12.16,200000,195175.5289469436,-4824.47105305639,0.975877644734718
2020-08-03,-2,-1.2937126875334786,0.0,0.6983,0.0,12.4,200000,195175.5289469436,-4824.47105305639,0.975877644734718
2020-08-04,-1,-1.1995471889684712,138481.2891634338,0.7047,-7769.107911270743,12.561,200000,195175.5289469436,-4824.47105305639,0.975877644734718
2020-08-05,-2,-1.2221598624933927,0.0,0.7113,0.0,12.868,200000,196646.66856722505,-3353.331432774954,0.9832333428361252
2020-08-06,-1,-1.1944721652070032,138327.7072082337,0.7108,-7591.94921501139,12.951,200000,196646.66856722505,-3353.331432774954,0.9832333428361252
2020-08-07,-2,-1.2206138562619977,0.0,0.7003,0.0,12.856,200000,197377.87431748537,-2622.1256825146265,0.9868893715874268
