date,statusList,zscore,CELRUSDT_position,CELRUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-02-08,0,-0.3501209070470723,0.0,0.00416,0.0,0.1565,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-09,0,-0.4261941162095691,0.0,0.00423,0.0,0.1621,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-10,0,0.5569955106957347,0.0,0.00455,0.0,0.1557,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-11,0,0.38048599247239645,0.0,0.00458,0.0,0.1607,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-12,0,-0.29208606638802115,0.0,0.00474,0.0,0.1808,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-13,0,-0.4637825298195218,0.0,0.00496,0.0,0.1948,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-14,0,-0.16441261755696004,0.0,0.00555,0.0,0.2128,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-15,-2,-1.4776594321802299,0.0,0.00479,0.0,0.2142,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-16,-2,-1.3385478500611203,0.0,0.00429,0.0,0.1902,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-17,-1,-1.089442336565179,24573936.888382357,0.00418,-566569.532230768,0.1813,200000,205438.11238687648,5438.112386876484,1.0271905619343824
2020-02-18,0,-0.17928195850926226,0.0,0.0045,0.0,0.182,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-19,0,-0.3575726557171878,0.0,0.00406,0.0,0.1671,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-20,0,-0.706502553702432,0.0,0.00386,0.0,0.1628,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-21,0,-0.9466466896309693,0.0,0.00392,0.0,0.1687,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-22,0,-0.28226279729349146,0.0,0.00392,0.0,0.16,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-23,0,-0.043682564871642876,0.0,0.00419,0.0,0.168,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-24,0,0.02185887567247929,0.0,0.00391,0.0,0.1558,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-25,0,-0.03194492842444103,0.0,0.00356,0.0,0.1418,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-26,0,0.8286209157144727,0.0,0.00323,0.0,0.1209,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-27,0,0.2715647459158916,0.0,0.00332,0.0,0.1292,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-28,0,0.8039908368786061,0.0,0.00345,0.0,0.1294,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-02-29,0,0.562895049075563,0.0,0.00329,0.0,0.1254,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-01,0,0.27100369228710947,0.0,0.00326,0.0,0.1281,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-02,0,0.6655699245897609,0.0,0.00348,0.0,0.135,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-03,2,1.3045546732586135,0.0,0.00352,0.0,0.1319,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-04,2,1.614721037396492,0.0,0.00358,0.0,0.1308,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-05,2,1.265293064058759,0.0,0.00364,0.0,0.135,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-06,0,0.9291326572771257,0.0,0.0036,0.0,0.1355,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-07,1,1.1867094619493281,-28608533.4183751,0.00346,773324.418965452,0.128,200000,197971.0512551557,-2028.948744844296,0.9898552562757785
2020-03-08,1,0.39262094058285174,-28608533.4183751,0.0029,773324.418965452,0.1111,200000,168881.08986034952,-31118.910139650485,0.8444054493017475
2020-03-09,0,-0.08457462266030168,0.0,0.00293,0.0,0.1145,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-10,0,-0.5199082030290346,0.0,0.00289,0.0,0.1149,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-11,0,-0.14920248558084126,0.0,0.00284,0.0,0.1106,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-12,-2,-2.847623855299988,0.0,0.00126,0.0,0.0554,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-13,-2,-2.701487405161321,0.0,0.00136,0.0,0.0616,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-14,-2,-2.8389498538806808,0.0,0.0013,0.0,0.0637,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-15,-2,-3.0405081591886463,0.0,0.00138,0.0,0.0796,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-16,-2,-2.4149968326561213,0.0,0.00111,0.0,0.0645,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-17,-2,-1.6077717654293036,0.0,0.00127,0.0,0.0669,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-18,-2,-1.47076674968254,0.0,0.00125,0.0,0.0665,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-19,0,-0.9145891304845332,0.0,0.0016,0.0,0.0784,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-20,-2,-1.444100817912656,0.0,0.00149,0.0,0.0833,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-21,-1,-1.188764479933134,64416136.0664835,0.0015,-1181224.9889941963,0.0818,200000,193248.4081994505,-6751.591800549504,0.9662420409972525
2020-03-22,-1,-0.9244386233859325,64416136.0664835,0.00137,-1181224.9889941963,0.0722,200000,173534.55061646336,-26465.449383536645,0.8676727530823167
2020-03-23,-1,-0.8122242798836646,64416136.0664835,0.00152,-1181224.9889941963,0.0797,200000,192056.15844389237,-7943.841556107625,0.9602807922194618
2020-03-24,-1,-0.9632319356209749,64416136.0664835,0.00149,-1181224.9889941963,0.0821,200000,192958.61433548393,-7041.38566451607,0.9647930716774197
2020-03-25,-1,-0.891349872499945,64416136.0664835,0.00148,-1181224.9889941963,0.0818,200000,191960.08547812083,-8039.914521879167,0.9598004273906041
2020-03-26,0,0.03177717237837775,0.0,0.00175,0.0,0.0831,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-03-27,0,-0.29169335128533086,0.0,0.00157,0.0,0.0796,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-03-28,0,-0.4028060224885829,0.0,0.00151,0.0,0.0788,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-03-29,0,-0.6284790948737664,0.0,0.00145,0.0,0.0789,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-03-30,0,-0.5347702934704311,0.0,0.00154,0.0,0.0835,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-03-31,0,-0.2708677283500774,0.0,0.00157,0.0,0.0835,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-01,0,0.03370568008280407,0.0,0.00158,0.0,0.0829,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-02,0,-0.1319895301425571,0.0,0.00158,0.0,0.0844,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-03,0,0.371524753777144,0.0,0.00162,0.0,0.0847,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-04,0,0.11977562325775408,0.0,0.00162,0.0,0.0854,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-05,0,0.09522444770900973,0.0,0.00161,0.0,0.0846,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-06,0,0.6816626340691176,0.0,0.00174,0.0,0.0892,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-07,0,0.8892397471675205,0.0,0.00173,0.0,0.0877,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-08,0,0.36180301730840536,0.0,0.00175,0.0,0.091,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-09,0,0.9808399546176897,0.0,0.0018,0.0,0.0912,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-10,0,0.6464305271352939,0.0,0.0016,0.0,0.0818,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-11,0,0.3721380724939591,0.0,0.00161,0.0,0.083,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-12,0,-0.09886008221300209,0.0,0.00162,0.0,0.0849,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-13,-2,-1.630885582577133,0.0,0.0015,0.0,0.0832,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-14,-2,-1.5601436413421588,0.0,0.00152,0.0,0.0841,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-15,-2,-1.4521199835761576,0.0,0.00148,0.0,0.0813,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-16,0,-0.8007272019943894,0.0,0.00157,0.0,0.0848,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-17,0,-0.07610691811877038,0.0,0.00159,0.0,0.0842,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-18,0,0.8619855448518984,0.0,0.00169,0.0,0.087,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-19,0,-0.10649327534962003,0.0,0.00162,0.0,0.0855,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-20,-2,-1.8000853838962234,0.0,0.00153,0.0,0.0852,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-21,0,-0.6743271602794081,0.0,0.00154,0.0,0.083,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-22,0,0.27733826402683864,0.0,0.00163,0.0,0.0853,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-23,2,1.2224222809517578,0.0,0.00169,0.0,0.0858,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-24,2,3.02228183535374,0.0,0.00191,0.0,0.0883,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-25,2,2.445479427233526,0.0,0.00195,0.0,0.0897,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-26,2,1.9876184301187323,0.0,0.00203,0.0,0.0938,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-27,2,1.206825801537939,0.0,0.0019,0.0,0.0911,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-28,0,0.7569228273666798,0.0,0.00188,0.0,0.0922,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-29,0,0.9755807878149856,0.0,0.00197,0.0,0.095,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-04-30,1,1.0323560581064344,-46531241.319927625,0.00192,973202.4328350875,0.0918,200000,178679.96666852207,-21320.033331477927,0.8933998333426103
2020-05-01,1,0.3414097362440174,-46531241.319927625,0.00194,973202.4328350875,0.0967,200000,184379.28341581256,-15620.716584187438,0.9218964170790628
2020-05-02,0,-0.4215131468811892,0.0,0.00199,0.0,0.1043,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-03,0,0.3206624636064721,0.0,0.00196,0.0,0.0974,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-04,0,0.44192369538298604,0.0,0.00191,0.0,0.0938,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-05,2,2.2870035849769614,0.0,0.00214,0.0,0.0926,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-06,2,1.602239434633902,0.0,0.00203,0.0,0.0903,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-07,0,0.6351159131229482,0.0,0.00196,0.0,0.0922,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-08,0,0.35998400452185597,0.0,0.00201,0.0,0.0959,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-09,0,0.9735169066294975,0.0,0.00202,0.0,0.0922,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-10,-2,-1.6946113828313225,0.0,0.00183,0.0,0.0988,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-11,0,-0.6401888964450253,0.0,0.00181,0.0,0.0906,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-12,0,-0.48765814126074003,0.0,0.00185,0.0,0.0914,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-13,2,1.6987199414953291,0.0,0.00211,0.0,0.0919,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-14,2,2.8026193930687944,0.0,0.00234,0.0,0.0917,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-15,2,2.717464970268708,0.0,0.00241,0.0,0.0896,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-16,2,2.98664905720389,0.0,0.00279,0.0,0.092,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-17,2,1.8978209285624363,0.0,0.00259,0.0,0.0918,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-18,2,1.4482601775583699,0.0,0.00261,0.0,0.0953,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-19,2,1.2499418753124156,0.0,0.00259,0.0,0.0952,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-20,0,0.547801819616217,0.0,0.00252,0.0,0.1009,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-21,0,0.23578455540682397,0.0,0.00242,0.0,0.1005,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-22,0,0.19741447805576404,0.0,0.00264,0.0,0.1092,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-23,0,0.4439686401241988,0.0,0.0026,0.0,0.1032,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-24,0,0.7715216292807454,0.0,0.00261,0.0,0.0985,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-25,0,0.8634168615816542,0.0,0.00313,0.0,0.1158,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-26,-2,-1.3957593342381436,0.0,0.00286,0.0,0.1467,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-27,0,-0.42176979371719314,0.0,0.00288,0.0,0.1261,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-28,0,-0.12774064367839005,0.0,0.00289,0.0,0.1206,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-29,0,-0.3213577409505235,0.0,0.00285,0.0,0.1216,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-30,0,-0.2667223719849546,0.0,0.0029,0.0,0.121,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-05-31,0,-0.3416268951894268,0.0,0.0028,0.0,0.1165,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-01,0,-0.7509835465097319,0.0,0.00284,0.0,0.122,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-02,-2,-1.6234584904455336,0.0,0.00276,0.0,0.1323,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-03,0,-0.926950538061072,0.0,0.00286,0.0,0.1276,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-04,0,-0.709718123197745,0.0,0.00287,0.0,0.126,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-05,0,-0.5061963476750305,0.0,0.00287,0.0,0.1241,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-06,0,-0.48886921280190726,0.0,0.00293,0.0,0.1274,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-07,0,0.4746173787661843,0.0,0.00311,0.0,0.1257,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-08,0,0.26034322205868515,0.0,0.0031,0.0,0.1284,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-09,0,0.7440281231791884,0.0,0.00339,0.0,0.1358,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-10,0,0.8697134568797402,0.0,0.00333,0.0,0.1318,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-11,2,1.505371364314097,0.0,0.003,0.0,0.1125,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-12,0,0.9650696495105089,0.0,0.00323,0.0,0.1256,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-13,2,2.6731562967895734,0.0,0.00386,0.0,0.1279,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-14,2,2.578315128132363,0.0,0.00384,0.0,0.1225,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-15,2,2.6180553543113603,0.0,0.00403,0.0,0.1212,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-16,2,2.090818718322512,0.0,0.00401,0.0,0.1216,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-17,0,0.8428743105852605,0.0,0.00388,0.0,0.1347,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-18,2,1.2464680510745527,0.0,0.00436,0.0,0.1416,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-19,2,1.5995072601727536,0.0,0.0044,0.0,0.1334,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-20,2,1.2929636148253891,0.0,0.00436,0.0,0.1347,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-21,0,-0.0005514309436439795,0.0,0.00406,0.0,0.1494,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-22,0,-0.903157484344392,0.0,0.00404,0.0,0.1696,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-23,0,-0.9639103503937289,0.0,0.004,0.0,0.1686,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-24,-2,-1.443596737204284,0.0,0.00374,0.0,0.172,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-25,-2,-2.04774995573291,0.0,0.00372,0.0,0.2028,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-26,-2,-2.546600862150143,0.0,0.00344,0.0,0.2574,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-27,-2,-1.934311057231074,0.0,0.00345,0.0,0.2322,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-28,-2,-1.7425500465886898,0.0,0.00375,0.0,0.2577,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-29,-2,-1.758327116421501,0.0,0.00369,0.0,0.2896,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-06-30,-2,-1.3451135864147783,0.0,0.00353,0.0,0.242,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-07-01,-1,-1.0630909509564879,22279806.187726825,0.00381,-353986.91232376645,0.2398,200000,169772.1231504784,-30227.87684952159,0.848860615752392
2020-07-02,-1,-0.526640451631998,22279806.187726825,0.00406,-353986.91232376645,0.2068,200000,163660.50659072582,-36339.493409274175,0.8183025329536291
2020-07-03,-1,-0.2994484678685622,22279806.187726825,0.00411,-353986.91232376645,0.1962,200000,161022.23562948022,-38977.764370519784,0.8051111781474011
2020-07-04,-1,-0.3277715019150978,22279806.187726825,0.00428,-353986.91232376645,0.2113,200000,170155.00505748266,-29844.99494251734,0.8507750252874133
2020-07-05,-1,-0.44682812632563795,22279806.187726825,0.0039,-353986.91232376645,0.2069,200000,160131.1362919219,-39868.863708078105,0.8006556814596095
2020-07-06,0,-0.06789194597224785,0.0,0.0043,0.0,0.2059,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-07,0,0.026688000707495465,0.0,0.00436,0.0,0.2067,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-08,0,0.20047058737111767,0.0,0.00444,0.0,0.2055,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-09,0,0.6523384485375588,0.0,0.0045,0.0,0.1942,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-10,2,1.7026592755660481,0.0,0.00503,0.0,0.1862,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-11,2,1.2281608044143235,0.0,0.0048,0.0,0.1951,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-12,2,1.554694893158982,0.0,0.005,0.0,0.1899,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-13,2,1.5958926887064573,0.0,0.00504,0.0,0.1865,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-14,0,0.7877199183155041,0.0,0.00479,0.0,0.2035,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-15,0,0.8163823369441536,0.0,0.0046,0.0,0.1916,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-16,2,1.2368715715733707,0.0,0.00479,0.0,0.1809,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-17,0,0.8317663490949986,0.0,0.00467,0.0,0.1865,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-18,1,1.075128689116437,-14833824.423304705,0.00495,393291.00640256185,0.1867,200000,146854.8617907166,-53145.13820928341,0.734274308953583
2020-07-19,1,1.0882422799659053,-14833824.423304705,0.00497,393291.00640256185,0.1859,200000,146836.90547406062,-53163.09452593938,0.7341845273703032
2020-07-20,2,2.069155287100825,0.0,0.0058,0.0,0.1869,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-21,2,2.7681326035946796,0.0,0.0067,0.0,0.186,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-22,2,1.8997170144274946,0.0,0.00636,0.0,0.1887,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-23,2,1.6701460228718776,0.0,0.00629,0.0,0.1863,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-24,2,1.8794008870663443,0.0,0.00655,0.0,0.1811,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-25,2,1.396203519349245,0.0,0.00631,0.0,0.1834,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-26,2,2.3221407200700557,0.0,0.00744,0.0,0.1788,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-27,2,2.5975483883879367,0.0,0.00791,0.0,0.1667,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-28,2,1.865296741597119,0.0,0.0076,0.0,0.1709,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-29,1,1.1199612121966824,-11319954.144122519,0.00704,452027.6640647903,0.1763,200000,159384.95434924506,-40615.04565075494,0.7969247717462253
2020-07-30,1,1.1015628708126806,-11319954.144122519,0.0071,452027.6640647903,0.1746,200000,159295.70456898227,-40704.29543101773,0.7964785228449114
2020-07-31,1,0.7550591114771118,-11319954.144122519,0.00675,452027.6640647903,0.1744,200000,155243.31508572644,-44756.68491427356,0.7762165754286322
2020-08-01,1,0.4191631149454873,-11319954.144122519,0.00646,452027.6640647903,0.176,200000,152683.77264643455,-47316.22735356545,0.7634188632321728
2020-08-02,1,0.22851848566076455,-11319954.144122519,0.00605,452027.6640647903,0.1693,200000,145014.00609811023,-54985.99390188977,0.7250700304905511
2020-08-03,1,0.6692643209245731,-11319954.144122519,0.00668,452027.6640647903,0.1697,200000,152326.38827453332,-47673.611725466675,0.7616319413726667
