date,statusList,zscore,TFUELUSDT_position,TFUELUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-01-27,-2,-1.2570592882834588,0.0,0.002574,0.0,0.00781,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-01-28,0,-0.8627566291523342,0.0,0.0026,0.0,0.00776,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-01-29,-2,-1.2863490572541227,0.0,0.002481,0.0,0.00764,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-01-30,0,-0.5763694680754338,0.0,0.002498,0.0,0.00742,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-01-31,-2,-1.6442861427429158,0.0,0.002482,0.0,0.00794,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-01,-2,-1.3553711131298862,0.0,0.002496,0.0,0.00792,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-02,-1,-1.1722134166716174,38113255.11722591,0.002528,-12058862.194786869,0.00799,200000,192700.6178726942,-7299.382127305813,0.963503089363471
2020-02-03,-1,-0.8101543983927374,38113255.11722591,0.002553,-12058862.194786869,0.00792,200000,192809.32889698975,-7190.671103010245,0.9640466444849488
2020-02-04,-1,-0.37247011946470965,38113255.11722591,0.002754,-12058862.194786869,0.00837,200000,205896.58116320625,5896.581163206254,1.0294829058160313
2020-02-05,0,0.5365927414204289,0.0,0.002882,0.0,0.00839,200000,184032.07043911095,-15967.929560889053,0.9201603521955547
2020-02-06,-1,-1.1633360692069121,30428583.075249825,0.003024,-9545231.869248495,0.00964,200000,184032.07043911095,-15967.929560889053,0.9201603521955547
2020-02-07,-1,-0.45564472212974155,30428583.075249825,0.0032,-9545231.869248495,0.00988,200000,191678.35670897458,-8321.643291025423,0.9583917835448729
2020-02-08,0,-0.14312032146440598,0.0,0.003031,0.0,0.00925,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-09,2,1.2768346033701778,0.0,0.003333,0.0,0.00973,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-10,2,2.394884324642224,0.0,0.003465,0.0,0.00965,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-11,2,2.6353586271539027,0.0,0.003563,0.0,0.00954,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-12,0,0.7649591293106979,0.0,0.00372,0.0,0.01082,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-13,0,0.4541667879575158,0.0,0.003918,0.0,0.01156,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-14,0,0.19789044952359253,0.0,0.003836,0.0,0.01146,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-15,0,0.5316873048593556,0.0,0.003458,0.0,0.01013,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-16,0,0.8173287361757674,0.0,0.003274,0.0,0.00944,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-17,2,2.0256788554665914,0.0,0.003369,0.0,0.00906,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-18,2,1.3051903168534127,0.0,0.003394,0.0,0.00938,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-19,2,1.2921864886643937,0.0,0.003088,0.0,0.00848,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-20,2,1.9032706350014938,0.0,0.003129,0.0,0.0082,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-21,2,1.3281048745622976,0.0,0.003134,0.0,0.00841,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-22,2,1.3317920740647544,0.0,0.003154,0.0,0.0084,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-23,2,1.5663248437233082,0.0,0.003246,0.0,0.00845,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-24,2,1.606203205504109,0.0,0.003151,0.0,0.00809,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-25,2,1.7630279541811502,0.0,0.002966,0.0,0.00743,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-26,2,1.4805223999338673,0.0,0.002565,0.0,0.00649,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-27,2,1.6888414998529377,0.0,0.002696,0.0,0.00667,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-28,2,2.0916868367912413,0.0,0.00277,0.0,0.00658,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-02-29,2,1.9565398474612508,0.0,0.002709,0.0,0.00636,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-03-01,2,1.9307083763853963,0.0,0.002713,0.0,0.00624,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-03-02,1,1.0038295904405792,-32960547.205083694,0.002732,13520752.997640938,0.00666,200000,180096.4299285773,-19903.5700714227,0.9004821496428865
2020-03-03,2,1.329474443598312,0.0,0.002823,0.0,0.00665,200000,183231.04725421633,-16768.952745783667,0.9161552362710816
2020-03-04,2,1.4046302818138532,0.0,0.002906,0.0,0.00674,200000,183231.04725421633,-16768.952745783667,0.9161552362710816
2020-03-05,2,1.214736988132239,0.0,0.00301,0.0,0.00703,200000,183231.04725421633,-16768.952745783667,0.9161552362710816
2020-03-06,0,0.30084947899252434,0.0,0.002987,0.0,0.00739,200000,183231.04725421633,-16768.952745783667,0.9161552362710816
2020-03-07,0,0.6405227221273357,0.0,0.002896,0.0,0.00698,200000,183231.04725421633,-16768.952745783667,0.9161552362710816
2020-03-08,1,1.1109690444613756,-36587669.18015502,0.002504,15687589.662176056,0.00584,200000,183231.04725421633,-16768.952745783667,0.9161552362710816
2020-03-09,1,0.5052244978033391,-36587669.18015502,0.002535,15687589.662176056,0.00609,200000,188287.16241434513,-11712.837585654866,0.9414358120717257
2020-03-10,0,-0.0858622388917458,0.0,0.002487,0.0,0.00613,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-11,0,-0.46439899803779794,0.0,0.002398,0.0,0.006,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-12,0,-0.657187563766915,0.0,0.001116,0.0,0.0028,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-13,2,1.9212383251393024,0.0,0.001383,0.0,0.00311,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-14,2,3.315361410245048,0.0,0.00148,0.0,0.00297,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-15,2,3.117911093476421,0.0,0.001626,0.0,0.00306,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-16,2,2.4797300763613013,0.0,0.001501,0.0,0.00281,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-17,2,2.1677565568242376,0.0,0.001541,0.0,0.00285,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-18,2,1.4196999991327088,0.0,0.001476,0.0,0.00287,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-19,0,0.7499453095862342,0.0,0.001718,0.0,0.00354,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-20,2,1.734051720086031,0.0,0.0018,0.0,0.00329,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-21,2,1.3292692849447856,0.0,0.001746,0.0,0.00327,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-22,2,1.2568043070856438,0.0,0.001587,0.0,0.00295,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-23,1,1.007563081910153,-52680371.56098303,0.00169,27909036.971179098,0.00319,200000,178059.65587612265,-21940.344123877352,0.8902982793806132
2020-03-24,1,0.6239396006119953,-52680371.56098303,0.001657,27909036.971179098,0.00324,200000,177716.65546316915,-22283.344536830846,0.8885832773158457
2020-03-25,1,0.22725621652740965,-52680371.56098303,0.001651,27909036.971179098,0.00336,200000,180749.65767034475,-19250.34232965525,0.9037482883517237
2020-03-26,1,0.3594124880408899,-52680371.56098303,0.001725,27909036.971179098,0.00343,200000,186601.63775384,-13398.362246159988,0.9330081887692001
2020-03-27,1,0.4620020310426028,-52680371.56098303,0.001696,27909036.971179098,0.00331,200000,181724.82254203004,-18275.177457969956,0.9086241127101502
2020-03-28,1,0.874267330707611,-52680371.56098303,0.001697,27909036.971179098,0.00315,200000,177312.05699820234,-22687.943001797656,0.8865602849910117
2020-03-29,1,0.6534156647526187,-52680371.56098303,0.001578,27909036.971179098,0.00297,200000,166019.46612763315,-33980.533872366854,0.8300973306381657
2020-03-30,1,0.7749578679753505,-52680371.56098303,0.001697,27909036.971179098,0.00314,200000,177032.96662849057,-22967.03337150943,0.8851648331424529
2020-03-31,0,0.15098467831020088,0.0,0.001734,0.0,0.00335,200000,175912.14630941724,-24087.853690582764,0.8795607315470861
2020-04-01,0,-0.4701536743871197,0.0,0.00174,0.0,0.00344,200000,175912.14630941724,-24087.853690582764,0.8795607315470861
2020-04-02,-2,-1.2636077248466133,0.0,0.001742,0.0,0.00351,200000,175912.14630941724,-24087.853690582764,0.8795607315470861
2020-04-03,0,-0.6871780907519719,0.0,0.001727,0.0,0.0034,200000,175912.14630941724,-24087.853690582764,0.8795607315470861
2020-04-04,-1,-1.189507302066653,50636772.10979195,0.001737,-25130306.615631033,0.0035,200000,175912.14630941724,-24087.853690582764,0.8795607315470861
2020-04-05,-1,-1.1025474399498816,50636772.10979195,0.001715,-25130306.615631033,0.00346,200000,173792.92505837657,-26207.074941623432,0.8689646252918828
2020-04-06,-2,-1.8128573325197523,0.0,0.00185,0.0,0.00388,200000,179739.70757495053,-20260.29242504947,0.8986985378747526
2020-04-07,-1,-1.1848133098235718,50122617.84019814,0.001793,-24421155.92050958,0.00368,200000,179739.70757495053,-20260.29242504947,0.8986985378747526
2020-04-08,-2,-2.004397598906203,0.0,0.001843,0.0,0.00396,200000,184071.50034068333,-15928.499659316672,0.9203575017034167
2020-04-09,-2,-1.4967399077282053,0.0,0.001828,0.0,0.00386,200000,184071.50034068333,-15928.499659316672,0.9203575017034167
2020-04-10,-1,-1.1579687967513956,55111227.646911174,0.00167,-26371275.12044174,0.00349,200000,184071.50034068333,-15928.499659316672,0.9203575017034167
2020-04-11,-1,-0.9368288016247853,55111227.646911174,0.001666,-26371275.12044174,0.00346,200000,183059.91717648244,-16940.082823517558,0.9152995858824122
2020-04-12,-1,-0.6878354009446138,55111227.646911174,0.001708,-26371275.12044174,0.00352,200000,186956.8652448792,-13043.134755120787,0.9347843262243961
2020-04-13,-2,-2.291198437896514,0.0,0.001668,0.0,0.0038,200000,192356.8180833141,-7643.181916685891,0.9617840904165705
2020-04-14,-2,-1.74244572320208,0.0,0.001727,0.0,0.00387,200000,192356.8180833141,-7643.181916685891,0.9617840904165705
2020-04-15,0,-0.9208263224333572,0.0,0.001609,0.0,0.00345,200000,192356.8180833141,-7643.181916685891,0.9617840904165705
2020-04-16,0,-0.9648235204459573,0.0,0.001669,0.0,0.00361,200000,192356.8180833141,-7643.181916685891,0.9617840904165705
2020-04-17,-1,-1.1084267651225919,58609633.785287656,0.001641,-26716224.733793627,0.0036,200000,192356.8180833141,-7643.181916685891,0.9617840904165705
2020-04-18,-2,-1.4121227702536807,0.0,0.001698,0.0,0.00382,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-19,-2,-1.2070282206529335,0.0,0.001639,0.0,0.00365,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-20,0,0.6382397441138483,0.0,0.001646,0.0,0.00337,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-21,0,0.38314782295617766,0.0,0.001632,0.0,0.00339,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-22,0,0.3925570669604757,0.0,0.001706,0.0,0.00355,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-23,0,0.7943040159001375,0.0,0.00172,0.0,0.00354,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-24,0,-0.009713902301937184,0.0,0.001741,0.0,0.0037,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-25,0,0.999133459990424,0.0,0.001818,0.0,0.00374,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-26,0,0.984396071629993,0.0,0.001869,0.0,0.00384,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-27,0,0.19820190645666363,0.0,0.00185,0.0,0.00391,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-28,0,0.8042116344997534,0.0,0.001887,0.0,0.0039,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-29,1,1.052538545614205,-50308115.2294753,0.001937,24607782.62613476,0.00396,200000,194893.6383989873,-5106.361601012701,0.9744681919949365
2020-04-30,2,2.1496506502091868,0.0,0.00194,0.0,0.00377,200000,199720.04144364136,-279.9585563586443,0.9986002072182067
2020-05-01,2,2.080849275810348,0.0,0.002047,0.0,0.00393,200000,199720.04144364136,-279.9585563586443,0.9986002072182067
2020-05-02,2,2.2477731079787038,0.0,0.002115,0.0,0.00395,200000,199720.04144364136,-279.9585563586443,0.9986002072182067
2020-05-03,2,1.7889963806141622,0.0,0.00206,0.0,0.00389,200000,199720.04144364136,-279.9585563586443,0.9986002072182067
2020-05-04,2,1.7177300303356757,0.0,0.002033,0.0,0.00381,200000,199720.04144364136,-279.9585563586443,0.9986002072182067
2020-05-05,2,1.55034977497497,0.0,0.002086,0.0,0.0039,200000,199720.04144364136,-279.9585563586443,0.9986002072182067
2020-05-06,1,1.0363050902070667,-49313590.47991145,0.002025,25803622.925535057,0.00387,200000,199720.04144364136,-279.9585563586443,0.9986002072182067
2020-05-07,2,1.9473727325096692,0.0,0.002095,0.0,0.00375,200000,206268.42752829936,6268.427528299362,1.0313421376414968
2020-05-08,2,2.0480972995998523,0.0,0.002254,0.0,0.00395,200000,206268.42752829936,6268.427528299362,1.0313421376414968
2020-05-09,1,1.0597181531884121,-48832487.577722386,0.002112,26444670.195935816,0.0039,200000,206268.42752829936,6268.427528299362,1.0313421376414968
2020-05-10,1,0.5804530471541025,-48832487.577722386,0.001862,26444670.195935816,0.00352,200000,184011.33095941314,-15988.669040586858,0.9200566547970657
2020-05-11,1,0.351730292382292,-48832487.577722386,0.00186,26444670.195935816,0.00355,200000,184707.00609013578,-15292.99390986422,0.9235350304506789
2020-05-12,2,2.2743616640990263,0.0,0.002115,0.0,0.00355,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-13,2,1.6616461081484968,0.0,0.002082,0.0,0.00357,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-14,2,1.41176329955688,0.0,0.002155,0.0,0.00372,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-15,2,2.6840377775264255,0.0,0.002376,0.0,0.00363,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-16,2,2.7000550141830972,0.0,0.002749,0.0,0.00396,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-17,2,1.9289533002553345,0.0,0.002534,0.0,0.00379,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-18,2,1.4708013505691475,0.0,0.002556,0.0,0.00392,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-19,2,2.6420822715190826,0.0,0.002951,0.0,0.00385,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-20,2,3.4922167539631666,0.0,0.003893,0.0,0.00379,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-21,2,3.9600067528597536,0.0,0.007618,0.0,0.00385,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-22,2,2.1628999836786265,0.0,0.006619,0.0,0.00427,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-23,2,2.573373647303362,0.0,0.009016,0.0,0.00446,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-24,2,3.4836177358561375,0.0,0.017882,0.0,0.00468,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-25,2,2.043581365700327,0.0,0.016088,0.0,0.00539,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-26,2,1.6043142579090641,0.0,0.013827,0.0,0.00495,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-27,0,0.9138284299968537,0.0,0.010594,0.0,0.00481,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-28,0,0.4985162248125026,0.0,0.00866,0.0,0.00469,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-29,0,0.6814620411623383,0.0,0.010282,0.0,0.00489,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-30,0,0.5280583360027098,0.0,0.009945,0.0,0.00493,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-05-31,0,0.2758097970159154,0.0,0.008509,0.0,0.00465,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-01,0,0.2667193683368908,0.0,0.00896,0.0,0.00477,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-02,0,0.08092763048236212,0.0,0.0085,0.0,0.00482,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-03,0,0.019767885352713954,0.0,0.00868,0.0,0.00491,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-04,0,-0.3185994053216561,0.0,0.008622,0.0,0.00561,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-05,0,-0.2805539530878977,0.0,0.008324,0.0,0.00512,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-06,0,-0.5400034626643166,0.0,0.008279,0.0,0.00555,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-07,0,-0.6579011747144813,0.0,0.008019,0.0,0.00541,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-08,0,-0.8260591334650103,0.0,0.007737,0.0,0.00537,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-09,-1,-1.0817304501507485,14681454.02039551,0.007345,-19325318.956954304,0.00558,200000,215670.55955961003,15670.559559610032,1.07835279779805
2020-06-10,-1,-1.0767775074949928,14681454.02039551,0.007026,-19325318.956954304,0.00557,200000,210793.92253753432,10793.922537534323,1.0539696126876716
2020-06-11,-1,-0.9729902919235004,14681454.02039551,0.00626,-19325318.956954304,0.0048,200000,184667.43316105654,-15332.566838943458,0.9233371658052827
2020-06-12,0,0.23204961091438145,0.0,0.010355,0.0,0.00499,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-13,0,0.6856364906442821,0.0,0.011541,0.0,0.00534,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-14,0,-0.1507620667856297,0.0,0.010087,0.0,0.00585,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-15,0,0.2874723287961698,0.0,0.010208,0.0,0.00562,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-16,0,-0.7514730686946972,0.0,0.009892,0.0,0.00664,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-17,0,-0.9259666772908663,0.0,0.009332,0.0,0.00659,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-18,0,-0.821822061103354,0.0,0.008862,0.0,0.00623,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-19,0,-0.19357705257115831,0.0,0.009719,0.0,0.00619,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-20,0,-0.42612764278722093,0.0,0.009369,0.0,0.00626,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-21,0,-0.42014687182344884,0.0,0.009259,0.0,0.00625,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-22,0,-0.3114642373815843,0.0,0.009419,0.0,0.0063,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-23,0,0.13097040916428382,0.0,0.009844,0.0,0.00619,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-24,0,-0.054829498843353947,0.0,0.009209,0.0,0.00595,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-25,0,-0.19374770814356485,0.0,0.008983,0.0,0.00595,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-26,0,-0.22020283752487832,0.0,0.008785,0.0,0.00584,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-27,0,-0.07508438166973717,0.0,0.008182,0.0,0.00531,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-28,0,-0.1510689095620668,0.0,0.008434,0.0,0.00552,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-29,0,-0.5418683349978521,0.0,0.008354,0.0,0.00577,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-06-30,0,-0.6479374403557316,0.0,0.00816,0.0,0.00567,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-07-01,0,-0.7757742044165461,0.0,0.008223,0.0,0.00578,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-07-02,0,-0.19986651391701876,0.0,0.008552,0.0,0.00562,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-07-03,-1,-1.113348904718991,9770351.853858432,0.008192,-13728768.848509137,0.00583,200000,160077.44477361653,-39922.55522638347,0.8003872238680827
2020-07-04,-2,-1.5473373346360813,0.0,0.008228,0.0,0.00609,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-05,-2,-1.293009502584979,0.0,0.008057,0.0,0.00577,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-06,0,-0.5602476300503443,0.0,0.008642,0.0,0.006,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-07,0,0.3095207343570843,0.0,0.008835,0.0,0.00589,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-08,0,-0.5225086065355311,0.0,0.008886,0.0,0.00613,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-09,-2,-1.9643642184579244,0.0,0.008545,0.0,0.00637,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-10,-2,-3.053698862621637,0.0,0.008389,0.0,0.00719,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-11,-2,-2.018619513049224,0.0,0.008508,0.0,0.00694,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-12,0,0.3427711750444801,0.0,0.009628,0.0,0.00652,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-13,-1,-1.1558756349700765,9389097.976511614,0.008696,-12259398.799361112,0.00666,200000,163295.19200749,-36704.80799251,0.81647596003745
2020-07-14,-2,-1.3992329426934953,0.0,0.008655,0.0,0.00685,200000,166009.43079640562,-33990.56920359438,0.8300471539820281
2020-07-15,-1,-1.0798203429793616,9640501.207689062,0.00861,-12388763.492269076,0.0067,200000,166009.43079640565,-33990.56920359435,0.8300471539820282
2020-07-16,-1,-1.094243549125846,9640501.207689062,0.008363,-12388763.492269076,0.00658,200000,162141.57537903416,-37858.424620965845,0.8107078768951708
2020-07-17,-1,-1.097565377633538,9640501.207689062,0.00845,-12388763.492269076,0.00671,200000,164590.83823809808,-35409.16176190192,0.8229541911904904
2020-07-18,-2,-1.9210035239105803,0.0,0.008432,0.0,0.00738,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-19,-2,-2.5342347691865497,0.0,0.008389,0.0,0.00848,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-20,-2,-2.6072828435865065,0.0,0.008322,0.0,0.00963,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-21,-2,-1.923381891613985,0.0,0.008372,0.0,0.0091,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-22,-2,-2.461312280604233,0.0,0.0087,0.0,0.0124,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-23,-2,-1.9883589630164278,0.0,0.008471,0.0,0.01174,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-24,-2,-1.6274011106799247,0.0,0.008177,0.0,0.01089,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-25,-2,-1.3948295322349478,0.0,0.008331,0.0,0.01087,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-26,-2,-1.2087240117917326,0.0,0.008188,0.0,0.01048,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-27,0,-0.7292280317156167,0.0,0.007821,0.0,0.00879,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-28,0,-0.6680715324809418,0.0,0.00835,0.0,0.00943,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-29,0,-0.489330479251443,0.0,0.008291,0.0,0.00909,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-30,0,-0.6045105469468041,0.0,0.008183,0.0,0.00941,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-07-31,0,-0.31757526780917694,0.0,0.008312,0.0,0.00899,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
2020-08-01,0,0.013986533732481406,0.0,0.008929,0.0,0.00914,200000,176149.79918611725,-23850.20081388275,0.8807489959305862
