date,statusList,zscore,EOSUSDT_position,EOSUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-06-15,0,0.5308349835824384,0.0,2.532,0.0,0.23446,200000,249863.99270233518,49863.99270233518,1.2493199635116758
2020-06-16,0,0.5678531439356502,0.0,2.5539,0.0,0.23414,200000,249863.99270233518,49863.99270233518,1.2493199635116758
2020-06-17,0,0.5315792470266302,0.0,2.5678,0.0,0.23479,200000,249863.99270233518,49863.99270233518,1.2493199635116758
2020-06-18,1,1.0815776544498794,-49255.636473414124,2.5364,559931.8588704176,0.22312,200000,249863.99270233518,49863.99270233518,1.2493199635116758
2020-06-19,1,0.8507806212589464,-49255.636473414124,2.5254,559931.8588704176,0.22406,200000,249848.5166484658,49848.5166484658,1.249242583242329
2020-06-20,1,1.061635453767499,-49255.636473414124,2.5362,559931.8588704176,0.22138,200000,248879.86014060595,48879.860140605946,1.2443993007030296
2020-06-21,1,0.8828353645878975,-49255.636473414124,2.514,559931.8588704176,0.22057,200000,247332.84020521108,47332.840205211076,1.2366642010260553
2020-06-22,0,-0.21615027516984267,0.0,2.5862,0.0,0.24201,200000,241739.81058464904,41739.810584649036,1.208699052923245
2020-06-23,-2,-1.3396698203864652,0.0,2.5714,0.0,0.25747,200000,241739.81058464904,41739.810584649036,1.208699052923245
2020-06-24,-1,-1.1433971718455405,48309.31466519766,2.502,-493185.51204637066,0.24508,200000,241739.81058464904,41739.810584649036,1.208699052923245
2020-06-25,-1,-0.7256922716717594,48309.31466519766,2.4799,-493185.51204637066,0.23649,200000,236435.71118206988,36435.71118206988,1.1821785559103495
2020-06-26,-1,-0.3382056056153799,48309.31466519766,2.481,-493185.51204637066,0.2313,200000,233929.2186206809,33929.21862068091,1.1696460931034045
2020-06-27,0,0.32331252714708525,0.0,2.3318,0.0,0.20986,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-06-28,0,-0.6767344149058169,0.0,2.3668,0.0,0.22443,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-06-29,0,-0.6620433206752171,0.0,2.38,0.0,0.226,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-06-30,0,-0.32878969187572954,0.0,2.368,0.0,0.22173,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-07-01,0,-0.13396692696382265,0.0,2.3773,0.0,0.22173,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-07-02,0,-0.07813703327964287,0.0,2.3576,0.0,0.21889,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-07-03,0,0.855643509530711,0.0,2.4156,0.0,0.21607,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-07-04,0,0.47931849030495083,0.0,2.4599,0.0,0.22307,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-07-05,0,0.728425021365858,0.0,2.4072,0.0,0.21596,200000,232592.0622063925,32592.062206392497,1.1629603110319624
2020-07-06,1,1.118729155819977,-44547.625489617814,2.6106,505129.78805193177,0.23023,200000,232592.06220639253,32592.062206392526,1.1629603110319626
2020-07-07,0,-1.9593322351090257,0.0,2.5589,0.0,0.25795,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-08,0,-0.26298478844258716,0.0,2.6799,0.0,0.25102,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-09,0,0.49450687973615653,0.0,2.6504,0.0,0.24106,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-10,0,0.10181566203259877,0.0,2.6221,0.0,0.24307,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-11,0,-0.9215591785840692,0.0,2.6194,0.0,0.25334,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-12,-2,-2.6421216357023476,0.0,2.6171,0.0,0.2805,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-13,0,-0.5182280339493794,0.0,2.553,0.0,0.24542,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-14,0,-0.1284390679586551,0.0,2.5592,0.0,0.24127,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-15,0,0.03717173837774066,0.0,2.5365,0.0,0.2372,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-16,0,-0.040963971396883195,0.0,2.4999,0.0,0.23464,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-17,0,-0.6554970604569141,0.0,2.4949,0.0,0.24131,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-18,-1,-1.1875506531686582,43212.409542831396,2.5026,-434415.42589334724,0.24894,200000,216286.75224377972,16286.752243779716,1.0814337612188987
2020-07-19,0,0.2053811939703365,0.0,2.5845,0.0,0.2412,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-20,0,0.48671385528253386,0.0,2.5618,0.0,0.23595,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-21,0,0.656319899321209,0.0,2.6232,0.0,0.23951,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-22,0,-0.4802213175683418,0.0,2.6574,0.0,0.25576,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-23,0,-0.7021070638425535,0.0,2.6526,0.0,0.2589,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-24,0,-0.4156526063636028,0.0,2.5949,0.0,0.25072,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-25,0,0.08298740863880998,0.0,2.7289,0.0,0.25877,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-26,0,0.8327531930354649,0.0,2.7121,0.0,0.25083,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-27,2,2.52780144639406,0.0,2.8472,0.0,0.2424,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-28,2,2.325759109919187,0.0,2.9941,0.0,0.25112,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-29,2,2.3075468646508632,0.0,3.0233,0.0,0.24783,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-30,2,1.553457076002222,0.0,3.047,0.0,0.25745,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-07-31,0,0.9516686326918679,0.0,3.0932,0.0,0.26938,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-08-01,0,-0.673676264747337,0.0,3.3038,0.0,0.31647,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-08-02,0,-0.5635408023648936,0.0,2.9441,0.0,0.27995,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-08-03,0,-0.407511947906585,0.0,3.0449,0.0,0.28687,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-08-04,-2,-2.2417561260489465,0.0,3.0363,0.0,0.33185,200000,209385.2805058073,9385.280505807314,1.0469264025290366
2020-08-05,-2,-1.315134013805483,0.0,3.0545,0.0,0.31382,200000,209385.2805058073,9385.280505807314,1.0469264025290366
