date,statusList,zscore,XMRUSDT_position,XMRUSDT_price,THETAUSDT_position,THETAUSDT_price,init,total_asset,pnl,return
2020-01-22,-2,-1.8390019229384242,0.0,65.0,0.0,0.119,200000,200000.0,0.0,1.0
2020-01-23,0,-0.7856942234284567,0.0,62.55,0.0,0.10858,200000,200000.0,0.0,1.0
2020-01-24,0,-0.5454988936955624,0.0,61.67,0.0,0.10494,200000,200000.0,0.0,1.0
2020-01-25,0,-0.03406324412548883,0.0,61.35,0.0,0.10189,200000,200000.0,0.0,1.0
2020-01-26,0,0.8698781511719205,0.0,63.97,0.0,0.10222,200000,200000.0,0.0,1.0
2020-01-27,0,0.8120081691990534,0.0,65.44,0.0,0.10459,200000,200000.0,0.0,1.0
2020-01-28,0,0.5091772513357081,0.0,67.71,0.0,0.10936,200000,200000.0,0.0,1.0
2020-01-29,2,2.213243020644009,0.0,70.02,0.0,0.10434,200000,200000.0,0.0,1.0
2020-01-30,2,2.7785384616330946,0.0,74.83,0.0,0.10431,200000,200000.0,0.0,1.0
2020-01-31,2,1.5389851693002994,0.0,72.16,0.0,0.10638,200000,200000.0,0.0,1.0
2020-02-01,2,1.7125375747742249,0.0,73.22,0.0,0.10527,200000,200000.0,0.0,1.0
2020-02-02,2,1.7603207594379426,0.0,74.89,0.0,0.10545,200000,200000.0,0.0,1.0
2020-02-03,2,1.5216970499093283,0.0,76.74,0.0,0.10829,200000,200000.0,0.0,1.0
2020-02-04,0,-0.28316919953583597,0.0,75.17,0.0,0.122,200000,200000.0,0.0,1.0
2020-02-05,0,0.14958325092708957,0.0,77.84,0.0,0.122,200000,200000.0,0.0,1.0
2020-02-06,0,-0.021641567100355218,0.0,78.3,0.0,0.12425,200000,200000.0,0.0,1.0
2020-02-07,0,0.12081940076097078,0.0,79.48,0.0,0.1245,200000,200000.0,0.0,1.0
2020-02-08,1,1.0973813615816312,-1240.079365079365,80.64,859106.529209622,0.1164,200000,200000.0,0.0,1.0
2020-02-09,2,1.3441944263498422,0.0,87.59,0.0,0.12284,200000,203085.90553919162,3085.905539191619,1.0154295276959582
2020-02-10,0,0.0014021429356465243,0.0,84.53,0.0,0.13064,200000,203085.90553919162,3085.905539191619,1.0154295276959582
2020-02-11,0,0.9557089746392502,0.0,89.36,0.0,0.12814,200000,203085.90553919162,3085.905539191619,1.0154295276959582
2020-02-12,0,0.5369272608717086,0.0,94.29,0.0,0.13827,200000,203085.90553919162,3085.905539191619,1.0154295276959582
2020-02-13,-2,-2.5655551160990657,0.0,92.25,0.0,0.17192,200000,203085.90553919162,3085.905539191619,1.0154295276959582
2020-02-14,-1,-1.1886126445215572,1067.076006406009,95.16,-641580.5444468049,0.15827,200000,203085.90553919162,3085.905539191619,1.0154295276959582
2020-02-15,-1,-1.0399597749297136,1067.076006406009,89.1,-641580.5444468049,0.14694,200000,189350.3173717889,-10649.6826282111,0.9467515868589444
2020-02-16,0,-0.10555653407372642,0.0,87.8,0.0,0.13454,200000,195714.87862661714,-4285.121373382863,0.9785743931330857
2020-02-17,-1,-1.1303468857249435,1184.858206965838,82.59,-713454.6464953964,0.13716,200000,195714.87862661714,-4285.121373382863,0.9785743931330857
2020-02-18,-1,-0.8707391485609978,1184.858206965838,86.34,-713454.6464953964,0.14134,200000,203140.3373250898,3140.3373250897857,1.015701686625449
2020-02-19,-1,-0.7364623743277691,1184.858206965838,77.69,-713454.6464953964,0.12664,200000,182403.53053135297,-17596.469468647032,0.9120176526567648
2020-02-20,-2,-1.3451670205386368,0.0,76.39,0.0,0.13247,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-21,0,-0.24196332903207302,0.0,80.29,0.0,0.12776,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-22,0,-0.46327193153724705,0.0,78.9,0.0,0.12846,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-23,0,-0.6749667172188931,0.0,85.05,0.0,0.14149,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-24,-2,-1.9253031340539197,0.0,79.2,0.0,0.14836,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-25,-1,-1.1110288783758087,1305.4967787798532,76.49,-740727.3096125729,0.13481,200000,199714.89721774193,-285.1027822580654,0.9985744860887097
2020-02-26,-1,-0.48645586533025714,1305.4967787798532,70.61,-740727.3096125729,0.11839,200000,179875.83373467793,-20124.16626532207,0.8993791686733896
2020-02-27,-1,-0.8166400077461696,1305.4967787798532,70.26,-740727.3096125729,0.12192,200000,182033.67726503738,-17966.322734962625,0.9101683863251868
2020-02-28,-1,-0.9283065167950338,1305.4967787798532,68.41,-740727.3096125729,0.12082,200000,178803.70818372082,-21196.291816279176,0.8940185409186041
2020-02-29,-1,-0.9458647336203627,1305.4967787798532,65.92,-740727.3096125729,0.11712,200000,172812.33015899244,-27187.669841007562,0.8640616507949622
2020-03-01,-1,-1.0981141926305433,1305.4967787798532,64.53,-740727.3096125729,0.11707,200000,170960.65327100782,-29039.346728992183,0.8548032663550391
2020-03-02,-2,-1.416394205796564,0.0,68.78,0.0,0.1284,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-03,-2,-2.1596715892380813,0.0,65.89,0.0,0.1317,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-04,-2,-1.9914664646413676,0.0,65.68,0.0,0.13182,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-05,-2,-1.9508764345422196,0.0,68.46,0.0,0.14123,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-06,-1,-1.1986478720089158,1482.946733165905,69.13,-760674.5393170513,0.13477,200000,205032.215327518,5032.215327518003,1.02516107663759
2020-03-07,-2,-1.656009474743783,0.0,65.71,0.0,0.13575,200000,210849.3542034761,10849.354203476105,1.0542467710173806
2020-03-08,0,-0.957089215185464,0.0,56.44,0.0,0.11028,200000,210849.3542034761,10849.354203476105,1.0542467710173806
2020-03-09,0,-0.8210275383473632,0.0,55.77,0.0,0.10849,200000,210849.3542034761,10849.354203476105,1.0542467710173806
2020-03-10,-1,-1.0816190512564248,1923.106112764284,54.82,-956493.1691320818,0.11022,200000,210849.3542034761,10849.354203476105,1.0542467710173806
2020-03-11,0,0.08076740956030773,0.0,54.2,0.0,0.09894,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-12,2,1.6801578415250131,0.0,31.81,0.0,0.05167,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-13,2,1.372589810736001,0.0,36.92,0.0,0.06151,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-14,2,1.2384194414765244,0.0,36.21,0.0,0.061,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-15,2,1.5124229185533886,0.0,38.01,0.0,0.06199,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-16,2,1.8580363159423203,0.0,34.0,0.0,0.05307,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-17,2,1.690994587459141,0.0,36.26,0.0,0.05667,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-18,2,1.7493100062557094,0.0,37.12,0.0,0.05667,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-19,1,1.0991301214984064,-2462.104686146074,40.87,1534638.0741618122,0.06557,200000,201252.43704558007,1252.4370455800672,1.0062621852279003
2020-03-20,0,-0.010605891082356139,0.0,40.33,0.0,0.07224,200000,189686.86456040194,-10313.13543959806,0.9484343228020097
2020-03-21,0,0.11084296179270903,0.0,41.23,0.0,0.07283,200000,189686.86456040194,-10313.13543959806,0.9484343228020097
2020-03-22,0,0.6714302260224274,0.0,38.21,0.0,0.06342,200000,189686.86456040194,-10313.13543959806,0.9484343228020097
2020-03-23,1,1.1378318820968276,-2133.7105124904606,44.45,1359372.6856844055,0.06977,200000,189686.86456040194,-10313.13543959806,0.9484343228020097
2020-03-24,2,1.4215589332437661,0.0,47.26,0.0,0.07122,200000,193711.50070625774,-6288.499293742265,0.9685575035312887
2020-03-25,2,1.5049568789182697,0.0,47.15,0.0,0.06956,200000,193711.50070625774,-6288.499293742265,0.9685575035312887
2020-03-26,2,1.5952559485016213,0.0,50.28,0.0,0.07231,200000,193711.50070625774,-6288.499293742265,0.9685575035312887
2020-03-27,1,1.0185602243914464,-2030.518875327649,47.7,1348965.8823555552,0.0718,200000,193711.50070625774,-6288.499293742265,0.9685575035312887
2020-03-28,1,1.0787073230226414,-2030.518875327649,47.11,1348965.8823555552,0.07,200000,190085.35598157442,-9914.644018425577,0.9504267799078722
2020-03-29,1,1.016786064293311,-2030.518875327649,44.04,1348965.8823555552,0.06537,200000,177605.9509990123,-22394.049000987696,0.8880297549950615
2020-03-30,1,0.23552140862493934,-2030.518875327649,46.41,1348965.8823555552,0.07265,200000,192238.75235708727,-7761.247642912727,0.9611937617854364
2020-03-31,1,0.20877036277365885,-2030.518875327649,47.6,1348965.8823555552,0.07421,200000,196759.45659520186,-3240.54340479814,0.9837972829760093
2020-04-01,1,0.5054149279000696,-2030.518875327649,48.47,1348965.8823555552,0.07407,200000,198337.15279320712,-1662.8472067928815,0.9916857639660356
2020-04-02,1,0.32066959996941746,-2030.518875327649,50.75,1348965.8823555552,0.07811,200000,208416.5579936706,8416.557993670605,1.0420827899683531
2020-04-03,2,1.4496286332030488,0.0,52.96,0.0,0.076,200000,198726.37328458787,-1273.6267154121306,0.9936318664229393
2020-04-04,1,1.081496268943803,-1836.3183633763433,54.11,1262556.374107928,0.0787,200000,198726.37328458787,-1273.6267154121306,0.9936318664229393
2020-04-05,1,0.39939358358332816,-1836.3183633763433,53.15,1262556.374107928,0.08015,200000,198794.21439820307,-1205.7856017969316,0.9939710719910153
2020-04-06,1,0.6839079858565699,-1836.3183633763433,58.93,1262556.374107928,0.08718,200000,218283.90584849706,18283.90584849706,1.0914195292424853
2020-04-07,1,0.2520020869298141,-1836.3183633763433,55.94,1262556.374107928,0.08479,200000,209775.80420788386,9775.804207883863,1.0488790210394192
2020-04-08,1,0.203169625913206,-1836.3183633763433,57.88,1262556.374107928,0.08775,200000,217075.4287001934,17075.428700193414,1.0853771435009671
2020-04-09,1,0.44969908026204025,-1836.3183633763433,58.4,1262556.374107928,0.08698,200000,217058.14584108605,17058.14584108605,1.0852907292054303
2020-04-10,1,0.5179630013858562,-1836.3183633763433,53.7,1262556.374107928,0.07962,200000,199135.03461978288,-864.9653802171233,0.9956751730989144
2020-04-11,1,0.8636188053160273,-1836.3183633763433,53.86,1262556.374107928,0.07899,200000,198633.4350422351,-1366.564957764902,0.9931671752111755
2020-04-12,1,0.6830689539013117,-1836.3183633763433,53.68,1262556.374107928,0.07894,200000,198239.76991812192,-1760.2300818780786,0.9911988495906096
2020-04-13,1,1.0007110679012239,-1836.3183633763433,52.98,1262556.374107928,0.07716,200000,194706.9967178464,-5293.003282153601,0.973534983589232
2020-04-14,2,1.3078274582373552,0.0,54.09,0.0,0.07801,200000,199560.8108154548,-439.1891845451901,0.997804054077274
2020-04-15,2,2.214663843327562,0.0,53.12,0.0,0.07443,200000,199560.8108154548,-439.1891845451901,0.997804054077274
2020-04-16,2,2.1426332686568306,0.0,56.9,0.0,0.07888,200000,199560.8108154548,-439.1891845451901,0.997804054077274
2020-04-17,2,1.9219770986764284,0.0,56.21,0.0,0.07762,200000,199560.8108154548,-439.1891845451901,0.997804054077274
2020-04-18,2,1.3599672307648591,0.0,58.04,0.0,0.08125,200000,199560.8108154548,-439.1891845451901,0.997804054077274
2020-04-19,0,0.6456399402902693,0.0,57.05,0.0,0.08174,200000,199560.8108154548,-439.1891845451901,0.997804054077274
2020-04-20,-1,-1.1367006450207269,1824.4725801376378,54.69,-1198851.4406791711,0.08323,200000,199560.8108154548,-439.1891845451901,0.997804054077274
2020-04-21,-2,-1.6694602827497336,0.0,55.14,0.0,0.08578,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-22,-2,-2.2657369566633454,0.0,56.95,0.0,0.09174,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-23,-2,-2.6128336672861106,0.0,59.27,0.0,0.10075,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-24,-2,-1.9696156828503604,0.0,60.68,0.0,0.10163,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-25,-2,-2.2465918103193063,0.0,60.55,0.0,0.10681,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-26,-2,-2.18663789827306,0.0,61.33,0.0,0.11209,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-27,-2,-1.410661098244525,0.0,62.36,0.0,0.10775,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-28,-2,-1.4131334180182358,0.0,62.07,0.0,0.109,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-29,-2,-1.26797904143265,0.0,66.32,0.0,0.11645,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-04-30,-2,-1.8157353622347672,0.0,62.28,0.0,0.12033,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-01,-2,-1.803614846052887,0.0,63.45,0.0,0.12735,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-02,-2,-1.9280680353717463,0.0,64.54,0.0,0.13928,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-03,-2,-1.955803544027139,0.0,62.37,0.0,0.14434,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-04,-2,-1.8277227744013678,0.0,61.06,0.0,0.14639,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-05,-2,-1.8598694267088354,0.0,60.31,0.0,0.15591,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-06,-2,-1.7550151110577705,0.0,57.85,0.0,0.15461,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-07,-2,-1.438826805111198,0.0,64.6,0.0,0.16445,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-08,-2,-1.359960787777791,0.0,63.39,0.0,0.16302,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-09,-1,-1.156810450381906,1600.2923816663347,63.05,-640299.750374809,0.15758,200000,201796.8693281248,1796.869328124798,1.008984346640624
2020-05-10,-1,-0.9183371151066964,1600.2923816663347,58.85,-640299.750374809,0.14191,200000,185042.14423675294,-14957.855763247062,0.9252107211837647
2020-05-11,-1,-0.9502334614663143,1600.2923816663347,59.36,-640299.750374809,0.14692,200000,189066.19510078058,-10933.804899219424,0.9453309755039029
2020-05-12,-2,-1.4946081118496006,0.0,61.5,0.0,0.17894,200000,217954.12518771354,17954.125187713536,1.0897706259385678
2020-05-13,0,-0.9941226282840157,0.0,65.0,0.0,0.17177,200000,217954.12518771354,17954.125187713536,1.0897706259385678
2020-05-14,0,-0.7975352567465114,0.0,65.28,0.0,0.16809,200000,217954.12518771354,17954.125187713536,1.0897706259385678
2020-05-15,-2,-1.4221665361640219,0.0,62.77,0.0,0.19186,200000,217954.12518771354,17954.125187713536,1.0897706259385678
2020-05-16,0,-0.9580598038708608,0.0,65.42,0.0,0.18355,200000,217954.12518771354,17954.125187713536,1.0897706259385678
2020-05-17,-1,-1.1074675279802988,1670.9147898475433,65.22,-567411.5515664727,0.19206,200000,217954.12518771354,17954.125187713536,1.0897706259385678
2020-05-18,-1,-0.9899360005900365,1670.9147898475433,66.96,-567411.5515664727,0.1944,200000,222189.2599527138,22189.259952713794,1.110946299763569
2020-05-19,-2,-1.618557186065652,0.0,66.7,0.0,0.218,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-20,-2,-2.571465719667694,0.0,64.66,0.0,0.27895,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-21,-2,-2.2461292350789384,0.0,61.65,0.0,0.264,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-22,-2,-1.9572905141708827,0.0,62.89,0.0,0.26799,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-23,-2,-2.0060954798394186,0.0,63.46,0.0,0.3017,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-24,-2,-2.094889715418399,0.0,60.64,0.0,0.34231,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-25,-2,-1.8260019650612405,0.0,61.54,0.0,0.35327,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-26,-2,-1.7863236035449903,0.0,61.91,0.0,0.40301,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-27,-1,-1.1435477103703091,1785.325166328319,64.47,-355224.7190703868,0.32402,200000,230199.82694637345,30199.826946373447,1.1509991347318673
2020-05-28,-1,-0.862354107954663,1785.325166328319,67.15,-355224.7190703868,0.31117,200000,230419.86075207888,30419.86075207888,1.1520993037603944
2020-05-29,-1,-0.803698566102691,1785.325166328319,66.05,-355224.7190703868,0.30948,200000,227855.67329388874,27855.673293888744,1.1392783664694437
2020-05-30,-1,-0.4348163768483972,1785.325166328319,68.36,-355224.7190703868,0.2865,200000,223816.7103838697,23816.710383869708,1.1190835519193485
2020-05-31,0,-0.04660570922237958,0.0,64.94,0.0,0.24692,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-01,0,-0.1660302240741945,0.0,67.72,0.0,0.27108,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-02,0,0.08734229544713866,0.0,66.66,0.0,0.25468,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-03,0,-0.09190783784427028,0.0,67.16,0.0,0.27607,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-04,0,-0.09156414084096856,0.0,68.14,0.0,0.28491,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-05,0,0.06818893379065,0.0,67.45,0.0,0.27883,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-06,0,0.37293733572990345,0.0,67.7,0.0,0.27058,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-07,0,0.601308375864046,0.0,66.39,0.0,0.26517,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-08,2,1.287185392017193,0.0,68.28,0.0,0.25492,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-09,2,1.2240093014571214,0.0,67.99,0.0,0.25235,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-10,2,1.6601540251520484,0.0,69.67,0.0,0.2392,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-11,2,1.8985753448018743,0.0,63.71,0.0,0.20451,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-12,0,0.541701537847876,0.0,65.69,0.0,0.25264,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-13,0,0.5843501345376152,0.0,66.58,0.0,0.25154,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-14,0,0.9899885852504963,0.0,65.39,0.0,0.23149,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-15,0,0.7778697140022041,0.0,64.53,0.0,0.23446,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-16,0,0.9724843833266642,0.0,66.0,0.0,0.23414,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-17,0,0.7063318516109071,0.0,65.09,0.0,0.23479,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-18,2,1.2848267640457685,0.0,64.93,0.0,0.22312,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-19,0,0.941230589556256,0.0,64.09,0.0,0.22406,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-20,1,1.0169324415938965,-1576.4353596462092,64.06,456167.89745657315,0.22138,200000,201972.89827787233,1972.8982778723293,1.0098644913893617
2020-06-21,1,1.0546518085728516,-1576.4353596462092,64.48,456167.89745657315,0.22057,200000,202265.5051319839,2265.5051319838967,1.0113275256599195
2020-06-22,0,0.07315664372588658,0.0,66.16,0.0,0.24201,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-23,0,-0.6919382842550124,0.0,66.87,0.0,0.25747,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-24,0,-0.5507075904423505,0.0,64.83,0.0,0.24508,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-25,0,-0.23373837045317614,0.0,64.3,0.0,0.23649,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-26,0,-0.010362114274478241,0.0,64.0,0.0,0.2313,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-27,2,1.2378681767405388,0.0,62.08,0.0,0.20986,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-28,0,0.16452695443564136,0.0,63.29,0.0,0.22443,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-29,0,0.26631217413190034,0.0,64.19,0.0,0.226,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-06-30,0,0.4653709297151135,0.0,63.48,0.0,0.22173,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-07-01,1,1.0724626697684032,-1517.9221079401757,64.52,441691.85227213334,0.22173,200000,195872.66880860025,-4127.331191399746,0.9793633440430013
2020-07-02,2,1.563635837611634,0.0,65.2,0.0,0.21889,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-03,0,0.7482398858280035,0.0,62.66,0.0,0.21607,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-04,0,0.5092190438842462,0.0,64.22,0.0,0.22307,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-05,0,0.9378230838105909,0.0,63.33,0.0,0.21596,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-06,0,-0.14715891372134235,0.0,64.95,0.0,0.23023,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-07,-2,-2.523352449635048,0.0,64.59,0.0,0.25795,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-08,-2,-1.293305026291274,0.0,66.27,0.0,0.25102,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-09,0,-0.1136759432638106,0.0,67.28,0.0,0.24106,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-10,0,-0.2542397598380968,0.0,67.25,0.0,0.24307,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-11,0,-0.5961127571068079,0.0,68.74,0.0,0.25334,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-12,-2,-2.1159033659892255,0.0,69.22,0.0,0.2805,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-13,0,0.2520203932580997,0.0,69.26,0.0,0.24542,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-14,0,0.11326305720045378,0.0,67.81,0.0,0.24127,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-15,2,1.209228207558607,0.0,70.63,0.0,0.2372,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-16,0,0.5056814777922835,0.0,67.7,0.0,0.23464,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-17,0,-0.02375498329305301,0.0,67.64,0.0,0.24131,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-18,0,-0.40343697639352993,0.0,68.39,0.0,0.24894,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-19,0,0.388733781167289,0.0,68.91,0.0,0.2412,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-20,0,0.9287647794651624,0.0,69.31,0.0,0.23595,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-21,0,0.7142149100955125,0.0,69.63,0.0,0.23951,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-22,0,-0.02287703045147183,0.0,71.48,0.0,0.25576,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-23,0,0.20040352962647515,0.0,73.02,0.0,0.2589,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-24,0,0.4621741361199337,0.0,71.54,0.0,0.25072,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-25,0,0.4406029061858978,0.0,73.61,0.0,0.25877,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-26,2,2.1230570406115836,0.0,78.16,0.0,0.25083,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-27,2,2.480795764150697,0.0,78.43,0.0,0.2424,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-28,2,2.081535039069384,0.0,81.2,0.0,0.25112,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-29,2,1.6101888777032285,0.0,79.11,0.0,0.24783,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-30,2,1.21211592890588,0.0,80.92,0.0,0.25745,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-07-31,1,1.0748584979167115,-1171.8466037992457,84.55,367806.18587581196,0.26938,200000,198159.26070245245,-1840.7392975475523,0.9907963035122622
2020-08-01,0,-0.7025284638601843,0.0,89.64,0.0,0.31647,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-02,0,0.48045136566830127,0.0,85.0,0.0,0.27995,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-03,0,0.814691256664318,0.0,89.06,0.0,0.28687,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-04,-2,-1.826966694673063,0.0,87.24,0.0,0.33185,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-05,0,-0.4193013785994067,0.0,90.39,0.0,0.31382,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
2020-08-06,0,0.25506508679102535,0.0,95.49,0.0,0.31719,200000,186803.96662289865,-13196.033377101354,0.9340198331144932
