date,statusList,zscore,IOTAUSDT_position,IOTAUSDT_price,XMRUSDT_position,XMRUSDT_price,init,total_asset,pnl,return
2020-02-08,-1,-1.0163714798312977,360428.40834421996,0.3073,-1373.507563047852,80.64,200000,221519.2997683576,21519.299768357596,1.107596498841788
2020-02-09,-2,-1.482439279153896,0.0,0.3226,0.0,87.59,200000,225550.62268387357,25550.622683873575,1.127753113419368
2020-02-10,-1,-1.1258204889713923,354862.52782233094,0.3178,-1334.1454080437334,84.53,200000,225550.62268387357,25550.622683873575,1.127753113419368
2020-02-11,-2,-1.2507798425372185,0.0,0.3322,0.0,89.36,200000,226884.52460408327,26884.52460408327,1.1344226230204164
2020-02-12,-2,-1.8466430468536914,0.0,0.3327,0.0,94.29,200000,226884.52460408327,26884.52460408327,1.1344226230204164
2020-02-13,-2,-1.7575189588582045,0.0,0.3224,0.0,92.25,200000,226884.52460408327,26884.52460408327,1.1344226230204164
2020-02-14,-2,-1.850387553063332,0.0,0.3232,0.0,95.16,200000,226884.52460408327,26884.52460408327,1.1344226230204164
2020-02-15,-2,-2.014345694795903,0.0,0.2883,0.0,89.1,200000,226884.52460408327,26884.52460408327,1.1344226230204164
2020-02-16,-2,-1.9095378540520165,0.0,0.2774,0.0,87.8,200000,226884.52460408327,26884.52460408327,1.1344226230204164
2020-02-17,-1,-1.0869407688918231,400290.2692379733,0.2834,-1373.559296549723,82.59,200000,226884.52460408327,26884.52460408327,1.1344226230204164
2020-02-18,-1,-1.141357965436396,400290.2692379733,0.2905,-1373.559296549723,86.34,200000,234877.43287773433,34877.43287773433,1.1743871643886716
2020-02-19,-1,-0.8691398659312922,400290.2692379733,0.2672,-1373.559296549723,77.69,200000,213669.38168933446,13669.381689334463,1.0683469084466723
2020-02-20,-1,-0.6993210702378193,400290.2692379733,0.2656,-1373.559296549723,76.39,200000,211243.29017303907,11243.290173039073,1.0562164508651954
2020-02-21,-1,-0.949693355469898,400290.2692379733,0.2681,-1373.559296549723,80.29,200000,217600.8971026779,17600.897102677904,1.0880044855133895
2020-02-22,-1,-0.6488224888655246,400290.2692379733,0.2704,-1373.559296549723,78.9,200000,216612.31729972112,16612.317299721122,1.0830615864986055
2020-02-23,-1,-0.9979129653263162,400290.2692379733,0.2777,-1373.559296549723,85.05,200000,227981.82593893915,27981.825938939146,1.1399091296946957
2020-02-24,-1,-0.8282893367369932,400290.2692379733,0.2621,-1373.559296549723,79.2,200000,213701.9758540109,13701.975854010903,1.0685098792700545
2020-02-25,-1,-1.0058931560578386,400290.2692379733,0.2476,-1373.559296549723,76.49,200000,204175.42125641048,4175.421256410482,1.0208771062820523
2020-02-26,-2,-1.6950157924633318,0.0,0.2151,0.0,70.61,200000,237769.10962037113,37769.109620371135,1.1888455481018556
2020-02-27,-2,-1.6024622227523861,0.0,0.2151,0.0,70.26,200000,237769.10962037113,37769.109620371135,1.1888455481018556
2020-02-28,-1,-1.078145177090146,550136.7645080313,0.2161,-1737.8242188303695,68.41,200000,237769.10962037113,37769.109620371135,1.1888455481018556
2020-02-29,-1,-0.7025077339501424,550136.7645080313,0.2122,-1737.8242188303695,65.92,200000,231296.3939339022,31296.393933902204,1.156481969669511
2020-03-01,-1,-0.39078091731308845,550136.7645080313,0.2106,-1737.8242188303695,64.53,200000,228000.59944651515,28000.599446515145,1.1400029972325758
2020-03-02,-1,-0.31077062057879257,550136.7645080313,0.2244,-1737.8242188303695,68.78,200000,242978.23972675504,42978.23972675504,1.2148911986337751
2020-03-03,0,0.7216531503563473,0.0,0.2236,0.0,65.89,200000,229263.76685510832,29263.76685510832,1.1463188342755415
2020-03-04,0,0.7206183142480581,0.0,0.2222,0.0,65.68,200000,229263.76685510832,29263.76685510832,1.1463188342755415
2020-03-05,0,0.27234409535990295,0.0,0.2275,0.0,68.46,200000,229263.76685510832,29263.76685510832,1.1463188342755415
2020-03-06,0,0.5580084843891413,0.0,0.2326,0.0,69.13,200000,229263.76685510832,29263.76685510832,1.1463188342755415
2020-03-07,0,0.6909635581499681,0.0,0.2228,0.0,65.71,200000,229263.76685510832,29263.76685510832,1.1463188342755415
2020-03-08,0,0.7512511461741114,0.0,0.1916,0.0,56.44,200000,229263.76685510832,29263.76685510832,1.1463188342755415
2020-03-09,1,1.0806393466513664,-597352.1804458268,0.1919,2055.439903667817,55.77,200000,229263.76685510832,29263.76685510832,1.1463188342755415
2020-03-10,2,2.1347132685522743,0.0,0.1978,0.0,54.82,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-11,2,1.8978626658602444,0.0,0.1952,0.0,54.2,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-12,0,0.5823518444722343,0.0,0.1086,0.0,31.81,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-13,2,1.2222349187961088,0.0,0.1299,0.0,36.92,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-14,0,0.6170414514072906,0.0,0.1244,0.0,36.21,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-15,0,-0.8924520372859336,0.0,0.1215,0.0,38.01,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-16,0,-0.7474224862306297,0.0,0.1094,0.0,34.0,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-17,0,-0.16087032580481422,0.0,0.1206,0.0,36.26,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-18,0,0.31583806037113743,0.0,0.1264,0.0,37.12,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-19,2,1.9046994940117516,0.0,0.1485,0.0,40.87,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-20,0,0.9148020622195218,0.0,0.1419,0.0,40.33,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-21,0,-0.4160726180424417,0.0,0.1385,0.0,41.23,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-22,0,-0.9577537411299396,0.0,0.126,0.0,38.21,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-23,-2,-1.4369451285598407,0.0,0.1432,0.0,44.45,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-24,-2,-2.215384925150164,0.0,0.1446,0.0,47.26,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-25,-2,-2.21699815424118,0.0,0.1409,0.0,47.15,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-26,-2,-2.2562880293510448,0.0,0.1452,0.0,50.28,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-27,-2,-2.0341834210404004,0.0,0.1359,0.0,47.7,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-28,-2,-1.3874118993367017,0.0,0.1394,0.0,47.11,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-29,-1,-1.1505485765211183,892550.6183582629,0.1315,-2665.0864285674747,44.04,200000,234740.81262822315,34740.81262822315,1.1737040631411157
2020-03-30,-1,-0.8302766312807746,892550.6183582629,0.1413,-2665.0864285674747,46.41,200000,249804.06352383905,49804.06352383905,1.2490203176191952
2020-03-31,-1,-0.8765347240562668,892550.6183582629,0.1434,-2665.0864285674747,47.6,200000,254849.8726723867,54849.8726723867,1.2742493633619336
2020-04-01,-1,-0.7038892539583413,892550.6183582629,0.1471,-2665.0864285674747,48.47,200000,260470.93515316598,60470.93515316598,1.3023546757658298
2020-04-02,-1,-1.140653707149826,892550.6183582629,0.1476,-2665.0864285674747,50.75,200000,266993.60751947894,66993.60751947894,1.3349680375973947
2020-04-03,-2,-1.3843232727440051,0.0,0.1492,0.0,52.96,200000,242715.2376261038,42715.2376261038,1.213576188130519
2020-04-04,-2,-1.4130909935515399,0.0,0.1499,0.0,54.11,200000,242715.2376261038,42715.2376261038,1.213576188130519
2020-04-05,-1,-1.1794990155581395,816673.0741120585,0.1486,-2283.3042109699322,53.15,200000,242715.2376261038,42715.2376261038,1.213576188130519
2020-04-06,-1,-0.9854071035587536,816673.0741120585,0.1661,-2283.3042109699322,58.93,200000,270204.514762471,70204.51476247102,1.3510225738123551
2020-04-07,-1,-0.46648798576671396,816673.0741120585,0.164,-2283.3042109699322,55.94,200000,261662.42171603558,61662.42171603558,1.3083121085801779
2020-04-08,-1,-0.20088903731519867,816673.0741120585,0.172,-2283.3042109699322,57.88,200000,272625.41647821374,72625.41647821374,1.3631270823910686
2020-04-09,0,-0.18593364944457322,0.0,0.1725,0.0,58.4,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-10,0,0.2604365964992636,0.0,0.1611,0.0,53.7,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-11,0,0.25005245746923904,0.0,0.1603,0.0,53.86,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-12,0,0.8148034046179546,0.0,0.1616,0.0,53.68,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-13,0,0.7714843558629367,0.0,0.159,0.0,52.98,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-14,0,-0.1368224773655313,0.0,0.158,0.0,54.09,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-15,-2,-1.5618654118869668,0.0,0.1481,0.0,53.12,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-16,-2,-1.6856258418532952,0.0,0.1572,0.0,56.9,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-17,-2,-1.3680894532998003,0.0,0.1561,0.0,56.21,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-18,-1,-1.0015078515380356,722753.8360861024,0.1627,-2026.051845816831,58.04,200000,235184.09826241774,35184.09826241774,1.1759204913120886
2020-04-19,-2,-1.536026078820178,0.0,0.1558,0.0,57.05,200000,238165.3084040532,38165.30840405321,1.190826542020266
2020-04-20,-2,-1.5471561847822541,0.0,0.1482,0.0,54.69,200000,238165.3084040532,38165.30840405321,1.190826542020266
2020-04-21,-1,-1.045556212205947,784470.7127933241,0.1518,-2159.6418970262353,55.14,200000,238165.3084040532,38165.30840405321,1.190826542020266
2020-04-22,-1,-1.0685631055727227,784470.7127933241,0.156,-2159.6418970262353,56.95,200000,245369.03723140265,45369.037231402646,1.2268451861570133
2020-04-23,-2,-1.4540489037207067,0.0,0.159,0.0,59.27,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-04-24,0,-0.7231945494417956,0.0,0.1677,0.0,60.68,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-04-25,0,-0.33638439558204514,0.0,0.17,0.0,60.55,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-04-26,0,0.25296264127617674,0.0,0.1764,0.0,61.33,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-04-27,0,-0.45874784927193485,0.0,0.174,0.0,62.36,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-04-28,0,-0.3035346448815125,0.0,0.1738,0.0,62.07,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-04-29,0,-0.21194633929104634,0.0,0.1859,0.0,66.32,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-04-30,0,0.1855521503373177,0.0,0.1765,0.0,62.28,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-01,0,0.5890350534545257,0.0,0.1816,0.0,63.45,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-02,2,1.9273160292589104,0.0,0.1915,0.0,64.54,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-03,2,1.665236293309303,0.0,0.1827,0.0,62.37,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-04,2,2.285129260603954,0.0,0.183,0.0,61.06,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-05,2,2.689442416924732,0.0,0.1876,0.0,60.31,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-06,2,1.9420061475552952,0.0,0.1776,0.0,57.85,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-07,0,0.13758458806552762,0.0,0.1848,0.0,64.6,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-08,2,2.366965715302401,0.0,0.2027,0.0,63.39,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-09,2,1.6711994602873168,0.0,0.1976,0.0,63.05,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-10,2,1.392561508483467,0.0,0.1834,0.0,58.85,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-11,0,0.4204854986463614,0.0,0.1768,0.0,59.36,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-12,0,0.6421374015518669,0.0,0.1859,0.0,61.5,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-13,0,0.10980927722575407,0.0,0.1923,0.0,65.0,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-14,2,1.7424034155759072,0.0,0.2092,0.0,65.28,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-15,2,1.2410748773491875,0.0,0.198,0.0,62.77,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-16,0,0.16705062964154935,0.0,0.1971,0.0,65.42,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-17,0,0.4210474477713287,0.0,0.1994,0.0,65.22,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-18,0,0.2826787678803052,0.0,0.2042,0.0,66.96,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-19,0,0.03754198909597657,0.0,0.2022,0.0,66.7,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-20,0,0.417902148420598,0.0,0.1992,0.0,64.66,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-21,0,0.0384153635830865,0.0,0.1882,0.0,61.65,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-22,2,1.6095575276557648,0.0,0.202,0.0,62.89,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-23,0,0.7479792315736721,0.0,0.1992,0.0,63.46,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-24,0,0.5265805414474413,0.0,0.1895,0.0,60.64,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-25,2,1.3991683704461984,0.0,0.1978,0.0,61.54,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-26,0,0.5465153304022818,0.0,0.1943,0.0,61.91,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-27,0,-0.5819273599098204,0.0,0.1967,0.0,64.47,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-28,0,-0.8153989463747222,0.0,0.2032,0.0,67.15,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-29,0,-0.4943293200294406,0.0,0.2012,0.0,66.05,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-30,2,1.414486137639849,0.0,0.2188,0.0,68.36,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-05-31,2,2.7645717478740295,0.0,0.2197,0.0,64.94,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-01,2,2.7849288408015864,0.0,0.2364,0.0,67.72,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-02,2,2.3642028214650526,0.0,0.2338,0.0,66.66,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-03,2,2.8331970973990366,0.0,0.2515,0.0,67.16,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-04,2,1.9974873891415994,0.0,0.2492,0.0,68.14,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-05,2,1.4440448978287375,0.0,0.2411,0.0,67.45,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-06,2,1.3710158061591815,0.0,0.2435,0.0,67.7,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-07,2,1.3578574203006941,0.0,0.2412,0.0,66.39,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-08,0,0.8787268188705641,0.0,0.2415,0.0,68.28,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-09,1,1.1389148561747116,-488935.6830835553,0.2469,1775.5290506446509,67.99,200000,241436.4403066596,41436.44030665961,1.207182201533298
2020-06-10,1,0.922568457598958,-488935.6830835553,0.2509,1775.5290506446509,69.67,200000,246375.07184407685,46375.071844076854,1.2318753592203842
2020-06-11,1,0.4053195951553678,-488935.6830835553,0.2222,1775.5290506446509,63.71,200000,221760.46459773672,21760.464597736718,1.1088023229886836
2020-06-12,0,0.09781134189388137,0.0,0.2251,0.0,65.69,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-13,0,0.06985896420826103,0.0,0.2287,0.0,66.58,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-14,0,-0.18275982524017237,0.0,0.2215,0.0,65.39,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-15,0,-0.29153567937643393,0.0,0.218,0.0,64.53,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-16,0,-0.6781777878029146,0.0,0.2193,0.0,66.0,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-17,0,-0.12830303774019527,0.0,0.2248,0.0,65.09,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-18,0,-0.37961072429700493,0.0,0.2237,0.0,64.93,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-19,0,-0.7488823903747934,0.0,0.2193,0.0,64.09,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-20,0,-0.9585356155151469,0.0,0.2178,0.0,64.06,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-21,-1,-1.0835321323175318,539415.1567108884,0.2177,-1821.1954034733312,64.48,200000,234861.3592319208,34861.3592319208,1.174306796159604
2020-06-22,0,0.08781292083074943,0.0,0.2323,0.0,66.16,200000,230045.506221777,30045.506221777003,1.150227531108885
2020-06-23,0,-0.6420330936255457,0.0,0.2287,0.0,66.87,200000,230045.506221777,30045.506221777003,1.150227531108885
2020-06-24,0,-0.8149020646553369,0.0,0.2201,0.0,64.83,200000,230045.506221777,30045.506221777003,1.150227531108885
2020-06-25,0,-0.4178112211304396,0.0,0.2203,0.0,64.3,200000,230045.506221777,30045.506221777003,1.150227531108885
2020-06-26,-1,-1.0495655914862563,534989.5493529697,0.215,-1797.2305173576328,64.0,200000,230045.506221777,30045.506221777003,1.150227531108885
2020-06-27,-2,-1.8766359809172322,0.0,0.2031,0.0,62.08,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-06-28,-2,-1.3983368156022296,0.0,0.2088,0.0,63.29,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-06-29,0,-0.8288632396090576,0.0,0.2148,0.0,64.19,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-06-30,2,2.3078138237480705,0.0,0.2266,0.0,63.48,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-01,2,2.0745581763950582,0.0,0.2305,0.0,64.52,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-02,2,1.2300190172185226,0.0,0.2292,0.0,65.2,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-03,2,1.9247920537454855,0.0,0.2255,0.0,62.66,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-04,2,2.613775121453898,0.0,0.2403,0.0,64.22,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-05,2,1.9930070481806714,0.0,0.2353,0.0,63.33,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-06,2,2.1728847293667117,0.0,0.2467,0.0,64.95,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-07,2,1.8041392076013647,0.0,0.2447,0.0,64.59,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-08,2,1.945851065282921,0.0,0.2565,0.0,66.27,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-09,2,1.3239252528000474,0.0,0.2548,0.0,67.28,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-10,0,0.9137816076061807,0.0,0.2507,0.0,67.25,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-11,0,0.3658477042809438,0.0,0.2499,0.0,68.74,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-12,0,0.2921568954873844,0.0,0.2511,0.0,69.22,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-13,0,0.07174330096914688,0.0,0.249,0.0,69.26,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-14,0,0.4127540117516457,0.0,0.2488,0.0,67.81,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-15,0,-0.7128063735253115,0.0,0.2453,0.0,70.63,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-16,0,-0.2648404278840822,0.0,0.2413,0.0,67.7,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-17,0,-0.3979072831171674,0.0,0.2411,0.0,67.64,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-18,-1,-1.1024107662748193,488183.5692911792,0.2386,-1703.1817463499833,68.39,200000,232961.1992657507,32961.19926575071,1.1648059963287536
2020-07-19,-1,-0.4367324560289886,488183.5692911792,0.2478,-1703.1817463499833,68.91,200000,238338.14261133154,38338.14261133154,1.1916907130566576
2020-07-20,-1,-0.34642481858427054,488183.5692911792,0.2501,-1703.1817463499833,69.31,200000,240142.23751924126,40142.23751924126,1.2007111875962062
2020-07-21,0,1.3328819227935014,0.0,0.2655,0.0,69.63,200000,221941.00661729195,21941.006617291947,1.1097050330864597
2020-07-22,2,1.8081576148442235,0.0,0.2787,0.0,71.48,200000,221941.00661729195,21941.006617291947,1.1097050330864597
2020-07-23,1,1.114694121067226,-396890.21211962076,0.2796,1519.7275172370032,73.02,200000,221941.00661729195,21941.006617291947,1.1097050330864597
2020-07-24,1,0.34437335217690046,-396890.21211962076,0.267,1519.7275172370032,71.54,200000,214690.99321907398,14690.993219073978,1.0734549660953698
2020-07-25,1,0.4162006221289143,-396890.21211962076,0.2755,1519.7275172370032,73.61,200000,221210.39598277133,21210.395982771326,1.1060519799138566
2020-07-26,0,-1.728370057475109,0.0,0.2689,0.0,78.16,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-07-27,-2,-1.4353480039247748,0.0,0.271,0.0,78.43,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-07-28,-2,-1.9745705111558063,0.0,0.2711,0.0,81.2,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-07-29,0,-0.08959731174341037,0.0,0.2854,0.0,79.11,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-07-30,0,0.6288144023342755,0.0,0.3001,0.0,80.92,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-07-31,0,-0.5233047625354005,0.0,0.2993,0.0,84.55,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-08-01,0,-0.7138550103467998,0.0,0.3142,0.0,89.64,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-08-02,-2,-1.345804028193892,0.0,0.2884,0.0,85.0,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-08-03,-2,-1.3009325996578875,0.0,0.3007,0.0,89.06,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-08-04,0,-0.42425249113806907,0.0,0.307,0.0,87.24,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-08-05,-2,-1.2202377516063196,0.0,0.3051,0.0,90.39,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-08-06,-2,-1.4661342598113558,0.0,0.3157,0.0,95.49,200000,209882.88190901378,9882.881909013784,1.0494144095450688
2020-08-07,0,-0.9250256153100992,0.0,0.319,0.0,94.01,200000,209882.88190901378,9882.881909013784,1.0494144095450688
