date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-01-22,-2,-1.6054983762251611,0.0,0.0006688,0.0,1.994,200000,200000.0,0.0,1.0
2020-01-23,-2,-1.459082849596204,0.0,0.0006333,0.0,1.89,200000,200000.0,0.0,1.0
2020-01-24,-2,-1.3043583382202883,0.0,0.0006346,0.0,1.89,200000,200000.0,0.0,1.0
2020-01-25,-2,-1.2969754833920006,0.0,0.000621,0.0,1.867,200000,200000.0,0.0,1.0
2020-01-26,-2,-1.33049098331106,0.0,0.0006347,0.0,1.935,200000,200000.0,0.0,1.0
2020-01-27,-2,-1.2487149289058692,0.0,0.0006521,0.0,1.997,200000,200000.0,0.0,1.0
2020-01-28,-2,-1.4903809092755227,0.0,0.000648,0.0,2.052,200000,200000.0,0.0,1.0
2020-01-29,-2,-1.4012847549566492,0.0,0.0006531,0.0,2.066,200000,200000.0,0.0,1.0
2020-01-30,-2,-2.043443510242357,0.0,0.000638,0.0,2.176,200000,200000.0,0.0,1.0
2020-01-31,-2,-1.6682562484236099,0.0,0.0006329,0.0,2.125,200000,200000.0,0.0,1.0
2020-02-01,-2,-1.6570989881093567,0.0,0.0006448,0.0,2.193,200000,200000.0,0.0,1.0
2020-02-02,-2,-1.4992898336588523,0.0,0.0006719,0.0,2.262,200000,200000.0,0.0,1.0
2020-02-03,-2,-1.6394421048253995,0.0,0.0006619,0.0,2.286,200000,200000.0,0.0,1.0
2020-02-04,-1,-1.0400250486914606,143884892.08633095,0.000695,-43346.337234503684,2.307,200000,200000.0,0.0,1.0
2020-02-05,-2,-1.5809509996635605,0.0,0.0006959,0.0,2.442,200000,205722.2591237803,5722.259123780299,1.0286112956189015
2020-02-06,-1,-1.1981028052277327,139001526.43498668,0.00074,-40432.83394728386,2.544,200000,205722.2591237803,5722.259123780299,1.0286112956189015
2020-02-07,-1,-0.675109574219183,139001526.43498668,0.0007744,-40432.83394728386,2.572,200000,211636.03098366776,11636.030983667762,1.0581801549183387
2020-02-08,0,-0.1543200589491128,0.0,0.000808,0.0,2.6,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-09,0,-0.7722616989903492,0.0,0.0008003,0.0,2.697,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-10,0,-0.918065079050563,0.0,0.0007595,0.0,2.597,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-11,-2,-1.2437088075325982,0.0,0.000771,0.0,2.709,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-12,0,-0.10323994811894602,0.0,0.0008498,0.0,2.805,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-13,0,0.19298774231613042,0.0,0.0008714,0.0,2.849,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-14,0,-0.5708079109616085,0.0,0.0008915,0.0,3.032,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-15,2,1.3206529849101047,0.0,0.000849,0.0,2.69,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-16,2,2.5389331994962605,0.0,0.0008258,0.0,2.493,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-17,1,1.1938373312646737,-125543438.74241123,0.0007907,39548.684069173134,2.51,200000,198534.3940272491,-1465.6059727508982,0.9926719701362455
2020-02-18,0,0.12707192374067175,0.0,0.0007956,0.0,2.639,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-19,0,-0.18794443589295542,0.0,0.0007284,0.0,2.443,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-20,0,0.20536029508068912,0.0,0.0007235,0.0,2.389,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-21,0,0.22110400393866642,0.0,0.0007332,0.0,2.416,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-22,0,0.38393017218816056,0.0,0.0007301,0.0,2.388,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-23,0,-0.08220899212711609,0.0,0.0007501,0.0,2.491,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-24,0,-0.5939373972908139,0.0,0.0006961,0.0,2.358,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-25,-2,-2.205664538855269,0.0,0.0006552,0.0,2.384,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-26,0,-0.4794134305714449,0.0,0.0006203,0.0,2.097,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-27,0,0.1129681070300766,0.0,0.000643,0.0,2.123,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-28,0,0.39428573716669374,0.0,0.0006341,0.0,2.073,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-02-29,0,0.3344975169275408,0.0,0.0006189,0.0,2.025,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-01,0,-0.09127755908089107,0.0,0.0006107,0.0,2.028,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-02,0,-0.8792472669173974,0.0,0.0006394,0.0,2.182,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-03,0,-0.7234793776756732,0.0,0.000631,0.0,2.145,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-04,0,-0.4399378636496093,0.0,0.0006388,0.0,2.152,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-05,0,-0.43926456071922776,0.0,0.0006517,0.0,2.194,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-06,-2,-1.7344506888102873,0.0,0.0006483,0.0,2.314,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-07,-2,-1.2391711869597046,0.0,0.0006335,0.0,2.212,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-08,-2,-1.2789667027547802,0.0,0.0005399,0.0,1.893,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-09,-2,-2.0945840545646,0.0,0.0005328,0.0,1.943,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-10,-2,-1.4987712378028164,0.0,0.0005435,0.0,1.954,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-11,-2,-1.9267316492357793,0.0,0.0005245,0.0,1.943,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-12,-2,-1.5897251665170564,0.0,0.0002819,0.0,1.039,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-13,-2,-2.3037426747174377,0.0,0.0003223,0.0,1.258,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-14,-2,-1.6126611620262254,0.0,0.0003081,0.0,1.173,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-15,-2,-1.6837211750391283,0.0,0.0003117,0.0,1.209,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-16,0,-0.9948642894417472,0.0,0.0002807,0.0,1.047,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-17,0,-0.7783622394355943,0.0,0.0002965,0.0,1.097,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-18,0,-0.7137129886375472,0.0,0.0003,0.0,1.111,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-19,-1,-1.0650807522836594,293655836.3077536,0.0003304,-77248.31872299507,1.256,200000,194047.77663216362,-5952.223367836385,0.9702388831608181
2020-03-20,-1,-0.8927907769600235,293655836.3077536,0.0003259,-77248.31872299507,1.232,200000,190872.36571942683,-9127.63428057317,0.9543618285971341
2020-03-21,-1,-0.9423777188139654,293655836.3077536,0.0003237,-77248.31872299507,1.232,200000,190226.32287954979,-9773.677120450215,0.951131614397749
2020-03-22,-1,-0.6498213321734085,293655836.3077536,0.0003046,-77248.31872299507,1.147,200000,178051.3893146171,-21948.61068538291,0.8902569465730854
2020-03-23,-1,-0.6009399671947169,293655836.3077536,0.0003273,-77248.31872299507,1.234,200000,191437.98052770368,-8562.01947229632,0.9571899026385184
2020-03-24,-1,-0.7356661532345894,293655836.3077536,0.0003345,-77248.31872299507,1.272,200000,196487.73866059334,-3512.2613394066575,0.9824386933029667
2020-03-25,-2,-1.6513637840078852,0.0,0.0003198,0.0,1.261,200000,197546.77009064076,-2453.2299093592446,0.9877338504532038
2020-03-26,-2,-1.3908852730968548,0.0,0.0003251,0.0,1.277,200000,197546.77009064076,-2453.2299093592446,0.9877338504532038
2020-03-27,0,-0.9094319162829824,0.0,0.0003112,0.0,1.204,200000,197546.77009064076,-2453.2299093592446,0.9877338504532038
2020-03-28,0,-0.27395111134813366,0.0,0.0003188,0.0,1.213,200000,197546.77009064076,-2453.2299093592446,0.9877338504532038
2020-03-29,1,1.0187359826063291,-319551553.04212356,0.0003091,86567.38391351479,1.141,200000,197546.77009064076,-2453.2299093592446,0.9877338504532038
2020-03-30,2,1.849694874184564,0.0,0.0003298,0.0,1.197,200000,199313.71373945585,-686.2862605441478,0.9965685686972793
2020-03-31,2,2.112740616489101,0.0,0.0003378,0.0,1.21,200000,199313.71373945585,-686.2862605441478,0.9965685686972793
2020-04-01,1,1.0963678977882156,-299179996.60680854,0.0003331,81485.57389184622,1.223,200000,199313.71373945585,-686.2862605441478,0.9965685686972793
2020-04-02,0,-0.7290645051188058,0.0,0.0003299,0.0,1.268,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-03,0,-0.5061112969623837,0.0,0.0003317,0.0,1.268,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-04,-2,-1.4076094440006668,0.0,0.0003292,0.0,1.29,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-05,0,-0.49100212893270534,0.0,0.0003285,0.0,1.258,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-06,-2,-1.9219390515309573,0.0,0.0003525,0.0,1.416,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-07,-2,-1.6146241755901949,0.0,0.0003431,0.0,1.375,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-08,-2,-2.3287352712878597,0.0,0.0003585,0.0,1.5,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-09,-2,-1.3243239676590222,0.0,0.0003647,0.0,1.476,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-10,0,-0.5233445749685791,0.0,0.0003415,0.0,1.341,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-11,0,-0.7834734648803311,0.0,0.0003387,0.0,1.348,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-12,-1,-1.1693974142986663,290928701.3227451,0.0003346,-71577.01725190478,1.36,200000,194689.486925181,-5310.513074818999,0.973447434625905
2020-04-13,-1,-0.6059841959132896,290928701.3227451,0.000337,-71577.01725190478,1.341,200000,194027.7524805694,-5972.247519430588,0.970138762402847
2020-04-14,-1,-0.5109469018152234,290928701.3227451,0.0003357,-71577.01725190478,1.331,200000,192933.7749963308,-7066.225003669213,0.9646688749816539
2020-04-15,-1,-0.48511426438958327,290928701.3227451,0.0003268,-71577.01725190478,1.295,200000,187767.73693348977,-12232.263066510233,0.9388386846674488
2020-04-16,-2,-1.4917564702878707,0.0,0.0003363,0.0,1.403,200000,197272.71987476427,-2727.2801252357312,0.9863635993738213
2020-04-17,0,-0.9987573768617236,0.0,0.0003376,0.0,1.383,200000,197272.71987476427,-2727.2801252357312,0.9863635993738213
2020-04-18,-2,-1.292488959418611,0.0,0.0003437,0.0,1.437,200000,197272.71987476427,-2727.2801252357312,0.9863635993738213
2020-04-19,-1,-1.0868353386208802,294612783.5644628,0.0003348,-70910.39535397709,1.391,200000,197272.71987476427,-2727.2801252357312,0.9863635993738213
2020-04-20,-2,-1.3511830661356872,0.0,0.000312,0.0,1.311,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-21,-2,-1.207296109777461,0.0,0.0003146,0.0,1.315,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-22,-2,-1.7268321477403592,0.0,0.0003193,0.0,1.367,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-23,-2,-1.538642568473869,0.0,0.0003251,0.0,1.389,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-24,-2,-1.4175685271853116,0.0,0.0003333,0.0,1.426,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-25,-2,-1.762107182042021,0.0,0.000341,0.0,1.482,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-26,-2,-1.9918052982946957,0.0,0.0003455,0.0,1.532,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-27,-2,-1.3305439364724807,0.0,0.0003457,0.0,1.505,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-28,-2,-1.7135449581380326,0.0,0.0003426,0.0,1.527,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-29,-2,-1.74811508339753,0.0,0.0003616,0.0,1.633,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-04-30,0,-0.9582645566636714,0.0,0.000351,0.0,1.536,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-01,0,-0.8648355001839612,0.0,0.0003623,0.0,1.585,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-02,2,2.694775939968213,0.0,0.0004421,0.0,1.642,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-03,2,3.6157294305822947,0.0,0.0005045,0.0,1.584,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-04,2,3.3833405268211485,0.0,0.0005696,0.0,1.558,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-05,2,2.417247283808791,0.0,0.0005493,0.0,1.547,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-06,2,1.6221992145835613,0.0,0.0004995,0.0,1.508,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-07,2,1.6227508686368803,0.0,0.0005433,0.0,1.588,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-08,1,1.034216861794009,-188120906.57533282,0.0005271,59842.202689111604,1.657,200000,198317.05971171585,-1682.9402882841532,0.9915852985585792
2020-05-09,1,1.065208261612698,-188120906.57533282,0.0005186,59842.202689111604,1.594,200000,192947.97323641152,-7052.026763588481,0.9647398661820576
2020-05-10,1,0.9617667141235509,-188120906.57533282,0.0004688,59842.202689111604,1.442,200000,174483.53728021495,-25516.46271978505,0.8724176864010748
2020-05-11,2,1.2732640187960225,0.0,0.0004898,0.0,1.401,200000,206619.7537848685,6619.753784868488,1.0330987689243425
2020-05-12,0,0.960380895904434,0.0,0.0004961,0.0,1.468,200000,206619.7537848685,6619.753784868488,1.0330987689243425
2020-05-13,1,1.0639571935113015,-198101393.84934658,0.0005215,69335.4878472713,1.49,200000,206619.7537848685,6619.753784868488,1.0330987689243425
2020-05-14,1,0.739187809871487,-198101393.84934658,0.0005167,69335.4878472713,1.536,200000,208858.2995353661,8858.299535366095,1.0442914976768305
2020-05-15,1,0.944946321804765,-198101393.84934658,0.00053,69335.4878472713,1.501,200000,209066.3059989079,9066.30599890789,1.0453315299945394
2020-05-16,1,0.7392983724265746,-198101393.84934658,0.0005333,69335.4878472713,1.54,200000,212424.12462465436,12424.12462465436,1.0621206231232718
2020-05-17,1,0.7020410219192527,-198101393.84934658,0.000539,69335.4878472713,1.547,200000,214038.6509845265,14038.650984526495,1.0701932549226325
2020-05-18,1,0.44813035283080915,-198101393.84934658,0.0005363,69335.4878472713,1.579,200000,215722.51283224596,15722.512832245964,1.0786125641612299
2020-05-19,1,0.3657961146396044,-198101393.84934658,0.0005372,69335.4878472713,1.582,200000,216108.8105502522,16108.810550252208,1.080544052751261
2020-05-20,0,-0.011569537166571945,0.0,0.0005203,0.0,1.576,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-21,0,0.33531121650489826,0.0,0.0005134,0.0,1.497,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-22,-2,-2.3213314828625946,0.0,0.000535,0.0,1.763,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-23,-2,-1.457009941546787,0.0,0.0005269,0.0,1.668,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-24,0,0.3056510068615876,0.0,0.0005315,0.0,1.56,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-25,0,0.4365552040231228,0.0,0.0005659,0.0,1.657,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-26,0,0.27123012569771315,0.0,0.0005634,0.0,1.658,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-27,0,0.4074042558938876,0.0,0.0005584,0.0,1.635,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-28,0,-0.0502233909530512,0.0,0.0005685,0.0,1.689,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-29,0,-0.46848941026107405,0.0,0.00056,0.0,1.687,200000,200419.18015738393,419.18015738393296,1.0020959007869197
2020-05-30,-1,-1.1680273074702823,171945075.63262177,0.0005828,-55610.20537108322,1.802,200000,200419.1801573839,419.18015738390386,1.0020959007869195
2020-05-31,0,1.6570111451267906,0.0,0.000627,0.0,1.747,200000,189760.64651901246,-10239.353480987542,0.9488032325950623
2020-06-01,0,-0.4204922814369671,0.0,0.000628,0.0,1.89,200000,189760.64651901246,-10239.353480987542,0.9488032325950623
2020-06-02,0,0.7879071085619513,0.0,0.0006233,0.0,1.794,200000,189760.64651901246,-10239.353480987542,0.9488032325950623
2020-06-03,2,1.351589127305598,0.0,0.000652,0.0,1.829,200000,189760.64651901246,-10239.353480987542,0.9488032325950623
2020-06-04,1,1.0538711093117876,-146465457.3317478,0.0006478,51621.503405607305,1.838,200000,189760.64651901246,-10239.353480987542,0.9488032325950623
2020-06-05,1,1.1669967753860648,-146465457.3317478,0.000638,51621.503405607305,1.798,200000,186260.42490093704,-13739.57509906296,0.9313021245046852
2020-06-06,1,0.4642358356937307,-146465457.3317478,0.0006376,51621.503405607305,1.848,200000,188782.9138882847,-11217.086111715296,0.9439145694414235
2020-06-07,1,0.6105100488287719,-146465457.3317478,0.0006279,51621.503405607305,1.807,200000,185245.71731253684,-14754.282687463157,0.9262285865626843
2020-06-08,1,0.7681409951496828,-146465457.3317478,0.0006394,51621.503405607305,1.825,200000,187859.25713315286,-12140.74286684714,0.9392962856657643
2020-06-09,1,0.7832572051383723,-146465457.3317478,0.0006348,51621.503405607305,1.805,200000,186153.08596131467,-13846.914038685325,0.9307654298065734
2020-06-10,0,0.06653504184531721,0.0,0.0006364,0.0,1.863,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-11,0,0.03254121563671157,0.0,0.0005783,0.0,1.686,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-12,0,0.28878800057030074,0.0,0.0006051,0.0,1.745,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-13,0,-0.13833495806418397,0.0,0.00061,0.0,1.778,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-14,0,0.039665450253656136,0.0,0.0005931,0.0,1.72,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-15,0,0.9595559804762837,0.0,0.0005923,0.0,1.674,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-16,0,-0.883655562631382,0.0,0.0005834,0.0,1.732,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-17,0,-0.5231176140265055,0.0,0.0005821,0.0,1.71,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-18,0,-0.2910298788943099,0.0,0.0005773,0.0,1.682,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-19,-2,-1.2957433342692344,0.0,0.0005653,0.0,1.676,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-20,0,-0.4261025407315014,0.0,0.000576,0.0,1.68,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-21,-2,-2.265317389707093,0.0,0.0005715,0.0,1.729,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-22,-2,-2.796026799118369,0.0,0.0005875,0.0,1.838,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-23,-2,-1.9992744947322134,0.0,0.0005815,0.0,1.796,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-24,-2,-1.7201607795250313,0.0,0.0005625,0.0,1.736,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-25,-2,-1.3396936828128052,0.0,0.0005608,0.0,1.718,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-26,0,-0.9498709583069126,0.0,0.0005526,0.0,1.678,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-27,0,-0.11321536521248213,0.0,0.0005318,0.0,1.577,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-28,0,-0.6420314666625652,0.0,0.000535,0.0,1.615,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-29,-2,-1.251303411025312,0.0,0.000542,0.0,1.671,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-06-30,-2,-1.4176794199269203,0.0,0.0005276,0.0,1.643,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-01,0,-0.3203651872489147,0.0,0.000549,0.0,1.657,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-02,0,-0.0814131774765825,0.0,0.0005484,0.0,1.647,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-03,0,-0.0034891210188646342,0.0,0.0005451,0.0,1.636,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-04,0,-0.7653840208591726,0.0,0.000552,0.0,1.695,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-05,-2,-1.9952563272457353,0.0,0.000558,0.0,1.774,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-06,-2,-1.9996638323631646,0.0,0.0005672,0.0,1.821,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-07,-2,-2.0776913843424416,0.0,0.0005556,0.0,1.807,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-08,-2,-1.3991183545743078,0.0,0.0006315,0.0,2.019,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-09,2,3.360489528519797,0.0,0.0008031,0.0,2.13,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-10,2,1.9273925504823914,0.0,0.0007321,0.0,2.037,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-11,0,0.952515493950314,0.0,0.0007172,0.0,2.079,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-12,0,0.71641225217336,0.0,0.0007,0.0,2.045,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-13,0,-0.6136306241096346,0.0,0.000708,0.0,2.211,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-14,-2,-1.3320391337630848,0.0,0.0007188,0.0,2.346,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-15,-2,-1.6242918523608703,0.0,0.0006824,0.0,2.293,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-16,0,-0.44459242195382165,0.0,0.000735,0.0,2.303,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-17,-2,-1.2452472165016548,0.0,0.0007209,0.0,2.392,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-18,-2,-1.3413569738814883,0.0,0.0007007,0.0,2.364,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-19,0,-0.653975626457374,0.0,0.0007258,0.0,2.344,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-20,0,-0.1679060310702586,0.0,0.0007081,0.0,2.215,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-21,0,-0.0679887585898766,0.0,0.0007553,0.0,2.351,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-22,0,0.13982017499813368,0.0,0.0007726,0.0,2.376,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-23,0,0.505435847685281,0.0,0.0007841,0.0,2.357,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-24,0,0.7066786914491727,0.0,0.0007721,0.0,2.287,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-25,0,-0.2863645883336811,0.0,0.0007637,0.0,2.409,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-26,0,-0.2610398460436843,0.0,0.0007493,0.0,2.357,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-27,0,-0.6619764973649088,0.0,0.0007187,0.0,2.32,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-28,0,-0.0024730021639017513,0.0,0.000769,0.0,2.374,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-29,0,-0.03251528620637692,0.0,0.0007538,0.0,2.351,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-30,0,0.11228554077877985,0.0,0.0007611,0.0,2.373,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-07-31,0,-0.2654251547156608,0.0,0.0007611,0.0,2.42,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-01,0,-0.9115328368353525,0.0,0.000811,0.0,2.65,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
2020-08-02,0,0.18265487837431643,0.0,0.0007635,0.0,2.403,200000,186800.40272029035,-13199.597279709647,0.9340020136014517
