date,statusList,zscore,EOSUSDT_position,EOSUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-03-18,2,1.6423282163198323,0.0,1.9989,0.0,5.726,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-19,2,1.5775606871967174,0.0,2.2767,0.0,6.472,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-20,2,1.3747775408656016,0.0,2.2029,0.0,6.273,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-21,2,1.7919866681527874,0.0,2.2735,0.0,6.236,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-22,2,1.3547302088293578,0.0,2.1344,0.0,5.947,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-23,0,0.4852430149096054,0.0,2.2856,0.0,6.683,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-24,0,0.3114849825919164,0.0,2.3439,0.0,6.897,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-25,0,-0.17199360169081365,0.0,2.2965,0.0,6.93,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-26,0,-0.28426894575756956,0.0,2.3236,0.0,7.03,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-27,0,0.01946185197665712,0.0,2.1928,0.0,6.503,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-28,0,-0.41212426768266214,0.0,2.1996,0.0,6.628,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-29,0,0.14660867337213287,0.0,2.1133,0.0,6.179,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-30,0,-0.18499979721954954,0.0,2.2269,0.0,6.568,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-03-31,-2,-1.2414370176287033,0.0,2.2086,0.0,6.772,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-04-01,-1,-1.1358544511953819,45738.04734013668,2.2549,-15140.153104414887,6.812,200000,206269.44589454844,6269.445894548437,1.0313472294727422
2020-04-02,-2,-1.2982251188780762,0.0,2.2895,0.0,6.976,200000,207169.89456570373,7169.894565703726,1.0358494728285186
2020-04-03,0,-0.8569087357927899,0.0,2.3325,0.0,7.02,200000,207169.89456570373,7169.894565703726,1.0358494728285186
2020-04-04,-1,-1.163343293754631,43968.31244231583,2.3559,-14410.81626083081,7.188,200000,207169.89456570373,7169.894565703726,1.0358494728285186
2020-04-05,-1,-0.45535201732499087,43968.31244231583,2.3505,-14410.81626083081,7.017,200000,204468.21609791316,4468.216097913159,1.0223410804895658
2020-04-06,0,1.1220865090713823,0.0,2.7586,0.0,7.823,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-07,0,0.12122736091832438,0.0,2.6332,0.0,7.721,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-08,0,0.4208613432680487,0.0,2.7486,0.0,7.995,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-09,0,0.09146305563011135,0.0,2.7239,0.0,8.019,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-10,0,0.45497507375824536,0.0,2.4916,0.0,7.299,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-11,0,0.9590175367300695,0.0,2.5083,0.0,7.306,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-12,0,0.43224913207828175,0.0,2.498,0.0,7.356,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-13,0,-0.15169304948721113,0.0,2.4424,0.0,7.281,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-14,0,0.4328367873187065,0.0,2.4655,0.0,7.257,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-15,0,0.8943922258112574,0.0,2.4015,0.0,6.993,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-16,2,1.5238032068114726,0.0,2.6569,0.0,7.616,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-17,2,1.477213415282342,0.0,2.6129,0.0,7.468,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-18,0,0.9221682094608239,0.0,2.7265,0.0,7.877,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-19,0,0.2515998604696162,0.0,2.598,0.0,7.614,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-20,1,1.0782076022790614,-39600.973695181,2.5077,13783.117520528156,7.205,200000,198614.72347081074,-1385.2765291892574,0.9930736173540538
2020-04-21,1,1.0836285472401965,-39600.973695181,2.5211,13783.117520528156,7.227,200000,199448.6051037778,-551.3948962221912,0.997243025518889
2020-04-22,1,0.9050514479375289,-39600.973695181,2.6224,13783.117520528156,7.534,200000,207691.60081790178,7691.600817901781,1.0384580040895088
2020-04-23,0,-0.2344025644476888,0.0,2.6811,0.0,7.854,200000,196536.28903873236,-3463.710961267643,0.9826814451936617
2020-04-24,-2,-1.514112842691107,0.0,2.7068,0.0,8.07,200000,196536.28903873236,-3463.710961267643,0.9826814451936617
2020-04-25,-2,-3.123476485371329,0.0,2.7024,0.0,8.428,200000,196536.28903873236,-3463.710961267643,0.9826814451936617
2020-04-26,-2,-2.7407723562608655,0.0,2.7375,0.0,8.631,200000,196536.28903873236,-3463.710961267643,0.9826814451936617
2020-04-27,-2,-1.5570682323644534,0.0,2.743,0.0,8.426,200000,196536.28903873236,-3463.710961267643,0.9826814451936617
2020-04-28,-2,-1.2982289333921078,0.0,2.7614,0.0,8.457,200000,196536.28903873236,-3463.710961267643,0.9826814451936617
2020-04-29,-1,-1.185217170416586,32691.754389489397,3.0059,-10673.199144060625,9.207,200000,196536.28903873236,-3463.710961267643,0.9826814451936617
2020-04-30,-2,-1.8075231384476933,0.0,2.822,0.0,8.897,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-01,-2,-1.4644927492059852,0.0,2.8731,0.0,9.011,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-02,-2,-1.3251015999508455,0.0,2.9396,0.0,9.225,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-03,-2,-1.574105213566965,0.0,2.8387,0.0,9.069,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-04,-2,-1.7219115727072252,0.0,2.7687,0.0,9.005,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-05,-2,-1.6801563820451564,0.0,2.7706,0.0,9.101,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-06,-2,-2.180521888122531,0.0,2.6522,0.0,9.148,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-07,-2,-2.31579308990449,0.0,2.7572,0.0,9.891,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-08,-2,-2.920258035362899,0.0,2.7518,0.0,11.301,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-09,-2,-2.176724018140807,0.0,2.7516,0.0,10.994,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-10,-2,-1.8513354824785355,0.0,2.4434,0.0,9.725,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-11,-2,-1.6941056772934657,0.0,2.3978,0.0,9.629,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-12,-2,-1.6402639915319308,0.0,2.441,0.0,10.001,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-13,-2,-1.435441541976599,0.0,2.5245,0.0,10.285,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-14,0,-0.9809338975697994,0.0,2.6228,0.0,10.186,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-15,0,-0.8817500122771323,0.0,2.5855,0.0,10.033,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-16,0,-0.6378138899073471,0.0,2.6361,0.0,10.008,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-17,0,-0.7198843052956035,0.0,2.6205,0.0,10.156,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-18,0,-0.5777701118949293,0.0,2.6653,0.0,10.245,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-19,0,-0.606126159396513,0.0,2.6543,0.0,10.328,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-20,0,-0.5618712975906355,0.0,2.597,0.0,10.14,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-21,0,-0.4083199423758517,0.0,2.4621,0.0,9.537,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-22,0,-0.6866626691539022,0.0,2.5948,0.0,10.388,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-23,0,-0.557138655543456,0.0,2.5631,0.0,10.203,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-24,0,-0.05738441345113671,0.0,2.4879,0.0,9.631,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-25,0,-0.16308638100088574,0.0,2.5296,0.0,9.923,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-26,0,-0.3626776591165321,0.0,2.5034,0.0,9.935,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-27,0,0.5739496557479602,0.0,2.5715,0.0,10.009,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-28,0,-0.717206303649274,0.0,2.612,0.0,10.429,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-29,0,0.18595400724810326,0.0,2.6144,0.0,10.242,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-30,0,-0.6150350233847598,0.0,2.7715,0.0,11.03,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-05-31,-2,-1.8419391881449223,0.0,2.6731,0.0,10.945,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-01,-2,-3.3386655655642565,0.0,2.8214,0.0,12.413,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-02,-2,-2.9765753880384236,0.0,2.6756,0.0,12.135,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-03,-2,-2.4991747192179097,0.0,2.6958,0.0,12.393,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-04,-2,-1.747208771393005,0.0,2.7203,0.0,12.164,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-05,0,-0.6239115336529839,0.0,2.8143,0.0,11.803,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-06,0,-0.664190516124719,0.0,2.7982,0.0,11.813,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-07,0,-0.471158123864663,0.0,2.8098,0.0,11.776,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-08,0,-0.3693121926416968,0.0,2.7878,0.0,11.656,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-09,-1,-1.0518541973073647,36218.79857049639,2.7505,-8283.702433739425,12.026,200000,199239.61093630065,-760.3890636993456,0.9961980546815032
2020-06-10,-1,-0.7950326780413738,36218.79857049639,2.7568,-8283.702433739425,11.935,200000,198713.97244582447,-1286.0275541755254,0.9935698622291224
2020-06-11,-1,-0.397214321341867,36218.79857049639,2.5146,-8283.702433739425,10.679,200000,179537.44917527353,-20462.550824726466,0.8976872458763676
2020-06-12,0,-0.16102848275520182,0.0,2.597,0.0,10.917,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-13,0,-0.3123962250257651,0.0,2.6042,0.0,11.08,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-14,0,0.3375240978333356,0.0,2.5681,0.0,10.615,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-15,0,0.4686311725054418,0.0,2.532,0.0,10.43,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-16,0,0.4956221412465435,0.0,2.5539,0.0,10.56,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-17,0,0.6290163245405171,0.0,2.5678,0.0,10.588,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-18,0,0.8828363199618197,0.0,2.5364,0.0,10.413,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-19,2,1.2470752119201196,0.0,2.5254,0.0,10.268,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-20,2,1.3395716984401385,0.0,2.5362,0.0,10.264,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-21,0,0.8933808441601424,0.0,2.514,0.0,10.298,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-22,0,0.2512894575686244,0.0,2.5862,0.0,10.8,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-23,0,-0.5844413568540061,0.0,2.5714,0.0,10.941,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-24,0,-0.14988003503426398,0.0,2.502,0.0,10.491,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-25,0,0.1434065972198604,0.0,2.4799,0.0,10.335,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-26,0,0.7823396204487548,0.0,2.481,0.0,10.196,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-27,0,0.13312561972179285,0.0,2.3318,0.0,9.703,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-28,0,-0.80027801867179,0.0,2.3668,0.0,10.045,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-29,-2,-1.5102468351129468,0.0,2.38,0.0,10.213,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-06-30,0,-0.9862147302694116,0.0,2.368,0.0,10.034,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-01,-2,-1.3265251534247504,0.0,2.3773,0.0,10.138,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-02,0,-0.5599365831693746,0.0,2.3576,0.0,9.922,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-03,2,1.5363803500885618,0.0,2.4156,0.0,9.78,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-04,2,1.333806684977816,0.0,2.4599,0.0,9.973,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-05,0,-0.341698774837685,0.0,2.4072,0.0,10.07,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-06,2,1.3064730603202634,0.0,2.6106,0.0,10.575,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-07,0,0.3284682347345835,0.0,2.5589,0.0,10.56,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-08,0,0.25149102087359887,0.0,2.6799,0.0,11.08,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-09,1,1.1756836531038914,-36902.46199023823,2.6504,9083.050265502174,10.768,200000,195612.57051785482,-4387.429482145177,0.9780628525892742
2020-07-10,2,1.8407492919516406,0.0,2.6221,0.0,10.499,200000,197011.57136495117,-2988.4286350488255,0.9850578568247559
2020-07-11,0,0.6277565485589209,0.0,2.6194,0.0,10.741,200000,197011.57136495117,-2988.4286350488255,0.9850578568247559
2020-07-12,0,0.2908985110112876,0.0,2.6171,0.0,10.797,200000,197011.57136495117,-2988.4286350488255,0.9850578568247559
2020-07-13,0,-0.4484756730124749,0.0,2.553,0.0,10.677,200000,197011.57136495117,-2988.4286350488255,0.9850578568247559
2020-07-14,-1,-1.0096661195176222,38490.8509231305,2.5592,-9095.640413894329,10.83,200000,197011.57136495117,-2988.4286350488255,0.9850578568247559
2020-07-15,-2,-1.8650192064567774,0.0,2.5365,0.0,10.989,200000,199331.52050671543,-668.4794932845689,0.9966576025335772
2020-07-16,-1,-1.175217471846229,39867.89881729578,2.4999,-9319.783079610783,10.694,200000,199331.52050671543,-668.4794932845689,0.9966576025335772
2020-07-17,-1,-0.7860179954308691,39867.89881729578,2.4949,-9319.783079610783,10.591,200000,198172.24335542903,-1827.7566445709672,0.9908612167771451
2020-07-18,-1,-0.4883868804706622,39867.89881729578,2.5026,-9319.783079610783,10.545,200000,198050.51615466014,-1949.4838453398552,0.9902525807733007
2020-07-19,0,0.4149360681213988,0.0,2.5845,0.0,10.651,200000,195557.94559434894,-4442.054405651055,0.9777897279717447
2020-07-20,1,1.0646349656267056,-38168.07432163888,2.5618,9414.497669668253,10.386,200000,195557.94559434894,-4442.054405651055,0.9777897279717447
2020-07-21,0,-1.2192599308354806,0.0,2.6232,0.0,11.184,200000,190388.69621730232,-9611.30378269768,0.9519434810865116
2020-07-22,-2,-1.8442165829376944,0.0,2.6574,0.0,11.559,200000,190388.69621730232,-9611.30378269768,0.9519434810865116
2020-07-23,-2,-1.3261506242482686,0.0,2.6526,0.0,11.432,200000,190388.69621730232,-9611.30378269768,0.9519434810865116
2020-07-24,0,-0.9381575191615817,0.0,2.5949,0.0,11.101,200000,190388.69621730232,-9611.30378269768,0.9519434810865116
2020-07-25,0,-0.6675362648620395,0.0,2.7289,0.0,11.608,200000,190388.69621730232,-9611.30378269768,0.9519434810865116
2020-07-26,0,-0.8646176043954,0.0,2.7121,0.0,11.62,200000,190388.69621730232,-9611.30378269768,0.9519434810865116
2020-07-27,1,1.115132836838531,-33434.373457660564,2.8472,8192.98976750591,11.619,200000,190388.69621730232,-9611.30378269768,0.9519434810865116
2020-07-28,2,2.30037059934427,0.0,2.9941,0.0,11.738,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-07-29,2,2.3754839035683033,0.0,3.0233,0.0,11.67,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-07-30,2,2.0812522277538763,0.0,3.047,0.0,11.774,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-07-31,2,1.2814976644569513,0.0,3.0932,0.0,12.245,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-01,0,0.609308880942279,0.0,3.3038,0.0,13.396,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-02,0,0.11258216186817677,0.0,2.9441,0.0,12.16,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-03,0,0.431227583010842,0.0,3.0449,0.0,12.4,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-04,0,-0.037808213293946964,0.0,3.0363,0.0,12.561,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-05,0,-0.5491092149926429,0.0,3.0545,0.0,12.868,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-06,0,-0.4415833427892996,0.0,3.089,0.0,12.951,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
2020-08-07,0,-0.9062523602974577,0.0,3.0104,0.0,12.856,200000,194325.23989589943,-5674.760104100569,0.9716261994794971
