date,statusList,zscore,LTCUSDT_position,LTCUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-01-28,2,1.622252303584366,0.0,60.52,0.0,0.000648,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-01-29,2,1.3243711313537951,0.0,59.8,0.0,0.0006531,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-01-30,2,2.9199165627915473,0.0,67.98,0.0,0.000638,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-01-31,2,2.4728004398316195,0.0,68.0,0.0,0.0006329,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-02-01,2,2.2716261765841725,0.0,70.72,0.0,0.0006448,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-02-02,2,1.517748565358237,0.0,69.93,0.0,0.0006719,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-02-03,2,1.4566354886138522,0.0,69.65,0.0,0.0006619,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-02-04,0,0.6137650557777905,0.0,68.07,0.0,0.000695,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-02-05,1,1.1718282708811232,-1408.0672650395818,72.59,146876854.10148478,0.0006959,200000,204423.2055384465,4423.205538446491,1.0221160276922325
2020-02-06,1,0.58211563723958,-1408.0672650395818,73.6,146876854.10148478,0.00074,200000,212322.62274201194,12322.62274201194,1.0616131137100597
2020-02-07,0,0.13433995647819913,0.0,74.3,0.0,0.0007744,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-08,0,-0.0566160427461657,0.0,76.56,0.0,0.000808,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-09,0,0.04922066408255831,0.0,77.0,0.0,0.0008003,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-10,0,0.14016301721892144,0.0,74.02,0.0,0.0007595,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-11,0,0.2924309594283525,0.0,76.46,0.0,0.000771,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-12,0,-0.26753390324338444,0.0,81.17,0.0,0.0008498,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-13,0,-0.7946500837040772,0.0,80.55,0.0,0.0008714,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-14,0,-0.7891778104731432,0.0,83.14,0.0,0.0008915,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-15,-2,-1.3021028502215581,0.0,76.7,0.0,0.000849,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-16,-2,-1.3038598575424554,0.0,74.67,0.0,0.0008258,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-17,0,-0.8928803645392005,0.0,73.41,0.0,0.0007907,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-18,0,-0.24167055020137973,0.0,77.25,0.0,0.0007956,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-19,0,-0.1968431728873265,0.0,70.61,0.0,0.0007284,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-20,0,-0.30099214543741276,0.0,69.4,0.0,0.0007235,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-21,0,0.6942158480854407,0.0,73.25,0.0,0.0007332,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-22,2,1.3530962282392094,0.0,74.79,0.0,0.0007301,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-23,2,2.1679202697696107,0.0,79.52,0.0,0.0007501,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-24,2,2.2545830027316263,0.0,75.59,0.0,0.0006961,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-25,2,2.014015003796099,0.0,70.98,0.0,0.0006552,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-26,0,0.004350555873412685,0.0,60.53,0.0,0.0006203,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-27,0,-0.28377003743627066,0.0,61.77,0.0,0.000643,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-28,0,-0.5858161460844321,0.0,59.89,0.0,0.0006341,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-02-29,0,-0.678790763794655,0.0,58.05,0.0,0.0006189,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-01,0,-0.5188494222733047,0.0,57.7,0.0,0.0006107,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-02,0,-0.19803362652187365,0.0,61.42,0.0,0.0006394,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-03,0,-0.09221989575806788,0.0,61.01,0.0,0.000631,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-04,0,-0.5227804924765346,0.0,60.38,0.0,0.0006388,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-05,0,-0.41254134517962626,0.0,62.06,0.0,0.0006517,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-06,0,-0.04589599497835314,0.0,63.22,0.0,0.0006483,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-07,0,-0.5451695754865148,0.0,60.46,0.0,0.0006335,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-08,0,-0.7839853693555269,0.0,51.0,0.0,0.0005399,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-09,0,-0.722192428530037,0.0,50.39,0.0,0.0005328,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-10,-1,-1.088053640772831,1942.9085506834228,50.26,-179669887.3180291,0.0005435,200000,195301.16751469765,-4698.832485302351,0.9765058375734883
2020-03-11,-1,-1.0159067082625923,1942.9085506834228,48.53,-179669887.3180291,0.0005245,200000,188526.20786297278,-11473.792137027223,0.9426310393148639
2020-03-12,0,1.5124814210350614,0.0,29.83,0.0,0.0002819,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-13,2,2.6853604358237586,0.0,37.52,0.0,0.0003223,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-14,2,1.8080861790744527,0.0,34.4,0.0,0.0003081,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-15,2,2.2210187871645153,0.0,36.38,0.0,0.0003117,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-16,2,2.121458933271432,0.0,33.2,0.0,0.0002807,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-17,2,1.5296667863878959,0.0,34.07,0.0,0.0002965,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-18,2,1.4306622135239324,0.0,34.71,0.0,0.0003,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-19,2,1.449080707157509,0.0,38.9,0.0,0.0003304,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-20,2,1.2241562478180765,0.0,38.08,0.0,0.0003259,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-21,2,1.2299129465414447,0.0,38.32,0.0,0.0003237,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-22,0,0.9317724253869043,0.0,35.4,0.0,0.0003046,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-23,1,1.0705877154101147,-2413.882212156697,38.94,287187819.5581478,0.0003273,200000,187993.14668276353,-12006.85331723647,0.9399657334138176
2020-03-24,1,1.1590783983858879,-2413.882212156697,40.57,287187819.5581478,0.0003345,200000,193995.52698939762,-6004.473010602378,0.9699776349469881
2020-03-25,1,1.1492621428171657,-2413.882212156697,39.17,287187819.5581478,0.0003198,200000,186394.4309448735,-13605.569055126514,0.9319721547243675
2020-03-26,1,1.1885469113118152,-2413.882212156697,40.41,287187819.5581478,0.0003251,200000,190909.74033160595,-9090.25966839405,0.9545487016580297
2020-03-27,1,0.9120007976064933,-2413.882212156697,38.04,287187819.5581478,0.0003112,200000,181196.92879693635,-18803.07120306365,0.9059846439846817
2020-03-28,1,0.8077872841852944,-2413.882212156697,38.87,287187819.5581478,0.0003188,200000,185383.0784616683,-14616.921538331691,0.9269153923083415
2020-03-29,1,0.5469837361130798,-2413.882212156697,37.11,287187819.5581478,0.0003091,200000,178348.92391855852,-21651.076081441483,0.8917446195927926
2020-03-30,1,0.20889907229434693,-2413.882212156697,38.91,287187819.5581478,0.0003298,200000,188638.6997652942,-11361.300234705792,0.9431934988264711
2020-03-31,0,-0.4811955017041282,0.0,39.08,0.0,0.0003378,200000,185315.61808710493,-14684.38191289507,0.9265780904355246
2020-04-01,0,-0.16542145154499938,0.0,39.23,0.0,0.0003331,200000,185315.61808710493,-14684.38191289507,0.9265780904355246
2020-04-02,0,0.75766941676683,0.0,39.86,0.0,0.0003299,200000,185315.61808710493,-14684.38191289507,0.9265780904355246
2020-04-03,1,1.0954276810382522,-2290.108972900456,40.46,279342203.929914,0.0003317,200000,185315.61808710493,-14684.38191289507,0.9265780904355246
2020-04-04,2,1.5161006642853372,0.0,40.71,0.0,0.0003292,200000,186586.50084015483,-13413.499159845174,0.9329325042007741
2020-04-05,1,1.070497705889589,-2314.3947015648077,40.31,283997718.17375165,0.0003285,200000,186586.50084015483,-13413.499159845174,0.9329325042007741
2020-04-06,2,2.3321890294977083,0.0,45.04,0.0,0.0003525,200000,190717.6425423863,-9282.357457613689,0.9535882127119315
2020-04-07,2,2.5127189857934527,0.0,44.77,0.0,0.0003431,200000,190717.6425423863,-9282.357457613689,0.9535882127119315
2020-04-08,2,1.9740377816516437,0.0,46.55,0.0,0.0003585,200000,190717.6425423863,-9282.357457613689,0.9535882127119315
2020-04-09,1,1.1087979261980707,-2063.597084423137,46.21,261471953.0331592,0.0003647,200000,190717.6425423863,-9282.357457613689,0.9535882127119315
2020-04-10,1,0.3376419713700128,-2063.597084423137,42.25,261471953.0331592,0.0003415,200000,176479.6487777014,-23520.351222298603,0.882398243888507
2020-04-11,1,0.7164097412009514,-2063.597084423137,42.54,261471953.0331592,0.0003387,200000,176345.97046369128,-23654.02953630872,0.8817298523184564
2020-04-12,1,0.6235469710007335,-2063.597084423137,42.0,261471953.0331592,0.0003346,200000,174159.59303066682,-25840.406969333184,0.8707979651533341
2020-04-13,0,-0.22630822378940874,0.0,41.22,0.0,0.000337,200000,187663.06619013334,-12336.933809866663,0.9383153309506667
2020-04-14,0,-0.10643162593251597,0.0,41.22,0.0,0.0003357,200000,187663.06619013334,-12336.933809866663,0.9383153309506667
2020-04-15,0,-0.766127344782634,0.0,39.22,0.0,0.0003268,200000,187663.06619013334,-12336.933809866663,0.9383153309506667
2020-04-16,0,0.8293635959037468,0.0,42.53,0.0,0.0003363,200000,187663.06619013334,-12336.933809866663,0.9383153309506667
2020-04-17,0,0.41140172541293346,0.0,42.19,0.0,0.0003376,200000,187663.06619013334,-12336.933809866663,0.9383153309506667
2020-04-18,1,1.1573914279838726,-2125.7710261682523,44.14,273004169.6103191,0.0003437,200000,187663.06619013334,-12336.933809866663,0.9383153309506667
2020-04-19,1,0.5142848876231688,-2125.7710261682523,42.23,273004169.6103191,0.0003348,200000,181173.1064206201,-18826.89357937989,0.9058655321031006
2020-04-20,1,1.1927587840515579,-2125.7710261682523,40.21,273004169.6103191,0.000312,200000,170654.55388064496,-29345.446119355038,0.8532727694032248
2020-04-21,1,1.1778816888334187,-2125.7710261682523,40.59,273004169.6103191,0.0003146,200000,172172.15771157574,-27827.84228842426,0.8608607885578787
2020-04-22,2,1.607742552721815,0.0,41.8,0.0,0.0003193,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-23,2,1.768981050403829,0.0,42.98,0.0,0.0003251,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-24,2,1.8715581160733696,0.0,44.53,0.0,0.0003333,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-25,0,0.818631790320951,0.0,44.38,0.0,0.000341,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-26,0,0.43323902234216977,0.0,44.52,0.0,0.0003455,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-27,0,0.3966819675618789,0.0,44.46,0.0,0.0003457,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-28,2,1.6167454577735993,0.0,45.69,0.0,0.0003426,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-29,2,1.7697741655072918,0.0,48.81,0.0,0.0003616,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-04-30,0,0.9327161451595455,0.0,46.33,0.0,0.000351,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-01,0,0.3667005213772206,0.0,47.07,0.0,0.0003623,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-02,-2,-2.98188637602112,0.0,49.2,0.0,0.0004421,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-03,-2,-3.4276657359308262,0.0,48.05,0.0,0.0005045,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-04,-2,-3.1316976424800833,0.0,46.96,0.0,0.0005696,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-05,-2,-2.359807653124723,0.0,46.54,0.0,0.0005493,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-06,-2,-1.7515680571030576,0.0,44.94,0.0,0.0004995,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-07,-2,-1.6613451568693443,0.0,47.37,0.0,0.0005433,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-08,-2,-1.3291526568418426,0.0,47.69,0.0,0.0005271,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-09,-1,-1.1942109332831254,2016.5076009306858,46.95,-182558873.6284144,0.0005186,200000,189350.06372739142,-10649.936272608582,0.9467503186369571
2020-05-10,-1,-1.112650931166315,2016.5076009306858,42.06,-182558873.6284144,0.0004688,200000,170397.90965214532,-29602.090347854682,0.8519895482607266
2020-05-11,-2,-1.2101646723450978,0.0,41.51,0.0,0.0004898,200000,195062.16951595602,-4937.830484043981,0.97531084757978
2020-05-12,-1,-1.0813249496342787,2312.2590032711714,42.18,-196595615.31541628,0.0004961,200000,195062.16951595602,-4937.830484043981,0.97531084757978
2020-05-13,-1,-1.0699991155909336,2312.2590032711714,43.18,-196595615.31541628,0.0005215,200000,202367.95714823878,2367.9571482387837,1.0118397857411938
2020-05-14,-1,-0.8740336918034413,2312.2590032711714,43.98,-196595615.31541628,0.0005167,200000,203274.10539734171,3274.1053973417147,1.0163705269867085
2020-05-15,-1,-0.9829062768004748,2312.2590032711714,42.74,-196595615.31541628,0.00053,200000,203021.6259169805,3021.625916980498,1.0151081295849025
2020-05-16,-1,-0.8719748331988527,2312.2590032711714,43.25,-196595615.31541628,0.0005333,200000,204849.64353918965,4849.643539189652,1.0242482176959482
2020-05-17,-1,-0.7901965750200216,2312.2590032711714,43.71,-196595615.31541628,0.000539,200000,207033.8776879923,7033.877687992295,1.0351693884399615
2020-05-18,-1,-0.5437329773360682,2312.2590032711714,45.32,-196595615.31541628,0.0005363,200000,210225.80652190725,10225.806521907245,1.0511290326095362
2020-05-19,-1,-0.4356744033023256,2312.2590032711714,45.73,-196595615.31541628,0.0005372,200000,211350.7687670323,11350.768767032307,1.0567538438351616
2020-05-20,-1,-0.36578464123967225,2312.2590032711714,44.25,-196595615.31541628,0.0005203,200000,204606.15954336044,4606.159543360438,1.0230307977168023
2020-05-21,-1,-0.5502435828427844,2312.2590032711714,42.73,-196595615.31541628,0.0005134,200000,199735.01611271186,-264.98388728813734,0.9986750805635594
2020-05-22,-1,-0.7539511126941952,2312.2590032711714,44.23,-196595615.31541628,0.000535,200000,207449.8699084316,7449.869908431603,1.037249349542158
2020-05-23,-1,-0.5592645088310773,2312.2590032711714,43.85,-196595615.31541628,0.0005269,200000,204978.78700313368,4978.787003133679,1.0248939350156685
2020-05-24,-2,-1.6865066041558163,0.0,42.08,0.0,0.0005315,200000,202252.88019844887,2252.8801984488673,1.0112644009922442
2020-05-25,-2,-2.170517323009693,0.0,42.97,0.0,0.0005659,200000,202252.88019844887,2252.8801984488673,1.0112644009922442
2020-05-26,-2,-2.0569696502412653,0.0,42.27,0.0,0.0005634,200000,202252.88019844887,2252.8801984488673,1.0112644009922442
2020-05-27,-1,-1.0995626343921936,2306.19019610546,43.85,-181100358.3438833,0.0005584,200000,202252.88019844887,2252.8801984488673,1.0112644009922442
2020-05-28,-1,-0.9675566268151929,2306.19019610546,44.77,-181100358.3438833,0.0005685,200000,206203.6887981391,6203.688798139105,1.0310184439906955
2020-05-29,-1,-0.738240285188844,2306.19019610546,44.47,-181100358.3438833,0.00056,200000,203972.47869338444,3972.4786933844443,1.0198623934669222
2020-05-30,0,0.07451827196071177,0.0,47.72,0.0,0.0005828,200000,197746.7728831115,-2253.2271168885054,0.9887338644155574
2020-05-31,-2,-2.3268232886138898,0.0,45.61,0.0,0.000627,200000,197746.7728831115,-2253.2271168885054,0.9887338644155574
2020-06-01,-1,-1.0701015059897836,2049.1893563016733,48.25,-157441698.15534356,0.000628,200000,197746.7728831115,-2253.2271168885054,0.9887338644155574
2020-06-02,-2,-1.6711652483540504,0.0,45.99,0.0,0.0006233,200000,201637.96484702316,1637.9648470231623,1.0081898242351157
2020-06-03,-2,-1.7917788974621645,0.0,47.16,0.0,0.000652,200000,201637.96484702316,1637.9648470231623,1.0081898242351157
2020-06-04,-2,-1.400028430163694,0.0,47.43,0.0,0.0006478,200000,201637.96484702316,1637.9648470231623,1.0081898242351157
2020-06-05,-2,-1.2199611157940624,0.0,46.83,0.0,0.000638,200000,201637.96484702316,1637.9648470231623,1.0081898242351157
2020-06-06,-1,-1.1056963792850452,2154.712169769429,46.79,-158122619.8612164,0.0006376,200000,201637.96484702313,1637.9648470231332,1.0081898242351157
2020-06-07,-1,-0.8266378842798111,2154.712169769429,46.63,-158122619.8612164,0.0006279,200000,199759.42148720624,-240.5785127937561,0.9987971074360312
2020-06-08,-1,-1.1089764441273966,2154.712169769429,46.43,-158122619.8612164,0.0006394,200000,201146.88918165636,1146.8891816563555,1.0057344459082818
2020-06-09,-1,-1.1164544876328018,2154.712169769429,45.87,-158122619.8612164,0.0006348,200000,199212.88631522388,-787.1136847761227,0.9960644315761193
2020-06-10,-1,-0.7824802208404894,2154.712169769429,46.63,-158122619.8612164,0.0006364,200000,201103.46375602658,1103.4637560265837,1.005517318780133
2020-06-11,-1,-0.3009842532680067,2154.712169769429,43.22,-158122619.8612164,0.0005783,200000,184568.97104317616,-15431.028956823837,0.9228448552158808
2020-06-12,-1,-0.48097939956592967,2154.712169769429,44.72,-158122619.8612164,0.0006051,200000,192038.7255101109,-7961.274489889096,0.9601936275505545
2020-06-13,-1,-0.40963191380289027,2154.712169769429,45.08,-158122619.8612164,0.00061,200000,193589.22272854784,-6410.777271452156,0.9679461136427392
2020-06-14,-1,-0.24269936751483973,2154.712169769429,44.05,-158122619.8612164,0.0005931,200000,188697.5969180308,-11302.403081969213,0.9434879845901539
2020-06-15,-1,-0.3820512756683246,2154.712169769429,43.73,-158122619.8612164,0.0005923,200000,187881.5909278156,-12118.409072184411,0.9394079546390779
2020-06-16,0,0.19994016873708148,0.0,43.88,0.0,0.0005834,200000,199337.93126457423,-662.068735425768,0.9966896563228712
2020-06-17,0,0.48288501019632396,0.0,44.07,0.0,0.0005821,200000,199337.93126457423,-662.068735425768,0.9966896563228712
2020-06-18,0,0.4193084376870575,0.0,43.43,0.0,0.0005773,200000,199337.93126457423,-662.068735425768,0.9966896563228712
2020-06-19,2,1.4741556611701747,0.0,42.89,0.0,0.0005653,200000,199337.93126457423,-662.068735425768,0.9966896563228712
2020-06-20,1,1.1641102296115697,-2287.5594590839364,43.57,173036398.66716513,0.000576,200000,199337.93126457423,-662.068735425768,0.9966896563228712
2020-06-21,1,1.015131545278979,-2287.5594590839364,43.0,173036398.66716513,0.0005715,200000,197255.3585788941,-2744.6414211058873,0.9862767928944706
2020-06-22,1,1.0571100488363496,-2287.5594590839364,44.3,173036398.66716513,0.0005875,200000,202997.76825437788,2997.768254377879,1.0149888412718895
2020-06-23,2,1.420030063872451,0.0,44.18,0.0,0.0005815,200000,199781.64234194602,-218.35765805398114,0.9989082117097301
2020-06-24,1,1.1586212768458009,-2342.106006353412,42.65,177583682.0817298,0.0005625,200000,199781.64234194602,-218.35765805398114,0.9989082117097301
2020-06-25,1,0.8055438411123083,-2342.106006353412,42.35,177583682.0817298,0.0005608,200000,198777.11828050105,-1222.8817194989533,0.9938855914025052
2020-06-26,2,2.37495627368267,0.0,43.09,0.0,0.0005526,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-06-27,2,1.5725086701970987,0.0,41.06,0.0,0.0005318,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-06-28,2,1.5131719233664054,0.0,41.37,0.0,0.000535,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-06-29,2,1.3946398232409973,0.0,41.87,0.0,0.000542,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-06-30,2,1.8006980824009222,0.0,41.17,0.0,0.0005276,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-01,0,0.24542500839448309,0.0,41.77,0.0,0.000549,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-02,0,-0.7910251195792987,0.0,41.05,0.0,0.0005484,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-03,0,-0.37334996266281106,0.0,41.14,0.0,0.0005451,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-04,0,0.2692176867528437,0.0,42.11,0.0,0.000552,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-05,-2,-1.5027569197885924,0.0,41.58,0.0,0.000558,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-06,2,1.447884666314365,0.0,44.06,0.0,0.0005672,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-07,2,1.608741056006059,0.0,43.39,0.0,0.0005556,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-08,-2,-2.865975842685955,0.0,45.35,0.0,0.0006315,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-09,-2,-4.046573088905322,0.0,44.33,0.0,0.0008031,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-10,-2,-2.344772377478146,0.0,44.3,0.0,0.0007321,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-11,-2,-1.7574460459111072,0.0,44.69,0.0,0.0007172,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-12,-2,-1.3568039689417764,0.0,44.7,0.0,0.0007,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-13,-2,-1.4394561699202406,0.0,43.92,0.0,0.000708,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-14,-2,-1.4004948604798595,0.0,43.88,0.0,0.0007188,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-15,0,-0.9779181777049955,0.0,43.33,0.0,0.0006824,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-16,-2,-1.568969789129885,0.0,42.09,0.0,0.000735,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-17,-2,-1.3093560760663105,0.0,41.9,0.0,0.0007209,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-18,0,-0.9183075179349949,0.0,42.45,0.0,0.0007007,200000,202570.24743735066,2570.2474373506557,1.0128512371867533
2020-07-19,-1,-1.030867001907452,2375.3546838338493,42.64,-139549633.1202471,0.0007258,200000,202570.24743735068,2570.247437350685,1.0128512371867535
2020-07-20,-1,-0.8828344558217489,2375.3546838338493,41.94,-139549633.1202471,0.0007081,200000,198437.4706524386,-1562.529347561387,0.9921873532621931
2020-07-21,-1,-0.9443216410474126,2375.3546838338493,43.77,-139549633.1202471,0.0007553,200000,209371.11240713022,9371.112407130218,1.046855562035651
2020-07-22,-1,-0.8261781304899787,2375.3546838338493,44.96,-139549633.1202471,0.0007726,200000,214611.99313387278,14611.993133872777,1.0730599656693638
2020-07-23,-1,-0.853001095553458,2375.3546838338493,44.94,-139549633.1202471,0.0007841,200000,216169.30682107894,16169.306821078935,1.0808465341053948
2020-07-24,-1,-0.8014217001449319,2375.3546838338493,44.11,-139549633.1202471,0.0007721,200000,212523.1668360539,12523.16683605389,1.0626158341802694
2020-07-25,0,0.32824236761865383,0.0,49.16,0.0,0.0007637,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-07-26,0,0.48627119561540544,0.0,48.1,0.0,0.0007493,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-07-27,2,2.6646575757101987,0.0,53.28,0.0,0.0007187,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
2020-07-28,2,2.277464609918409,0.0,55.75,0.0,0.000769,200000,192371.86599401134,-7628.134005988657,0.9618593299700567
