date,statusList,zscore,ETCUSDT_position,ETCUSDT_price,TRXUSDT_position,TRXUSDT_price,init,total_asset,pnl,return
2020-02-21,-1,-0.6739008624749494,11572.777998873516,9.4157,-5184487.646747872,0.02016,200000,213485.0767624305,13485.076762430486,1.0674253838121524
2020-02-22,-1,-0.4799912095671204,11572.777998873516,9.4958,-5184487.646747872,0.02002,200000,213686.22800959554,13686.228009595536,1.0684311400479776
2020-02-23,-1,-0.7181088337013272,11572.777998873516,9.7439,-5184487.646747872,0.02133,200000,223349.11304835576,23349.113048355764,1.1167455652417788
2020-02-24,-1,-0.38045990777364763,11572.777998873516,9.3481,-5184487.646747872,0.01988,200000,211251.1004286172,11251.10042861721,1.056255502143086
2020-02-25,0,0.06747178574062525,0.0,9.1742,0.0,0.01891,200000,197173.39229395258,-2826.60770604742,0.9858669614697629
2020-02-26,0,-0.25938722576672096,0.0,7.6823,0.0,0.01636,200000,197173.39229395258,-2826.60770604742,0.9858669614697629
2020-02-27,0,-0.6077870030628792,0.0,7.7166,0.0,0.01701,200000,197173.39229395258,-2826.60770604742,0.9858669614697629
2020-02-28,-1,-1.0217275386297575,13227.96443625653,7.4529,-5765303.868244227,0.0171,200000,197173.39229395258,-2826.60770604742,0.9858669614697629
2020-02-29,-1,-0.6418912933339094,13227.96443625653,7.354,-5765303.868244227,0.01648,200000,192290.6582128954,-7709.341787104611,0.961453291064477
2020-03-01,0,0.28995096797128966,0.0,7.7346,0.0,0.01643,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-02,0,0.883050687328351,0.0,8.456,0.0,0.01759,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-03,2,1.545263883499037,0.0,8.4782,0.0,0.01723,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-04,0,-0.5235179228522244,0.0,7.9381,0.0,0.01774,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-05,0,-0.007714388782372539,0.0,8.1748,0.0,0.01789,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-06,0,-0.5096150853431837,0.0,8.2189,0.0,0.01833,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-07,0,0.01484588736534126,0.0,7.8017,0.0,0.01699,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-08,-1,-1.1145525704904589,14709.686316419065,6.4442,-6470454.645752065,0.01465,200000,189584.3211205355,-10415.67887946451,0.9479216056026775
2020-03-09,0,0.050907873167831116,0.0,6.9302,0.0,0.01504,200000,184958.89088259914,-15041.109117400862,0.9247944544129957
2020-03-10,0,-0.5258534969410588,0.0,6.8285,0.0,0.01508,200000,184958.89088259914,-15041.109117400862,0.9247944544129957
2020-03-11,-1,-1.1528054140254897,14028.616462076328,6.5922,-6210842.541390166,0.01489,200000,184958.89088259914,-15041.109117400862,0.9247944544129957
2020-03-12,-1,-1.0896954626281368,14028.616462076328,3.7168,-6210842.541390166,0.00841,200000,104374.74743933658,-95625.25256066342,0.5218737371966828
2020-03-13,0,0.7355780527263681,0.0,4.8432,0.0,0.01029,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-14,0,0.7434765229609381,0.0,4.5898,0.0,0.00973,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-15,2,1.7879474278004135,0.0,5.0484,0.0,0.01026,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-16,0,0.4862405824354728,0.0,4.4987,0.0,0.00961,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-17,0,-0.0016027622216348613,0.0,4.6047,0.0,0.01002,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-18,0,-0.542555119442994,0.0,4.6039,0.0,0.01022,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-19,-2,-1.5542779966905989,0.0,5.0403,0.0,0.01163,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-20,-2,-1.438415481816845,0.0,4.8869,0.0,0.01127,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-21,0,-0.6599935470122259,0.0,5.008,0.0,0.01123,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-22,0,-0.583242429166237,0.0,4.5935,0.0,0.0103,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-23,-1,-1.0879834150554493,18213.0771088985,4.9669,-7956247.378380646,0.01137,200000,180925.0653843759,-19074.934615624108,0.9046253269218795
2020-03-24,-1,-0.8288279691645686,18213.0771088985,5.0657,-7956247.378380646,0.01151,200000,183838.39203570836,-16161.607964291645,0.9191919601785418
2020-03-25,-1,-0.7343525174095891,18213.0771088985,5.0181,-7956247.378380646,0.01139,200000,182016.69987991912,-17983.30012008088,0.9100834993995957
2020-03-26,-2,-1.5066582564994997,0.0,5.0968,0.0,0.01196,200000,183253.37262117455,-16746.627378825448,0.9162668631058728
2020-03-27,0,-0.6524436604615282,0.0,4.9209,0.0,0.01121,200000,183253.37262117455,-16746.627378825448,0.9162668631058728
2020-03-28,-2,-1.5136786315061452,0.0,4.8133,0.0,0.01139,200000,183253.37262117455,-16746.627378825448,0.9162668631058728
2020-03-29,0,0.18617530566461388,0.0,4.8126,0.0,0.01066,200000,183253.37262117455,-16746.627378825448,0.9162668631058728
2020-03-30,0,-0.8460697291248345,0.0,4.9529,0.0,0.01145,200000,183253.37262117455,-16746.627378825448,0.9162668631058728
2020-03-31,-1,-1.112801077091492,18570.091062318817,4.9341,-7919333.30255724,0.01157,200000,183253.37262117455,-16746.627378825448,0.9162668631058728
2020-04-01,-1,-0.6653588767992414,18570.091062318817,5.0254,-7919333.30255724,0.01158,200000,185028.01526818983,-14971.984731810167,0.9251400763409492
2020-04-02,-1,-1.0026827375083438,18570.091062318817,5.0957,-7919333.30255724,0.01196,200000,189342.8393248426,-10657.160675157415,0.946714196624213
2020-04-03,-1,-0.7857431945449389,18570.091062318817,5.1164,-7919333.30255724,0.01194,200000,189568.85354378144,-10431.146456218557,0.9478442677189072
2020-04-04,-1,-0.7120009063686591,18570.091062318817,5.1474,-7919333.30255724,0.01197,200000,190382.10636579004,-9617.893634209962,0.9519105318289502
2020-04-05,-2,-2.739383367245718,0.0,5.0296,0.0,0.01257,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-06,-2,-1.8771259750211546,0.0,5.6197,0.0,0.01375,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-07,-2,-1.482943155239173,0.0,5.4749,0.0,0.0133,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-08,0,-0.5271751661451277,0.0,5.8256,0.0,0.01376,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-09,0,0.5738340470479556,0.0,5.8893,0.0,0.01345,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-10,0,-0.6817324218925093,0.0,5.2478,0.0,0.01248,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-11,0,-0.45626973119522035,0.0,5.2804,0.0,0.0125,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-12,0,-0.6075268537377766,0.0,5.3145,0.0,0.01266,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-13,-1,-1.1244672603470438,18280.017587808157,5.1805,-7533781.313734301,0.01257,200000,189399.26222728033,-10600.737772719673,0.9469963111364016
2020-04-14,-1,-0.2984702476479906,18280.017587808157,5.2449,-7533781.313734301,0.01245,200000,189672.44160228706,-10327.558397712943,0.9483622080114353
2020-04-15,-1,-0.5107375489246474,18280.017587808157,5.1002,-7533781.313734301,0.01219,200000,185068.53991576028,-14931.46008423972,0.9253426995788014
2020-04-16,-1,-0.25791261201114535,18280.017587808157,5.4755,-7533781.313734301,0.01302,200000,198182.06900686419,-1817.9309931358148,0.990910345034321
2020-04-17,-1,-0.5748200266691665,18280.017587808157,5.3707,-7533781.313734301,0.01289,200000,195286.93159287644,-4713.068407123559,0.9764346579643822
2020-04-18,0,0.09105020673922873,0.0,5.6573,0.0,0.01339,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-19,0,0.3994226964651588,0.0,5.4796,0.0,0.0129,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-20,0,0.03823495018830232,0.0,5.2249,0.0,0.0124,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-21,0,-0.4751605110598598,0.0,5.1993,0.0,0.01249,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-22,0,-0.5673299483195215,0.0,5.3867,0.0,0.01298,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-23,0,-0.8858362664479518,0.0,5.6028,0.0,0.01361,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-24,-2,-1.8532597015047454,0.0,5.5931,0.0,0.01392,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-25,0,-0.8076368481986114,0.0,5.75,0.0,0.01396,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-26,2,2.0371928233243275,0.0,6.2159,0.0,0.01426,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-27,0,0.07472522283045702,0.0,6.103,0.0,0.01452,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-28,-2,-1.888629378362796,0.0,6.1423,0.0,0.01528,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-29,0,-0.3017823306960825,0.0,6.7433,0.0,0.01624,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-04-30,0,0.8271756570724643,0.0,6.4418,0.0,0.01519,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-01,0,0.36929813116253274,0.0,6.647,0.0,0.01581,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-02,2,3.2126696496133187,0.0,7.4719,0.0,0.01635,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-03,2,2.1811351933528744,0.0,7.2077,0.0,0.01599,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-04,2,1.5208486476012966,0.0,7.214,0.0,0.01623,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-05,2,1.768643830850761,0.0,7.1905,0.0,0.0159,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-06,0,0.9147582559233014,0.0,6.8379,0.0,0.01554,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-07,0,0.9585132283572382,0.0,7.09,0.0,0.01603,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-08,0,0.706628418808896,0.0,7.1445,0.0,0.01627,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-09,0,0.6182577821183763,0.0,7.0544,0.0,0.01609,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-10,0,0.32626901193357766,0.0,6.1909,0.0,0.01426,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-11,0,0.0607443676811622,0.0,6.0165,0.0,0.01398,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-12,0,-0.6727228487399856,0.0,6.0888,0.0,0.01455,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-13,0,-0.9580330102225425,0.0,6.2145,0.0,0.01501,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-14,-2,-1.2180801566005468,0.0,6.2779,0.0,0.01527,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-15,0,0.3679735487836774,0.0,6.5011,0.0,0.01488,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-16,0,0.9864646498040133,0.0,6.6938,0.0,0.01497,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-17,0,0.6970274623563348,0.0,6.6575,0.0,0.015,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-18,0,0.13694632080616395,0.0,6.712,0.0,0.01537,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-19,0,-0.46742172451859465,0.0,6.6712,0.0,0.01553,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-20,0,-0.45808885164235674,0.0,6.4513,0.0,0.015,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-21,0,-0.4386471340211545,0.0,6.1255,0.0,0.01421,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-22,0,0.018888626378256414,0.0,6.4632,0.0,0.01484,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-23,0,0.3455241675457282,0.0,6.5575,0.0,0.01496,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-24,2,2.2666526998425214,0.0,6.5819,0.0,0.01421,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-25,2,2.0103880019043783,0.0,6.8067,0.0,0.01472,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-26,2,1.6257583717978108,0.0,6.708,0.0,0.01458,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-27,2,1.5185471070779635,0.0,6.7757,0.0,0.0147,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-28,0,0.9326565967523116,0.0,6.8609,0.0,0.01514,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-29,2,2.243434690343106,0.0,7.2254,0.0,0.015,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-30,0,0.8309541961859556,0.0,7.4928,0.0,0.01638,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-05-31,0,-0.2138181589305639,0.0,6.9388,0.0,0.01582,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-06-01,-1,-1.1443195700240918,12968.356618688009,7.2045,-5473375.8206993425,0.01707,200000,186861.05051867553,-13138.949481324467,0.9343052525933777
2020-06-02,-1,-0.9903587580965578,12968.356618688009,6.9781,-5473375.8206993425,0.01637,200000,180093.65150571504,-19906.34849428496,0.9004682575285752
2020-06-03,-2,-1.899470163179401,0.0,6.9413,0.0,0.01691,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-04,-2,-1.7050769762991644,0.0,6.9152,0.0,0.01687,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-05,-2,-1.6575098670494819,0.0,6.8436,0.0,0.01685,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-06,-2,-1.6004592559904018,0.0,6.862,0.0,0.01704,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-07,-2,-2.281365482567917,0.0,6.8326,0.0,0.0182,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-08,-2,-1.6904071031576993,0.0,6.9004,0.0,0.01794,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-09,-2,-1.4490794613075042,0.0,6.7826,0.0,0.01754,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-10,-2,-1.3045551577947911,0.0,6.8084,0.0,0.0176,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-11,0,-0.8686596073236972,0.0,6.264,0.0,0.01573,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-12,-1,-1.032793722643443,14785.67495077148,6.4048,-5760297.501502505,0.01644,200000,189398.58184940234,-10601.41815059766,0.9469929092470117
2020-06-13,-1,-0.9463875217709229,14785.67495077148,6.4923,-5760297.501502505,0.01668,200000,192074.79980795545,-7925.200192044547,0.9603739990397773
2020-06-14,-1,-0.8105563945556152,14785.67495077148,6.3165,-5760297.501502505,0.01616,200000,186480.1234508285,-13519.876549171488,0.9324006172541426
2020-06-15,-1,-0.7977805626768778,14785.67495077148,6.2414,-5760297.501502505,0.01606,200000,184793.68951187533,-15206.310488124669,0.9239684475593767
2020-06-16,-1,-0.7521384277236118,14785.67495077148,6.2527,-5760297.501502505,0.01613,200000,185363.9884639242,-14636.011536075792,0.9268199423196211
2020-06-17,-1,-0.6780895131362321,14785.67495077148,6.2823,-5760297.501502505,0.01621,200000,186262.46824258726,-13737.53175741274,0.9313123412129363
2020-06-18,-1,-0.6600806139312256,14785.67495077148,6.2085,-5760297.501502505,0.01602,200000,184076.82890593485,-15923.171094065154,0.9203841445296742
2020-06-19,0,0.08310725451747317,0.0,6.3406,0.0,0.01586,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-20,0,-0.3052228811654922,0.0,6.2619,0.0,0.01597,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-21,0,-0.1673296422792947,0.0,6.2125,0.0,0.01582,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-22,0,-0.4030472005544429,0.0,6.3745,0.0,0.01638,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-23,0,-0.6569721225122834,0.0,6.3735,0.0,0.0165,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-24,0,0.002197786780798118,0.0,6.2228,0.0,0.01593,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-25,0,-0.45711851697589956,0.0,6.1534,0.0,0.0159,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-26,-2,-1.3921059568768315,0.0,6.044,0.0,0.01585,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-27,-2,-3.50025352494093,0.0,5.589,0.0,0.01544,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-28,-2,-2.4599631008111786,0.0,5.7511,0.0,0.01577,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-29,-2,-2.367299278358216,0.0,5.8253,0.0,0.01619,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-06-30,-2,-2.497593678923921,0.0,5.7284,0.0,0.01636,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-01,-2,-2.574773079986381,0.0,5.7095,0.0,0.01686,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-02,-2,-2.054082300938197,0.0,5.6408,0.0,0.01658,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-03,-2,-1.7795086718251414,0.0,5.6483,0.0,0.01662,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-04,-2,-1.603823461187544,0.0,5.6977,0.0,0.01682,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-05,-2,-1.5708397087452135,0.0,5.6498,0.0,0.01688,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-06,-2,-1.2481460026769373,0.0,6.1047,0.0,0.01802,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-07,0,-0.22557026327591378,0.0,6.2192,0.0,0.0172,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-08,0,0.19858986894098513,0.0,6.634,0.0,0.01791,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-09,0,-0.27325013588666625,0.0,6.6456,0.0,0.01856,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-10,0,-0.476700415354379,0.0,6.3821,0.0,0.01812,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-11,0,-0.31608671072741606,0.0,6.5017,0.0,0.01837,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-12,0,-0.16255044768565727,0.0,6.4603,0.0,0.01818,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-13,0,0.12291805682524018,0.0,6.3015,0.0,0.01756,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-14,0,0.22713267681253702,0.0,6.3273,0.0,0.01765,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-15,0,0.043162798199143336,0.0,6.2219,0.0,0.01757,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-16,0,-0.05877173932963418,0.0,6.0317,0.0,0.01716,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-17,0,-0.04235406887613126,0.0,6.029,0.0,0.01717,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-18,0,-0.34362330351799986,0.0,6.0518,0.0,0.01742,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-19,0,-0.22553533723149177,0.0,6.1004,0.0,0.01753,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-20,0,0.12499219969749908,0.0,6.0289,0.0,0.01716,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-21,0,0.06141765313002952,0.0,6.1908,0.0,0.01762,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-22,0,0.3287501026613742,0.0,6.3569,0.0,0.01794,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-23,0,0.8280537087092336,0.0,6.4402,0.0,0.01792,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-24,0,-0.5585016679251246,0.0,6.2548,0.0,0.01794,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-25,0,0.49304143505850956,0.0,6.7067,0.0,0.01877,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-26,0,0.5908898302715042,0.0,6.6358,0.0,0.01852,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-27,2,3.127151300399789,0.0,7.1167,0.0,0.01872,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-28,2,2.4542545829909934,0.0,7.2125,0.0,0.01912,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-29,2,2.2059971362180564,0.0,7.2644,0.0,0.01915,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-30,2,2.1147405347259327,0.0,7.3422,0.0,0.01917,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
2020-07-31,2,1.3300183063248232,0.0,7.3976,0.0,0.01968,200000,187006.84963037042,-12993.150369629584,0.9350342481518521
