date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,ADAUSDT_position,ADAUSDT_price,init,total_asset,pnl,return
2020-02-08,0,0.8267384880456817,0.0,0.1565,0.0,0.06002,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-09,0,0.8148247712480111,0.0,0.1621,0.0,0.06188,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-10,0,0.5662615431650266,0.0,0.1557,0.0,0.06029,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-11,0,0.2909872766963642,0.0,0.1607,0.0,0.06335,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-12,0,0.8238029289324326,0.0,0.1808,0.0,0.06817,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-13,2,1.5305965674985929,0.0,0.1948,0.0,0.06867,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-14,2,1.9618507808676722,0.0,0.2128,0.0,0.07074,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-15,2,2.5456952462544287,0.0,0.2142,0.0,0.06426,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-16,2,1.543729905582802,0.0,0.1902,0.0,0.06146,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-17,1,1.1968039554147019,-504897.7287863648,0.1813,1520816.7175439096,0.06019,200000,183075.91645793585,-16924.083542064152,0.9153795822896792
2020-02-18,1,0.7223601562530473,-504897.7287863648,0.182,1520816.7175439096,0.06274,200000,187307.42749782326,-12692.572502176743,0.9365371374891163
2020-02-19,1,0.7060961529015587,-504897.7287863648,0.1671,1520816.7175439096,0.05737,200000,171617.66556569564,-28382.334434304357,0.8580883278284782
2020-02-20,0,0.1675714618202617,0.0,0.1628,0.0,0.05815,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-21,0,0.4694749970646532,0.0,0.1687,0.0,0.05853,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-22,0,-0.21446019591968743,0.0,0.16,0.0,0.05825,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-23,0,-0.34016651281400573,0.0,0.168,0.0,0.06145,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-24,0,-0.7878440976485378,0.0,0.1558,0.0,0.05906,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-25,-2,-1.2420027326168774,0.0,0.1418,0.0,0.05603,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-26,-2,-1.4494527174183385,0.0,0.1209,0.0,0.04915,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-27,0,-0.8170023874017599,0.0,0.1292,0.0,0.04986,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-28,0,-0.5720938940239507,0.0,0.1294,0.0,0.04885,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-02-29,0,-0.5242704557002354,0.0,0.1254,0.0,0.0471,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-01,0,0.08839623816728075,0.0,0.1281,0.0,0.04561,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-02,0,-0.2765196898041745,0.0,0.135,0.0,0.04923,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-03,0,-0.44615141744339815,0.0,0.1319,0.0,0.04866,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-04,0,-0.5950654636410769,0.0,0.1308,0.0,0.04898,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-05,0,-0.6232004838869127,0.0,0.135,0.0,0.05096,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-06,0,-0.7650880473362422,0.0,0.1355,0.0,0.05174,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-07,0,-0.6811617081338686,0.0,0.128,0.0,0.04879,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-08,0,-0.8808147262686488,0.0,0.1111,0.0,0.04291,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-09,0,0.5901953788176112,0.0,0.1145,0.0,0.04156,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-10,0,0.8837384770324381,0.0,0.1149,0.0,0.04146,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-11,1,1.0482602333748978,-799447.4438480003,0.1106,2227737.145114357,0.03969,200000,176837.77457917767,-23162.22542082233,0.8841888728958883
2020-03-12,0,-2.5130213881827763,0.0,0.0554,0.0,0.02329,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-13,-2,-3.005867664717066,0.0,0.0616,0.0,0.02843,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-14,0,-0.9453180551193265,0.0,0.0637,0.0,0.02582,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-15,2,1.8895236676081026,0.0,0.0796,0.0,0.02693,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-16,0,0.15219933899738017,0.0,0.0645,0.0,0.02423,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-17,0,-0.2687830671677099,0.0,0.0669,0.0,0.02575,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-18,0,-0.5373183101315793,0.0,0.0665,0.0,0.02607,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-19,0,-0.29947926607300995,0.0,0.0784,0.0,0.0303,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-20,1,1.0487894976054846,-1015865.3352859755,0.0833,2872423.0288296593,0.02946,200000,169243.16485864352,-30756.83514135648,0.8462158242932176
2020-03-21,1,0.7602272785981747,-1015865.3352859755,0.0818,2872423.0288296593,0.02948,200000,167776.81531629115,-32223.184683708852,0.8388840765814558
2020-03-22,0,0.178397825600004,0.0,0.0722,0.0,0.02703,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-23,0,0.4886625275800496,0.0,0.0797,0.0,0.02925,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-24,0,0.421188764369215,0.0,0.0821,0.0,0.03023,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-25,0,0.7330912625857804,0.0,0.0818,0.0,0.02945,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-26,0,0.22404245234881723,0.0,0.0831,0.0,0.03086,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-27,0,0.5769691992794037,0.0,0.0796,0.0,0.02882,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-28,0,-0.08589767652965515,0.0,0.0788,0.0,0.02975,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-29,0,0.8222454117624171,0.0,0.0789,0.0,0.02806,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-30,0,0.8263757541268741,0.0,0.0835,0.0,0.02965,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-03-31,0,0.42696925640093125,0.0,0.0835,0.0,0.03045,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-01,0,-0.028866865552197526,0.0,0.0829,0.0,0.03097,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-02,0,-0.5247490111642427,0.0,0.0844,0.0,0.03188,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-03,0,-0.9376816192972781,0.0,0.0847,0.0,0.03231,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-04,0,-0.7973906947818424,0.0,0.0854,0.0,0.03244,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-05,0,-0.5487810548905175,0.0,0.0846,0.0,0.0319,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-06,-2,-2.258965064143852,0.0,0.0892,0.0,0.03592,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-07,-2,-2.04239780161603,0.0,0.0877,0.0,0.03525,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-08,-2,-1.75311502062804,0.0,0.091,0.0,0.03639,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-09,-2,-1.347576279975583,0.0,0.0912,0.0,0.03607,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-10,-2,-1.7203995219404364,0.0,0.0818,0.0,0.03321,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-11,-2,-1.3787320026398784,0.0,0.083,0.0,0.03343,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-12,0,-0.8313158295881404,0.0,0.0849,0.0,0.03347,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-13,0,-0.9369057481871047,0.0,0.0832,0.0,0.03311,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-14,0,-0.6369263466487474,0.0,0.0841,0.0,0.03312,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-15,0,-0.4623824668348048,0.0,0.0813,0.0,0.03185,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-16,-1,-1.1601993393603036,972565.1391334038,0.0848,-2393311.77592898,0.03446,200000,164947.0475970253,-35052.95240297471,0.8247352379851265
2020-04-17,-1,-1.1084779702353695,972565.1391334038,0.0842,-2393311.77592898,0.03432,200000,164028.44486491522,-35971.55513508478,0.8201422243245761
2020-04-18,-2,-1.6320214084139228,0.0,0.087,0.0,0.03654,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-19,-2,-1.3538871429257922,0.0,0.0855,0.0,0.03549,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-20,0,-0.17222718358721134,0.0,0.0852,0.0,0.03391,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-21,-2,-1.3951789407211037,0.0,0.083,0.0,0.03454,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-22,-2,-2.049343034820729,0.0,0.0853,0.0,0.03664,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-23,-2,-3.1889887210210652,0.0,0.0858,0.0,0.04088,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-24,-2,-2.4223552149983583,0.0,0.0883,0.0,0.04165,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-25,-2,-2.0577262839289796,0.0,0.0897,0.0,0.04222,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-26,-2,-2.1503071924781354,0.0,0.0938,0.0,0.04593,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-27,-2,-2.1612021121008262,0.0,0.0911,0.0,0.04648,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-28,-2,-1.803841964523193,0.0,0.0922,0.0,0.04679,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-29,-2,-2.0164176451969755,0.0,0.095,0.0,0.05146,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-04-30,-2,-1.453921863181316,0.0,0.0918,0.0,0.04752,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-05-01,-2,-1.410845452198146,0.0,0.0967,0.0,0.05091,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-05-02,0,-0.7338433774769947,0.0,0.1043,0.0,0.0509,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-05-03,0,-0.8871906794349476,0.0,0.0974,0.0,0.04898,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-05-04,-1,-1.1493055023901677,894378.9594075911,0.0938,-1697546.4668642664,0.04942,200000,167785.4927848641,-32214.507215135905,0.8389274639243205
2020-05-05,-1,-1.156533999870297,894378.9594075911,0.0926,-1697546.4668642664,0.04945,200000,166763.16442758092,-33236.83557241908,0.8338158221379046
2020-05-06,-1,-1.1571538102563668,894378.9594075911,0.0903,-1697546.4668642664,0.04889,200000,163755.46679949947,-36244.53320050053,0.8187773339974973
2020-05-07,-2,-1.2534326233580946,0.0,0.0922,0.0,0.05123,200000,172289.05822494056,-27710.941775059444,0.8614452911247028
2020-05-08,0,-0.9587963813219269,0.0,0.0959,0.0,0.05201,200000,172289.05822494056,-27710.941775059444,0.8614452911247028
2020-05-09,-1,-1.114501218488147,934322.4415669227,0.0922,-1674334.8709906759,0.05145,200000,172289.05822494056,-27710.941775059444,0.8614452911247028
2020-05-10,0,0.5034391196132851,0.0,0.0988,0.0,0.04755,200000,159592.62411373522,-40407.37588626478,0.7979631205686761
2020-05-11,0,-0.542860376838151,0.0,0.0906,0.0,0.04779,200000,159592.62411373522,-40407.37588626478,0.7979631205686761
2020-05-12,-1,-1.1889867955601112,873044.989681265,0.0914,-1582318.3037253143,0.05043,200000,159592.62411373522,-40407.37588626478,0.7979631205686761
2020-05-13,-2,-1.3024144075765918,0.0,0.0919,0.0,0.05147,200000,160801.71265476893,-39198.287345231074,0.8040085632738446
2020-05-14,-1,-1.0976170188186172,876781.4212364717,0.0917,-1577105.8518514019,0.05098,200000,160801.71265476893,-39198.287345231074,0.8040085632738446
2020-05-15,-1,-1.194027946173387,876781.4212364717,0.0896,-1577105.8518514019,0.05026,200000,157824.95545683932,-42175.04454316068,0.7891247772841966
2020-05-16,-1,-0.8854606223999166,876781.4212364717,0.092,-1577105.8518514019,0.051,200000,161096.28919817688,-38903.71080182312,0.8054814459908843
2020-05-17,-1,-0.9443751724490762,876781.4212364717,0.0918,-1577105.8518514019,0.05129,200000,161378.29361096653,-38621.70638903347,0.8068914680548327
2020-05-18,-2,-1.2147286329047409,0.0,0.0953,0.0,0.05434,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-19,-2,-1.7902591395711327,0.0,0.0952,0.0,0.05677,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-20,0,-0.7398464079071964,0.0,0.1009,0.0,0.05689,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-21,0,0.8117301120697406,0.0,0.1005,0.0,0.05207,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-22,2,1.234601257943835,0.0,0.1092,0.0,0.05576,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-23,0,0.47481021291639064,0.0,0.1032,0.0,0.0549,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-24,0,0.9365040676716865,0.0,0.0985,0.0,0.05125,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-25,2,2.642573933497363,0.0,0.1158,0.0,0.0539,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-26,2,3.701568752001381,0.0,0.1467,0.0,0.05355,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-27,2,1.508072283521755,0.0,0.1261,0.0,0.05513,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-28,0,-0.2828568398334453,0.0,0.1206,0.0,0.06502,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-29,0,-0.19929516622276522,0.0,0.1216,0.0,0.06469,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-30,-2,-1.318135317762731,0.0,0.121,0.0,0.07691,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-05-31,-1,-1.1916023782759408,699332.0824057439,0.1165,-1102465.326120016,0.0739,200000,162944.37520053834,-37055.62479946166,0.8147218760026917
2020-06-01,-2,-1.3308221714737998,0.0,0.122,0.0,0.08093,200000,166848.37998993046,-33151.62001006954,0.8342418999496523
2020-06-02,0,-0.6712061935162087,0.0,0.1323,0.0,0.07872,200000,166848.37998993046,-33151.62001006954,0.8342418999496523
2020-06-03,-2,-1.2472769991411299,0.0,0.1276,0.0,0.08558,200000,166848.37998993046,-33151.62001006954,0.8342418999496523
2020-06-04,-2,-1.3616885753011823,0.0,0.126,0.0,0.08882,200000,166848.37998993046,-33151.62001006954,0.8342418999496523
2020-06-05,-1,-1.1353547250303972,672233.601893354,0.1241,-979502.0546549868,0.08517,200000,166848.37998993046,-33151.62001006954,0.8342418999496523
2020-06-06,-1,-0.9888137500974087,672233.601893354,0.1274,-979502.0546549868,0.08614,200000,170016.86786919384,-29983.13213080616,0.8500843393459692
2020-06-07,-1,-0.997410188305476,672233.601893354,0.1257,-979502.0546549868,0.08657,200000,169295.2566294768,-30704.74337052321,0.846476283147384
2020-06-08,-1,-0.8549753123261851,672233.601893354,0.1284,-979502.0546549868,0.08648,200000,171022.1321696699,-28977.8678303301,0.8551106608483495
2020-06-09,-1,-0.38173789648193684,672233.601893354,0.1358,-979502.0546549868,0.08291,200000,172499.83848856244,-27500.16151143756,0.8624991924428123
2020-06-10,-1,-0.509568978785324,672233.601893354,0.1318,-979502.0546549868,0.0836,200000,170486.76049870095,-29513.239501299046,0.8524338024935048
2020-06-11,-1,-0.6802009624659902,672233.601893354,0.1125,-979502.0546549868,0.07527,200000,149353.39986688318,-50646.60013311682,0.7467669993344159
2020-06-12,-1,-0.386254776728657,672233.601893354,0.1256,-979502.0546549868,0.07948,200000,162283.3637017836,-37716.636298216414,0.8114168185089179
2020-06-13,-1,-0.23393029190415468,672233.601893354,0.1279,-979502.0546549868,0.07906,200000,163418.11012318323,-36581.88987681677,0.8170905506159162
2020-06-14,-1,-0.20724225183822106,672233.601893354,0.1225,-979502.0546549868,0.07642,200000,157202.16324866994,-42797.83675133006,0.7860108162433497
2020-06-15,-1,-0.30466062781815356,672233.601893354,0.1212,-979502.0546549868,0.07824,200000,158110.95330568065,-41889.046694319346,0.7905547665284033
2020-06-16,-1,-0.3132796182416852,672233.601893354,0.1216,-979502.0546549868,0.07925,200000,159369.14382163953,-40630.85617836047,0.7968457191081977
2020-06-17,0,0.517995085811755,0.0,0.1347,0.0,0.08349,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-18,2,2.2027220783423678,0.0,0.1416,0.0,0.08176,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-19,2,1.3177844810260149,0.0,0.1334,0.0,0.07987,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-20,2,1.4365104837576703,0.0,0.1347,0.0,0.07953,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-21,2,2.743721563594439,0.0,0.1494,0.0,0.07841,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-22,2,2.8022386322274873,0.0,0.1696,0.0,0.08355,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-23,2,2.2850857996219203,0.0,0.1686,0.0,0.08276,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-24,2,2.1256556524198897,0.0,0.172,0.0,0.08254,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-25,2,2.9110898960089164,0.0,0.2028,0.0,0.08167,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-26,2,3.3358982360141236,0.0,0.2574,0.0,0.08062,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-27,2,2.3050450797940543,0.0,0.2322,0.0,0.07738,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-28,2,2.2200804789964503,0.0,0.2577,0.0,0.08028,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-29,2,2.1614698100623944,0.0,0.2896,0.0,0.08392,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-06-30,1,1.1990157190933046,-326605.6618967779,0.242,952386.6752502742,0.08299,200000,158077.14035804052,-41922.85964195948,0.7903857017902026
2020-07-01,1,0.4727381714125089,-326605.6618967779,0.2398,952386.6752502742,0.09681,200000,170520.5917538264,-29479.40824617361,0.852602958769132
2020-07-02,0,0.03848603916191092,0.0,0.2068,0.0,0.09291,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-03,0,-0.30473956268613595,0.0,0.1962,0.0,0.09655,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-04,0,-0.22335914006582636,0.0,0.2113,0.0,0.10005,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-05,0,-0.28529295833518575,0.0,0.2069,0.0,0.09813,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-06,0,-0.5987067606262417,0.0,0.2059,0.0,0.10512,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-07,0,-0.9831538527654764,0.0,0.2067,0.0,0.11764,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-08,-2,-1.2644518531020352,0.0,0.2055,0.0,0.12993,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-09,-2,-1.2686213906265444,0.0,0.1942,0.0,0.12403,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-10,-2,-1.2315835545864557,0.0,0.1862,0.0,0.11846,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-11,-1,-1.190739174390608,351442.7094843444,0.1951,-547524.3361845851,0.12523,200000,137132.9452407912,-62867.05475920881,0.6856647262039559
2020-07-12,-2,-1.2024685904152177,0.0,0.1899,0.0,0.12685,200000,139847.43675472884,-60152.56324527116,0.6992371837736442
2020-07-13,-1,-1.1159687340745135,374926.10390007735,0.1865,-562675.7735363677,0.12427,200000,139847.43675472884,-60152.56324527116,0.6992371837736442
2020-07-14,-1,-0.9922165623917845,374926.10390007735,0.2035,-562675.7735363677,0.13256,200000,150885.76268364664,-49114.23731635336,0.7544288134182332
2020-07-15,-1,-0.9971361665894584,374926.10390007735,0.1916,-562675.7735363677,0.13069,200000,145371.93835072272,-54628.06164927728,0.7268596917536136
2020-07-16,-1,-0.9564506090393755,374926.10390007735,0.1809,-562675.7735363677,0.12602,200000,138732.53317657707,-61267.46682342293,0.6936626658828853
2020-07-17,-1,-0.7364641263838992,374926.10390007735,0.1865,-562675.7735363677,0.12224,200000,138705.20493445,-61294.79506554999,0.6935260246722501
2020-07-18,-1,-0.6792538471354392,374926.10390007735,0.1867,-562675.7735363677,0.1227,200000,139039.02101105676,-60960.97898894324,0.6951951050552838
2020-07-19,-1,-0.7249736464571377,374926.10390007735,0.1859,-562675.7735363677,0.12402,200000,139481.81214900472,-60518.18785099528,0.6974090607450236
2020-07-20,-1,-0.44841424571050864,374926.10390007735,0.1869,-562675.7735363677,0.11771,200000,136306.2541218903,-63693.74587810971,0.6815312706094514
2020-07-21,-1,-0.6580498026147026,374926.10390007735,0.186,-562675.7735363677,0.12321,200000,139063.53738283025,-60936.462617169745,0.6953176869141513
2020-07-22,-1,-0.5328139288711491,374926.10390007735,0.1887,-562675.7735363677,0.1238,200000,140407.81656974694,-59592.18343025306,0.7020390828487346
2020-07-23,-1,-0.5694277512470687,374926.10390007735,0.1863,-562675.7735363677,0.12422,200000,139744.317745272,-60255.68225472799,0.69872158872636
2020-07-24,-1,-0.5909510761663281,374926.10390007735,0.1811,-562675.7735363677,0.12197,200000,136528.68151453478,-63471.31848546522,0.6826434075726739
2020-07-25,-2,-2.0317397516802878,0.0,0.1834,0.0,0.14362,200000,151897.4838947478,-48102.5161052522,0.759487419473739
2020-07-26,-2,-2.685682345995799,0.0,0.1788,0.0,0.14849,200000,151897.4838947478,-48102.5161052522,0.759487419473739
2020-07-27,-2,-2.3880088269876785,0.0,0.1667,0.0,0.13859,200000,151897.4838947478,-48102.5161052522,0.759487419473739
2020-07-28,-2,-2.3089367217962002,0.0,0.1709,0.0,0.14904,200000,151897.4838947478,-48102.5161052522,0.759487419473739
2020-07-29,-2,-1.2958952686256007,0.0,0.1763,0.0,0.13972,200000,151897.4838947478,-48102.5161052522,0.759487419473739
