date,statusList,zscore,VETUSDT_position,VETUSDT_price,XRPUSDT_position,XRPUSDT_price,init,total_asset,pnl,return
2020-02-03,0,-0.2632072145157923,0.0,0.006304,0.0,0.25453,200000,199526.7738810841,-473.22611891588895,0.9976338694054205
2020-02-04,0,-0.6606081105411208,0.0,0.006532,0.0,0.26737,200000,199526.7738810841,-473.22611891588895,0.9976338694054205
2020-02-05,-2,-1.9464189540044639,0.0,0.006472,0.0,0.27774,200000,199526.7738810841,-473.22611891588895,0.9976338694054205
2020-02-06,-1,-1.018586133642499,14671086.314785598,0.0068,-352209.66263209906,0.28325,200000,199526.7738810841,-473.22611891588895,0.9976338694054205
2020-02-07,-1,-0.3255454022848658,14671086.314785598,0.006817,-352209.66263209906,0.27953,200000,198465.96240344408,-1534.0375965559215,0.9923298120172204
2020-02-08,-1,-0.8382064057301323,14671086.314785598,0.006669,-352209.66263209906,0.27735,200000,195526.82456431782,-4473.175435682177,0.9776341228215891
2020-02-09,-1,-0.5873575929801474,14671086.314785598,0.006825,-352209.66263209906,0.28257,200000,199654.04846836394,-345.951531636063,0.9982702423418197
2020-02-10,-1,-1.0643884829013144,14671086.314785598,0.00651,-352209.66263209906,0.27338,200000,191795.8494796175,-8204.150520382507,0.9589792473980875
2020-02-11,0,2.7848560819472534,0.0,0.007485,0.0,0.281,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-12,0,0.05383262684093683,0.0,0.00747,0.0,0.30427,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-13,0,0.20477627239255128,0.0,0.008059,0.0,0.32709,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-14,0,0.3864443740146541,0.0,0.008301,0.0,0.33594,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-15,0,-0.1563700098807148,0.0,0.00747,0.0,0.30729,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-16,0,-0.22463956624605957,0.0,0.007081,0.0,0.29224,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-17,-2,-1.2309666380931477,0.0,0.006743,0.0,0.28736,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-18,0,-0.8854596666603347,0.0,0.007058,0.0,0.29827,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-19,-1,-1.004436305406815,14550016.04060254,0.006484,-343487.59924003086,0.27466,200000,188684.60801453376,-11315.391985466238,0.9434230400726689
2020-02-20,-1,-0.503035728593256,14550016.04060254,0.00649,-343487.59924003086,0.2709,200000,187480.39473763484,-12519.605262365163,0.9374019736881742
2020-02-21,0,-0.13105882207638067,0.0,0.006633,0.0,0.27418,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-22,0,-0.3464024857691142,0.0,0.006593,0.0,0.27468,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-23,0,0.49857331893631635,0.0,0.006955,0.0,0.28298,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-24,0,0.816649738969518,0.0,0.006713,0.0,0.2704,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-25,0,0.47498990665647023,0.0,0.006211,0.0,0.25209,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-26,0,-0.1424183125052842,0.0,0.005554,0.0,0.22915,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-27,0,0.020962337680669716,0.0,0.005806,0.0,0.2385,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-28,0,-0.06510418685878262,0.0,0.00575,0.0,0.23663,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-02-29,0,0.25249983381915453,0.0,0.005615,0.0,0.22892,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-03-01,0,-0.6919128119514208,0.0,0.005427,0.0,0.22696,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-03-02,0,0.2895523432038014,0.0,0.005837,0.0,0.23958,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-03-03,0,0.9926552227416312,0.0,0.005773,0.0,0.23428,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-03-04,2,2.820596613482131,0.0,0.006035,0.0,0.23453,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-03-05,2,2.20519515828507,0.0,0.006129,0.0,0.23909,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-03-06,1,1.1445848754053467,-15175226.512772702,0.00614,380667.1192892282,0.24477,200000,186351.78157684876,-13648.218423151236,0.9317589078842439
2020-03-07,0,0.1534773317655916,0.0,0.005788,0.0,0.23622,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-08,-2,-2.096093737677059,0.0,0.004698,0.0,0.20385,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-09,-2,-2.5866442066017825,0.0,0.004674,0.0,0.20952,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-10,-2,-2.3204214176701776,0.0,0.004691,0.0,0.21185,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-11,-2,-2.4322721973716286,0.0,0.004462,0.0,0.20813,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-12,-2,-3.515087706621158,0.0,0.002283,0.0,0.13549,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-13,-2,-2.384826759485744,0.0,0.002823,0.0,0.15872,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-14,-2,-2.0850597589742583,0.0,0.002545,0.0,0.14588,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-15,-2,-2.0304279398349023,0.0,0.002524,0.0,0.15308,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-16,-2,-1.8570525691402708,0.0,0.00226,0.0,0.14102,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-17,-2,-1.4419449281206353,0.0,0.002467,0.0,0.14694,200000,184264.80571427566,-15735.194285724341,0.9213240285713783
2020-03-18,-1,-1.1825607783028258,36215567.16082462,0.002544,-624203.2713898227,0.1476,200000,184264.8057142757,-15735.194285724312,0.9213240285713784
2020-03-19,-1,-0.9638235249657384,36215567.16082462,0.002907,-624203.2713898227,0.1646,200000,208022.51220728198,8022.5122072819795,1.04011256103641
2020-03-20,-1,-0.7545024869005703,36215567.16082462,0.002845,-624203.2713898227,0.15695,200000,201001.9920171787,1001.9920171787089,1.0050099600858935
2020-03-21,-1,-0.6247252689211861,36215567.16082462,0.002897,-624203.2713898227,0.15797,200000,203521.88884635922,3521.8888463592157,1.017609444231796
2020-03-22,-1,-0.7315412418686245,36215567.16082462,0.00261,-624203.2713898227,0.14776,200000,186754.90567031247,-13245.094329687534,0.9337745283515624
2020-03-23,-1,-0.5530552614086286,36215567.16082462,0.002859,-624203.2713898227,0.15854,200000,202501.49315894005,2501.493158940051,1.0125074657947002
2020-03-24,-1,-0.22842838904495646,36215567.16082462,0.00306,-624203.2713898227,0.16225,200000,212096.61629512208,12096.616295122076,1.0604830814756103
2020-03-25,0,-0.12052567765155983,0.0,0.003056,0.0,0.16168,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-03-26,0,-0.5568593347886491,0.0,0.003079,0.0,0.17593,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-03-27,0,-0.5536947397810835,0.0,0.002998,0.0,0.17269,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-03-28,0,-0.7121016636677426,0.0,0.002969,0.0,0.17543,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-03-29,0,-0.786550482924133,0.0,0.002721,0.0,0.16278,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-03-30,0,-0.45174748918145663,0.0,0.002933,0.0,0.17112,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-03-31,0,0.560767767715886,0.0,0.003108,0.0,0.17353,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-01,0,0.6383306386462104,0.0,0.003153,0.0,0.17494,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-02,0,0.7195897265987693,0.0,0.003228,0.0,0.17828,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-03,0,0.7260429801635019,0.0,0.00326,0.0,0.17957,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-04,0,0.33892044974783264,0.0,0.003245,0.0,0.18114,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-05,0,0.4083546554094649,0.0,0.00323,0.0,0.17925,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-06,0,0.9382149492314805,0.0,0.003643,0.0,0.19803,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-07,2,2.7879593914485836,0.0,0.003872,0.0,0.19285,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-08,2,1.929699587107962,0.0,0.003979,0.0,0.20192,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-09,2,1.4952505760174406,0.0,0.003866,0.0,0.19829,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-10,1,1.1123052807856468,-24183927.02177136,0.003608,465164.77606648405,0.18758,200000,174511.21738910215,-25488.782610897848,0.8725560869455108
2020-04-11,2,1.270058492531367,0.0,0.003679,0.0,0.1885,200000,175800.32461366674,-24199.675386333256,0.8790016230683337
2020-04-12,1,1.0781408513403978,-23879424.69623292,0.003681,464122.51072830334,0.18939,200000,175800.32461366674,-24199.675386333256,0.8790016230683337
2020-04-13,1,0.8442287027957636,-23879424.69623292,0.003609,464122.51072830334,0.18763,200000,173264.15041665616,-26735.849583343836,0.8663207520832809
2020-04-14,2,1.224901990159445,0.0,0.003667,0.0,0.18613,200000,176979.05205289373,-23020.947947106266,0.8848952602644686
2020-04-15,2,1.5563279964735088,0.0,0.003658,0.0,0.1805,200000,176979.05205289373,-23020.947947106266,0.8848952602644686
2020-04-16,2,1.257630046537196,0.0,0.003828,0.0,0.19053,200000,176979.05205289373,-23020.947947106266,0.8848952602644686
2020-04-17,1,1.1284818217915231,-23391362.94645701,0.003783,469116.927458235,0.18863,200000,176979.05205289373,-23020.947947106266,0.8848952602644686
2020-04-18,2,1.292658855067785,0.0,0.003968,0.0,0.19544,200000,178111.7679219977,-21888.2320780023,0.8905588396099885
2020-04-19,2,1.5432086470902286,0.0,0.003904,0.0,0.18901,200000,178111.7679219977,-21888.2320780023,0.8905588396099885
2020-04-20,0,0.8375400451440307,0.0,0.003644,0.0,0.18151,200000,178111.7679219977,-21888.2320780023,0.8905588396099885
2020-04-21,0,0.7268881050415206,0.0,0.003677,0.0,0.18341,200000,178111.7679219977,-21888.2320780023,0.8905588396099885
2020-04-22,2,1.3875248192621945,0.0,0.003898,0.0,0.18804,200000,178111.7679219977,-21888.2320780023,0.8905588396099885
2020-04-23,1,1.0511674475258534,-22534383.593370155,0.003952,462387.7671910636,0.1926,200000,178111.7679219977,-21888.2320780023,0.8905588396099885
2020-04-24,2,1.7273533786298154,0.0,0.004085,0.0,0.19325,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-04-25,2,2.2913842729167313,0.0,0.004216,0.0,0.19418,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-04-26,2,2.952375184294958,0.0,0.00448,0.0,0.19618,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-04-27,2,1.7776506373430927,0.0,0.004356,0.0,0.19747,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-04-28,0,-0.35332346867939207,0.0,0.004287,0.0,0.21416,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-04-29,0,0.6438093085548298,0.0,0.004766,0.0,0.22648,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-04-30,0,0.10430732089339065,0.0,0.004353,0.0,0.21135,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-05-01,0,-0.20319000723896005,0.0,0.004437,0.0,0.21786,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-05-02,0,-0.47247757972203824,0.0,0.004515,0.0,0.22369,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-05-03,-1,-1.067060139432398,20868916.077013128,0.004332,-412126.84375283035,0.21936,200000,180808.28889124174,-19191.71110875826,0.9040414444562087
2020-05-04,-1,-0.30180259418393374,20868916.077013128,0.004444,-412126.84375283035,0.21776,200000,182486.20454186268,-17513.79545813732,0.9124310227093134
2020-05-05,-1,-0.35163866393904564,20868916.077013128,0.004419,-412126.84375283035,0.21688,200000,181601.81001743485,-18398.18998256515,0.9080090500871743
2020-05-06,-1,-0.7229059897392145,20868916.077013128,0.00425,-412126.84375283035,0.21158,200000,175890.69092852963,-24109.309071470372,0.8794534546426481
2020-05-07,0,-0.06184197656615957,0.0,0.00451,0.0,0.21862,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-08,2,1.3950128044734527,0.0,0.004783,0.0,0.21865,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-09,0,0.30560946667642364,0.0,0.004549,0.0,0.21642,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-10,0,0.3961117516398222,0.0,0.004165,0.0,0.19702,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-11,0,0.6038702343490545,0.0,0.004113,0.0,0.19254,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-12,0,0.7527573745459799,0.0,0.004243,0.0,0.19711,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-13,2,1.3210330282205551,0.0,0.004459,0.0,0.20177,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-14,1,1.1550079119149508,-19669408.985887438,0.004494,433603.0804600125,0.20386,200000,176788.6479651563,-23211.3520348437,0.8839432398257815
2020-05-15,1,1.1559527393693376,-19669408.985887438,0.004377,433603.0804600125,0.19818,200000,172024.46161679458,-27975.53838320542,0.8601223080839728
2020-05-16,2,1.4976130907947665,0.0,0.004449,0.0,0.19969,200000,177711.6494063096,-22288.35059369041,0.888558247031548
2020-05-17,1,1.1516893902831908,-20075875.441291187,0.004426,441388.03190678457,0.20131,200000,177711.6494063096,-22288.35059369041,0.888558247031548
2020-05-18,1,0.8846744273873758,-20075875.441291187,0.004487,441388.03190678457,0.20543,200000,180754.7964996843,-19245.203500315693,0.9037739824984216
2020-05-19,1,1.1255467103581562,-20075875.441291187,0.004534,441388.03190678457,0.20496,200000,181490.9102704288,-18509.08972957119,0.907454551352144
2020-05-20,2,1.3303538134663866,0.0,0.004525,0.0,0.20179,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-21,0,0.5361369885710554,0.0,0.004237,0.0,0.19434,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-22,2,1.8774135466293327,0.0,0.00464,0.0,0.20034,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-23,2,1.7561879623385936,0.0,0.004609,0.0,0.19883,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-24,2,1.5947874896071432,0.0,0.004467,0.0,0.19256,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-25,2,3.13699913971872,0.0,0.005064,0.0,0.19622,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-26,2,2.202563115430903,0.0,0.004871,0.0,0.19372,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-27,2,1.6694280974297042,0.0,0.004896,0.0,0.19791,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-28,2,2.7273692295479677,0.0,0.005508,0.0,0.20052,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-29,2,2.433498787875176,0.0,0.005547,0.0,0.19759,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-30,2,2.607830733159339,0.0,0.006227,0.0,0.20701,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-05-31,2,2.334874482630051,0.0,0.006247,0.0,0.20245,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-01,2,2.1237036363060953,0.0,0.006655,0.0,0.211,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-02,2,2.5785659568996584,0.0,0.00725,0.0,0.20301,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-03,2,1.9752520949697203,0.0,0.007099,0.0,0.2041,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-04,2,1.3956120934919898,0.0,0.006732,0.0,0.20427,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-05,2,1.26255302017829,0.0,0.006693,0.0,0.20274,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-06,2,1.632968850263066,0.0,0.007301,0.0,0.20361,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-07,2,1.4232198370034028,0.0,0.007246,0.0,0.20329,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-08,2,1.6871461198500428,0.0,0.007787,0.0,0.20403,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-09,2,1.8656792141261558,0.0,0.008181,0.0,0.20127,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-10,2,2.1484307676432075,0.0,0.009008,0.0,0.20266,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-11,2,2.1027138949689106,0.0,0.008762,0.0,0.18817,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-12,2,2.213153813733847,0.0,0.00971,0.0,0.19307,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-13,2,1.8831992354560878,0.0,0.009597,0.0,0.19234,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-14,1,1.1887664349784903,-10386996.227990868,0.00864,471788.7047095,0.19022,200000,179487.2948196822,-20512.705180317804,0.897436474098411
2020-06-15,2,1.2448034716525485,0.0,0.00901,0.0,0.19238,200000,182311.41982186626,-17688.580178133736,0.9115570991093314
2020-06-16,1,1.176861495345798,-10060226.234514197,0.009061,473831.53088124096,0.19238,200000,182311.41982186626,-17688.580178133736,0.9115570991093314
2020-06-17,1,1.0221537154408853,-10060226.234514197,0.009013,473831.53088124096,0.19315,200000,182193.37924138815,-17806.620758611854,0.9109668962069407
2020-06-18,1,0.8009696625590457,-10060226.234514197,0.00866,473831.53088124096,0.18975,200000,177031.0921756084,-22968.907824391586,0.8851554608780421
2020-06-19,1,0.5970590048422675,-10060226.234514197,0.008379,473831.53088124096,0.18722,200000,173005.37483058037,-26994.625169419625,0.8650268741529019
2020-06-20,1,0.4245259311600589,-10060226.234514197,0.00829,473831.53088124096,0.18792,200000,172441.6967673255,-27558.303232674487,0.8622084838366275
2020-06-21,1,0.7151775288334623,-10060226.234514197,0.008626,473831.53088124096,0.18602,200000,174921.65287344792,-25078.34712655208,0.8746082643672396
2020-06-22,1,1.0672150433566165,-10060226.234514197,0.009283,473831.53088124096,0.18928,200000,183075.9123001966,-16924.087699803407,0.915379561500983
2020-06-23,1,0.6572639836502037,-10060226.234514197,0.008903,473831.53088124096,0.18889,200000,179068.2320340375,-20931.7679659625,0.8953411601701875
2020-06-24,1,0.9374081577836646,-10060226.234514197,0.008996,473831.53088124096,0.18348,200000,177440.4044917798,-22559.595508220198,0.887202022458899
2020-06-25,1,0.8744572486481694,-10060226.234514197,0.008882,473831.53088124096,0.18156,200000,175383.78216175322,-24616.217838246783,0.876918910808766
2020-06-26,1,0.8498576718944323,-10060226.234514197,0.008949,473831.53088124096,0.18249,200000,176498.4806431852,-23501.519356814795,0.882492403215926
2020-06-27,1,0.8834234553287899,-10060226.234514197,0.008608,473831.53088124096,0.17509,200000,169561.59016869467,-30438.409831305325,0.8478079508434734
2020-06-28,1,0.8757975478813625,-10060226.234514197,0.00869,473831.53088124096,0.17693,200000,171258.37873674632,-28741.621263253677,0.8562918936837316
2020-06-29,1,0.8344426785780859,-10060226.234514197,0.008691,473831.53088124096,0.17726,200000,171424.80336817168,-28575.196631828323,0.8571240168408584
2020-06-30,2,1.4130214818250515,0.0,0.008837,0.0,0.17533,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-01,2,2.3847066690696423,0.0,0.009436,0.0,0.17647,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-02,2,2.394747578231124,0.0,0.009556,0.0,0.17477,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-03,2,2.715589981565429,0.0,0.010223,0.0,0.1762,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-04,2,3.485480550413683,0.0,0.012525,0.0,0.17808,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-05,2,3.2463449221630465,0.0,0.014307,0.0,0.17695,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-06,2,2.2218841653611667,0.0,0.01442,0.0,0.18875,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-07,2,2.781036892362325,0.0,0.017325,0.0,0.18508,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-08,2,2.3846973231753466,0.0,0.019932,0.0,0.20551,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-09,2,1.7012624781001136,0.0,0.01825,0.0,0.20263,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-10,2,1.3139216890121652,0.0,0.017119,0.0,0.19909,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-11,2,1.4688693249546245,0.0,0.018535,0.0,0.2011,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-12,2,1.2243708201665806,0.0,0.018155,0.0,0.20128,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-13,2,1.2298510806882823,0.0,0.018461,0.0,0.19867,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-14,1,1.0997135533282134,-5098557.093410847,0.01845,472491.7292351707,0.19909,200000,188136.75674686025,-11863.24325313975,0.9406837837343013
2020-07-15,1,1.1635805883332473,-5098557.093410847,0.018996,472491.7292351707,0.19721,200000,190032.28446890047,-9967.71553109953,0.9501614223445024
2020-07-16,1,0.8898660303925079,-5098557.093410847,0.018036,472491.7292351707,0.19444,200000,183828.86756924464,-16171.132430755359,0.9191443378462232
2020-07-17,1,0.8518225311242827,-5098557.093410847,0.018211,472491.7292351707,0.1944,200000,184702.21539142213,-15297.784608577873,0.9235110769571107
2020-07-18,1,0.6245504950028858,-5098557.093410847,0.018168,472491.7292351707,0.1999,200000,187081.68194719887,-12918.318052801129,0.9354084097359944
2020-07-19,1,0.5153158173628202,-5098557.093410847,0.018017,472491.7292351707,0.19956,200000,186151.15263815387,-13848.847361846128,0.9307557631907694
2020-07-20,0,-0.08352550319449618,0.0,0.016074,0.0,0.19465,200000,178120.44837072026,-21879.55162927974,0.8906022418536013
2020-07-21,0,0.1890508506646913,0.0,0.0175,0.0,0.19949,200000,178120.44837072026,-21879.55162927974,0.8906022418536013
2020-07-22,0,-0.12264088845756888,0.0,0.017467,0.0,0.20348,200000,178120.44837072026,-21879.55162927974,0.8906022418536013
2020-07-23,0,-0.7240442661107891,0.0,0.017381,0.0,0.20851,200000,178120.44837072026,-21879.55162927974,0.8906022418536013
2020-07-24,-1,-1.0186096736974044,5240378.004434253,0.016995,-436740.9973781882,0.20392,200000,178120.44837072026,-21879.55162927974,0.8906022418536013
2020-07-25,-1,-0.810770580163265,5240378.004434253,0.018218,-436740.9973781882,0.21463,200000,189206.92675206377,-10793.073247936234,0.9460346337603188
2020-07-26,-2,-1.6787738466372626,0.0,0.017554,0.0,0.21532,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-07-27,-2,-2.9266979915244193,0.0,0.015641,0.0,0.22437,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-07-28,-2,-2.40651332507608,0.0,0.01598,0.0,0.23029,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-07-29,-2,-2.4398760348323387,0.0,0.015583,0.0,0.24327,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
2020-07-30,-2,-1.4741233916515346,0.0,0.017315,0.0,0.24408,200000,180169.92443635286,-19830.075563647144,0.9008496221817643
