date,statusList,zscore,ZECUSDT_position,ZECUSDT_price,ONGUSDT_position,ONGUSDT_price,init,total_asset,pnl,return
2020-02-07,-2,-1.59536536262882,0.0,68.38,0.0,0.1614,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-08,0,-0.8504087965522659,0.0,70.02,0.0,0.1565,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-09,0,-0.9564470016162457,0.0,71.33,0.0,0.1621,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-10,0,-0.6578009638483382,0.0,69.77,0.0,0.1557,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-11,0,-0.4895987010819219,0.0,72.68,0.0,0.1607,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-12,-2,-1.6360704033035454,0.0,73.12,0.0,0.1808,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-13,-2,-2.099093180437052,0.0,72.01,0.0,0.1948,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-14,-2,-2.199060022826665,0.0,72.92,0.0,0.2128,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-15,-2,-2.3931421199389176,0.0,64.46,0.0,0.2142,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-16,-2,-1.8649124813035338,0.0,60.0,0.0,0.1902,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-17,-1,-1.1502711075022154,1593.8538926848373,64.2,-564398.3447896667,0.1813,200000,204650.83982073312,4650.839820733119,1.0232541991036657
2020-02-18,-1,-0.9575230111936532,1593.8538926848373,65.74,-564398.3447896667,0.182,200000,207500.45365682052,7500.453656820522,1.0375022682841026
2020-02-19,-1,-0.7151735656152731,1593.8538926848373,62.1,-564398.3447896667,0.1671,200000,193289.2901500817,-6710.70984991829,0.9664464507504086
2020-02-20,-1,-0.6082641719509077,1593.8538926848373,60.79,-564398.3447896667,0.1628,200000,188774.428668069,-11225.571331930987,0.9438721433403451
2020-02-21,-1,-0.6913755339367096,1593.8538926848373,61.56,-564398.3447896667,0.1687,200000,193331.64639969537,-6668.353600304632,0.9666582319984769
2020-02-22,-1,-0.33103862204590917,1593.8538926848373,60.73,-564398.3447896667,0.16,200000,187098.48206909682,-12901.517930903181,0.9354924103454841
2020-02-23,-1,-0.3180142328110126,1593.8538926848373,63.32,-564398.3447896667,0.168,200000,195741.7504094679,-4258.2495905320975,0.9787087520473395
2020-02-24,0,-0.010141827367887992,0.0,60.7,0.0,0.1558,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-02-25,0,0.33575367599217115,0.0,57.06,0.0,0.1418,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-02-26,0,0.867332249268981,0.0,51.33,0.0,0.1209,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-02-27,0,0.5499631729320601,0.0,52.96,0.0,0.1292,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-02-28,0,0.22593675260203885,0.0,50.83,0.0,0.1294,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-02-29,0,0.24150178214825738,0.0,48.96,0.0,0.1254,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-01,0,0.15263581564580359,0.0,49.1,0.0,0.1281,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-02,0,0.42771825036358396,0.0,52.33,0.0,0.135,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-03,0,0.3810921522353235,0.0,50.78,0.0,0.1319,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-04,0,0.30817970887098556,0.0,50.17,0.0,0.1308,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-05,0,0.2609133041949204,0.0,51.84,0.0,0.135,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-06,0,0.5425820726340702,0.0,53.3,0.0,0.1355,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-07,0,0.6127927485833643,0.0,50.59,0.0,0.128,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-08,0,-0.08416498040939009,0.0,42.83,0.0,0.1111,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-09,-2,-1.3259159940378566,0.0,42.18,0.0,0.1145,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-10,-2,-1.751536740512451,0.0,41.4,0.0,0.1149,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-11,-2,-1.4287931247411265,0.0,40.24,0.0,0.1106,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-12,2,3.138001805991646,0.0,25.45,0.0,0.0554,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-13,2,2.0201199296858974,0.0,27.34,0.0,0.0616,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-14,0,-0.12551957999076857,0.0,24.95,0.0,0.0637,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-15,-2,-2.3541282943753803,0.0,25.68,0.0,0.0796,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-16,0,-0.26625032860675313,0.0,24.68,0.0,0.0645,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-17,0,-0.47201699615894055,0.0,25.06,0.0,0.0669,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-18,2,1.8590393039628055,0.0,29.73,0.0,0.0665,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-19,0,0.5480294108685307,0.0,31.95,0.0,0.0784,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-20,0,0.20219462335018423,0.0,33.08,0.0,0.0833,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-21,0,0.38272057268136367,0.0,33.03,0.0,0.0818,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-22,0,0.49556684333073453,0.0,29.49,0.0,0.0722,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-23,0,0.2669892852979221,0.0,32.05,0.0,0.0797,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-24,0,0.1547943341269235,0.0,32.79,0.0,0.0821,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-25,0,-0.0442290886367931,0.0,32.2,0.0,0.0818,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-26,0,-0.1367810033096127,0.0,32.46,0.0,0.0831,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-27,0,-0.16092121774640378,0.0,31.01,0.0,0.0796,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-28,0,-0.2901808776018662,0.0,30.38,0.0,0.0788,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-29,-1,-1.1438463681995605,3469.829387898539,28.22,-1241046.708827589,0.0789,200000,195837.17065299355,-4162.829347006453,0.9791858532649678
2020-03-30,-1,-0.9064866690615555,3469.829387898539,30.54,-1241046.708827589,0.0835,200000,209595.98969352507,9595.989693525073,1.0479799484676253
2020-03-31,-1,-0.7868431292073046,3469.829387898539,30.9,-1241046.708827589,0.0835,200000,210845.12827316855,10845.12827316855,1.0542256413658428
2020-04-01,-1,-0.465093918394328,3469.829387898539,31.32,-1241046.708827589,0.0829,200000,211557.82859078937,11557.828590789373,1.0577891429539468
2020-04-02,-1,-0.22907474540884376,3469.829387898539,32.23,-1241046.708827589,0.0844,200000,216576.94339701842,16576.94339701842,1.0828847169850921
2020-04-03,0,-0.06443323396851876,0.0,32.66,0.0,0.0847,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-04,0,-0.18840343155023387,0.0,33.03,0.0,0.0854,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-05,0,-0.3172652905826522,0.0,32.52,0.0,0.0846,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-06,2,1.4206814150563487,0.0,37.56,0.0,0.0892,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-07,2,1.4957436851371078,0.0,36.45,0.0,0.0877,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-08,2,1.4467580754823197,0.0,37.86,0.0,0.091,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-09,2,2.5088022776243695,0.0,40.71,0.0,0.0912,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-10,2,2.1421552190131514,0.0,36.62,0.0,0.0818,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-11,2,1.5096553764578702,0.0,36.2,0.0,0.083,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-12,1,1.1180902632761311,-2578.7410539021994,36.38,1105001.1724494938,0.0849,200000,187629.19908192405,-12370.800918075955,0.9381459954096202
2020-04-13,1,1.069904199107718,-2578.7410539021994,35.75,1105001.1724494938,0.0832,200000,184126.0902248015,-15873.909775198495,0.9206304511240075
2020-04-14,1,0.7342042448900589,-2578.7410539021994,35.51,1105001.1724494938,0.0841,200000,184501.69342706952,-15498.30657293048,0.9225084671353476
2020-04-15,1,0.97322203330034,-2578.7410539021994,35.08,1105001.1724494938,0.0813,200000,180298.831491033,-19701.168508967006,0.9014941574551649
2020-04-16,2,1.629403384539062,0.0,38.74,0.0,0.0848,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-17,2,1.9974550093690229,0.0,40.4,0.0,0.0842,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-18,2,1.8804706575440753,0.0,42.13,0.0,0.087,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-19,2,2.718835181747929,0.0,46.44,0.0,0.0855,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-20,2,1.3654894008931475,0.0,41.89,0.0,0.0852,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-21,2,1.542248379423639,0.0,42.09,0.0,0.083,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-22,2,1.8706535745910713,0.0,45.53,0.0,0.0853,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-23,2,1.384238955076468,0.0,44.46,0.0,0.0858,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-24,0,0.8880272423125993,0.0,44.08,0.0,0.0883,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-25,0,0.7927862048930884,0.0,44.7,0.0,0.0897,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-26,0,0.18114929402127458,0.0,44.59,0.0,0.0938,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-27,0,0.4238870159104048,0.0,44.46,0.0,0.0911,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-28,0,0.24392473363651773,0.0,44.62,0.0,0.0922,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-29,0,0.4990036092701853,0.0,47.07,0.0,0.095,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-04-30,0,0.22791185048528032,0.0,44.76,0.0,0.0918,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-05-01,0,-0.2503751742087173,0.0,45.73,0.0,0.0967,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-05-02,-1,-1.1166622663205557,2084.145463294389,46.5,-929173.1931274121,0.1043,200000,193825.52808637818,-6174.471913621819,0.9691276404318909
2020-05-03,-1,-0.781631909523173,2084.145463294389,44.78,-929173.1931274121,0.0974,200000,183829.5028569327,-16170.497143067303,0.9191475142846635
2020-05-04,-1,-0.6142797611089661,2084.145463294389,44.02,-929173.1931274121,0.0938,200000,178900.52880957027,-21099.47119042973,0.8945026440478514
2020-05-05,-1,-0.6051599639551752,2084.145463294389,43.84,-929173.1931274121,0.0926,200000,177410.3747944244,-22589.625205575605,0.8870518739721219
2020-05-06,-1,-0.8567320586544583,2084.145463294389,42.3,-929173.1931274121,0.0903,200000,172063.69243675796,-27936.307563242037,0.8603184621837898
2020-05-07,-1,-0.4071895671531507,2084.145463294389,44.17,-929173.1931274121,0.0922,200000,177726.4735200606,-22273.526479939406,0.888632367600303
2020-05-08,0,-0.055440271247234635,0.0,46.76,0.0,0.0959,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-09,0,0.09578695420564426,0.0,45.0,0.0,0.0922,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-10,-2,-2.6642374717075876,0.0,40.9,0.0,0.0988,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-11,-2,-1.5269371303408898,0.0,39.68,0.0,0.0906,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-12,0,-0.5671130645457869,0.0,42.21,0.0,0.0914,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-13,0,-0.27747434084081746,0.0,42.89,0.0,0.0919,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-14,0,-0.006485724683499444,0.0,43.2,0.0,0.0917,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-15,0,-0.12255365132338299,0.0,41.87,0.0,0.0896,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-16,0,-0.35702976499860456,0.0,42.51,0.0,0.092,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-17,2,1.6530825517252021,0.0,46.25,0.0,0.0918,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-18,2,1.541357183667668,0.0,48.07,0.0,0.0953,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-19,2,1.8312814836108735,0.0,48.97,0.0,0.0952,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-20,0,0.35608126729386097,0.0,48.39,0.0,0.1009,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-21,0,-0.5550257996967154,0.0,46.0,0.0,0.1005,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-22,-2,-1.3992513663657342,0.0,47.7,0.0,0.1092,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-23,0,-0.6400614397266318,0.0,46.91,0.0,0.1032,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-24,0,-0.5144720474163148,0.0,45.0,0.0,0.0985,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-25,-2,-2.365102919271025,0.0,45.94,0.0,0.1158,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-26,-2,-3.2945753011506125,0.0,44.85,0.0,0.1467,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-27,-2,-1.7068465194342441,0.0,46.21,0.0,0.1261,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-28,-1,-1.01276346952972,1942.9980666630147,47.73,-768982.5681743424,0.1206,200000,185478.59544365137,-14521.404556348629,0.9273929772182569
2020-05-29,-1,-1.1356009280939257,1942.9980666630147,46.6,-768982.5681743424,0.1216,200000,184051.99019649654,-15948.00980350346,0.9202599509824827
2020-05-30,0,0.13929576717475653,0.0,54.55,0.0,0.121,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-05-31,0,-0.034226833792220315,0.0,51.51,0.0,0.1165,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-01,0,0.09294431324567401,0.0,54.65,0.0,0.122,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-02,0,-0.963519798433072,0.0,51.48,0.0,0.1323,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-03,0,-0.4329378984860777,0.0,52.83,0.0,0.1276,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-04,0,-0.37326294265906385,0.0,52.24,0.0,0.126,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-05,0,-0.1624035956041212,0.0,52.57,0.0,0.1241,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-06,0,-0.2643217252378143,0.0,52.83,0.0,0.1274,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-07,0,-0.17054283464984715,0.0,52.21,0.0,0.1257,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-08,0,-0.22449214722687347,0.0,52.5,0.0,0.1284,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-09,0,-0.8070359354500184,0.0,51.98,0.0,0.1358,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-10,0,0.22159383031547666,0.0,55.21,0.0,0.1318,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-11,0,0.8346957815110201,0.0,49.64,0.0,0.1125,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-12,0,0.055563997417148125,0.0,51.61,0.0,0.1256,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-13,0,0.18687489935874263,0.0,52.81,0.0,0.1279,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-14,0,0.2854816844556222,0.0,51.1,0.0,0.1225,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-15,0,0.7391314421116887,0.0,52.2,0.0,0.1212,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-16,0,0.9056771913002362,0.0,52.97,0.0,0.1216,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-17,-2,-1.2189781934862913,0.0,52.91,0.0,0.1347,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-18,-2,-2.2710974856794817,0.0,51.95,0.0,0.1416,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-19,-2,-1.3058120429844138,0.0,51.41,0.0,0.1334,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-20,-2,-1.3426128472684986,0.0,51.4,0.0,0.1347,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-21,-2,-2.6705644678753035,0.0,50.51,0.0,0.1494,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-22,-2,-2.6832721677525213,0.0,53.53,0.0,0.1696,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-23,-2,-1.5372573691927602,0.0,58.23,0.0,0.1686,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-24,-2,-1.9062764278182804,0.0,55.2,0.0,0.172,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-25,-2,-2.4368300448917815,0.0,55.81,0.0,0.2028,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-26,-2,-2.7275287498467735,0.0,55.7,0.0,0.2574,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-27,-2,-2.1217792457683493,0.0,52.24,0.0,0.2322,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-28,-2,-2.0579982379596973,0.0,51.81,0.0,0.2577,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-29,-2,-1.9524257876121573,0.0,52.42,0.0,0.2896,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-06-30,-2,-1.4037560147609751,0.0,51.44,0.0,0.242,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-01,-2,-1.2310015760511333,0.0,51.86,0.0,0.2398,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-02,0,-0.7893797215265435,0.0,51.18,0.0,0.2068,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-03,0,-0.5663787281970091,0.0,51.11,0.0,0.1962,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-04,0,-0.6898824951833444,0.0,51.43,0.0,0.2113,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-05,0,-0.5673032737970588,0.0,51.16,0.0,0.2069,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-06,0,-0.1813872587886707,0.0,55.55,0.0,0.2059,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-07,0,-0.1485467645452207,0.0,55.08,0.0,0.2067,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-08,0,0.1755135656836303,0.0,57.94,0.0,0.2055,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-09,0,0.48706463334946665,0.0,56.86,0.0,0.1942,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-10,0,0.8202590211093884,0.0,56.07,0.0,0.1862,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-11,0,0.5948755835839045,0.0,55.84,0.0,0.1951,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-12,1,1.1338428655084083,-1470.886118126849,58.65,454278.4140502353,0.1899,200000,172534.94165627938,-27465.058343720622,0.8626747082813969
2020-07-13,2,1.6719453267677138,0.0,61.26,0.0,0.1865,200000,177918.50103236124,-22081.498967638763,0.8895925051618062
2020-07-14,1,1.1510584796827275,-1434.3639231889813,62.02,437146.1941827058,0.2035,200000,177918.50103236124,-22081.498967638763,0.8895925051618062
2020-07-15,2,1.379946273254623,0.0,61.14,0.0,0.1916,200000,181858.30049072916,-18141.69950927084,0.9092915024536458
2020-07-16,2,1.392392188589737,0.0,59.1,0.0,0.1809,200000,181858.30049072916,-18141.69950927084,0.9092915024536458
2020-07-17,1,1.0981995672804863,-1528.2210125271358,59.5,487555.7653906948,0.1865,200000,181858.30049072916,-18141.69950927084,0.9092915024536458
2020-07-18,1,0.9514219122416223,-1528.2210125271358,59.06,487555.7653906948,0.1867,200000,181283.39439829538,-18716.60560170462,0.9064169719914769
2020-07-19,1,0.8564489453272502,-1528.2210125271358,58.38,487555.7653906948,0.1859,200000,179854.15949746437,-20145.840502535633,0.8992707974873219
2020-07-20,1,0.5409138927739392,-1528.2210125271358,57.05,487555.7653906948,0.1869,200000,178309.18131619395,-21690.81868380605,0.8915459065809698
2020-07-21,2,1.435654130535559,0.0,62.45,0.0,0.186,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-22,2,1.460792970098026,0.0,64.28,0.0,0.1887,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-23,2,1.3287395414740903,0.0,63.51,0.0,0.1863,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-24,2,1.485608652418084,0.0,63.01,0.0,0.1811,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-25,2,1.7714082343229947,0.0,65.69,0.0,0.1834,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-26,2,1.9724320259331327,0.0,66.15,0.0,0.1788,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-27,2,2.9995795786953385,0.0,70.77,0.0,0.1667,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-28,2,2.204767644476446,0.0,70.57,0.0,0.1709,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-29,2,1.8158369615959378,0.0,72.13,0.0,0.1763,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-30,2,1.4846494722381167,0.0,70.48,0.0,0.1746,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-07-31,2,1.8566851923275545,0.0,74.9,0.0,0.1744,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-08-01,2,2.7322162718839254,0.0,89.37,0.0,0.176,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-08-02,2,2.100804333869362,0.0,84.31,0.0,0.1693,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
2020-08-03,2,1.655312512330476,0.0,82.3,0.0,0.1697,200000,186610.33036037954,-13389.669639620464,0.9330516518018976
