date,statusList,zscore,ICXUSDT_position,ICXUSDT_price,VETUSDT_position,VETUSDT_price,init,total_asset,pnl,return
2020-02-13,0,-0.23201539624345047,0.0,0.3843,0.0,0.008059,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-14,0,-0.2594304989237258,0.0,0.4036,0.0,0.008301,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-15,0,-0.3911505446264349,0.0,0.3595,0.0,0.00747,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-16,0,-0.39581591162320084,0.0,0.35,0.0,0.007081,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-17,0,-0.35852420836599164,0.0,0.3455,0.0,0.006743,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-18,0,-0.16613562845095006,0.0,0.3826,0.0,0.007058,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-19,0,-0.048247123657608144,0.0,0.3633,0.0,0.006484,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-20,0,0.34570126860013267,0.0,0.3896,0.0,0.00649,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-21,0,0.7086252044406957,0.0,0.4222,0.0,0.006633,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-22,0,0.39749960623445624,0.0,0.4067,0.0,0.006593,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-23,0,-0.07778102785556035,0.0,0.4033,0.0,0.006955,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-24,0,-0.4855569713530982,0.0,0.365,0.0,0.006713,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-25,0,-0.6956400984169336,0.0,0.3266,0.0,0.006211,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-26,0,-0.2863623336253847,0.0,0.3027,0.0,0.005554,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-27,0,-0.43755934542743724,0.0,0.3099,0.0,0.005806,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-28,0,-0.4044359777364181,0.0,0.306,0.0,0.00575,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-02-29,0,-0.5074061252738236,0.0,0.2937,0.0,0.005615,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-01,0,-0.28547227912769435,0.0,0.2875,0.0,0.005427,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-02,0,0.040971749510215885,0.0,0.3171,0.0,0.005837,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-03,1,1.0455442900348366,-257413.460628914,0.3399,15155869.611600183,0.005773,200000,174989.67053553573,-25010.329464464274,0.8749483526776787
2020-03-04,0,-0.14673248787466078,0.0,0.3257,0.0,0.006035,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-05,2,2.0661890404665217,0.0,0.3958,0.0,0.006129,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-06,2,1.3817345474760059,0.0,0.3812,0.0,0.00614,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-07,0,0.9618539899770426,0.0,0.351,0.0,0.005788,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-08,1,1.1247567846411777,-288259.6650988045,0.2903,17812213.87360216,0.004698,200000,167363.5615563659,-32636.438443634106,0.8368178077818295
2020-03-09,2,2.417254829489971,0.0,0.3266,0.0,0.004674,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-10,2,1.629038904520892,0.0,0.3151,0.0,0.004691,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-11,2,1.524277171477266,0.0,0.3014,0.0,0.004462,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-12,2,2.0545341933866093,0.0,0.1653,0.0,0.002283,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-13,2,1.219405692464091,0.0,0.1911,0.0,0.002823,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-14,2,1.5710239884455326,0.0,0.1819,0.0,0.002545,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-15,2,1.7467567479808006,0.0,0.1885,0.0,0.002524,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-16,2,1.521902375901584,0.0,0.1682,0.0,0.00226,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-17,2,1.2215598050898693,0.0,0.1804,0.0,0.002467,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-18,0,0.9382848821472844,0.0,0.1822,0.0,0.002544,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-19,0,0.8647957226295209,0.0,0.2085,0.0,0.002907,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-20,0,0.7000519843403737,0.0,0.2021,0.0,0.002845,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-21,0,0.38663943218162855,0.0,0.201,0.0,0.002897,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-22,0,0.4692553317978707,0.0,0.1837,0.0,0.00261,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-23,0,0.2608666785238534,0.0,0.1991,0.0,0.002859,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-24,0,-0.17427972306978268,0.0,0.2089,0.0,0.00306,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-25,0,-0.4709957643053236,0.0,0.2055,0.0,0.003056,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-26,0,-0.4035971988204143,0.0,0.2092,0.0,0.003079,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-27,-2,-1.4931710022870652,0.0,0.1945,0.0,0.002998,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-28,-2,-1.85080775880426,0.0,0.1913,0.0,0.002969,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-29,-2,-1.2613928050139323,0.0,0.1789,0.0,0.002721,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-30,0,0.12817717211487317,0.0,0.2055,0.0,0.002933,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-03-31,0,-0.5343175024004653,0.0,0.2118,0.0,0.003108,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-01,2,2.2556282306697457,0.0,0.2447,0.0,0.003153,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-02,2,1.9072369841385493,0.0,0.2505,0.0,0.003228,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-03,0,0.9394982551072546,0.0,0.2419,0.0,0.00326,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-04,0,0.834939118628437,0.0,0.2392,0.0,0.003245,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-05,0,0.30010857957007664,0.0,0.231,0.0,0.00323,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-06,0,-0.2945316985376905,0.0,0.2519,0.0,0.003643,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-07,-2,-1.5041450710400888,0.0,0.2479,0.0,0.003872,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-08,-2,-1.4334871696130562,0.0,0.253,0.0,0.003979,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-09,0,-0.8471899124208668,0.0,0.2538,0.0,0.003866,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-10,-2,-1.2559306322985917,0.0,0.2288,0.0,0.003608,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-11,-2,-1.3150161979111288,0.0,0.2299,0.0,0.003679,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-12,-1,-1.0732276675058705,383673.871141668,0.2323,-24212833.54148587,0.003681,200000,178254.88053241896,-21745.11946758104,0.8912744026620948
2020-04-13,-1,-0.9827459442258281,383673.871141668,0.2279,-24212833.54148587,0.003609,200000,174823.39148440864,-25176.60851559136,0.8741169574220432
2020-04-14,-1,-1.0941264466595275,383673.871141668,0.228,-24212833.54148587,0.003667,200000,176266.10321692898,-23733.896783071017,0.881330516084645
2020-04-15,-2,-1.327985888312787,0.0,0.2205,0.0,0.003658,200000,182225.33704043645,-17774.662959563546,0.9111266852021823
2020-04-16,-1,-1.042090282808889,387219.16073190916,0.2353,-23801637.544466622,0.003828,200000,182225.33704043645,-17774.662959563546,0.9111266852021823
2020-04-17,-1,-1.0118098970150655,387219.16073190916,0.2321,-23801637.544466622,0.003783,200000,179915.16203659336,-20084.837963406637,0.8995758101829668
2020-04-18,-1,-0.7872152099935762,387219.16073190916,0.2474,-23801637.544466622,0.003968,200000,190242.9181415179,-9757.081858482095,0.9512145907075895
2020-04-19,-1,-0.9473045910377652,387219.16073190916,0.2378,-23801637.544466622,0.003904,200000,185002.3093956457,-14997.690604354313,0.9250115469782284
2020-04-20,-1,-0.8573352307928604,387219.16073190916,0.2222,-23801637.544466622,0.003644,200000,172773.26472666662,-27226.735273333383,0.863866323633333
2020-04-21,-1,-0.7826449798979128,387219.16073190916,0.2245,-23801637.544466622,0.003677,200000,174449.32283531738,-25550.677164682624,0.8722466141765869
2020-04-22,-1,-0.7881501938243267,387219.16073190916,0.2372,-23801637.544466622,0.003898,200000,184627.16807393974,-15372.831926060258,0.9231358403696988
2020-04-23,0,-0.14677195481917613,0.0,0.2497,0.0,0.003952,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-04-24,0,0.5641988220776409,0.0,0.265,0.0,0.004085,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-04-25,0,0.7817639907047548,0.0,0.2722,0.0,0.004216,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-04-26,2,2.2308498283688514,0.0,0.2989,0.0,0.00448,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-04-27,2,1.9483200063342656,0.0,0.2907,0.0,0.004356,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-04-28,2,1.5154831529599586,0.0,0.2839,0.0,0.004287,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-04-29,0,-0.09794519000264618,0.0,0.299,0.0,0.004766,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-04-30,0,0.52123438769459,0.0,0.2786,0.0,0.004353,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-01,0,0.4940647245813871,0.0,0.2841,0.0,0.004437,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-02,0,0.6220392891988258,0.0,0.2906,0.0,0.004515,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-03,0,0.04994984716011719,0.0,0.2738,0.0,0.004332,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-04,0,-0.529822697228874,0.0,0.2756,0.0,0.004444,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-05,0,-0.5831269247628843,0.0,0.2742,0.0,0.004419,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-06,0,-0.876082422787631,0.0,0.2613,0.0,0.00425,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-07,0,-0.5832395604210792,0.0,0.2801,0.0,0.00451,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-08,0,-0.08444330839073633,0.0,0.3018,0.0,0.004783,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-09,0,0.7974991577373849,0.0,0.2954,0.0,0.004549,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-10,0,-0.21471319109857703,0.0,0.2632,0.0,0.004165,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-11,-2,-1.3852476207064213,0.0,0.2515,0.0,0.004113,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-12,0,-0.8550287419635881,0.0,0.264,0.0,0.004243,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-13,-2,-1.5200141096597068,0.0,0.2712,0.0,0.004459,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-14,-2,-1.8182993202422564,0.0,0.2685,0.0,0.004494,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-15,0,-0.8483541344253347,0.0,0.269,0.0,0.004377,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-16,0,-0.8847575287044106,0.0,0.2725,0.0,0.004449,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-17,0,-0.03150595340284752,0.0,0.277,0.0,0.004426,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-18,1,1.0166447203934084,-313330.04916505725,0.2866,20013459.347159665,0.004487,200000,179600.78418141083,-20399.215818589175,0.8980039209070542
2020-05-19,2,1.8060019471626965,0.0,0.2961,0.0,0.004534,200000,181636.78705916234,-18363.212940837664,0.9081839352958117
2020-05-20,2,3.7949703624617093,0.0,0.341,0.0,0.004525,200000,181636.78705916234,-18363.212940837664,0.9081839352958117
2020-05-21,2,2.368415725489866,0.0,0.3083,0.0,0.004237,200000,181636.78705916234,-18363.212940837664,0.9081839352958117
2020-05-22,2,1.5059234806183566,0.0,0.3254,0.0,0.00464,200000,181636.78705916234,-18363.212940837664,0.9081839352958117
2020-05-23,1,1.1690116418830567,-284607.93961009453,0.3191,19704576.59569997,0.004609,200000,181636.78705916234,-18363.212940837664,0.9081839352958117
2020-05-24,1,0.7799693345712699,-284607.93961009453,0.3033,19704576.59569997,0.004467,200000,174341.93173673342,-25658.068263266585,0.871709658683667
2020-05-25,0,0.19043185475153185,0.0,0.3318,0.0,0.005064,200000,176285.72554116708,-23714.274458832922,0.8814286277058354
2020-05-26,1,1.1083200090174712,-258635.16071180615,0.3408,18095434.771214027,0.004871,200000,176285.72554116708,-23714.274458832922,0.8814286277058354
2020-05-27,1,0.8457589075642674,-258635.16071180615,0.3388,18095434.771214027,0.004896,200000,176220.8410890238,-23779.1589109762,0.881104205445119
2020-05-28,0,-0.3428160338260572,0.0,0.3527,0.0,0.005508,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-05-29,0,-0.5628320157911784,0.0,0.3492,0.0,0.005547,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-05-30,-2,-1.6210151702734956,0.0,0.3579,0.0,0.006227,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-05-31,-2,-2.253825829055993,0.0,0.3272,0.0,0.006247,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-01,-2,-2.050283210996555,0.0,0.3423,0.0,0.006655,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-02,-2,-2.2986147500298033,0.0,0.338,0.0,0.00725,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-03,-2,-1.86594707967036,0.0,0.339,0.0,0.007099,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-04,-2,-1.4578327765517303,0.0,0.3347,0.0,0.006732,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-05,-2,-1.2647619433639201,0.0,0.3368,0.0,0.006693,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-06,-2,-1.5288775925380396,0.0,0.3368,0.0,0.007301,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-07,-2,-1.367542122342548,0.0,0.334,0.0,0.007246,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-08,-2,-1.474214221676819,0.0,0.335,0.0,0.007787,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-09,-2,-1.5255238988104007,0.0,0.3333,0.0,0.008181,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-10,-2,-1.425667703072625,0.0,0.3623,0.0,0.009008,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-11,-2,-1.5693806267810637,0.0,0.3213,0.0,0.008762,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-12,-2,-1.6193739006642676,0.0,0.33,0.0,0.00971,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-13,-2,-1.3625943614932476,0.0,0.3387,0.0,0.009597,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-14,-1,-1.0787569071998233,260535.06986087275,0.3221,-9712771.528030915,0.00864,200000,167836.69200437423,-32163.30799562577,0.8391834600218712
2020-06-15,-2,-1.2127894135782504,0.0,0.3151,0.0,0.00901,200000,173254.16295877175,-26745.837041228253,0.8662708147938587
2020-06-16,-1,-1.174211544086152,274136.3337955249,0.316,-9560432.786600363,0.009061,200000,173254.16295877175,-26745.837041228253,0.8662708147938587
2020-06-17,-1,-0.9974664308323761,274136.3337955249,0.324,-9560432.786600363,0.009013,200000,174988.35285537914,-25011.64714462086,0.8749417642768957
2020-06-18,-1,-0.7518731670745691,274136.3337955249,0.3255,-9560432.786600363,0.00866,200000,172024.7245824025,-27975.2754175975,0.8601236229120125
2020-06-19,-1,-0.598318936745644,274136.3337955249,0.3201,-9560432.786600363,0.008379,200000,167857.90676687195,-32142.09323312805,0.8392895338343598
2020-06-20,-1,-0.4650788522372352,274136.3337955249,0.3197,-9560432.786600363,0.00829,200000,166897.37371534633,-33102.62628465367,0.8344868685767317
2020-06-21,-1,-0.6840655713213667,274136.3337955249,0.318,-9560432.786600363,0.008626,200000,169643.64736419165,-30356.352635808347,0.8482182368209583
2020-06-22,-1,-0.9102432374289854,274136.3337955249,0.3262,-9560432.786600363,0.009283,200000,178172.76964211138,-21827.23035788862,0.8908638482105569
2020-06-23,-1,-0.6210704836949361,274136.3337955249,0.3229,-9560432.786600363,0.008903,200000,173635.15528167802,-26364.844718321983,0.86817577640839
2020-06-24,-1,-0.7568852602954093,274136.3337955249,0.3174,-9560432.786600363,0.008996,200000,173016.52569495648,-26983.47430504352,0.8650826284747823
2020-06-25,-1,-0.810501196456469,274136.3337955249,0.3107,-9560432.786600363,0.008882,200000,170089.922920854,-29910.077079145995,0.85044961460427
2020-06-26,-1,-1.1893689769967106,274136.3337955249,0.2998,-9560432.786600363,0.008949,200000,167742.38587918502,-32257.61412081498,0.8387119293959251
2020-06-27,-2,-1.5078539316915427,0.0,0.2818,0.0,0.008608,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-06-28,-2,-1.3745899088308433,0.0,0.2876,0.0,0.00869,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-06-29,0,-0.8289672647292241,0.0,0.297,0.0,0.008691,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-06-30,-2,-1.4919195276852089,0.0,0.2899,0.0,0.008837,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-01,-2,-1.8275948927248427,0.0,0.2989,0.0,0.009436,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-02,0,-0.9352486243515301,0.0,0.3184,0.0,0.009556,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-03,0,-0.9342210213339651,0.0,0.3391,0.0,0.010223,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-04,-2,-2.9222805950996724,0.0,0.3358,0.0,0.012525,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-05,-2,-2.797200412983369,0.0,0.3461,0.0,0.014307,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-06,-2,-2.208756782238143,0.0,0.3522,0.0,0.01442,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-07,-2,-2.149718514188222,0.0,0.3935,0.0,0.017325,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-08,-2,-2.2453066505394217,0.0,0.3962,0.0,0.019932,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-09,-2,-1.72856044095766,0.0,0.3891,0.0,0.01825,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-10,-2,-1.2211477506213178,0.0,0.402,0.0,0.017119,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-11,-2,-1.368988159852553,0.0,0.4039,0.0,0.018535,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-12,-2,-1.214701205327497,0.0,0.3976,0.0,0.018155,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-13,-1,-1.0230221429687691,215440.7316605229,0.4138,-4829065.313965894,0.018461,200000,178298.74952224875,-21701.25047775125,0.8914937476112438
2020-07-14,-1,-0.9663244080169585,215440.7316605229,0.4093,-4829065.313965894,0.01845,200000,177276.14651132276,-22723.85348867724,0.8863807325566138
2020-07-15,-1,-1.0572425302049813,215440.7316605229,0.401,-4829065.313965894,0.018996,200000,178124.6580999658,-21875.341900034196,0.890623290499829
2020-07-16,-1,-0.9279289956949052,215440.7316605229,0.3841,-4829065.313965894,0.018036,200000,169847.80703349572,-30152.192966504284,0.8492390351674786
2020-07-17,-1,-0.8100162747548025,215440.7316605229,0.3909,-4829065.313965894,0.018211,200000,172157.89043873132,-27842.109561268677,0.8607894521936567
2020-07-18,-1,-0.7505447628962361,215440.7316605229,0.388,-4829065.313965894,0.018168,200000,171325.46250841528,-28674.53749158472,0.8566273125420764
2020-07-19,-1,-0.24550433508485447,215440.7316605229,0.4223,-4829065.313965894,0.018017,200000,177985.89074196233,-22014.10925803767,0.8899294537098117
2020-07-20,0,0.18145944378313808,0.0,0.3998,0.0,0.016074,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-21,0,-0.048299778020351056,0.0,0.4123,0.0,0.0175,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-22,0,0.1407032736857217,0.0,0.4131,0.0,0.017467,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-23,0,0.44761915293929827,0.0,0.4083,0.0,0.017381,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-24,0,0.44585889209457374,0.0,0.3938,0.0,0.016995,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-25,0,-0.4500371491140313,0.0,0.399,0.0,0.018218,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-26,0,-0.2908298825669554,0.0,0.3863,0.0,0.017554,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-27,1,1.0115956099460144,-229753.64121929568,0.3695,5427656.187617783,0.015641,200000,169787.9408610595,-30212.0591389405,0.8489397043052975
2020-07-28,1,1.0544234042132399,-229753.64121929568,0.3794,5427656.187617783,0.01598,200000,173902.47735673297,-26097.52264326703,0.8695123867836648
2020-07-29,2,1.309454391409662,0.0,0.3768,0.0,0.015583,200000,171779.9465008422,-28220.053499157802,0.8588997325042109
2020-07-30,-1,-1.0434332019832682,-231197.77456371763,0.3715,4960437.380907946,0.017315,200000,171779.9465008422,-28220.053499157802,0.8588997325042109
2020-07-31,-1,-0.7971661586725041,-231197.77456371763,0.3738,4960437.380907946,0.017204,200000,171761.09283305798,-28238.907166942023,0.8588054641652899
2020-08-01,-1,-0.5434643907593618,-231197.77456371763,0.3814,4960437.380907946,0.017319,200000,174088.6462185466,-25911.353781453392,0.870443231092733
2020-08-02,0,0.3736763658398666,0.0,0.3742,0.0,0.016207,200000,165659.54789147415,-34340.452108525846,0.8282977394573707
