date,statusList,zscore,NULSUSDT_position,NULSUSDT_price,IOTAUSDT_position,IOTAUSDT_price,init,total_asset,pnl,return
2020-01-31,-2,-1.3970292779876117,0.0,0.2815,0.0,0.2942,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-01,-2,-1.3554643091410896,0.0,0.2908,0.0,0.3059,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-02,0,-0.7591196029510083,0.0,0.3076,0.0,0.3083,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-03,-2,-1.6788960301822535,0.0,0.3054,0.0,0.3363,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-04,0,-0.48283886171528967,0.0,0.3321,0.0,0.3319,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-05,0,0.17652380328773942,0.0,0.3427,0.0,0.3267,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-06,0,0.6477946108070356,0.0,0.3579,0.0,0.3309,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-07,0,0.5991731865221662,0.0,0.3448,0.0,0.3209,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-08,2,1.29558040716213,0.0,0.3482,0.0,0.3073,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-09,1,1.0278312878573064,-297474.0345328227,0.3609,332791.00763451867,0.3226,200000,214716.75812579144,14716.758125791443,1.0735837906289571
2020-02-10,1,0.6429223100237855,-297474.0345328227,0.3461,332791.00763451867,0.3178,200000,208716.74557805998,8716.745578059985,1.0435837278903
2020-02-11,1,0.8376437593439031,-297474.0345328227,0.3668,332791.00763451867,0.3322,200000,219666.64860282646,19666.648602826463,1.0983332430141324
2020-02-12,2,1.7672470790911554,0.0,0.3976,0.0,0.3327,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-13,2,1.7993236813102664,0.0,0.391,0.0,0.3224,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-14,2,2.408225934305291,0.0,0.4271,0.0,0.3232,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-15,2,1.7667197331655602,0.0,0.3688,0.0,0.2883,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-16,2,1.2528678348124058,0.0,0.3419,0.0,0.2774,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-17,0,0.47437273994229556,0.0,0.3239,0.0,0.2834,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-18,0,0.8206952354187825,0.0,0.3473,0.0,0.2905,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-19,0,0.642766116121385,0.0,0.3163,0.0,0.2672,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-20,0,0.5771775299289239,0.0,0.3147,0.0,0.2656,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-21,0,0.7508380335022887,0.0,0.3249,0.0,0.2681,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-22,0,0.22706829999946074,0.0,0.3153,0.0,0.2704,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-23,0,0.2525472165264157,0.0,0.327,0.0,0.2777,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-24,0,0.1202163417018171,0.0,0.3079,0.0,0.2621,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-25,0,-0.8942702399023539,0.0,0.2752,0.0,0.2476,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-26,0,0.4590744507578694,0.0,0.259,0.0,0.2151,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-27,0,0.11342549882179269,0.0,0.2555,0.0,0.2151,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-28,0,-0.3312763486534061,0.0,0.2516,0.0,0.2161,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-02-29,0,-0.9836841494553203,0.0,0.2395,0.0,0.2122,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-01,0,-0.6949281469553589,0.0,0.2423,0.0,0.2106,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-02,0,-0.5096243866895674,0.0,0.2614,0.0,0.2244,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-03,0,-0.9361061146028219,0.0,0.255,0.0,0.2236,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-04,0,-0.02574665685529848,0.0,0.2631,0.0,0.2222,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-05,0,-0.003723751925232179,0.0,0.268,0.0,0.2275,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-06,0,0.2841277311475729,0.0,0.2748,0.0,0.2326,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-07,1,1.1134698185339853,-415463.3009645559,0.2675,498817.02427297446,0.2228,200000,222272.8660160374,22272.866016037413,1.111364330080187
2020-03-08,1,0.3575322680793503,-415463.3009645559,0.2266,498817.02427297446,0.1916,200000,189717.32584927027,-10282.674150729727,0.9485866292463514
2020-03-09,1,1.1038028328700313,-415463.3009645559,0.2307,498817.02427297446,0.1919,200000,191570.37049050682,-8429.629509493185,0.9578518524525341
2020-03-10,0,-0.3416296104675346,0.0,0.2303,0.0,0.1978,200000,219288.0568269803,19288.05682698029,1.0964402841349015
2020-03-11,0,-0.7099182042908019,0.0,0.2251,0.0,0.1952,200000,219288.0568269803,19288.05682698029,1.0964402841349015
2020-03-12,-2,-2.526507353210225,0.0,0.1184,0.0,0.1086,200000,219288.0568269803,19288.05682698029,1.0964402841349015
2020-03-13,-2,-2.9956946793708217,0.0,0.1342,0.0,0.1299,200000,219288.0568269803,19288.05682698029,1.0964402841349015
2020-03-14,-2,-2.588277355565105,0.0,0.1262,0.0,0.1244,200000,219288.0568269803,19288.05682698029,1.0964402841349015
2020-03-15,-1,-1.1436346376189146,832528.6895481407,0.1317,-902419.9869423057,0.1215,200000,219288.0568269803,19288.05682698029,1.0964402841349015
2020-03-16,-2,-1.7137598137245265,0.0,0.114,0.0,0.1094,200000,223104.5327899805,23104.532789980498,1.1155226639499025
2020-03-17,-2,-1.2093547529083035,0.0,0.1283,0.0,0.1206,200000,223104.5327899805,23104.532789980498,1.1155226639499025
2020-03-18,-2,-1.522676349316174,0.0,0.1306,0.0,0.1264,200000,223104.5327899805,23104.532789980498,1.1155226639499025
2020-03-19,-2,-1.6804458641293067,0.0,0.1496,0.0,0.1485,200000,223104.5327899805,23104.532789980498,1.1155226639499025
2020-03-20,0,-0.6287902690888937,0.0,0.1525,0.0,0.1419,200000,223104.5327899805,23104.532789980498,1.1155226639499025
2020-03-21,0,-0.2848762509959797,0.0,0.1517,0.0,0.1385,200000,223104.5327899805,23104.532789980498,1.1155226639499025
2020-03-22,0,-0.11287978208203989,0.0,0.1391,0.0,0.126,200000,223104.5327899805,23104.532789980498,1.1155226639499025
2020-03-23,-1,-1.0004130450275077,750183.365131071,0.1487,-778996.2737080324,0.1432,200000,223104.53278998047,23104.53278998047,1.1155226639499023
2020-03-24,-1,-1.022415781870793,750183.365131071,0.1489,-778996.2737080324,0.1446,200000,224345.16424619796,24345.164246197965,1.1217258212309897
2020-03-25,-1,-0.8576650804747082,750183.365131071,0.1458,-778996.2737080324,0.1409,200000,219137.30960157193,19137.309601571935,1.0956865480078597
2020-03-26,0,3.3490839371369234,0.0,0.2099,0.0,0.1452,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-03-27,2,1.6519815118677041,0.0,0.1749,0.0,0.1359,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-03-28,0,0.9759454686327186,0.0,0.1697,0.0,0.1394,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-03-29,0,0.5267782354971324,0.0,0.1533,0.0,0.1315,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-03-30,2,2.4981509692095023,0.0,0.2055,0.0,0.1413,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-03-31,2,1.8128511229707114,0.0,0.2009,0.0,0.1434,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-04-01,2,1.6195346117571798,0.0,0.207,0.0,0.1471,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-04-02,1,1.104291140174042,-450255.172270466,0.1985,605526.0954992378,0.1476,200000,178751.303391375,-21248.696608625003,0.893756516956875
2020-04-03,1,0.8610208338466626,-450255.172270466,0.197,605526.0954992378,0.1492,200000,179044.76238576806,-20955.23761423194,0.8952238119288403
2020-04-04,1,0.7046855683471241,-450255.172270466,0.1959,605526.0954992378,0.1499,200000,178973.34996312,-21026.65003687999,0.8948667498156
2020-04-05,1,0.7057800722019825,-450255.172270466,0.1961,605526.0954992378,0.1486,200000,178276.21707342513,-21723.782926574873,0.8913810853671257
2020-04-06,0,0.054051201210018954,0.0,0.2033,0.0,0.1661,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-07,0,0.20068322701978364,0.0,0.2061,0.0,0.164,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-08,0,-0.2042634952424334,0.0,0.2078,0.0,0.172,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-09,0,-0.5191425357766319,0.0,0.202,0.0,0.1725,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-10,0,-0.4882063689148752,0.0,0.1903,0.0,0.1611,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-11,0,-0.13013672512307137,0.0,0.1981,0.0,0.1603,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-12,0,-0.5013671855235846,0.0,0.1941,0.0,0.1616,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-13,0,-0.4153745570923183,0.0,0.195,0.0,0.159,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-14,0,-0.34435171863279324,0.0,0.1975,0.0,0.158,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-15,0,-0.1850367274821206,0.0,0.1861,0.0,0.1481,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-16,0,-0.14705328070973883,0.0,0.1978,0.0,0.1572,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-17,0,-0.2423500456604524,0.0,0.1955,0.0,0.1561,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-18,0,-0.2247746026751006,0.0,0.2049,0.0,0.1627,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-19,0,-0.1370100675966468,0.0,0.196,0.0,0.1558,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-20,0,0.22272803703553667,0.0,0.1887,0.0,0.1482,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-21,0,-0.5570167182020741,0.0,0.1861,0.0,0.1518,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-22,0,0.08046964551255524,0.0,0.195,0.0,0.156,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-23,0,0.8814184492160477,0.0,0.2031,0.0,0.159,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-24,0,0.4664738018339554,0.0,0.211,0.0,0.1677,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-25,0,0.11961916086575188,0.0,0.2111,0.0,0.17,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-26,-2,-1.2076608536308626,0.0,0.2118,0.0,0.1764,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-27,-2,-1.4277877066674038,0.0,0.2068,0.0,0.174,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-28,0,-0.3073334912901852,0.0,0.2129,0.0,0.1738,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-29,-2,-1.8128707073427661,0.0,0.2194,0.0,0.1859,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-04-30,0,0.2781247638796782,0.0,0.2199,0.0,0.1765,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-01,0,0.36235365330801006,0.0,0.2268,0.0,0.1816,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-02,-2,-1.7371127709559484,0.0,0.2276,0.0,0.1915,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-03,-2,-1.3406133188901848,0.0,0.2186,0.0,0.1827,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-04,-2,-1.649437196909337,0.0,0.2159,0.0,0.183,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-05,-2,-1.7392972456292681,0.0,0.2191,0.0,0.1876,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-06,0,0.0056269239897412055,0.0,0.218,0.0,0.1776,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-07,-1,-1.1769917922285762,388353.0788364699,0.2185,-459172.8773039431,0.1848,200000,169710.29545153736,-30289.704548462643,0.8485514772576868
2020-05-08,-2,-2.1234627021046117,0.0,0.2298,0.0,0.2027,200000,173541.10016442582,-26458.89983557418,0.867705500822129
2020-05-09,-2,-1.9564485980808906,0.0,0.2226,0.0,0.1976,200000,173541.10016442582,-26458.89983557418,0.867705500822129
2020-05-10,-2,-2.4565846542604737,0.0,0.1979,0.0,0.1834,200000,173541.10016442582,-26458.89983557418,0.867705500822129
2020-05-11,-2,-2.088757109495615,0.0,0.1901,0.0,0.1768,200000,173541.10016442582,-26458.89983557418,0.867705500822129
2020-05-12,-2,-1.4430096751631685,0.0,0.2048,0.0,0.1859,200000,173541.10016442582,-26458.89983557418,0.867705500822129
2020-05-13,-1,-1.0687683228839007,403583.9538707577,0.215,-451224.9094238841,0.1923,200000,173541.10016442582,-26458.89983557418,0.867705500822129
2020-05-14,-2,-2.141643316922606,0.0,0.2166,0.0,0.2092,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-15,-2,-1.2601579401560512,0.0,0.2141,0.0,0.198,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-16,0,-0.7571177888969719,0.0,0.2183,0.0,0.1971,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-17,0,-0.41247672397013047,0.0,0.2245,0.0,0.1994,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-18,0,-0.7580905077838809,0.0,0.2245,0.0,0.2042,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-19,0,-0.543553144702077,0.0,0.2242,0.0,0.2022,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-20,0,-0.1988263774354716,0.0,0.224,0.0,0.1992,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-21,0,0.7387137881876125,0.0,0.2197,0.0,0.1882,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-22,2,1.3911502772689557,0.0,0.2426,0.0,0.202,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-23,0,0.925168309959362,0.0,0.2342,0.0,0.1992,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-24,2,1.2324775714909666,0.0,0.2259,0.0,0.1895,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-25,2,1.492919886954263,0.0,0.2395,0.0,0.1978,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-26,2,2.898946863123548,0.0,0.2572,0.0,0.1943,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-27,2,2.659032576708275,0.0,0.268,0.0,0.1967,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-28,2,2.26922003738731,0.0,0.2797,0.0,0.2032,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-29,2,3.059349812594382,0.0,0.3226,0.0,0.2012,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-30,2,1.8438590826549315,0.0,0.3238,0.0,0.2188,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-05-31,2,1.2832042310031029,0.0,0.3116,0.0,0.2197,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-01,0,0.806386186107604,0.0,0.321,0.0,0.2364,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-02,0,0.5333711599679218,0.0,0.3099,0.0,0.2338,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-03,0,0.24213876530595288,0.0,0.3249,0.0,0.2515,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-04,0,0.4313588811625374,0.0,0.3313,0.0,0.2492,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-05,0,0.45878206181987774,0.0,0.3238,0.0,0.2411,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-06,0,0.473248309686224,0.0,0.3298,0.0,0.2435,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-07,0,0.735480345313286,0.0,0.3375,0.0,0.2412,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-08,1,1.093568845216251,-256713.6899992836,0.3516,373749.62071945396,0.2415,200000,180521.06680749625,-19478.933192503755,0.9026053340374812
2020-06-09,1,0.6018717020535108,-256713.6899992836,0.3471,373749.62071945396,0.2469,200000,181384.10315438453,-18615.89684561547,0.9069205157719227
2020-06-10,1,0.22380629109500494,-256713.6899992836,0.3443,373749.62071945396,0.2509,200000,182160.30330526436,-17839.69669473564,0.9108015165263218
2020-06-11,2,1.425695193932677,0.0,0.3362,0.0,0.2222,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-12,2,1.6160962350625028,0.0,0.3484,0.0,0.2251,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-13,2,1.466425455936637,0.0,0.353,0.0,0.2287,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-14,2,1.8311394674055104,0.0,0.3534,0.0,0.2215,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-15,2,1.9114384944032192,0.0,0.3564,0.0,0.218,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-16,2,2.000595240692814,0.0,0.3695,0.0,0.2193,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-17,2,2.4115629226480726,0.0,0.4071,0.0,0.2248,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-18,2,1.8004965533332302,0.0,0.392,0.0,0.2237,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-19,2,2.078140094142106,0.0,0.4077,0.0,0.2193,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-20,2,1.80994546183885,0.0,0.4064,0.0,0.2178,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-21,2,1.7035468987901643,0.0,0.4125,0.0,0.2177,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-22,2,1.8714110017507786,0.0,0.4625,0.0,0.2323,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-23,2,2.639016323437715,0.0,0.5335,0.0,0.2287,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-24,2,2.0863606343989733,0.0,0.5046,0.0,0.2201,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-25,2,1.782697898537212,0.0,0.5027,0.0,0.2203,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-26,2,1.5977718440102686,0.0,0.492,0.0,0.215,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-27,2,1.412426975875477,0.0,0.4634,0.0,0.2031,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-28,2,1.8526925852527427,0.0,0.5267,0.0,0.2088,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-29,2,1.3263837423023288,0.0,0.5127,0.0,0.2148,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-06-30,0,0.9842288540344414,0.0,0.5207,0.0,0.2266,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-07-01,1,1.152137299088907,-166679.70584200323,0.5513,398657.36152145936,0.2305,200000,183781.04366139276,-16218.95633860724,0.9189052183069638
2020-07-02,1,0.7644418056733886,-166679.70584200323,0.5251,398657.36152145936,0.2292,200000,178895.78079835436,-21104.21920164564,0.8944789039917718
2020-07-03,2,1.3839864884200963,0.0,0.5697,0.0,0.2255,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-04,0,0.7111312458252093,0.0,0.5628,0.0,0.2403,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-05,2,1.640855701163619,0.0,0.6252,0.0,0.2353,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-06,2,1.6416025557705793,0.0,0.6666,0.0,0.2467,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-07,0,0.8869613090419275,0.0,0.6149,0.0,0.2447,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-08,0,-0.20318579717060445,0.0,0.577,0.0,0.2565,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-09,0,-0.48124185625367616,0.0,0.5633,0.0,0.2548,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-10,-1,-1.0383392872546096,177315.71554600276,0.5325,-376627.91594833054,0.2507,200000,188841.23705649292,-11158.762943507085,0.9442061852824646
2020-07-11,-1,-0.6608824386338393,177315.71554600276,0.558,-376627.91594833054,0.2499,200000,193061.48547015735,-6938.5145298426505,0.9653074273507868
2020-07-12,-2,-1.757111437136574,0.0,0.5177,0.0,0.2511,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-13,-2,-2.306592286550824,0.0,0.4674,0.0,0.249,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-14,-2,-1.6834968722653303,0.0,0.4858,0.0,0.2488,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-15,-2,-1.7080548372780102,0.0,0.4648,0.0,0.2453,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-16,-2,-1.7594139407487852,0.0,0.439,0.0,0.2413,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-17,-2,-1.4560511675696886,0.0,0.4463,0.0,0.2411,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-18,0,-0.8726189966845306,0.0,0.4734,0.0,0.2386,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-19,-1,-1.1574229039910164,206393.96899284047,0.4642,-386634.70704792795,0.2478,200000,191616.16081295308,-8383.83918704692,0.9580808040647654
2020-07-20,-1,-1.0813299014005628,206393.96899284047,0.4661,-386634.70704792795,0.2501,200000,192897.56918024973,-7102.430819750269,0.9644878459012487
2020-07-21,-2,-1.4601662314303012,0.0,0.4519,0.0,0.2655,200000,200998.24094631337,998.2409463133663,1.0049912047315668
2020-07-22,-2,-1.3748803060748935,0.0,0.4673,0.0,0.2787,200000,200998.24094631337,998.2409463133663,1.0049912047315668
2020-07-23,-1,-1.0016973263350775,203934.90355754195,0.4928,-359438.91442473774,0.2796,200000,200998.24094631337,998.2409463133663,1.0049912047315668
2020-07-24,-1,-0.7846833850135574,203934.90355754195,0.4814,-359438.91442473774,0.267,200000,194144.45272400568,-5855.547275994322,0.9707222636200283
2020-07-25,-1,-0.9226637021671091,203934.90355754195,0.4804,-359438.91442473774,0.2755,200000,196995.7485930584,-3004.251406941592,0.9849787429652921
2020-07-26,-1,-1.0642504605465832,203934.90355754195,0.4594,-359438.91442473774,0.2689,200000,190340.81878314674,-9659.181216853263,0.9517040939157337
2020-07-27,-2,-1.7515345439963266,0.0,0.4215,0.0,0.271,200000,212447.62490591334,12447.62490591334,1.0622381245295667
2020-07-28,-1,-1.184867488594458,237584.0135382614,0.4471,-391825.2027036395,0.2711,200000,212447.62490591334,12447.62490591334,1.0622381245295667
2020-07-29,-2,-1.6296367223902204,0.0,0.4401,0.0,0.2854,200000,219713.81339934323,19713.813399343228,1.098569066996716
2020-07-30,-2,-1.842954611955674,0.0,0.4388,0.0,0.3001,200000,219713.81339934323,19713.813399343228,1.098569066996716
2020-07-31,-2,-1.7856739023915067,0.0,0.4373,0.0,0.2993,200000,219713.81339934323,19713.813399343228,1.098569066996716
2020-08-01,-2,-1.5369998649373668,0.0,0.4652,0.0,0.3142,200000,219713.81339934323,19713.813399343228,1.098569066996716
2020-08-02,-1,-1.0043384912366828,245654.97920320128,0.4472,-380918.53918055346,0.2884,200000,219713.81339934323,19713.813399343228,1.098569066996716
2020-08-03,-1,-0.9466363324765871,245654.97920320128,0.4646,-380918.53918055346,0.3007,200000,228673.50806939974,28673.508069399744,1.1433675403469987
