date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-03-08,-1,-0.6578757611932529,797319.3201802396,0.1111,-161100036.27951172,0.0005399,200000,175560.086059333,-24439.913940667,0.877800430296665
2020-03-09,0,0.26595180544773567,0.0,0.1145,0.0,0.0005328,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-10,0,0.011666153502916103,0.0,0.1149,0.0,0.0005435,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-11,0,0.0315763324777067,0.0,0.1106,0.0,0.0005245,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-12,-2,-1.5490891041733215,0.0,0.0554,0.0,0.0002819,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-13,-2,-1.917302828157037,0.0,0.0616,0.0,0.0003223,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-14,0,0.013127986924127272,0.0,0.0637,0.0,0.0003081,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-15,2,3.671982881350471,0.0,0.0796,0.0,0.0003117,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-16,2,1.5343559622529106,0.0,0.0645,0.0,0.0002807,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-17,1,1.1107526831802708,-1484714.37320798,0.0669,334999634.292121,0.0002965,200000,198654.78313522774,-1345.2168647722574,0.9932739156761388
2020-03-18,1,0.743671746055,-1484714.37320798,0.0665,334999634.292121,0.0003,200000,199233.39610596697,-766.6038940330327,0.9961669805298349
2020-03-19,2,1.6387712462243884,0.0,0.0784,0.0,0.0003304,200000,204372.5108246166,4372.510824616591,1.021862554123083
2020-03-20,2,2.3027560596824093,0.0,0.0833,0.0,0.0003259,200000,204372.5108246166,4372.510824616591,1.021862554123083
2020-03-21,2,1.8227162555507297,0.0,0.0818,0.0,0.0003237,200000,204372.5108246166,4372.510824616591,1.021862554123083
2020-03-22,0,0.9148077001500785,0.0,0.0722,0.0,0.0003046,200000,204372.5108246166,4372.510824616591,1.021862554123083
2020-03-23,1,1.1260029637644593,-1282136.2034166662,0.0797,312209762.94625205,0.0003273,200000,204372.5108246166,4372.510824616591,1.021862554123083
2020-03-24,1,1.1026833979927195,-1282136.2034166662,0.0821,312209762.94625205,0.0003345,200000,209697.54800602962,9697.548006029625,1.0484877400301482
2020-03-25,2,1.428409510950545,0.0,0.0818,0.0,0.0003198,200000,209406.57007388846,9406.570073888463,1.0470328503694424
2020-03-26,2,1.2718017617289152,0.0,0.0831,0.0,0.0003251,200000,209406.57007388846,9406.570073888463,1.0470328503694424
2020-03-27,1,1.1581264317489641,-1315367.9024741736,0.0796,336450144.7202578,0.0003112,200000,209406.57007388846,9406.570073888463,1.0470328503694424
2020-03-28,1,0.68618044634088,-1315367.9024741736,0.0788,336450144.7202578,0.0003188,200000,210911.29685178306,10911.29685178306,1.0545564842589152
2020-03-29,1,0.962584294543045,-1315367.9024741736,0.0789,336450144.7202578,0.0003091,200000,207779.26723824398,7779.267238243978,1.0388963361912198
2020-03-30,1,0.7815958588991211,-1315367.9024741736,0.0835,336450144.7202578,0.0003298,200000,220794.4775853345,20794.477585334505,1.1039723879266725
2020-03-31,1,0.42906150046502334,-1315367.9024741736,0.0835,336450144.7202578,0.0003378,200000,223486.07874309662,23486.078743096616,1.117430393715483
2020-04-01,1,0.4355647696093855,-1315367.9024741736,0.0829,336450144.7202578,0.0003331,200000,221115.54232142688,21115.54232142688,1.1055777116071344
2020-04-02,1,0.8321315213268323,-1315367.9024741736,0.0844,336450144.7202578,0.0003299,200000,222011.9537120333,22011.95371203331,1.1100597685601665
2020-04-03,1,0.7921350208619887,-1315367.9024741736,0.0847,336450144.7202578,0.0003317,200000,223012.174343272,23012.174343271996,1.11506087171636
2020-04-04,1,1.1249604723327753,-1315367.9024741736,0.0854,336450144.7202578,0.0003292,200000,223091.8065132033,23091.806513203308,1.1154590325660165
2020-04-05,1,0.8725196969345792,-1315367.9024741736,0.0846,336450144.7202578,0.0003285,200000,221803.99708991978,21803.99708991978,1.1090199854495988
2020-04-06,1,0.36859340083779907,-1315367.9024741736,0.0892,336450144.7202578,0.0003525,200000,235929.49291458717,35929.49291458717,1.1796474645729358
2020-04-07,1,0.656240039837855,-1315367.9024741736,0.0877,336450144.7202578,0.0003431,200000,230793.80970050546,30793.80970050546,1.1539690485025274
2020-04-08,1,0.2952387237395432,-1315367.9024741736,0.091,336450144.7202578,0.0003585,200000,240315.85600736222,40315.85600736222,1.201579280036811
2020-04-09,0,-0.3330797046493446,0.0,0.0912,0.0,0.0003647,200000,206664.75500005507,6664.755000055069,1.0333237750002753
2020-04-10,-2,-1.8960726228461715,0.0,0.0818,0.0,0.0003415,200000,206664.75500005507,6664.755000055069,1.0333237750002753
2020-04-11,-2,-1.2166456942731045,0.0,0.083,0.0,0.0003387,200000,206664.75500005507,6664.755000055069,1.0333237750002753
2020-04-12,0,0.308453806527207,0.0,0.0849,0.0,0.0003346,200000,206664.75500005507,6664.755000055069,1.0333237750002753
2020-04-13,-1,-1.0714493430938596,1241975.6911061003,0.0832,-306624265.5787167,0.000337,200000,206664.75500005507,6664.755000055069,1.0333237750002753
2020-04-14,-1,-0.29440608881608565,1241975.6911061003,0.0841,-306624265.5787167,0.0003357,200000,207383.9215767982,7383.921576798195,1.036919607883991
2020-04-15,-1,-0.5819246639413955,1241975.6911061003,0.0813,-306624265.5787167,0.0003268,200000,201177.43367805058,1177.4336780505837,1.0058871683902528
2020-04-16,0,0.14616460975106363,0.0,0.0848,0.0,0.0003363,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-17,0,-0.4552379876334835,0.0,0.0842,0.0,0.0003376,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-18,0,0.35758189437322624,0.0,0.087,0.0,0.0003437,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-19,0,0.8037316347138562,0.0,0.0855,0.0,0.0003348,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-20,2,3.04605275378777,0.0,0.0852,0.0,0.000312,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-21,2,1.4604995322093843,0.0,0.083,0.0,0.0003146,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-22,2,1.7033912860919793,0.0,0.0853,0.0,0.0003193,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-23,1,1.1762296522490534,-1191509.0728926584,0.0858,314461637.8166414,0.0003251,200000,204462.9569083802,4462.956908380205,1.022314784541901
2020-04-24,2,1.227220640761532,0.0,0.0883,0.0,0.0003333,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-04-25,0,0.9430351205911317,0.0,0.0897,0.0,0.000341,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-04-26,2,1.691742520736038,0.0,0.0938,0.0,0.0003455,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-04-27,0,0.7614325930909706,0.0,0.0911,0.0,0.0003457,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-04-28,2,1.2308360950569228,0.0,0.0922,0.0,0.0003426,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-04-29,0,0.5068668243911426,0.0,0.095,0.0,0.0003616,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-04-30,0,0.2999317314087827,0.0,0.0918,0.0,0.000351,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-01,0,0.8472125565294896,0.0,0.0967,0.0,0.0003623,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-02,-2,-2.411022282492496,0.0,0.1043,0.0,0.0004421,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-03,-2,-3.6167666204805977,0.0,0.0974,0.0,0.0005045,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-04,-2,-3.239456849387852,0.0,0.0938,0.0,0.0005696,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-05,-2,-2.4219785646718113,0.0,0.0926,0.0,0.0005493,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-06,-2,-1.7668981266697434,0.0,0.0903,0.0,0.0004995,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-07,-2,-1.782864187453331,0.0,0.0922,0.0,0.0005433,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-08,-2,-1.3207547166832845,0.0,0.0959,0.0,0.0005271,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-09,-2,-1.2731099400727608,0.0,0.0922,0.0,0.0005186,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-10,0,-0.4520641681043791,0.0,0.0988,0.0,0.0004688,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-11,0,-0.9550480034294053,0.0,0.0906,0.0,0.0004898,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-12,0,-0.8793249667044752,0.0,0.0914,0.0,0.0004961,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-13,0,-0.9645748424334527,0.0,0.0919,0.0,0.0005215,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-14,0,-0.8458301302767471,0.0,0.0917,0.0,0.0005167,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-15,0,-0.9474433582854225,0.0,0.0896,0.0,0.00053,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-16,0,-0.784217111822863,0.0,0.092,0.0,0.0005333,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-17,0,-0.7602060535047965,0.0,0.0918,0.0,0.000539,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-18,0,-0.48920387181590275,0.0,0.0953,0.0,0.0005363,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-19,0,-0.4266087456491952,0.0,0.0952,0.0,0.0005372,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-20,0,0.28902490041474355,0.0,0.1009,0.0,0.0005203,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-21,0,0.7547502993426356,0.0,0.1005,0.0,0.0005134,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-22,2,1.8212065831065216,0.0,0.1092,0.0,0.000535,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-23,1,1.1304904048780624,-992553.9930257527,0.1032,194404198.29238507,0.0005269,200000,204863.14416051537,4863.144160515367,1.0243157208025768
2020-05-24,1,0.21948812240245652,-992553.9930257527,0.0985,194404198.29238507,0.0005315,200000,201092.3997054393,1092.3997054393112,1.0054619985271966
2020-05-25,2,1.6255682029258403,0.0,0.1158,0.0,0.0005659,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-05-26,2,3.4323269101168132,0.0,0.1467,0.0,0.0005634,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-05-27,2,1.5673955955019854,0.0,0.1261,0.0,0.0005584,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-05-28,0,0.8634890706531217,0.0,0.1206,0.0,0.0005685,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-05-29,0,0.9843799430289062,0.0,0.1216,0.0,0.00056,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-05-30,0,0.5747326892401318,0.0,0.121,0.0,0.0005828,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-05-31,0,-0.3919573138094479,0.0,0.1165,0.0,0.000627,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-01,0,-0.03990679677195978,0.0,0.122,0.0,0.000628,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-02,0,0.6854230568664355,0.0,0.1323,0.0,0.0006233,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-03,0,-0.09945026713978944,0.0,0.1276,0.0,0.000652,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-04,0,-0.22346929910875732,0.0,0.126,0.0,0.0006478,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-05,0,-0.2887417166059151,0.0,0.1241,0.0,0.000638,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-06,0,-0.10296517250311107,0.0,0.1274,0.0,0.0006376,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-07,0,-0.15011316738944755,0.0,0.1257,0.0,0.0006279,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-08,0,-0.19296886407491926,0.0,0.1284,0.0,0.0006394,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-09,0,0.535030175793329,0.0,0.1358,0.0,0.0006348,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-10,0,0.09132751633964085,0.0,0.1318,0.0,0.0006364,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-11,0,-0.6347577670628117,0.0,0.1125,0.0,0.0005783,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-12,0,0.11284789045076038,0.0,0.1256,0.0,0.0006051,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-13,0,0.17375264371645652,0.0,0.1279,0.0,0.00061,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-14,0,-0.02996390989377274,0.0,0.1225,0.0,0.0005931,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-15,0,0.041305078082263504,0.0,0.1212,0.0,0.0005923,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-16,0,0.6139453743701287,0.0,0.1216,0.0,0.0005834,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-17,2,2.6469042162945464,0.0,0.1347,0.0,0.0005821,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-18,2,2.9297913283582884,0.0,0.1416,0.0,0.0005773,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-19,2,1.9091489471411234,0.0,0.1334,0.0,0.0005653,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-20,2,1.5834647800200308,0.0,0.1347,0.0,0.000576,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-21,2,2.5818387413140496,0.0,0.1494,0.0,0.0005715,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-22,2,2.844556359809824,0.0,0.1696,0.0,0.0005875,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-23,2,2.3153186866910747,0.0,0.1686,0.0,0.0005815,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-24,2,2.2942788407795836,0.0,0.172,0.0,0.0005625,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-25,2,2.820804935333505,0.0,0.2028,0.0,0.0005608,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-26,2,3.2205542482663914,0.0,0.2574,0.0,0.0005526,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-27,2,2.24896770987798,0.0,0.2322,0.0,0.0005318,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-28,2,2.2717969307528145,0.0,0.2577,0.0,0.000535,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-29,2,2.2827600667945775,0.0,0.2896,0.0,0.000542,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-06-30,2,1.3992817456453361,0.0,0.242,0.0,0.0005276,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-07-01,1,1.0862039640849332,-437421.93648714933,0.2398,191063352.22152716,0.000549,200000,209787.56073923683,9787.560739236826,1.048937803696184
2020-07-02,1,0.48653100609010475,-437421.93648714933,0.2068,191063352.22152716,0.0005484,200000,195237.99882382798,-4762.001176172023,0.9761899941191399
2020-07-03,1,0.2692991321684363,-437421.93648714933,0.1962,191063352.22152716,0.0005451,200000,189970.81723473314,-10029.182765266858,0.9498540861736657
2020-07-04,1,0.41515171831377073,-437421.93648714933,0.2113,191063352.22152716,0.000552,200000,197894.22560601763,-2105.7743939823704,0.9894711280300882
2020-07-05,1,0.22885643763675234,-437421.93648714933,0.2069,191063352.22152716,0.000558,200000,197115.94919880334,-2884.0508011966594,0.9855797459940167
2020-07-06,0,0.07508766017392174,0.0,0.2059,0.0,0.0005672,200000,191481.60408189066,-8518.395918109338,0.9574080204094533
2020-07-07,0,0.10184819412189215,0.0,0.2067,0.0,0.0005556,200000,191481.60408189066,-8518.395918109338,0.9574080204094533
2020-07-08,0,-0.49816502546743197,0.0,0.2055,0.0,0.0006315,200000,191481.60408189066,-8518.395918109338,0.9574080204094533
2020-07-09,-2,-1.5089913729390352,0.0,0.1942,0.0,0.0008031,200000,191481.60408189066,-8518.395918109338,0.9574080204094533
2020-07-10,-2,-1.398025318331863,0.0,0.1862,0.0,0.0007321,200000,191481.60408189066,-8518.395918109338,0.9574080204094533
2020-07-11,-1,-1.1980113567738546,490726.81722678285,0.1951,-133492473.56517754,0.0007172,200000,191481.60408189066,-8518.395918109338,0.9574080204094533
2020-07-12,-1,-1.1819155777569037,490726.81722678285,0.1899,-133492473.56517754,0.0007,200000,186633.75408699035,-13366.245913009654,0.9331687704349517
2020-07-13,-2,-1.2386122785390417,0.0,0.1865,0.0,0.000708,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-14,0,-0.9770663006365926,0.0,0.2035,0.0,0.0007188,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-15,0,-0.9335429721084808,0.0,0.1916,0.0,0.0006824,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-16,-2,-1.2066961455693306,0.0,0.1809,0.0,0.000735,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-17,0,-0.9604500113119526,0.0,0.1865,0.0,0.0007209,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-18,0,-0.7930986959331799,0.0,0.1867,0.0,0.0007007,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-19,0,-0.905148325475266,0.0,0.1859,0.0,0.0007258,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-20,0,-0.7307073826263941,0.0,0.1869,0.0,0.0007081,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-21,0,-0.9844392704968731,0.0,0.186,0.0,0.0007553,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-22,0,-0.9356746624396457,0.0,0.1887,0.0,0.0007726,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-23,0,-0.9732364282853642,0.0,0.1863,0.0,0.0007841,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-24,0,-0.9756550834362402,0.0,0.1811,0.0,0.0007721,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-25,0,-0.7935453967723191,0.0,0.1834,0.0,0.0007637,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-26,0,-0.7950366937285909,0.0,0.1788,0.0,0.0007493,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-27,-1,-1.1712630077494315,583304.5109575327,0.1667,-135295480.6965642,0.0007187,200000,194473.72395324137,-5526.276046758634,0.9723686197662068
2020-07-28,-2,-1.796307466960514,0.0,0.1709,0.0,0.000769,200000,198829.20768625694,-1170.7923137430626,0.9941460384312847
2020-07-29,-1,-1.0635558666823477,563894.5198135477,0.1763,-131884589.86883585,0.0007538,200000,198829.20768625694,-1170.7923137430626,0.9941460384312847
2020-07-30,-1,-1.1997693030368315,563894.5198135477,0.1746,-131884589.86883585,0.0007611,200000,198833.3445086164,-1166.6554913836007,0.994166722543082
2020-07-31,-1,-1.1001462805460709,563894.5198135477,0.1744,-131884589.86883585,0.0007611,200000,198720.56560465368,-1279.434395346325,0.9936028280232684
