date,statusList,zscore,FETUSDT_position,FETUSDT_price,QTUMUSDT_position,QTUMUSDT_price,init,total_asset,pnl,return
2020-03-25,0,-0.1775975031124014,0.0,0.0143,0.0,1.261,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-03-26,0,-0.1530474723329054,0.0,0.01429,0.0,1.277,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-03-27,0,0.17702186647747672,0.0,0.01405,0.0,1.204,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-03-28,0,0.04695013176536107,0.0,0.01354,0.0,1.213,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-03-29,0,0.04129101744849907,0.0,0.0125,0.0,1.141,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-03-30,0,0.7047858998397569,0.0,0.01381,0.0,1.197,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-03-31,2,1.3827432711234855,0.0,0.01404,0.0,1.21,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-04-01,1,1.167348737534898,-6707175.498304609,0.01411,77382.04928951596,1.223,200000,189276.49256215605,-10723.507437843946,0.9463824628107803
2020-04-02,1,0.8981444371133851,-6707175.498304609,0.01446,77382.04928951596,1.268,200000,195106.19620459087,-4893.803795409127,0.9755309810229543
2020-04-03,1,0.8281721748561485,-6707175.498304609,0.01447,77382.04928951596,1.268,200000,195173.26795957392,-4826.732040426083,0.9758663397978696
2020-04-04,1,0.8209261315022159,-6707175.498304609,0.01478,77382.04928951596,1.29,200000,198954.8974484177,-1045.1025515822985,0.9947744872420885
2020-04-05,1,0.7167933495941966,-6707175.498304609,0.01437,77382.04928951596,1.258,200000,193728.7299168483,-6271.2700831516995,0.9686436495842415
2020-04-06,0,0.07610599556878557,0.0,0.01573,0.0,1.416,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-07,0,0.5316980457644325,0.0,0.01564,0.0,1.375,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-08,-2,-1.2577699020751119,0.0,0.01609,0.0,1.5,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-09,0,0.2979719982499262,0.0,0.0167,0.0,1.476,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-10,0,-0.38844123352196647,0.0,0.01487,0.0,1.341,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-11,0,-0.6941393557163662,0.0,0.01492,0.0,1.348,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-12,0,-0.749052080441091,0.0,0.01505,0.0,1.36,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-13,0,-0.6612013546568553,0.0,0.01491,0.0,1.341,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-14,0,-0.01916805106213887,0.0,0.015,0.0,1.331,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-15,-2,-1.4297346437263403,0.0,0.01411,0.0,1.295,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-16,-2,-2.1314689340884567,0.0,0.01491,0.0,1.403,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-17,-1,-1.1728391796359763,6165358.900017742,0.01502,-66958.56158949132,1.383,200000,185207.38135653298,-14792.618643467024,0.9260369067826649
2020-04-18,-2,-1.477484729509623,0.0,0.01544,0.0,1.437,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-19,0,0.05302881063036199,0.0,0.01555,0.0,1.391,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-20,0,-0.6119242731874515,0.0,0.01438,0.0,1.311,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-21,0,-0.5759449046496284,0.0,0.01441,0.0,1.315,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-22,0,-0.7539458417629488,0.0,0.01489,0.0,1.367,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-23,0,-0.007402669184386599,0.0,0.01536,0.0,1.389,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-24,2,2.795939155493299,0.0,0.01693,0.0,1.426,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-25,2,3.862191115634142,0.0,0.02032,0.0,1.482,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-26,2,1.4199684406543158,0.0,0.01874,0.0,1.532,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-27,2,2.463500280746643,0.0,0.02023,0.0,1.505,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-28,2,2.0612351623473595,0.0,0.02055,0.0,1.527,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-29,2,1.258899389572015,0.0,0.02094,0.0,1.633,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-04-30,2,1.2868929686766466,0.0,0.01997,0.0,1.536,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-05-01,1,1.1191544006301921,-4535647.660602973,0.02053,58748.79903607509,1.585,200000,186233.69294435804,-13766.307055641955,0.9311684647217903
2020-05-02,1,0.5036170062805346,-4535647.660602973,0.02029,58748.79903607509,1.642,200000,188493.8190508696,-11506.180949130387,0.9424690952543481
2020-05-03,1,0.7127059402659524,-4535647.660602973,0.02005,58748.79903607509,1.584,200000,183997.83326823256,-16002.166731767444,0.9199891663411628
2020-05-04,0,0.17961782062563308,0.0,0.0189,0.0,1.558,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-05,0,0.6102938156571777,0.0,0.01959,0.0,1.547,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-06,0,0.171470681350085,0.0,0.01852,0.0,1.508,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-07,0,-0.799163340274722,0.0,0.01806,0.0,1.588,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-08,0,-0.839787513683025,0.0,0.01889,0.0,1.657,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-09,0,-0.46280371749136856,0.0,0.01879,0.0,1.594,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-10,0,-0.005816789613494397,0.0,0.01768,0.0,1.442,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-11,0,-0.26739948968784183,0.0,0.01697,0.0,1.401,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-12,0,-0.31839831477072816,0.0,0.01785,0.0,1.468,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-13,0,-0.030208156529191857,0.0,0.01853,0.0,1.49,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-14,0,0.25695977435577033,0.0,0.01944,0.0,1.536,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-15,0,0.9292551149292707,0.0,0.0195,0.0,1.501,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-16,2,2.1840341400387033,0.0,0.02156,0.0,1.54,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-17,1,1.1628911308401146,-4383547.250523548,0.02058,58315.06297076576,1.547,200000,180426.80483154923,-19573.195168450766,0.9021340241577461
2020-05-18,1,0.48737740025027515,-4383547.250523548,0.02023,58315.06297076576,1.579,200000,180758.6453089305,-19241.354691069486,0.9037932265446526
2020-05-19,1,0.7063766045165137,-4383547.250523548,0.0205,58315.06297076576,1.582,200000,182117.14825548418,-17882.85174451582,0.9105857412774209
2020-05-20,0,-0.01258351368366709,0.0,0.01967,0.0,1.576,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-21,0,0.5090185141460323,0.0,0.01915,0.0,1.497,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-22,-2,-1.394567931813639,0.0,0.02034,0.0,1.763,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-23,0,-0.6117846944209345,0.0,0.02003,0.0,1.668,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-24,0,0.569329536034884,0.0,0.01999,0.0,1.56,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-25,2,1.5987155026472375,0.0,0.02256,0.0,1.657,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-26,2,2.1906496597828835,0.0,0.02386,0.0,1.658,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-27,2,1.5759570697882106,0.0,0.02294,0.0,1.635,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-28,0,0.3626640670888298,0.0,0.02211,0.0,1.689,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-29,0,0.76330100879825,0.0,0.02271,0.0,1.687,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-30,0,-0.6300821349938217,0.0,0.02242,0.0,1.802,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-05-31,0,-0.21948091358501945,0.0,0.02233,0.0,1.747,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-06-01,0,-0.5867943683287735,0.0,0.02372,0.0,1.89,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-06-02,0,-0.2053060920434067,0.0,0.02303,0.0,1.794,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-06-03,0,0.8910299319332746,0.0,0.02496,0.0,1.829,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-06-04,0,0.42346414814591443,0.0,0.02452,0.0,1.838,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-06-05,1,1.1143850015189332,-3521697.7026888477,0.02481,48594.72747703577,1.798,200000,174746.64000742062,-25253.359992579382,0.8737332000371031
2020-06-06,2,2.427477309070309,0.0,0.02799,0.0,1.848,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-07,2,2.084422596446208,0.0,0.02752,0.0,1.807,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-08,2,1.4838542260908063,0.0,0.02709,0.0,1.825,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-09,2,1.6426428500594845,0.0,0.02752,0.0,1.805,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-10,2,1.7772088835659179,0.0,0.02926,0.0,1.863,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-11,2,1.5127537183468822,0.0,0.02621,0.0,1.686,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-12,2,1.565123334931544,0.0,0.02755,0.0,1.745,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-13,2,1.9748540010854825,0.0,0.02961,0.0,1.778,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-14,2,1.8435192316919544,0.0,0.02905,0.0,1.72,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-15,2,1.7188746393638437,0.0,0.02858,0.0,1.674,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-16,2,2.3313231822163716,0.0,0.03274,0.0,1.732,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-17,2,1.6616590153852882,0.0,0.03102,0.0,1.71,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-18,2,1.457000411976116,0.0,0.03046,0.0,1.682,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-19,2,1.5391683449525149,0.0,0.0312,0.0,1.676,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-20,2,1.3142844037994776,0.0,0.03097,0.0,1.68,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-21,1,1.023135298513368,-2943790.5410349593,0.03117,53069.954403736076,1.729,200000,183515.90232811935,-16484.09767188065,0.9175795116405967
2020-06-22,1,0.4107599153875726,-2943790.5410349593,0.03128,53069.954403736076,1.838,200000,189624.34431764047,-10375.655682359531,0.9481217215882023
2020-06-23,0,0.16372993873836944,0.0,0.03004,0.0,1.796,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-06-24,0,0.006519005612267559,0.0,0.02888,0.0,1.736,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-06-25,0,-0.34196253703341867,0.0,0.02803,0.0,1.718,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-06-26,0,-0.3845455523424101,0.0,0.02742,0.0,1.678,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-06-27,0,-0.223674990709496,0.0,0.02621,0.0,1.577,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-06-28,0,-0.448279521318758,0.0,0.02662,0.0,1.615,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-06-29,0,-0.7205563616376699,0.0,0.02722,0.0,1.671,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-06-30,0,-0.21080619850369847,0.0,0.02772,0.0,1.643,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-01,0,-0.3496401643285216,0.0,0.02788,0.0,1.657,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-02,0,0.4168108339081078,0.0,0.02895,0.0,1.647,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-03,2,1.5956673347500772,0.0,0.03069,0.0,1.636,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-04,0,0.1648452425102426,0.0,0.02968,0.0,1.695,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-05,-2,-1.5921856481914465,0.0,0.02799,0.0,1.774,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-06,0,-0.1354412176053071,0.0,0.03112,0.0,1.821,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-07,0,0.6911794944890292,0.0,0.03214,0.0,1.807,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-08,1,1.0337364264069946,-2419640.165365747,0.0365,43742.87569878641,2.019,200000,176633.73207169955,-23366.267928300455,0.8831686603584977
2020-07-09,0,-0.5984115854464707,0.0,0.03538,0.0,2.13,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-10,0,0.2372242443901163,0.0,0.03504,0.0,2.037,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-11,2,1.7899838455572135,0.0,0.0383,0.0,2.079,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-12,2,3.245169669574908,0.0,0.04318,0.0,2.045,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-13,2,2.5611220644956814,0.0,0.04705,0.0,2.211,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-14,2,1.2618323279391732,0.0,0.04591,0.0,2.346,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-15,2,1.984733943216477,0.0,0.04875,0.0,2.293,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-16,2,2.246454658633347,0.0,0.05205,0.0,2.303,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-17,2,1.3955348225021929,0.0,0.05088,0.0,2.392,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-18,2,1.9238494284401588,0.0,0.05448,0.0,2.364,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-19,2,1.7152483438099966,0.0,0.05423,0.0,2.344,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-20,2,2.1123135994311073,0.0,0.0556,0.0,2.215,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-21,2,1.51069990002798,0.0,0.05648,0.0,2.351,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-22,1,1.0580943754069707,-1540906.6340131664,0.05486,35578.34088466428,2.376,200000,169068.27588392462,-30931.724116075377,0.8453413794196232
2020-07-23,1,0.781494835923773,-1540906.6340131664,0.0531,35578.34088466428,2.357,200000,165680.29173125286,-34319.70826874714,0.8284014586562642
2020-07-24,1,0.3905723568323703,-1540906.6340131664,0.04941,35578.34088466428,2.287,200000,157503.86238981778,-42496.137610182224,0.7875193119490889
2020-07-25,0,0.03475608171553886,0.0,0.05028,0.0,2.409,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-07-26,0,0.5824376940213798,0.0,0.05289,0.0,2.357,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-07-27,2,2.0598236741474274,0.0,0.06221,0.0,2.32,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-07-28,2,2.6832868499134186,0.0,0.07266,0.0,2.374,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-07-29,2,1.9918288979494718,0.0,0.06878,0.0,2.351,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-07-30,2,2.3915295830811454,0.0,0.07629,0.0,2.373,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-07-31,2,1.763428713958546,0.0,0.07437,0.0,2.42,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-08-01,1,1.0036498657626594,-1072960.8956034048,0.07495,30346.5732548963,2.65,200000,160836.8382509504,-39163.161749049614,0.8041841912547519
2020-08-02,2,1.2609105537184382,0.0,0.07163,0.0,2.403,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
2020-08-03,0,0.5528299283508294,0.0,0.07168,0.0,2.621,200000,164770.21167150646,-35229.78832849354,0.8238510583575323
