date,statusList,zscore,IOTAUSDT_position,IOTAUSDT_price,MITHUSDT_position,MITHUSDT_price,init,total_asset,pnl,return
2020-03-13,2,3.3639419098082315,0.0,0.1299,0.0,0.00311,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-14,2,2.5732845912932287,0.0,0.1244,0.0,0.00297,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-15,2,1.6274128092334879,0.0,0.1215,0.0,0.00306,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-16,2,1.2547515779837808,0.0,0.1094,0.0,0.00281,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-17,2,1.8882271924082707,0.0,0.1206,0.0,0.00285,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-18,2,1.9643961987878051,0.0,0.1264,0.0,0.00287,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-19,2,1.3175361299710064,0.0,0.1485,0.0,0.00354,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-20,2,1.4049379276304717,0.0,0.1419,0.0,0.00329,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-21,1,1.1175684919793711,-720199.266301287,0.1385,30503852.71643066,0.00327,200000,199495.19676545652,-504.8032345434767,0.9974759838272826
2020-03-22,1,1.076475415869979,-720199.266301287,0.126,30503852.71643066,0.00295,200000,180731.4730674326,-19268.526932567387,0.9036573653371631
2020-03-23,2,1.3566585764887888,0.0,0.1432,0.0,0.00319,200000,205320.441534387,5320.441534387006,1.026602207671935
2020-03-24,1,1.1764121187831478,-709960.0329681431,0.1446,31685253.323207874,0.00324,200000,205320.441534387,5320.441534387006,1.026602207671935
2020-03-25,1,0.576297106651536,-709960.0329681431,0.1409,31685253.323207874,0.00336,200000,206495.81981118984,6495.819811189838,1.0324790990559491
2020-03-26,1,0.5810772245221485,-709960.0329681431,0.1452,31685253.323207874,0.00343,200000,211766.6156855774,11766.615685577388,1.058833078427887
2020-03-27,1,0.22756360181082352,-709960.0329681431,0.1359,31685253.323207874,0.00331,200000,201361.75698018871,1361.7569801887148,1.0068087849009435
2020-03-28,1,0.891615452591224,-709960.0329681431,0.1394,31685253.323207874,0.00315,200000,198776.97656386395,-1223.023436136049,0.9938848828193197
2020-03-29,1,0.8551925276514737,-709960.0329681431,0.1315,31685253.323207874,0.00297,200000,187464.9467052382,-12535.053294761805,0.937324733526191
2020-03-30,1,1.072330483108211,-709960.0329681431,0.1413,31685253.323207874,0.00314,200000,199809.04809327135,-190.95190672864555,0.9990452404663568
2020-03-31,1,0.2010641011861937,-709960.0329681431,0.1434,31685253.323207874,0.00335,200000,207953.8673603781,7953.867360378092,1.0397693368018905
2020-04-01,0,0.07721278807801299,0.0,0.1471,0.0,0.00344,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-02,0,-0.37287959407682125,0.0,0.1476,0.0,0.00351,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-03,0,0.6982672454981425,0.0,0.1492,0.0,0.0034,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-04,0,-0.05398050217974217,0.0,0.1499,0.0,0.0035,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-05,0,-0.14361716042111186,0.0,0.1486,0.0,0.00346,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-06,0,-0.2938765101063568,0.0,0.1661,0.0,0.00388,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-07,2,1.246496001713855,0.0,0.164,0.0,0.00368,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-08,0,0.18430412682114689,0.0,0.172,0.0,0.00396,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-09,2,1.209214206105148,0.0,0.1725,0.0,0.00386,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-10,2,2.0763713712532352,0.0,0.1611,0.0,0.00349,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-11,2,1.8747895183085328,0.0,0.1603,0.0,0.00346,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-12,2,1.4753516895625682,0.0,0.1616,0.0,0.00352,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-13,-1,-1.1546127044155217,-631315.3803527226,0.159,26415564.598969184,0.0038,200000,200758.2909521658,758.2909521657857,1.0037914547608289
2020-04-14,-2,-1.6959482913613173,0.0,0.158,0.0,0.00387,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-15,0,-0.40518775528165096,0.0,0.1481,0.0,0.00345,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-16,0,-0.10001187952379337,0.0,0.1572,0.0,0.00361,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-17,0,-0.19604870419524004,0.0,0.1561,0.0,0.0036,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-18,0,-0.6601195789547112,0.0,0.1627,0.0,0.00382,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-19,0,-0.5282171590298611,0.0,0.1558,0.0,0.00365,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-20,0,0.3262992024669678,0.0,0.1482,0.0,0.00337,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-21,0,0.804659759865178,0.0,0.1518,0.0,0.00339,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-22,0,0.17153457978432907,0.0,0.156,0.0,0.00355,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-23,0,0.8090689235266901,0.0,0.159,0.0,0.00354,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-24,0,0.9907111232475709,0.0,0.1677,0.0,0.0037,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-25,0,0.9784114955585166,0.0,0.17,0.0,0.00374,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-26,1,1.173246948558947,-576073.4009479772,0.1764,26463371.8560477,0.00384,200000,203238.69585444636,3238.695854446356,1.0161934792722318
2020-04-27,1,0.22755362291606424,-576073.4009479772,0.174,26463371.8560477,0.00391,200000,203708.55572209455,3708.5557220945484,1.0185427786104728
2020-04-28,1,0.23286182082176965,-576073.4009479772,0.1738,26463371.8560477,0.0039,200000,203328.70732334448,3328.7073233444826,1.0166435366167224
2020-04-29,2,1.61209622233951,0.0,0.1859,0.0,0.00396,200000,205535.7885407264,5535.788540726411,1.0276789427036321
2020-04-30,2,1.4725803883392443,0.0,0.1765,0.0,0.00377,200000,205535.7885407264,5535.788540726411,1.0276789427036321
2020-05-01,1,1.1166698302563203,-565902.5014887841,0.1816,26149591.417395215,0.00393,200000,205535.7885407264,5535.788540726411,1.0276789427036321
2020-05-02,2,2.1335463630890916,0.0,0.1915,0.0,0.00395,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-03,2,1.2081965467176952,0.0,0.1827,0.0,0.00389,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-04,2,1.6844641569957368,0.0,0.183,0.0,0.00381,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-05,2,1.5374576014605432,0.0,0.1876,0.0,0.0039,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-06,0,0.24040412313777448,0.0,0.1776,0.0,0.00387,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-07,2,1.8889027834753365,0.0,0.1848,0.0,0.00375,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-08,2,2.452879218288996,0.0,0.2027,0.0,0.00395,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-09,2,1.9003778298129312,0.0,0.1976,0.0,0.0039,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-10,2,2.147306618996033,0.0,0.1834,0.0,0.00352,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-11,1,1.0637818100242036,-595631.3107384543,0.1768,29664117.10945316,0.00355,200000,210615.23147711746,10615.231477117457,1.0530761573855874
2020-05-12,2,1.8645713475836867,0.0,0.1859,0.0,0.00355,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-13,2,2.0660092960901815,0.0,0.1923,0.0,0.00357,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-14,2,2.3404197562711504,0.0,0.2092,0.0,0.00372,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-15,2,1.5977689211117285,0.0,0.198,0.0,0.00363,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-16,0,0.1359941133590053,0.0,0.1971,0.0,0.00396,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-17,0,0.9072719573485178,0.0,0.1994,0.0,0.00379,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-18,0,0.6681585838939613,0.0,0.2042,0.0,0.00392,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-19,0,0.7307691405916218,0.0,0.2022,0.0,0.00385,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-20,0,0.6662606767882132,0.0,0.1992,0.0,0.00379,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-21,0,-0.7193910988958987,0.0,0.1882,0.0,0.00385,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-22,-2,-1.256569806442233,0.0,0.202,0.0,0.00427,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-23,-2,-2.0262828435636298,0.0,0.1992,0.0,0.00446,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-24,-2,-2.6493417869038054,0.0,0.1895,0.0,0.00468,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-25,-2,-2.7277465417512397,0.0,0.1978,0.0,0.00539,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-26,-2,-1.925189388506251,0.0,0.1943,0.0,0.00495,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-27,-2,-1.4414637200703047,0.0,0.1967,0.0,0.00481,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-28,0,-0.9163386220436925,0.0,0.2032,0.0,0.00469,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-29,-1,-1.173662432408599,536867.4860955204,0.2012,-22089517.01480955,0.00489,200000,216035.4764048374,16035.47640483739,1.080177382024187
2020-05-30,-1,-0.5610632648961533,536867.4860955204,0.2188,-22089517.01480955,0.00493,200000,226367.92484071094,26367.92484071094,1.1318396242035547
2020-05-31,0,-0.05060461404743741,0.0,0.2197,0.0,0.00465,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-01,0,0.37497999740033927,0.0,0.2364,0.0,0.00477,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-02,0,0.24680810280429272,0.0,0.2338,0.0,0.00482,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-03,0,0.829711331177665,0.0,0.2515,0.0,0.00491,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-04,0,-0.3970234141441363,0.0,0.2492,0.0,0.00561,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-05,0,0.1738523507883348,0.0,0.2411,0.0,0.00512,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-06,0,-0.4153054472197999,0.0,0.2435,0.0,0.00555,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-07,0,-0.19179210591278512,0.0,0.2412,0.0,0.00541,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-08,0,-0.019998485354202383,0.0,0.2415,0.0,0.00537,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-09,0,-0.1059573689323984,0.0,0.2469,0.0,0.00558,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-10,0,0.16838862123092135,0.0,0.2509,0.0,0.00557,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-11,0,0.5388734482369711,0.0,0.2222,0.0,0.0048,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-12,0,0.19657763957039254,0.0,0.2251,0.0,0.00499,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-13,0,-0.49882586778736354,0.0,0.2287,0.0,0.00534,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-14,-2,-2.046212927996619,0.0,0.2215,0.0,0.00585,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-15,-2,-1.7358031865469588,0.0,0.218,0.0,0.00562,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-16,-2,-2.686351250204386,0.0,0.2193,0.0,0.00664,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-17,-2,-2.0338769394752356,0.0,0.2248,0.0,0.00659,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-18,-2,-1.5068519621328433,0.0,0.2237,0.0,0.00623,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-19,-2,-1.4265746821790228,0.0,0.2193,0.0,0.00619,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-20,-2,-1.376469434847397,0.0,0.2178,0.0,0.00626,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-21,-2,-1.2414772617680547,0.0,0.2177,0.0,0.00625,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-22,0,-0.7852875039369765,0.0,0.2323,0.0,0.0063,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-23,0,-0.7034552350959489,0.0,0.2287,0.0,0.00619,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-24,0,-0.6230795867513138,0.0,0.2201,0.0,0.00595,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-25,0,-0.5409875826071597,0.0,0.2203,0.0,0.00595,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-26,0,-0.5193805931317761,0.0,0.215,0.0,0.00584,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-27,0,-0.13121779713954318,0.0,0.2031,0.0,0.00531,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-28,0,-0.15575561157427087,0.0,0.2088,0.0,0.00552,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-29,0,-0.23117999443497675,0.0,0.2148,0.0,0.00577,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-06-30,0,0.6170244596004639,0.0,0.2266,0.0,0.00567,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-07-01,0,0.8244284820289588,0.0,0.2305,0.0,0.00578,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-07-02,2,1.463541135906344,0.0,0.2292,0.0,0.00562,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-07-03,0,0.7808411246743492,0.0,0.2255,0.0,0.00583,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-07-04,1,1.0930371602529714,-417815.11408347066,0.2403,16486202.28477143,0.00609,200000,200801.943828516,801.9438285159995,1.00400971914258
2020-07-05,2,1.584751174157288,0.0,0.2353,0.0,0.00577,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-06,2,1.612907423645701,0.0,0.2467,0.0,0.006,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-07,2,1.6454478942516955,0.0,0.2447,0.0,0.00589,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-08,2,1.5744333492621774,0.0,0.2565,0.0,0.00613,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-09,0,0.664857044504185,0.0,0.2548,0.0,0.00637,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-10,-2,-1.7478024131744652,0.0,0.2507,0.0,0.00719,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-11,-2,-1.2971077904603519,0.0,0.2499,0.0,0.00694,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-12,0,-0.10739941169277262,0.0,0.2511,0.0,0.00652,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-13,0,-0.6903897822190677,0.0,0.249,0.0,0.00666,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-14,-1,-1.192153241506762,409944.640251659,0.2488,-14889668.101403322,0.00685,200000,203988.4529892255,3988.4529892255086,1.0199422649461276
2020-07-15,-1,-1.0266218733895425,409944.640251659,0.2453,-14889668.101403322,0.0067,200000,200320.1965331342,320.19653313420713,1.001600982665671
2020-07-16,-1,-0.9900719088240901,409944.640251659,0.2413,-14889668.101403322,0.00658,200000,196893.65779995915,-3106.3422000408464,0.9844682889997958
2020-07-17,-2,-1.2418619455067383,0.0,0.2411,0.0,0.00671,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-18,-2,-2.347484825171826,0.0,0.2386,0.0,0.00738,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-19,-2,-2.6689200909375015,0.0,0.2478,0.0,0.00848,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-20,-2,-2.69829918590259,0.0,0.2501,0.0,0.00963,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-21,-2,-1.6732331079499472,0.0,0.2655,0.0,0.0091,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-22,-2,-2.471578467417815,0.0,0.2787,0.0,0.0124,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-23,-2,-1.8832879947353636,0.0,0.2796,0.0,0.01174,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-24,-2,-1.5506285901374623,0.0,0.267,0.0,0.01089,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-25,-2,-1.2750012822530008,0.0,0.2755,0.0,0.01087,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-26,-1,-1.11127944478484,381295.04125133285,0.2689,-9783419.52218353,0.01048,200000,205060.47318496677,5060.473184966773,1.025302365924834
2020-07-27,-1,-0.22392093099874424,381295.04125133285,0.271,-9783419.52218353,0.00879,200000,189327.2137791044,-10672.786220895592,0.946636068895522
2020-07-28,-1,-0.4954232140534711,381295.04125133285,0.2711,-9783419.52218353,0.00943,200000,195626.73177742702,-4373.26822257298,0.9781336588871351
2020-07-29,0,0.05875611715763917,0.0,0.2854,0.0,0.00909,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-07-30,0,0.1843511339183534,0.0,0.3001,0.0,0.00941,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-07-31,0,0.4925579353081875,0.0,0.2993,0.0,0.00899,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-08-01,0,0.7877733783337522,0.0,0.3142,0.0,0.00914,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-08-02,0,0.5507443319264771,0.0,0.2884,0.0,0.00877,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-08-03,0,0.9041135229073287,0.0,0.3007,0.0,0.00877,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-08-04,0,0.8136805596134731,0.0,0.307,0.0,0.00914,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-08-05,0,0.902421606482211,0.0,0.3051,0.0,0.00907,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-08-06,0,0.47369325068239665,0.0,0.3157,0.0,0.01,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
2020-08-07,0,0.5985010242734915,0.0,0.319,0.0,0.00996,200000,185170.15186848468,-14829.848131515319,0.9258507593424234
