date,statusList,zscore,THETAUSDT_position,THETAUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-01-24,1,0.6824404637743389,-920979.9226376865,0.10494,19018638.26550019,0.005196,200000,195468.47750913783,-4531.522490862175,0.9773423875456891
2020-01-25,0,0.1518769006795196,0.0,0.10189,0.0,0.005198,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-01-26,0,-0.3549991131527889,0.0,0.10222,0.0,0.005384,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-01-27,0,-0.10788035172008525,0.0,0.10459,0.0,0.005428,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-01-28,0,-0.054120178674673516,0.0,0.10936,0.0,0.005681,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-01-29,0,-0.5876419279439049,0.0,0.10434,0.0,0.005607,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-01-30,0,-0.5666605017547557,0.0,0.10431,0.0,0.005599,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-01-31,0,-0.45066446785399505,0.0,0.10638,0.0,0.005674,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-02-01,-2,-1.3040301622226118,0.0,0.10527,0.0,0.005922,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-02-02,-2,-1.529928172031824,0.0,0.10545,0.0,0.00609,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-02-03,-1,-1.1711815222796935,900266.7033589615,0.10829,-15908923.189742485,0.006128,200000,194979.76261348388,-5020.237386516121,0.9748988130674194
2020-02-04,-1,-0.6660484365380234,900266.7033589615,0.122,-15908923.189742485,0.006656,200000,215722.33056071927,15722.330560719274,1.0786116528035963
2020-02-05,-1,-0.7692960907140645,900266.7033589615,0.122,-15908923.189742485,0.006681,200000,216120.05364046287,16120.053640462866,1.0806002682023144
2020-02-06,-2,-1.3488493705369229,0.0,0.12425,0.0,0.007113,200000,196281.79536977122,-3718.204630228778,0.9814089768488561
2020-02-07,-2,-1.5195877808250133,0.0,0.1245,0.0,0.007299,200000,196281.79536977122,-3718.204630228778,0.9814089768488561
2020-02-08,-2,-1.7293539982413926,0.0,0.1164,0.0,0.007077,200000,196281.79536977122,-3718.204630228778,0.9814089768488561
2020-02-09,-2,-1.694584687735872,0.0,0.12284,0.0,0.007598,200000,196281.79536977122,-3718.204630228778,0.9814089768488561
2020-02-10,0,-0.712456083771327,0.0,0.13064,0.0,0.007472,200000,196281.79536977122,-3718.204630228778,0.9814089768488561
2020-02-11,-1,-1.1246874463706336,765888.073083234,0.12814,-12923478.757556705,0.007594,200000,196281.79536977122,-3718.204630228778,0.9814089768488561
2020-02-12,-1,-0.6227853085375172,765888.073083234,0.13827,-12923478.757556705,0.007946,200000,208589.30607276433,8589.306072764331,1.0429465303638217
2020-02-13,0,2.9420923573137343,0.0,0.17192,0.0,0.007778,200000,165129.13562157768,-34870.864378422324,0.8256456781078884
2020-02-14,0,0.6343151531042138,0.0,0.15827,0.0,0.008343,200000,165129.13562157768,-34870.864378422324,0.8256456781078884
2020-02-15,2,1.2687911794374858,0.0,0.14694,0.0,0.007382,200000,165129.13562157768,-34870.864378422324,0.8256456781078884
2020-02-16,2,1.3568386624744186,0.0,0.13454,0.0,0.006682,200000,165129.13562157768,-34870.864378422324,0.8256456781078884
2020-02-17,2,1.763441275603357,0.0,0.13716,0.0,0.006532,200000,165129.13562157768,-34870.864378422324,0.8256456781078884
2020-02-18,2,1.4826723815930472,0.0,0.14134,0.0,0.006785,200000,165129.13562157768,-34870.864378422324,0.8256456781078884
2020-02-19,1,1.1261337005116279,-651962.790672685,0.12664,13306135.021883778,0.006205,200000,165129.13562157768,-34870.864378422324,0.8256456781078884
2020-02-20,2,1.5300785960507894,0.0,0.13247,0.0,0.006189,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-21,0,0.7493604259099943,0.0,0.12776,0.0,0.006347,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-22,0,0.9358402657952298,0.0,0.12846,0.0,0.006222,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-23,2,1.478993171167116,0.0,0.14149,0.0,0.006432,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-24,2,2.100233551445572,0.0,0.14836,0.0,0.006165,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-25,2,1.8074731021295163,0.0,0.13481,0.0,0.005595,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-26,2,1.3721043188220947,0.0,0.11839,0.0,0.00505,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-27,1,1.1934881120356309,-693663.7830198063,0.12192,16170456.677968407,0.00523,200000,169142.97685154955,-30857.023148450447,0.8457148842577478
2020-02-28,1,0.983617624972956,-693663.7830198063,0.12082,16170456.677968407,0.005251,200000,168719.52628046507,-31280.47371953493,0.8435976314023254
2020-02-29,1,0.8694298276240371,-693663.7830198063,0.11712,16170456.677968407,0.005115,200000,163953.78817508812,-36046.21182491188,0.8197689408754406
2020-03-01,1,0.920079280642379,-693663.7830198063,0.11707,16170456.677968407,0.005049,200000,162851.8548451912,-37148.14515480879,0.814259274225956
2020-03-02,2,1.4017343360871195,0.0,0.1284,0.0,0.005283,200000,172780.88396158555,-27219.116038414446,0.8639044198079278
2020-03-03,2,1.8743609206540943,0.0,0.1317,0.0,0.005186,200000,172780.88396158555,-27219.116038414446,0.8639044198079278
2020-03-04,1,1.0529637091405901,-655366.7272097769,0.13182,15790612.68155598,0.005471,200000,172780.88396158555,-27219.116038414446,0.8639044198079278
2020-03-05,2,1.7881018706970346,0.0,0.14123,0.0,0.005473,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-06,0,0.5208946871189899,0.0,0.13477,0.0,0.00571,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-07,2,1.3054400135839133,0.0,0.13575,0.0,0.005386,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-08,0,0.48114376360828864,0.0,0.11028,0.0,0.004615,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-09,0,0.5396958198453257,0.0,0.10849,0.0,0.004498,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-10,0,0.4898458157787108,0.0,0.11022,0.0,0.004562,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-11,0,-0.8554079365913076,0.0,0.09894,0.0,0.004444,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-12,0,-0.8816522896623515,0.0,0.05167,0.0,0.002293,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-13,0,0.2406110617455044,0.0,0.06151,0.0,0.002562,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-14,0,-0.41169665595295485,0.0,0.061,0.0,0.002599,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-15,-2,-1.3723051405017161,0.0,0.06199,0.0,0.002761,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-16,-2,-1.6454173949063973,0.0,0.05307,0.0,0.002417,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-17,-1,-1.0145703709394476,1578580.4097341315,0.05667,-35569841.677786574,0.002515,200000,178916.30363926647,-21083.696360733535,0.8945815181963324
2020-03-18,-1,-0.9176232632039871,1578580.4097341315,0.05667,-35569841.677786574,0.00251,200000,178738.45443087752,-21261.545569122478,0.8936922721543876
2020-03-19,-1,-0.5009861701575758,1578580.4097341315,0.06557,-35569841.677786574,0.002847,200000,204774.85672292538,4774.856722925382,1.0238742836146268
2020-03-20,-1,-0.5684620610470327,1578580.4097341315,0.07224,-35569841.677786574,0.003146,200000,225939.37071751023,25939.37071751023,1.1296968535875511
2020-03-21,-2,-1.8821700386638984,0.0,0.07283,0.0,0.003433,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-22,-2,-1.4993656478630455,0.0,0.06342,0.0,0.002959,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-23,-2,-1.3875081135338645,0.0,0.06977,0.0,0.003258,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-24,-2,-1.3316328891144142,0.0,0.07122,0.0,0.003346,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-25,0,-0.5760492995349202,0.0,0.06956,0.0,0.003137,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-26,0,0.08870102177266391,0.0,0.07231,0.0,0.003161,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-27,2,1.453079591359327,0.0,0.0718,0.0,0.00297,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-28,0,0.9651212922745328,0.0,0.07,0.0,0.002958,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-29,1,1.1730145773182465,-1423126.5020511777,0.06537,33915340.663173705,0.002743,200000,186059.55887817097,-13940.441121829033,0.9302977943908548
2020-03-30,2,2.0463016909711937,0.0,0.07265,0.0,0.002925,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-03-31,2,1.4814880790608405,0.0,0.07421,0.0,0.003034,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-04-01,2,1.279633659727262,0.0,0.07407,0.0,0.003036,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-04-02,2,1.6774710740197842,0.0,0.07811,0.0,0.003122,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-04-03,0,0.7894461717822921,0.0,0.076,0.0,0.003169,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-04-04,0,0.9412671817426398,0.0,0.0787,0.0,0.003241,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-04-05,2,1.6013114744963985,0.0,0.08015,0.0,0.003157,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-04-06,1,1.1634362961890967,-1091117.961759612,0.08718,27256064.15650515,0.00349,200000,190247.32781240594,-9752.672187594057,0.9512366390620297
2020-04-07,1,1.0490471836626534,-1091117.961759612,0.08479,27256064.15650515,0.003395,200000,185050.22978893248,-14949.770211067516,0.9252511489446624
2020-04-08,1,0.6966653958758348,-1091117.961759612,0.08775,27256064.15650515,0.003571,200000,193077.0062472858,-6922.993752714188,0.965385031236429
2020-04-09,1,0.8582606033162329,-1091117.961759612,0.08698,27256064.15650515,0.003491,200000,190056.36028421053,-9943.639715789468,0.9502818014210527
2020-04-10,1,0.9284999438063848,-1091117.961759612,0.07962,27256064.15650515,0.003169,200000,173249.2794272651,-26750.720572734892,0.8662463971363256
2020-04-11,1,0.8226161839808163,-1091117.961759612,0.07899,27256064.15650515,0.00315,200000,172044.00989238298,-27955.99010761702,0.8602200494619149
2020-04-12,1,0.6258193007680976,-1091117.961759612,0.07894,27256064.15650515,0.003169,200000,172507.31921326858,-27492.68078673142,0.8625365960663429
2020-04-13,0,-0.0913127148264617,0.0,0.07716,0.0,0.003172,200000,187981.75423734327,-12018.245762656734,0.9399087711867163
2020-04-14,0,0.2321130145253498,0.0,0.07801,0.0,0.003163,200000,187981.75423734327,-12018.245762656734,0.9399087711867163
2020-04-15,0,0.057289192752869735,0.0,0.07443,0.0,0.003021,200000,187981.75423734327,-12018.245762656734,0.9399087711867163
2020-04-16,-1,-1.1644207845158172,1191567.9147904618,0.07888,-28664494.394227397,0.003279,200000,187981.75423734327,-12018.245762656734,0.9399087711867163
2020-04-17,-2,-1.7557924411256096,0.0,0.07762,0.0,0.00326,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-18,-2,-1.654742308894658,0.0,0.08125,0.0,0.003405,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-19,0,0.709046146435604,0.0,0.08174,0.0,0.003277,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-20,2,3.363415863164402,0.0,0.08323,0.0,0.003052,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-21,2,3.0416769605661558,0.0,0.08578,0.0,0.003044,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-22,2,2.7049853345369446,0.0,0.09174,0.0,0.003178,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-23,2,2.709200653252438,0.0,0.10075,0.0,0.003336,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-24,2,1.4537775496078744,0.0,0.10163,0.0,0.003587,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-25,2,2.0771308617453075,0.0,0.10681,0.0,0.003527,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-26,2,2.114697567005176,0.0,0.11209,0.0,0.003577,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-27,2,1.537705243372965,0.0,0.10775,0.0,0.003538,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-28,2,1.5276823425938093,0.0,0.109,0.0,0.00352,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-29,0,0.9592317744994747,0.0,0.11645,0.0,0.003922,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-04-30,2,1.8113141348429254,0.0,0.12033,0.0,0.00366,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-01,2,1.7657406053984301,0.0,0.12735,0.0,0.003791,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-02,2,1.9650430956025404,0.0,0.13928,0.0,0.003933,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-03,2,2.2030204526037607,0.0,0.14434,0.0,0.003804,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-04,2,2.0669877362553786,0.0,0.14639,0.0,0.003754,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-05,2,2.266216121764027,0.0,0.15591,0.0,0.003699,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-06,2,2.103875187288164,0.0,0.15461,0.0,0.00357,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-07,2,1.9898304990007514,0.0,0.16445,0.0,0.003699,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-08,2,1.507518550536936,0.0,0.16302,0.0,0.003831,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-09,2,1.3185831663008918,0.0,0.15758,0.0,0.003734,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-10,2,1.214036168708603,0.0,0.14191,0.0,0.003352,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-11,2,1.4822365476732577,0.0,0.14692,0.0,0.003268,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-12,2,2.2658104821060823,0.0,0.17894,0.0,0.003396,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-13,2,1.4638504185694718,0.0,0.17177,0.0,0.003544,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-14,1,1.1892000181329674,-562015.8974849454,0.16809,26611056.960068863,0.00355,200000,188938.50441648893,-11061.495583511074,0.9446925220824446
2020-05-15,2,1.9903332774701887,0.0,0.19186,0.0,0.003472,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-16,2,1.4530557569967892,0.0,0.18355,0.0,0.003495,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-17,2,1.5760205080201266,0.0,0.19206,0.0,0.003502,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-18,2,1.2729158626501984,0.0,0.1944,0.0,0.003639,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-19,2,1.9919877804951394,0.0,0.218,0.0,0.00359,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-20,2,2.9997590355314814,0.0,0.27895,0.0,0.00358,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-21,2,2.189194593523122,0.0,0.264,0.0,0.003566,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-22,1,1.1924673115825535,-381307.6695820581,0.26799,24505190.0170973,0.00417,200000,204373.2847425915,4373.284742591495,1.0218664237129576
2020-05-23,2,1.9640182281502,0.0,0.3017,0.0,0.003939,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-24,2,2.4715418280918353,0.0,0.34231,0.0,0.003773,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-25,2,1.3371284417471754,0.0,0.35327,0.0,0.004598,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-26,2,1.9238554153063276,0.0,0.40301,0.0,0.004459,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-27,0,0.7819731345531232,0.0,0.32402,0.0,0.00441,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-28,0,0.3858839161796758,0.0,0.31117,0.0,0.004558,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-29,0,0.34905579401051445,0.0,0.30948,0.0,0.004499,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-30,0,-0.3128290686094191,0.0,0.2865,0.0,0.004752,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-05-31,0,-0.9444261454861346,0.0,0.24692,0.0,0.00471,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-06-01,0,-0.8877852336299844,0.0,0.27108,0.0,0.005093,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-06-02,-1,-1.01058048321748,437584.15497516916,0.25468,-22748302.222714044,0.004899,200000,222887.8651781522,22887.86517815219,1.114439325890761
2020-06-03,-1,-0.829899298023467,437584.15497516916,0.27607,-22748302.222714044,0.00501,200000,234772.85179979232,34772.85179979232,1.1738642589989616
2020-06-04,-1,-0.650452686299034,437584.15497516916,0.28491,-22748302.222714044,0.004952,200000,237321.6942008554,37321.69420085539,1.186608471004277
2020-06-05,-1,-0.931545770160154,437584.15497516916,0.27883,-22748302.222714044,0.005146,200000,239074.3531698129,39074.35316981291,1.1953717658490646
2020-06-06,-1,-1.167706068389278,437584.15497516916,0.27058,-22748302.222714044,0.005327,200000,239581.726593579,39581.72659357899,1.197908632967895
2020-06-07,-1,-1.1063667406488524,437584.15497516916,0.26517,-22748302.222714044,0.005165,200000,233529.17135508364,33529.17135508364,1.1676458567754182
2020-06-08,-2,-1.2374977244509182,0.0,0.25492,0.0,0.005267,200000,231154.2201989169,31154.22019891691,1.1557711009945846
2020-06-09,-2,-1.2433459914476264,0.0,0.25235,0.0,0.005431,200000,231154.2201989169,31154.22019891691,1.1557711009945846
2020-06-10,-2,-1.3823822738986506,0.0,0.2392,0.0,0.005658,200000,231154.2201989169,31154.22019891691,1.1557711009945846
2020-06-11,-2,-1.3678348143819794,0.0,0.20451,0.0,0.005085,200000,231154.2201989169,31154.22019891691,1.1557711009945846
2020-06-12,0,-0.9588016014490653,0.0,0.25264,0.0,0.00564,200000,231154.2201989169,31154.22019891691,1.1557711009945846
2020-06-13,-1,-1.135910037315195,459478.05557548883,0.25154,-19081576.704549853,0.006057,200000,231154.2201989169,31154.22019891691,1.1557711009945846
2020-06-14,-1,-1.0604437956663795,459478.05557548883,0.23149,-19081576.704549853,0.005607,200000,213354.97566758093,13354.975667580933,1.0667748783379047
2020-06-15,-1,-1.0126660739643345,459478.05557548883,0.23446,-19081576.704549853,0.00552,200000,213059.52831934427,13059.528319344274,1.0652976415967215
2020-06-16,-2,-1.2656171281065358,0.0,0.23414,0.0,0.005911,200000,236363.22816706612,36363.22816706612,1.1818161408353305
2020-06-17,-1,-1.038463807551187,503350.2878467271,0.23479,-20679197.56492267,0.005715,200000,236363.22816706612,36363.22816706612,1.1818161408353305
2020-06-18,-2,-1.3048562356762292,0.0,0.22312,0.0,0.005711,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-19,-2,-1.350238318277627,0.0,0.22406,0.0,0.00587,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-20,-2,-1.4365610632337527,0.0,0.22138,0.0,0.006064,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-21,-2,-1.2350996561583398,0.0,0.22057,0.0,0.00597,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-22,-2,-1.274182494638216,0.0,0.24201,0.0,0.006767,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-23,0,-0.6579620907582272,0.0,0.25747,0.0,0.006545,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-24,0,-0.7338915977274649,0.0,0.24508,0.0,0.006352,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-25,0,-0.7045852884412085,0.0,0.23649,0.0,0.006149,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-26,0,-0.7930365011955001,0.0,0.2313,0.0,0.006122,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-27,0,-0.7068030153370239,0.0,0.20986,0.0,0.005522,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-28,0,-0.005288281307767354,0.0,0.22443,0.0,0.005625,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-29,0,0.2970896721534994,0.0,0.226,0.0,0.005613,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-06-30,0,0.32009922036410676,0.0,0.22173,0.0,0.005518,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-07-01,0,-0.15781344031764089,0.0,0.22173,0.0,0.00567,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-07-02,0,0.5758889275269655,0.0,0.21889,0.0,0.005443,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-07-03,0,0.160737003716895,0.0,0.21607,0.0,0.005488,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-07-04,0,0.5019968922711636,0.0,0.22307,0.0,0.005601,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-07-05,-2,-3.283336124618829,0.0,0.21596,0.0,0.006866,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-07-06,-1,-1.0811049675238311,525897.1663900833,0.23023,-18891762.305818204,0.006409,200000,242154.60923597772,42154.609235977725,1.2107730461798887
2020-07-07,0,0.7312545792715954,0.0,0.25795,0.0,0.006483,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-08,0,-0.13136175563214225,0.0,0.25102,0.0,0.006624,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-09,0,-0.2668551980424846,0.0,0.24106,0.0,0.006415,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-10,0,-0.16508581527267427,0.0,0.24307,0.0,0.006419,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-11,0,0.4558445265614626,0.0,0.25334,0.0,0.00645,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-12,2,2.256991813443157,0.0,0.2805,0.0,0.006368,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-13,0,0.829702023203517,0.0,0.24542,0.0,0.006015,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-14,0,0.12434918761066978,0.0,0.24127,0.0,0.006164,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-15,0,0.19258446183924063,0.0,0.2372,0.0,0.006028,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-16,0,0.48558129499242886,0.0,0.23464,0.0,0.005841,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-17,0,0.6034178225110848,0.0,0.24131,0.0,0.005945,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-18,2,1.2494841674472674,0.0,0.24894,0.0,0.005871,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-19,0,0.2768416092921248,0.0,0.2412,0.0,0.006039,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-20,0,0.2147746604901258,0.0,0.23595,0.0,0.005934,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-21,0,0.08842773594192113,0.0,0.23951,0.0,0.006069,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-22,0,0.5605264601268443,0.0,0.25576,0.0,0.006288,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-23,0,0.8532502166660719,0.0,0.2589,0.0,0.006229,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-24,0,0.9338046392404342,0.0,0.25072,0.0,0.005979,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-25,2,1.3035824351099627,0.0,0.25877,0.0,0.006084,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-26,0,0.948235717785318,0.0,0.25083,0.0,0.00598,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-27,2,1.7203920693522954,0.0,0.2424,0.0,0.005545,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-28,2,1.265604838569641,0.0,0.25112,0.0,0.005826,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-29,2,1.3631752246170576,0.0,0.24783,0.0,0.0057,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-30,2,1.8946746604083007,0.0,0.25745,0.0,0.005749,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-07-31,2,2.1374244913354383,0.0,0.26938,0.0,0.005862,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-01,2,3.352216827378274,0.0,0.31647,0.0,0.006032,200000,228974.73019427515,28974.73019427515,1.1448736509713757
2020-08-02,2,2.4199506912529967,0.0,0.27995,0.0,0.005414,200000,228974.73019427515,28974.73019427515,1.1448736509713757
