date,statusList,zscore,HOTUSDT_position,HOTUSDT_price,FETUSDT_position,FETUSDT_price,init,total_asset,pnl,return
2020-02-01,-1,-0.538488764874886,158002844.0511929,0.0006448,-2570694.087403599,0.03862,200000,201160.43949973618,1160.4394997361815,1.0058021974986808
2020-02-02,0,-0.055594426990337543,0.0,0.0006719,0.0,0.0394,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-03,-2,-1.324261559788056,0.0,0.0006619,0.0,0.04111,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-04,0,-0.10014410177248555,0.0,0.000695,0.0,0.04117,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-05,0,0.12152848136381897,0.0,0.0006959,0.0,0.04095,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-06,-2,-1.5585796030425023,0.0,0.00074,0.0,0.04684,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-07,0,-0.3274562708286444,0.0,0.0007744,0.0,0.04669,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-08,2,1.815244339142666,0.0,0.000808,0.0,0.04483,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-09,0,-0.8702225203727515,0.0,0.0008003,0.0,0.04946,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-10,-2,-1.5507923685000125,0.0,0.0007595,0.0,0.04853,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-11,-2,-2.077068497920295,0.0,0.000771,0.0,0.05124,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-12,0,-0.6378472578378578,0.0,0.0008498,0.0,0.05301,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-13,0,-0.59571863322577,0.0,0.0008714,0.0,0.05431,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-14,0,-0.12451347027970085,0.0,0.0008915,0.0,0.05425,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-15,0,0.6902489567049394,0.0,0.000849,0.0,0.04983,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-16,2,1.5408303373548546,0.0,0.0008258,0.0,0.0465,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-17,0,0.8724927715664795,0.0,0.0007907,0.0,0.0458,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-18,0,0.08955554121821795,0.0,0.0007956,0.0,0.04787,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-19,0,0.963045009071544,0.0,0.0007284,0.0,0.04213,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-20,2,1.2955714754465548,0.0,0.0007235,0.0,0.04101,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-21,0,0.9517679610327475,0.0,0.0007332,0.0,0.04205,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-22,0,0.8549733432901522,0.0,0.0007301,0.0,0.04199,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-23,0,0.6426380670254688,0.0,0.0007501,0.0,0.04342,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-24,0,0.4532891180223539,0.0,0.0006961,0.0,0.04061,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-25,0,0.7682828526574625,0.0,0.0006552,0.0,0.03761,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-26,2,2.2349198292562105,0.0,0.0006203,0.0,0.03268,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-27,2,2.3281626914810034,0.0,0.000643,0.0,0.03278,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-28,2,1.9877128339935488,0.0,0.0006341,0.0,0.03242,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-02-29,2,1.5240827336264977,0.0,0.0006189,0.0,0.03215,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-03-01,1,1.1295003665566108,-159753754.81063148,0.0006107,3018614.4202615297,0.03232,200000,195123.2361257053,-4876.763874294702,0.9756161806285265
2020-03-02,1,0.6251581468264958,-159753754.81063148,0.0006394,3018614.4202615297,0.03483,200000,207284.89108362683,7284.891083626833,1.036424455418134
2020-03-03,1,0.7442114160965024,-159753754.81063148,0.000631,3018614.4202615297,0.03397,200000,203346.95114179264,3346.9511417926406,1.0167347557089632
2020-03-04,0,-0.39978838341524076,0.0,0.0006388,0.0,0.03653,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-05,0,-0.03528663461314794,0.0,0.0006517,0.0,0.03638,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-06,0,-0.5787255544581009,0.0,0.0006483,0.0,0.03714,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-07,0,-0.08267048234484084,0.0,0.0006335,0.0,0.03539,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-08,0,-0.008847295659469696,0.0,0.0005399,0.0,0.02999,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-09,0,0.6473578826780062,0.0,0.0005328,0.0,0.02859,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-10,0,0.8257063615162705,0.0,0.0005435,0.0,0.02883,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-11,0,0.37692098741340896,0.0,0.0005245,0.0,0.0283,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-12,2,3.9036137700277522,0.0,0.0002819,0.0,0.01071,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-13,2,2.623928333442796,0.0,0.0003223,0.0,0.01262,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-14,2,2.608634036711564,0.0,0.0003081,0.0,0.01116,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-15,2,2.0540118025239558,0.0,0.0003117,0.0,0.01147,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-16,2,2.0228371539413668,0.0,0.0002807,0.0,0.00987,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-17,2,1.5097774435826825,0.0,0.0002965,0.0,0.01088,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-18,2,1.3916293892901628,0.0,0.0003,0.0,0.01092,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-19,0,0.9846896054557875,0.0,0.0003304,0.0,0.01264,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-20,0,0.6301157797144716,0.0,0.0003259,0.0,0.01311,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-21,0,0.36605785161371185,0.0,0.0003237,0.0,0.01353,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-22,0,0.6862196364403821,0.0,0.0003046,0.0,0.01187,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-23,0,0.30876542850371697,0.0,0.0003273,0.0,0.01348,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-24,0,0.2547392396494838,0.0,0.0003345,0.0,0.01374,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-25,0,-0.30534822891109914,0.0,0.0003198,0.0,0.0143,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-26,0,-0.2941599774522342,0.0,0.0003251,0.0,0.01429,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-27,0,-0.560846321565958,0.0,0.0003112,0.0,0.01405,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-28,0,-0.24778601187080623,0.0,0.0003188,0.0,0.01354,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-29,0,0.04844430323702538,0.0,0.0003091,0.0,0.0125,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-30,0,-0.41066710383542243,0.0,0.0003298,0.0,0.01381,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-03-31,0,-0.5775263984677786,0.0,0.0003378,0.0,0.01404,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-04-01,0,-0.7464282833902021,0.0,0.0003331,0.0,0.01411,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-04-02,-1,-1.0683388021510771,283273643.41707027,0.0003299,-6462792.182800241,0.01446,200000,186903.94992658298,-13096.05007341702,0.934519749632915
2020-04-03,-1,-0.9223426980008923,283273643.41707027,0.0003317,-6462792.182800241,0.01447,200000,187478.47040656168,-12521.529593438318,0.9373923520328085
2020-04-04,-1,-1.1630622032965279,283273643.41707027,0.0003292,-6462792.182800241,0.01478,200000,188773.7518746871,-11226.248125312908,0.9438687593734355
2020-04-05,-1,-0.7920266646327588,283273643.41707027,0.0003285,-6462792.182800241,0.01437,200000,185925.71552934707,-14074.284470652929,0.9296285776467353
2020-04-06,-1,-1.022381348132852,283273643.41707027,0.0003525,-6462792.182800241,0.01573,200000,201513.68033996507,1513.680339965067,1.0075684016998254
2020-04-07,-2,-1.377420667477117,0.0,0.0003431,0.0,0.01564,200000,190790.83260918193,-9209.167390818067,0.9539541630459096
2020-04-08,-1,-1.0421233319511523,266096000.84962612,0.0003585,-5928863.660944125,0.01609,200000,190790.83260918193,-9209.167390818067,0.9539541630459096
2020-04-09,-2,-1.3257354281503482,0.0,0.0003647,0.0,0.0167,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-10,0,-0.20973521893103772,0.0,0.0003415,0.0,0.01487,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-11,0,-0.3872520906603715,0.0,0.0003387,0.0,0.01492,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-12,0,-0.8447660624419462,0.0,0.0003346,0.0,0.01505,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-13,0,-0.31998525216208945,0.0,0.000337,0.0,0.01491,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-14,0,-0.613100097218329,0.0,0.0003357,0.0,0.015,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-15,0,0.3836963927332193,0.0,0.0003268,0.0,0.01411,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-16,0,-0.44352996944029704,0.0,0.0003363,0.0,0.01491,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-17,0,-0.48448018776021545,0.0,0.0003376,0.0,0.01502,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-18,0,-0.7534525749161908,0.0,0.0003437,0.0,0.01544,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-19,-2,-1.8109855060431002,0.0,0.0003348,0.0,0.01555,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-20,-2,-1.5298950306895753,0.0,0.000312,0.0,0.01438,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-21,-2,-1.2247084312969623,0.0,0.0003146,0.0,0.01441,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-22,-2,-1.794840290337279,0.0,0.0003193,0.0,0.01489,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-23,-2,-2.0133076272931874,0.0,0.0003251,0.0,0.01536,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-24,-2,-3.1100425918982526,0.0,0.0003333,0.0,0.01693,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-25,-2,-3.5787175927669197,0.0,0.000341,0.0,0.02032,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-26,-2,-2.000822916603547,0.0,0.0003455,0.0,0.01874,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-27,-2,-2.2811077394770374,0.0,0.0003457,0.0,0.02023,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-28,-2,-2.069858249765116,0.0,0.0003426,0.0,0.02055,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-29,-2,-1.5686813687772887,0.0,0.0003616,0.0,0.02094,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-04-30,-2,-1.2850159083440924,0.0,0.000351,0.0,0.01997,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-05-01,-1,-1.1312529560471414,266019382.05505127,0.0003623,-4694535.904459088,0.02053,200000,192757.64423709016,-7242.355762909836,0.9637882211854508
2020-05-02,0,0.6325943929185818,0.0,0.0004421,0.0,0.02029,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-03,2,1.8602652515470042,0.0,0.0005045,0.0,0.02005,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-04,2,2.8009004469486767,0.0,0.0005696,0.0,0.0189,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-05,2,1.9015986756248688,0.0,0.0005493,0.0,0.01959,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-06,2,1.4621313530731233,0.0,0.0004995,0.0,0.01852,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-07,2,1.9325706943919971,0.0,0.0005433,0.0,0.01806,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-08,2,1.3023974837109626,0.0,0.0005271,0.0,0.01889,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-09,1,1.1279236716446799,-164290984.31549063,0.0005186,4534396.192975702,0.01879,200000,170402.6089320269,-29597.391067973105,0.8520130446601345
2020-05-10,1,0.8324979347069904,-164290984.31549063,0.0004688,4534396.192975702,0.01768,200000,157187.73813891242,-42812.26186108758,0.7859386906945621
2020-05-11,1,1.1954193003556681,-164290984.31549063,0.0004898,4534396.192975702,0.01697,200000,157418.42751252497,-42581.57248747503,0.7870921375626249
2020-05-12,1,0.9009651959268973,-164290984.31549063,0.0004961,4534396.192975702,0.01785,200000,162443.72936353117,-37556.270636468835,0.8122186468176558
2020-05-13,1,0.8852481915579629,-164290984.31549063,0.0005215,4534396.192975702,0.01853,200000,169700.10977636813,-30299.890223631868,0.8485005488818407
2020-05-14,1,0.5245168757832226,-164290984.31549063,0.0005167,4534396.192975702,0.01944,200000,173037.81358726165,-26962.186412738345,0.8651890679363083
2020-05-15,1,0.5649166207700489,-164290984.31549063,0.00053,4534396.192975702,0.0195,200000,175494.9474502362,-24505.052549763786,0.8774747372511811
2020-05-16,0,0.01012161856336473,0.0,0.0005333,0.0,0.02156,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-17,0,0.2367170312463212,0.0,0.000539,0.0,0.02058,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-18,0,0.2212432267133889,0.0,0.0005363,0.0,0.02023,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-19,0,0.03601415677037947,0.0,0.0005372,0.0,0.0205,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-20,0,-0.02634908144157279,0.0,0.0005203,0.0,0.01967,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-21,0,-0.09391183169038128,0.0,0.0005134,0.0,0.01915,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-22,0,-0.6453282300107802,0.0,0.000535,0.0,0.02034,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-23,0,-0.7178959445856932,0.0,0.0005269,0.0,0.02003,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-24,0,-0.43101266904863067,0.0,0.0005315,0.0,0.01999,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-25,-2,-1.5221759766118117,0.0,0.0005659,0.0,0.02256,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-26,-2,-2.2121241089590047,0.0,0.0005634,0.0,0.02386,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-27,-2,-1.650071384295614,0.0,0.0005584,0.0,0.02294,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-28,0,-0.524580648524875,0.0,0.0005685,0.0,0.02211,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-29,-2,-1.2207100682339957,0.0,0.00056,0.0,0.02271,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-30,0,-0.16209713371094536,0.0,0.0005828,0.0,0.02242,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-05-31,2,1.582667339096378,0.0,0.000627,0.0,0.02233,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-01,0,0.3280144915197038,0.0,0.000628,0.0,0.02372,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-02,0,0.9514278047057689,0.0,0.0006233,0.0,0.02303,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-03,0,0.09442771568749925,0.0,0.000652,0.0,0.02496,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-04,0,0.4212460727633368,0.0,0.0006478,0.0,0.02452,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-05,0,-0.31814155340487793,0.0,0.000638,0.0,0.02481,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-06,-2,-2.5032306003950517,0.0,0.0006376,0.0,0.02799,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-07,-2,-2.0507335208653963,0.0,0.0006279,0.0,0.02752,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-08,-2,-1.328904424369087,0.0,0.0006394,0.0,0.02709,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-09,-2,-1.4945439437230006,0.0,0.0006348,0.0,0.02752,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-10,-2,-1.9790664909850797,0.0,0.0006364,0.0,0.02926,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-11,-2,-1.5727471931835466,0.0,0.0005783,0.0,0.02621,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-12,-2,-1.4425404378387359,0.0,0.0006051,0.0,0.02755,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-13,-2,-1.8549215660570741,0.0,0.00061,0.0,0.02961,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-14,-2,-1.6860182496501213,0.0,0.0005931,0.0,0.02905,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-15,-2,-1.4018651839793421,0.0,0.0005923,0.0,0.02858,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-16,-2,-2.1550925418748927,0.0,0.0005834,0.0,0.03274,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-17,-2,-1.583639611755819,0.0,0.0005821,0.0,0.03102,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-18,-2,-1.3538959996687552,0.0,0.0005773,0.0,0.03046,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-19,-2,-1.447416056416989,0.0,0.0005653,0.0,0.0312,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-20,-2,-1.20027551375958,0.0,0.000576,0.0,0.03097,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-21,-1,-1.176081510676507,140207706.8651985,0.0005715,-2570699.5339576816,0.03117,200000,160257.40894692187,-39742.591053078126,0.8012870447346094
2020-06-22,-1,-0.9496120284490436,140207706.8651985,0.0005875,-2570699.5339576816,0.03128,200000,162783.50920550042,-37216.49079449958,0.8139175460275021
2020-06-23,-1,-0.6653963421950335,140207706.8651985,0.0005815,-2570699.5339576816,0.03004,200000,158754.59554220166,-41245.404457798344,0.7937729777110083
2020-06-24,-1,-0.5509213479177815,140207706.8651985,0.0005625,-2570699.5339576816,0.02888,200000,153108.63765237198,-46891.36234762802,0.76554318826186
2020-06-25,-1,-0.2125087891307429,140207706.8651985,0.0005608,-2570699.5339576816,0.02803,200000,150685.18994683714,-49314.81005316286,0.7534259497341858
2020-06-26,0,-0.06551798017607594,0.0,0.0005526,0.0,0.02742,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-06-27,0,0.08914505022918993,0.0,0.0005318,0.0,0.02621,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-06-28,0,0.09054151777378903,0.0,0.000535,0.0,0.02662,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-06-29,0,0.08236682563772285,0.0,0.000542,0.0,0.02722,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-06-30,0,-0.5480997815592171,0.0,0.0005276,0.0,0.02772,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-07-01,0,0.13349991316751117,0.0,0.000549,0.0,0.02788,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-07-02,0,-0.5359255459750658,0.0,0.0005484,0.0,0.02895,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-07-03,-2,-1.6939166885781303,0.0,0.0005451,0.0,0.03069,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-07-04,0,-0.6706351068166684,0.0,0.000552,0.0,0.02968,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-07-05,1,1.0125197742636034,-137336210.89097923,0.000558,2737892.3071513544,0.02799,200000,153267.21135433283,-46732.78864566717,0.7663360567716642
2020-07-06,0,-1.212265693706716,0.0,0.0005672,0.0,0.03112,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-07,-2,-2.064789528441442,0.0,0.0005556,0.0,0.03214,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-08,-2,-1.7752501474166913,0.0,0.0006315,0.0,0.0365,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-09,2,2.8029946373138763,0.0,0.0008031,0.0,0.03538,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-10,2,1.210287657702882,0.0,0.0007321,0.0,0.03504,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-11,0,-0.497873363493109,0.0,0.0007172,0.0,0.0383,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-12,-2,-2.082316025513328,0.0,0.0007,0.0,0.04318,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-13,-2,-2.3007151783080886,0.0,0.000708,0.0,0.04705,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-14,-2,-1.6887903103054456,0.0,0.0007188,0.0,0.04591,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-15,-2,-2.116015184895248,0.0,0.0006824,0.0,0.04875,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-16,-2,-1.7715255795105431,0.0,0.000735,0.0,0.05205,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-17,-2,-1.542752384018852,0.0,0.0007209,0.0,0.05088,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-18,-2,-1.792184547016578,0.0,0.0007007,0.0,0.05448,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-19,-2,-1.4162955277104599,0.0,0.0007258,0.0,0.05423,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-20,-2,-1.4630185253487669,0.0,0.0007081,0.0,0.0556,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-21,-1,-1.1190362005879655,96624587.2985212,0.0007553,-1292148.562085217,0.05648,200000,145961.10157314612,-54038.89842685388,0.7298055078657306
2020-07-22,-1,-0.78905316699269,96624587.2985212,0.0007726,-1292148.562085217,0.05486,200000,145539.42626283248,-54460.57373716752,0.7276971313141625
2020-07-23,-1,-0.4993659543415783,96624587.2985212,0.0007841,-1292148.562085217,0.0531,200000,144376.42754749552,-55623.57245250448,0.7218821377374776
2020-07-24,0,-0.1517967714984863,0.0,0.0007721,0.0,0.04941,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
2020-07-25,0,-0.23494126971567025,0.0,0.0007637,0.0,0.05028,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
2020-07-26,0,-0.5488083427206636,0.0,0.0007493,0.0,0.05289,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
2020-07-27,-2,-1.3700892035299477,0.0,0.0007187,0.0,0.06221,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
2020-07-28,-2,-1.5162771017463161,0.0,0.000769,0.0,0.07266,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
2020-07-29,-2,-1.4281590485064217,0.0,0.0007538,0.0,0.06878,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
2020-07-30,-2,-1.8673231886255803,0.0,0.0007611,0.0,0.07629,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
2020-07-31,-2,-1.691783205378363,0.0,0.0007611,0.0,0.07437,200000,135202.31817258848,-64797.68182741152,0.6760115908629424
