date,statusList,zscore,DASHUSDT_position,DASHUSDT_price,NEOUSDT_position,NEOUSDT_price,init,total_asset,pnl,return
2020-03-28,0,0.4005557438106168,0.0,65.21,0.0,6.628,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-03-29,0,0.2923604153420861,0.0,60.46,0.0,6.179,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-03-30,0,0.3952332229785106,0.0,65.81,0.0,6.568,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-03-31,0,-0.015367590947281807,0.0,64.97,0.0,6.772,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-04-01,0,-0.013181163214406313,0.0,66.03,0.0,6.812,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-04-02,0,-0.09671461835617925,0.0,67.51,0.0,6.976,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-04-03,0,-0.2654028323819849,0.0,67.4,0.0,7.02,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-04-04,0,-0.4796731176106344,0.0,68.46,0.0,7.188,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-04-05,0,-0.6495075095762031,0.0,66.89,0.0,7.017,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-04-06,-1,-1.1698031411507572,1323.4212638450017,73.19,-12381.593033467425,7.823,200000,193722.40460163134,-6277.595398368663,0.9686120230081567
2020-04-07,-1,-1.069933443796793,1323.4212638450017,72.22,-12381.593033467425,7.721,200000,191175.76348628802,-8824.236513711978,0.9558788174314401
2020-04-08,-1,-0.8459716383152032,1323.4212638450017,75.52,-12381.593033467425,7.995,200000,198935.61014814657,-1064.389851853426,0.9946780507407329
2020-04-09,0,0.8012401290816673,0.0,82.83,0.0,8.019,200000,183391.41585272516,-16608.584147274843,0.9169570792636258
2020-04-10,0,0.7974693551370436,0.0,74.1,0.0,7.299,200000,183391.41585272516,-16608.584147274843,0.9169570792636258
2020-04-11,1,1.1710071974773848,-1223.0986784895636,74.97,12550.740203444098,7.306,200000,183391.41585272516,-16608.584147274843,0.9169570792636258
2020-04-12,1,0.8219515021998975,-1223.0986784895636,74.1,12550.740203444098,7.356,200000,182954.85701261144,-17045.142987388565,0.9147742850630571
2020-04-13,1,0.7395880152263946,-1223.0986784895636,73.13,12550.740203444098,7.281,200000,180827.14577921823,-19172.854220781766,0.9041357288960912
2020-04-14,1,0.46137774604023424,-1223.0986784895636,72.32,12550.740203444098,7.257,200000,179535.21808475902,-20464.78191524098,0.8976760904237951
2020-04-15,1,0.8345621172269587,-1223.0986784895636,70.7,12550.740203444098,6.993,200000,174240.40281189675,-25759.597188103246,0.8712020140594838
2020-04-16,1,0.5742419102970225,-1223.0986784895636,76.09,12550.740203444098,7.616,200000,188652.01583570114,-11347.984164298861,0.9432600791785057
2020-04-17,2,1.212103241810218,0.0,76.31,0.0,7.468,200000,182997.14816894324,-17002.85183105676,0.9149857408447162
2020-04-18,0,0.9900029333177938,0.0,80.16,0.0,7.877,200000,182997.14816894324,-17002.85183105676,0.9149857408447162
2020-04-19,2,1.8380720533150237,0.0,80.23,0.0,7.614,200000,182997.14816894324,-17002.85183105676,0.9149857408447162
2020-04-20,1,1.0860494956433004,-1231.6405180303084,74.29,12699.316319843389,7.205,200000,182997.14816894324,-17002.85183105676,0.9149857408447162
2020-04-21,1,0.971607714578494,-1231.6405180303084,74.48,12699.316319843389,7.227,200000,183510.54482640553,-16489.45517359447,0.9175527241320276
2020-04-22,2,1.8080614672908621,0.0,80.8,0.0,7.534,200000,186837.05287209206,-13162.947127907944,0.9341852643604602
2020-04-23,0,0.7788509316882569,0.0,81.26,0.0,7.854,200000,186837.05287209206,-13162.947127907944,0.9341852643604602
2020-04-24,0,0.045526788803655405,0.0,81.37,0.0,8.07,200000,186837.05287209206,-13162.947127907944,0.9341852643604602
2020-04-25,0,0.2242547369716325,0.0,85.78,0.0,8.428,200000,186837.05287209206,-13162.947127907944,0.9341852643604602
2020-04-26,-1,-1.1522011753749914,1110.5388306710179,84.12,-10823.604036154098,8.631,200000,186837.05287209206,-13162.947127907944,0.9341852643604602
2020-04-27,-1,-1.1521423048271167,1110.5388306710179,82.75,-10823.604036154098,8.426,200000,183096.77584666116,-16903.224153338844,0.9154838792333058
2020-04-28,-2,-1.7578766829222112,0.0,82.21,0.0,8.457,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-04-29,-2,-2.6609951792241633,0.0,85.36,0.0,9.207,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-04-30,-2,-2.514399561377136,0.0,80.74,0.0,8.897,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-01,-2,-1.852352439872417,0.0,82.95,0.0,9.011,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-02,-2,-1.9208338006906667,0.0,83.26,0.0,9.225,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-03,-2,-1.8007763076271768,0.0,81.07,0.0,9.069,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-04,-2,-1.7316979162495665,0.0,79.54,0.0,9.005,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-05,-2,-1.670709713075025,0.0,79.37,0.0,9.101,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-06,-2,-1.8254600944615704,0.0,77.11,0.0,9.148,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-07,-2,-2.0766574758737737,0.0,78.76,0.0,9.891,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-08,-2,-2.379233632233264,0.0,81.8,0.0,11.301,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-09,-2,-2.0184555262681276,0.0,79.59,0.0,10.994,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-10,-2,-1.621148302109383,0.0,72.1,0.0,9.725,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-11,-2,-1.5793528318768235,0.0,69.73,0.0,9.629,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-12,-2,-1.3737970044256544,0.0,73.31,0.0,10.001,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-13,-2,-1.3795125206722292,0.0,73.81,0.0,10.285,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-14,-1,-1.1333773481044687,1254.5257171163016,74.56,-9182.941043411687,10.186,200000,187074.8749363829,-12925.125063617103,0.9353743746819145
2020-05-15,-1,-1.1336007844196954,1254.5257171163016,72.44,-9182.941043411687,10.033,200000,183010.29043645435,-16989.70956354565,0.9150514521822718
2020-05-16,-1,-0.8991172453225148,1254.5257171163016,73.71,-9182.941043411687,10.008,200000,184373.96457110674,-15626.035428893258,0.9218698228555338
2020-05-17,-1,-0.7989232523443228,1254.5257171163016,75.03,-9182.941043411687,10.156,200000,187389.01379212522,-12610.986207874783,0.9369450689606261
2020-05-18,-1,-0.6715345982725036,1254.5257171163016,76.2,-9182.941043411687,10.245,200000,189674.09063401492,-10325.909365985077,0.9483704531700746
2020-05-19,-1,-0.5572480353149015,1254.5257171163016,77.15,-9182.941043411687,10.328,200000,191628.07417187857,-8371.925828121428,0.9581403708593929
2020-05-20,0,-0.14826276878241254,0.0,78.35,0.0,10.14,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-21,0,-0.14380738419818304,0.0,73.09,0.0,9.537,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-22,0,-0.7984304180838007,0.0,74.77,0.0,10.388,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-23,0,-0.6680548666396939,0.0,73.87,0.0,10.203,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-24,0,-0.16704907089932977,0.0,71.67,0.0,9.631,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-25,0,-0.09494812532776209,0.0,73.6,0.0,9.923,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-26,0,-0.4108951536665632,0.0,72.61,0.0,9.935,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-27,0,-0.04198079810953359,0.0,73.6,0.0,10.009,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-28,-1,-1.0869193570363687,1211.6827017087344,75.06,-8720.769353749889,10.429,200000,181897.8071805152,-18102.1928194848,0.909489035902576
2020-05-29,-1,-0.7923018083558226,1211.6827017087344,74.16,-8720.769353749889,10.242,200000,179176.5088798261,-20823.491120173887,0.8958825443991305
2020-05-30,-1,-1.1893357228630999,1211.6827017087344,79.01,-8720.769353749889,11.03,200000,191925.13623386837,-8074.863766131632,0.9596256811693419
2020-05-31,-2,-2.0697946434355354,0.0,76.33,0.0,10.945,200000,184858.88713588007,-15141.112864119932,0.9242944356794003
2020-06-01,-2,-3.1955881594614874,0.0,80.06,0.0,12.413,200000,184858.88713588007,-15141.112864119932,0.9242944356794003
2020-06-02,-2,-2.4906769838509146,0.0,78.26,0.0,12.135,200000,184858.88713588007,-15141.112864119932,0.9242944356794003
2020-06-03,-2,-2.319979836109986,0.0,78.2,0.0,12.393,200000,184858.88713588007,-15141.112864119932,0.9242944356794003
2020-06-04,-2,-1.6778075162390695,0.0,78.6,0.0,12.164,200000,184858.88713588007,-15141.112864119932,0.9242944356794003
2020-06-05,-2,-1.226372981613349,0.0,77.81,0.0,11.803,200000,184858.88713588007,-15141.112864119932,0.9242944356794003
2020-06-06,-1,-1.034844710902471,1180.4526637029378,78.3,-7824.383608561757,11.813,200000,184858.88713588007,-15141.112864119932,0.9242944356794003
2020-06-07,-1,-0.9478296236575152,1180.4526637029378,77.99,-7824.383608561757,11.776,200000,184203.44461661536,-15796.555383384635,0.9210172230830769
2020-06-08,-1,-0.7550745537849655,1180.4526637029378,77.77,-7824.383608561757,11.656,200000,183004.8189975733,-16995.18100242669,0.9150240949878665
2020-06-09,-1,-1.1857611831573287,1180.4526637029378,77.42,-7824.383608561757,12.026,200000,185486.68250044514,-14513.317499554862,0.9274334125022257
2020-06-10,-1,-0.8382126519443232,1180.4526637029378,78.21,-7824.383608561757,11.935,200000,185707.22119639133,-14292.778803608671,0.9285361059819567
2020-06-11,-1,-0.2539720477313544,1180.4526637029378,72.24,-7824.383608561757,10.679,200000,168832.49298173122,-31167.507018268778,0.8441624649086561
2020-06-12,-1,-0.32996784332365126,1180.4526637029378,73.27,-7824.383608561757,10.917,200000,171910.56252418295,-28089.437475817045,0.8595528126209148
2020-06-13,-1,-0.2963205235031273,1180.4526637029378,74.18,-7824.383608561757,11.08,200000,174260.1489763482,-25739.851023651805,0.8713007448817409
2020-06-14,0,0.19921154862884996,0.0,72.56,0.0,10.615,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-15,0,0.4380724247836866,0.0,71.77,0.0,10.43,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-16,0,0.569776958544065,0.0,72.63,0.0,10.56,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-17,0,0.5390832352414134,0.0,72.42,0.0,10.588,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-18,0,0.8112740286972048,0.0,71.46,0.0,10.413,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-19,0,0.8319293119396214,0.0,70.1,0.0,10.268,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-20,2,1.3701263071158114,0.0,71.01,0.0,10.264,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-21,0,0.6994245150239994,0.0,70.14,0.0,10.298,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-22,0,-0.016530860703276876,0.0,72.33,0.0,10.8,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-23,0,0.2976809286034475,0.0,74.01,0.0,10.941,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-24,2,1.203854939636225,0.0,72.42,0.0,10.491,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-25,0,0.9355635703366733,0.0,71.11,0.0,10.335,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-26,2,1.2012930074060348,0.0,70.68,0.0,10.196,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-27,0,0.843428640240112,0.0,66.92,0.0,9.703,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-28,0,-0.40901723371202553,0.0,67.7,0.0,10.045,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-29,0,-0.5998310209572324,0.0,68.93,0.0,10.213,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-06-30,0,-0.4065908464439047,0.0,68.11,0.0,10.034,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-07-01,-1,-1.0299503145512716,1334.0731508013314,68.31,-8989.005418350656,10.138,200000,182261.0738624779,-17738.926137522096,0.9113053693123895
2020-07-02,-2,-1.3418573258349813,0.0,66.62,0.0,9.922,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-03,0,-0.3787876958273107,0.0,66.46,0.0,9.78,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-04,0,-0.5353035824440188,0.0,67.63,0.0,9.973,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-05,-2,-1.7154038877724762,0.0,67.24,0.0,10.07,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-06,-2,-1.8386620556359112,0.0,70.26,0.0,10.575,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-07,-2,-1.8048189658822407,0.0,69.92,0.0,10.56,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-08,-2,-2.0470744530665743,0.0,72.7,0.0,11.08,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-09,0,-0.8712073566669095,0.0,71.86,0.0,10.768,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-10,0,0.7435181116690343,0.0,71.75,0.0,10.499,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-11,0,0.08810091406500559,0.0,72.68,0.0,10.741,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-12,0,-0.8392847634515352,0.0,72.05,0.0,10.797,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-13,0,-0.264931605728421,0.0,71.84,0.0,10.677,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-14,-1,-1.1321591074453283,1271.052856564804,71.82,-8429.087364587647,10.83,200000,182574.03231696843,-17425.967683031573,0.9128701615848421
2020-07-15,-2,-2.296052453976975,0.0,71.12,0.0,10.989,200000,184803.99420753322,-15196.005792466778,0.9240199710376661
2020-07-16,-2,-2.0097004948158377,0.0,69.28,0.0,10.694,200000,184803.99420753322,-15196.005792466778,0.9240199710376661
2020-07-17,-1,-1.0956169554796868,1327.9965091084596,69.58,-8724.577197976265,10.591,200000,184803.99420753322,-15196.005792466778,0.9240199710376661
2020-07-18,-1,-1.056491442533765,1327.9965091084596,69.2,-8724.577197976265,10.545,200000,183898.02498296511,-16101.975017034885,0.9194901249148255
2020-07-19,-1,-0.5833936963437037,1327.9965091084596,70.35,-8724.577197976265,10.651,200000,186350.02615142532,-13649.973848574678,0.9317501307571266
2020-07-20,-1,-0.27718573999431395,1327.9965091084596,68.86,-8724.577197976265,10.386,200000,182059.29839538998,-17940.701604610018,0.91029649197695
2020-07-21,-2,-2.375860883908366,0.0,71.09,0.0,11.184,200000,187972.39375717938,-12027.60624282062,0.9398619687858969
2020-07-22,-2,-2.0335584262186677,0.0,73.38,0.0,11.559,200000,187972.39375717938,-12027.60624282062,0.9398619687858969
2020-07-23,-2,-1.376705272825527,0.0,73.35,0.0,11.432,200000,187972.39375717938,-12027.60624282062,0.9398619687858969
2020-07-24,0,-0.8140485811494782,0.0,71.94,0.0,11.101,200000,187972.39375717938,-12027.60624282062,0.9398619687858969
2020-07-25,-1,-1.0788205669555075,1259.0247405035457,74.65,-8096.674438196906,11.608,200000,187972.39375717938,-12027.60624282062,0.9398619687858969
2020-07-26,-1,-0.6434542221781969,1259.0247405035457,75.3,-8096.674438196906,11.62,200000,188887.91993176503,-11112.080068234965,0.9444395996588252
2020-07-27,0,0.7833901493366622,0.0,77.55,0.0,11.619,200000,184410.28542853927,-15589.714571460732,0.9220514271426963
2020-07-28,2,1.51887823146026,0.0,79.82,0.0,11.738,200000,184410.28542853927,-15589.714571460732,0.9220514271426963
2020-07-29,2,2.245090655814947,0.0,81.38,0.0,11.67,200000,184410.28542853927,-15589.714571460732,0.9220514271426963
2020-07-30,2,1.6974365933393833,0.0,81.15,0.0,11.774,200000,184410.28542853927,-15589.714571460732,0.9220514271426963
2020-07-31,0,0.7958389634676684,0.0,82.45,0.0,12.245,200000,184410.28542853927,-15589.714571460732,0.9220514271426963
2020-08-01,2,1.809934355230724,0.0,93.13,0.0,13.396,200000,184410.28542853927,-15589.714571460732,0.9220514271426963
