date,statusList,zscore,ZRXUSDT_position,ZRXUSDT_price,DASHUSDT_position,DASHUSDT_price,init,total_asset,pnl,return
2020-03-02,2,1.2089202549809002,0.0,0.2505,0.0,90.26,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-03,2,2.191729495688042,0.0,0.2543,0.0,88.56,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-04,2,3.10362471477618,0.0,0.2633,0.0,86.88,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-05,2,2.623503836369486,0.0,0.2758,0.0,89.87,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-06,2,1.9085292314153202,0.0,0.2838,0.0,93.94,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-07,2,1.4539958166713272,0.0,0.2628,0.0,88.12,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-08,2,1.6881263098694543,0.0,0.2249,0.0,73.7,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-09,2,1.2706653939813985,0.0,0.2216,0.0,73.65,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-10,2,2.0082957391661274,0.0,0.2382,0.0,74.6,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-11,2,1.5038988808463698,0.0,0.2266,0.0,72.24,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-12,2,1.99580993786208,0.0,0.1466,0.0,44.4,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-13,2,1.6424800463847198,0.0,0.1677,0.0,51.16,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-14,2,1.9214666931526605,0.0,0.1569,0.0,45.97,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-15,2,1.495416590030556,0.0,0.1584,0.0,47.31,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-16,0,0.8105321086026123,0.0,0.1381,0.0,43.12,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-17,0,0.430203330105992,0.0,0.1426,0.0,45.57,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-18,-2,-2.5571442326541414,0.0,0.1456,0.0,62.64,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-19,-2,-1.8092469032443774,0.0,0.1626,0.0,65.47,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-20,-2,-2.5017841339378184,0.0,0.1521,0.0,71.78,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-21,-2,-2.0189378198318115,0.0,0.1552,0.0,71.37,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-22,-2,-1.6276257921024397,0.0,0.1405,0.0,62.44,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-23,-2,-1.66715095775974,0.0,0.1515,0.0,70.87,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-24,-2,-1.398563369863465,0.0,0.1516,0.0,69.53,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-25,0,-0.9985111999972462,0.0,0.1572,0.0,67.72,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-26,0,-0.8821046771926628,0.0,0.1594,0.0,68.23,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-27,-1,-1.0283937948971595,686796.0014191092,0.1496,-1520.116612106802,67.59,200000,205489.3636245975,5489.363624597492,1.0274468181229874
2020-03-28,-1,-0.7875423257316163,686796.0014191092,0.1496,-1520.116612106802,65.21,200000,201871.4860877833,1871.486087783298,1.0093574304389166
2020-03-29,-1,-0.5505183454299476,686796.0014191092,0.1441,-1520.116612106802,60.46,200000,190873.55417247087,-9126.445827529125,0.9543677708623544
2020-03-30,-1,-0.6676669957518105,686796.0014191092,0.1504,-1520.116612106802,65.81,200000,203332.99285618268,3332.992856182682,1.0166649642809134
2020-03-31,-1,-0.4627444605093426,686796.0014191092,0.1529,-1520.116612106802,64.97,200000,203773.0849055607,3773.0849055607105,1.0188654245278035
2020-04-01,-1,-0.5008173885753929,686796.0014191092,0.1518,-1520.116612106802,66.03,200000,204628.9329128329,4628.932912832912,1.0231446645641646
2020-04-02,-1,-0.45447920044920603,686796.0014191092,0.1543,-1520.116612106802,67.51,200000,208595.69550229877,8595.695502298768,1.0429784775114939
2020-04-03,-1,-0.32212655843490623,686796.0014191092,0.1554,-1520.116612106802,67.4,200000,209183.95827652805,9183.95827652805,1.0459197913826404
2020-04-04,-1,-0.29714492300954015,686796.0014191092,0.1563,-1520.116612106802,68.46,200000,211413.3982866384,11413.398286638403,1.057066991433192
2020-04-05,0,-0.1272270061809979,0.0,0.1536,0.0,66.89,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-06,0,0.34880247431406314,0.0,0.1692,0.0,73.19,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-07,0,0.7402480402102358,0.0,0.1695,0.0,72.22,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-08,0,0.9621012882212661,0.0,0.1773,0.0,75.52,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-09,0,0.13748083233824682,0.0,0.19,0.0,82.83,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-10,0,-0.16268714372171794,0.0,0.169,0.0,74.1,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-11,0,-0.07880720331825435,0.0,0.1715,0.0,74.97,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-12,0,-0.6273925655819723,0.0,0.1682,0.0,74.1,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-13,0,-0.44646713675838917,0.0,0.1673,0.0,73.13,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-14,2,1.3990966645503524,0.0,0.1707,0.0,72.32,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-15,0,0.2711519360819353,0.0,0.1637,0.0,70.7,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-16,0,-0.9864648841801292,0.0,0.1732,0.0,76.09,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-17,-2,-1.4509351593344724,0.0,0.1722,0.0,76.31,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-18,-2,-1.9677329168883853,0.0,0.1791,0.0,80.16,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-19,-2,-3.1867779863930648,0.0,0.1712,0.0,80.23,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-20,0,-0.6108202292349854,0.0,0.1677,0.0,74.29,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-21,0,-0.5185337506661817,0.0,0.1683,0.0,74.48,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-22,-2,-2.6093673588473076,0.0,0.1711,0.0,80.8,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-23,-2,-1.693135854203236,0.0,0.1753,0.0,81.26,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-24,0,0.16971599128627468,0.0,0.1855,0.0,81.37,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-25,-2,-1.5541961913322253,0.0,0.1846,0.0,85.78,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-26,2,1.3305541163659922,0.0,0.1986,0.0,84.12,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-27,2,2.558823346387373,0.0,0.2066,0.0,82.75,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-28,2,2.071890184896115,0.0,0.2041,0.0,82.21,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-29,2,1.8983813452362626,0.0,0.2132,0.0,85.36,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-04-30,2,1.3562795641746979,0.0,0.1982,0.0,80.74,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-01,2,1.9995539808740919,0.0,0.2136,0.0,82.95,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-02,2,1.712961937343006,0.0,0.2142,0.0,83.26,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-03,2,1.3570070162642325,0.0,0.2063,0.0,81.07,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-04,2,1.348972146578237,0.0,0.204,0.0,79.54,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-05,2,1.408527300871439,0.0,0.2065,0.0,79.37,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-06,2,1.8287308529828805,0.0,0.2102,0.0,77.11,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-07,2,3.688612316125828,0.0,0.3014,0.0,78.76,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-08,2,3.485381735427346,0.0,0.3943,0.0,81.8,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-09,2,2.93594641430307,0.0,0.4226,0.0,79.59,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-10,2,2.4417740899298344,0.0,0.3958,0.0,72.1,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-11,2,1.6617724440614412,0.0,0.3439,0.0,69.73,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-12,2,1.4125655850406398,0.0,0.3556,0.0,73.31,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-13,1,1.1630133443784831,-290184.31365531846,0.3475,1366.1976560794358,73.81,200000,201678.09799044632,1678.0979904463165,1.0083904899522316
2020-05-14,1,0.9698537300285055,-290184.31365531846,0.3429,1366.1976560794358,74.56,200000,201367.89838969143,1367.8983896914287,1.0068394919484571
2020-05-15,2,1.3725144176120854,0.0,0.3825,0.0,72.44,200000,213706.2397572113,13706.239757211297,1.0685311987860564
2020-05-16,1,1.1793748572583669,-278698.7998920335,0.3834,1449.642109328526,73.71,200000,213706.2397572113,13706.239757211297,1.0685311987860564
2020-05-17,1,0.8995247947636539,-278698.7998920335,0.3729,1449.642109328526,75.03,200000,212693.4299426586,12693.429942658608,1.063467149713293
2020-05-18,1,0.7374457975964919,-278698.7998920335,0.3711,1449.642109328526,76.2,200000,213887.85337076732,13887.85337076732,1.0694392668538366
2020-05-19,1,0.4864787719557087,-278698.7998920335,0.3588,1449.642109328526,77.15,200000,211837.01813595742,11837.01813595742,1.059185090679787
2020-05-20,1,0.37532902478619784,-278698.7998920335,0.3608,1449.642109328526,78.35,200000,214133.9862669357,14133.98626693571,1.0706699313346786
2020-05-21,0,0.1373206171973908,0.0,0.3232,0.0,73.09,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-22,0,0.09363112887538393,0.0,0.3337,0.0,74.77,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-23,0,-0.05656469833618871,0.0,0.3262,0.0,73.87,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-24,0,-0.46808709781810126,0.0,0.3005,0.0,71.67,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-25,0,-0.479025024149746,0.0,0.3197,0.0,73.6,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-26,0,0.1173629928485574,0.0,0.3474,0.0,72.61,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-27,0,-0.5829781530051826,0.0,0.3364,0.0,73.6,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-28,0,-0.899607614429798,0.0,0.3328,0.0,75.06,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-29,0,-0.6759467688777436,0.0,0.3327,0.0,74.16,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-30,-2,-1.2940705546243465,0.0,0.3373,0.0,79.01,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-05-31,-2,-1.5137239018386754,0.0,0.3164,0.0,76.33,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-06-01,-2,-1.287758172600623,0.0,0.3337,0.0,80.06,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-06-02,-1,-1.1793949769156913,303695.65568236803,0.3257,-1263.9110025012428,78.26,200000,197827.35011149454,-2172.6498885054607,0.9891367505574727
2020-06-03,-1,-0.9307891088296592,303695.65568236803,0.3298,-1263.9110025012428,78.2,200000,198996.66763964214,-1003.332360357861,0.9949833381982107
2020-06-04,-1,-1.0852412084184682,303695.65568236803,0.3263,-1263.9110025012428,78.6,200000,198439.29724575437,-1560.7027542456344,0.9921964862287719
2020-06-05,-1,-1.1797377280737233,303695.65568236803,0.3206,-1263.9110025012428,77.81,200000,195709.74231638887,-4290.257683611126,0.9785487115819443
2020-06-06,-1,-1.0329888061002157,303695.65568236803,0.3246,-1263.9110025012428,78.3,200000,197543.84133034397,-2456.158669656026,0.9877192066517199
2020-06-07,-1,-1.0598574859590586,303695.65568236803,0.322,-1263.9110025012428,77.99,200000,196362.42021479443,-3637.5797852055694,0.9818121010739722
2020-06-08,-1,-1.0757184714739367,303695.65568236803,0.3193,-1263.9110025012428,77.77,200000,195264.38152390174,-4735.618476098258,0.9763219076195087
2020-06-09,0,1.0349034270319906,0.0,0.349,0.0,77.42,200000,189689.55609199428,-10310.44390800572,0.9484477804599714
2020-06-10,2,2.603556701000758,0.0,0.3877,0.0,78.21,200000,189689.55609199428,-10310.44390800572,0.9484477804599714
2020-06-11,1,1.1271514193571888,-284051.44667863776,0.3339,1312.9122099390524,72.24,200000,189689.55609199428,-10310.44390800572,0.9484477804599714
2020-06-12,2,1.8041039517061785,0.0,0.3557,0.0,73.27,200000,194529.57805335138,-5470.421946648625,0.9726478902667569
2020-06-13,2,1.677298907862392,0.0,0.3627,0.0,74.18,200000,194529.57805335138,-5470.421946648625,0.9726478902667569
2020-06-14,2,1.552108419392192,0.0,0.3566,0.0,72.56,200000,194529.57805335138,-5470.421946648625,0.9726478902667569
2020-06-15,1,1.1622667746398951,-282664.30987118767,0.3441,1355.229051507255,71.77,200000,194529.57805335138,-5470.421946648625,0.9726478902667569
2020-06-16,1,0.9311614326709968,-282664.30987118767,0.344,1355.229051507255,72.63,200000,195666.80860666046,-4333.191393339541,0.9783340430333023
2020-06-17,1,0.8493237167688515,-282664.30987118767,0.3426,1355.229051507255,72.42,200000,194986.4804720243,-5013.519527975703,0.9749324023601215
2020-06-18,1,0.522465733918484,-282664.30987118767,0.3311,1355.229051507255,71.46,200000,190434.82101905867,-9565.178980941331,0.9521741050952933
2020-06-19,1,0.704489745430954,-282664.30987118767,0.3306,1355.229051507255,70.1,200000,188450.37735407322,-11549.622645926778,0.9422518867703661
2020-06-20,2,1.2149589341010876,0.0,0.3499,0.0,71.01,200000,197199.00512974974,-2800.994870250259,0.9859950256487487
2020-06-21,1,1.1398748069584792,-284394.2964086382,0.3467,1405.7528167219114,70.14,200000,197199.0051297497,-2800.994870250288,0.9859950256487485
2020-06-22,1,0.9121335141752046,-284394.2964086382,0.3543,1405.7528167219114,72.33,200000,202439.00045107637,2439.0004510763683,1.0121950022553818
2020-06-23,1,0.9303472091190452,-284394.2964086382,0.3653,1405.7528167219114,74.01,200000,207929.00244366418,7929.002443664183,1.039645012218321
2020-06-24,1,0.30948055654900963,-284394.2964086382,0.3447,1405.7528167219114,72.42,200000,199835.3329590584,-164.6670409415965,0.999176664795292
2020-06-25,0,0.07081354529274599,0.0,0.3353,0.0,71.11,200000,192593.329918471,-7406.67008152901,0.962966649592355
2020-06-26,1,1.0083790842230047,-273104.551784559,0.3526,1362.4315925188948,70.68,200000,192593.329918471,-7406.67008152901,0.962966649592355
2020-06-27,1,0.9074208666613494,-273104.551784559,0.3325,1362.4315925188948,66.92,200000,181981.1856397303,-18018.814360269695,0.9099059281986516
2020-06-28,1,0.5383317894460893,-273104.551784559,0.3312,1362.4315925188948,67.7,200000,182688.84636457512,-17311.153635424882,0.9134442318228756
2020-06-29,2,1.4336062181119529,0.0,0.3459,0.0,68.93,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-06-30,0,0.6567964712290615,0.0,0.3352,0.0,68.11,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-01,0,0.5615557562411605,0.0,0.336,0.0,68.31,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-02,2,2.296555653470048,0.0,0.3444,0.0,66.62,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-03,2,3.5257237173419718,0.0,0.3808,0.0,66.46,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-04,2,2.6300962161751893,0.0,0.3875,0.0,67.63,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-05,2,2.912655948333071,0.0,0.4164,0.0,67.24,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-06,2,1.4686991253835877,0.0,0.3999,0.0,70.26,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-07,2,1.5998696202346643,0.0,0.4085,0.0,69.92,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-08,2,1.9599054734544876,0.0,0.4475,0.0,72.7,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-09,2,1.3181386864139444,0.0,0.4253,0.0,71.86,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-10,0,0.8596796215130357,0.0,0.4115,0.0,71.75,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-11,2,1.249185479407137,0.0,0.4362,0.0,72.68,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-12,0,0.9974027949345863,0.0,0.427,0.0,72.05,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-13,0,0.27720926938122875,0.0,0.4011,0.0,71.84,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-14,0,0.038711564469628604,0.0,0.3949,0.0,71.82,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-15,0,-0.08983561780958244,0.0,0.3896,0.0,71.12,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-16,0,0.5281844591087446,0.0,0.4008,0.0,69.28,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-17,0,0.2750424925914827,0.0,0.3971,0.0,69.58,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-18,1,1.0100811709211117,-231038.0199861513,0.418,1395.576479107099,69.2,200000,193147.7847084225,-6852.215291577508,0.9657389235421124
2020-07-19,1,0.7475376142086411,-231038.0199861513,0.4199,1395.576479107099,70.35,200000,195191.66989736934,-4808.330102630658,0.9759583494868467
2020-07-20,0,-0.013542188180927861,0.0,0.395,0.0,68.86,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-21,0,-0.583523340023757,0.0,0.4005,0.0,71.09,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-22,-2,-1.6189873238042491,0.0,0.3994,0.0,73.38,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-23,-2,-1.809369708979355,0.0,0.3919,0.0,73.35,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-24,-2,-1.50982624223138,0.0,0.3864,0.0,71.94,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-25,-2,-1.687798423605655,0.0,0.3944,0.0,74.65,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-26,-2,-1.989430902785318,0.0,0.385,0.0,75.3,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-27,-2,-2.5434914285038728,0.0,0.3667,0.0,77.55,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-28,-2,-2.0472213203110345,0.0,0.3821,0.0,79.82,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-29,-2,-1.9104886630784867,0.0,0.3836,0.0,81.38,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-30,-2,-1.5357077635496283,0.0,0.3879,0.0,81.15,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-07-31,-2,-1.6837526644039653,0.0,0.3808,0.0,82.45,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-08-01,-2,-2.0479378070427114,0.0,0.3992,0.0,93.13,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
2020-08-02,-2,-1.5113627571105541,0.0,0.3795,0.0,85.29,200000,188308.40625163744,-11691.59374836256,0.9415420312581873
