date,statusList,zscore,XMRUSDT_position,XMRUSDT_price,TFUELUSDT_position,TFUELUSDT_price,init,total_asset,pnl,return
2020-02-24,0,-0.2901695631492967,0.0,79.2,0.0,0.003151,200000,183658.96291025035,-16341.037089749647,0.9182948145512517
2020-02-25,0,0.5594667839361381,0.0,76.49,0.0,0.002966,200000,183658.96291025035,-16341.037089749647,0.9182948145512517
2020-02-26,2,2.2348533299555484,0.0,70.61,0.0,0.002565,200000,183658.96291025035,-16341.037089749647,0.9182948145512517
2020-02-27,0,0.6183357916078879,0.0,70.26,0.0,0.002696,200000,183658.96291025035,-16341.037089749647,0.9182948145512517
2020-02-28,0,-0.7415557347907216,0.0,68.41,0.0,0.00277,200000,183658.96291025035,-16341.037089749647,0.9182948145512517
2020-02-29,-1,-1.0266738800347404,1393.0443181906126,65.92,-33897925.97088415,0.002709,200000,183658.96291025035,-16341.037089749647,0.9182948145512517
2020-03-01,-2,-1.5207096754201836,0.0,64.53,0.0,0.002713,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-02,0,-0.08482230057264145,0.0,68.78,0.0,0.002732,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-03,-2,-1.7228121314926934,0.0,65.89,0.0,0.002823,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-04,-2,-2.1861017603947577,0.0,65.68,0.0,0.002906,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-05,-2,-1.7914604861954933,0.0,68.46,0.0,0.00301,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-06,-2,-1.3170752615141403,0.0,69.13,0.0,0.002987,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-07,-2,-1.5015925732406306,0.0,65.71,0.0,0.002896,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-08,-2,-1.4486949229804031,0.0,56.44,0.0,0.002504,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-09,-2,-1.6020266650502621,0.0,55.77,0.0,0.002535,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-10,-2,-1.3977127961323852,0.0,54.82,0.0,0.002487,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-11,0,-0.959584871266632,0.0,54.2,0.0,0.002398,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-12,2,2.258207113045004,0.0,31.81,0.0,0.001116,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-13,1,1.1972552629848865,-2515.31536046071,36.92,67147825.81938498,0.001383,200000,185730.88621641885,-14269.113783581153,0.9286544310820942
2020-03-14,0,0.09146285777392407,0.0,36.21,0.0,0.00148,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-15,0,-0.4398339468022215,0.0,38.01,0.0,0.001626,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-16,0,-0.7442343888816193,0.0,34.0,0.0,0.001501,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-17,0,-0.1885276121017481,0.0,36.26,0.0,0.001541,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-18,0,0.8205130390480401,0.0,37.12,0.0,0.001476,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-19,0,0.019203766747936606,0.0,40.87,0.0,0.001718,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-20,0,-0.7624005622580176,0.0,40.33,0.0,0.0018,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-21,0,-0.023734627026092685,0.0,41.23,0.0,0.001746,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-22,0,0.29702276629080215,0.0,38.21,0.0,0.001587,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-23,2,1.4863879963456759,0.0,44.45,0.0,0.00169,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-24,2,2.241011138121441,0.0,47.26,0.0,0.001657,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-25,2,1.9106835623419312,0.0,47.15,0.0,0.001651,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-26,2,1.8521341322234715,0.0,50.28,0.0,0.001725,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-27,2,1.2822148587935416,0.0,47.7,0.0,0.001696,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-28,1,1.0280974058778067,-1883.1635874125595,47.11,52278041.60459969,0.001697,200000,177431.67320601136,-22568.326793988643,0.8871583660300568
2020-03-29,1,0.9871457730020554,-1883.1635874125595,44.04,52278041.60459969,0.001578,200000,165429.27404170742,-34570.725958292576,0.8271463702085371
2020-03-30,1,0.6825314011642523,-1883.1635874125595,46.41,52278041.60459969,0.001697,200000,176113.45869482256,-23886.541305177438,0.8805672934741128
2020-03-31,1,0.6482569860203464,-1883.1635874125595,47.6,52278041.60459969,0.001734,200000,180288.7109032137,-19711.28909678629,0.9014435545160685
2020-04-01,1,0.8521933746043638,-1883.1635874125595,48.47,52278041.60459969,0.00174,200000,182240.73147389022,-17759.26852610978,0.9112036573694511
2020-04-02,2,1.3032359729169714,0.0,50.75,0.0,0.001742,200000,181933.87679198608,-18066.123208013916,0.9096693839599305
2020-04-03,2,1.6922742510106186,0.0,52.96,0.0,0.001727,200000,181933.87679198608,-18066.123208013916,0.9096693839599305
2020-04-04,2,1.6581922726573728,0.0,54.11,0.0,0.001737,200000,181933.87679198608,-18066.123208013916,0.9096693839599305
2020-04-05,2,1.453577466060463,0.0,53.15,0.0,0.001715,200000,181933.87679198608,-18066.123208013916,0.9096693839599305
2020-04-06,2,1.5926189064515928,0.0,58.93,0.0,0.00185,200000,181933.87679198608,-18066.123208013916,0.9096693839599305
2020-04-07,2,1.2119107846042183,0.0,55.94,0.0,0.001793,200000,181933.87679198608,-18066.123208013916,0.9096693839599305
2020-04-08,1,1.1792007771705584,-1571.647173393107,57.88,49358078.348341316,0.001843,200000,181933.87679198608,-18066.123208013916,0.9096693839599305
2020-04-09,2,1.3376580865349703,0.0,58.4,0.0,0.001828,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-10,2,1.3677204305319912,0.0,53.7,0.0,0.00167,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-11,2,1.4209708976491568,0.0,53.86,0.0,0.001666,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-12,0,0.8769272760299948,0.0,53.68,0.0,0.001708,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-13,0,0.9615364554179942,0.0,52.98,0.0,0.001668,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-14,0,0.6471874769988827,0.0,54.09,0.0,0.001727,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-15,2,1.4041036754897462,0.0,53.12,0.0,0.001609,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-16,2,1.7234462633350858,0.0,56.9,0.0,0.001669,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-17,2,1.61384525452184,0.0,56.21,0.0,0.001641,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-18,2,1.4332120647377524,0.0,58.04,0.0,0.001698,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-19,2,1.619091451331555,0.0,57.05,0.0,0.001639,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-20,0,0.7534497425315082,0.0,54.69,0.0,0.001646,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-21,1,1.0633433116397788,-1663.8692827110594,55.14,56216759.956303805,0.001632,200000,183491.50449737563,-16508.49550262437,0.9174575224868782
2020-04-22,1,0.7287703020489956,-1663.8692827110594,56.95,56216759.956303805,0.001706,200000,190663.14813584913,-9336.85186415087,0.9533157406792456
2020-04-23,2,1.4174480485733294,0.0,59.27,0.0,0.00172,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-04-24,2,1.5316859364513506,0.0,60.68,0.0,0.001741,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-04-25,0,0.2924399445969344,0.0,60.55,0.0,0.001818,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-04-26,0,-0.13960402588410137,0.0,61.33,0.0,0.001869,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-04-27,0,0.5115511839639939,0.0,62.36,0.0,0.00185,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-04-28,0,-0.266837879160869,0.0,62.07,0.0,0.001887,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-04-29,0,0.8683729261154879,0.0,66.32,0.0,0.001937,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-04-30,-1,-1.1033638987118621,1488.5694425081692,62.28,-47787682.927530296,0.00194,200000,185416.20975881757,-14583.790241182433,0.9270810487940878
2020-05-01,-2,-1.8904299164753062,0.0,63.45,0.0,0.002047,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-02,-2,-2.102891841600721,0.0,64.54,0.0,0.002115,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-03,-2,-2.0323366077452145,0.0,62.37,0.0,0.00206,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-04,-2,-1.9993415779487047,0.0,61.06,0.0,0.002033,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-05,-2,-2.2228000927198353,0.0,60.31,0.0,0.002086,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-06,-2,-2.0178988677395413,0.0,57.85,0.0,0.002025,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-07,0,-0.7895066461057865,0.0,64.6,0.0,0.002095,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-08,-2,-1.8508032403059718,0.0,63.39,0.0,0.002254,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-09,0,-0.9482305902380482,0.0,63.05,0.0,0.002112,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-10,0,-0.0759023043893018,0.0,58.85,0.0,0.001862,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-11,0,0.12094869848664658,0.0,59.36,0.0,0.00186,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-12,-1,-1.1552471567651577,1534.8606958075507,61.5,-44630701.083765656,0.002115,200000,188787.86558432874,-11212.134415671258,0.9439393279216437
2020-05-13,0,-0.03752356621447373,0.0,65.0,0.0,0.002082,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-14,0,-0.44121247925204643,0.0,65.28,0.0,0.002155,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-15,-2,-2.2041435951772343,0.0,62.77,0.0,0.002376,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-16,-2,-2.6674040098822287,0.0,65.42,0.0,0.002749,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-17,-2,-1.662814113354951,0.0,65.22,0.0,0.002534,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-18,-2,-1.331387477754886,0.0,66.96,0.0,0.002556,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-19,-2,-2.3510931407969906,0.0,66.7,0.0,0.002951,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-20,-2,-3.074131420482159,0.0,64.66,0.0,0.003893,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-21,-2,-3.267587846669129,0.0,61.65,0.0,0.007618,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-22,-2,-2.3794342629151597,0.0,62.89,0.0,0.006619,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-23,-2,-2.2145764477061842,0.0,63.46,0.0,0.009016,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-24,-2,-2.1754409561780648,0.0,60.64,0.0,0.017882,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-25,-2,-1.8183801572972973,0.0,61.54,0.0,0.016088,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-26,-2,-1.5405029099642218,0.0,61.91,0.0,0.013827,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-27,-2,-1.2484944779310545,0.0,64.47,0.0,0.010594,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-28,0,-0.9919649440801342,0.0,67.15,0.0,0.00866,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-29,-1,-1.005746018795142,1377.3129448390464,66.05,-8847648.318091715,0.010282,200000,181943.04001323803,-18056.95998676197,0.9097152000661901
2020-05-30,-1,-0.8750564411217384,1377.3129448390464,68.36,-8847648.318091715,0.009945,200000,182142.97543261934,-17857.024567380664,0.9107148771630966
2020-05-31,-1,-0.7256007832898173,1377.3129448390464,64.94,-8847648.318091715,0.008509,200000,164727.34217649006,-35272.657823509944,0.8236367108824503
2020-06-01,-1,-0.6550113211809012,1377.3129448390464,67.72,-8847648.318091715,0.00896,200000,172546.561554602,-27453.438445398002,0.86273280777301
2020-06-02,-1,-0.5520912054608054,1377.3129448390464,66.66,-8847648.318091715,0.0085,200000,167016.69160675042,-32983.30839324958,0.8350834580337521
2020-06-03,-1,-0.48902242891910447,1377.3129448390464,67.16,-8847648.318091715,0.00868,200000,169297.92477642646,-30702.07522357354,0.8464896238821322
2020-06-04,-1,-0.3910593341301363,1377.3129448390464,68.14,-8847648.318091715,0.008622,200000,170134.52785991938,-29865.472140080616,0.8506726392995969
2020-06-05,-1,-0.2841658782315469,1377.3129448390464,67.45,-8847648.318091715,0.008324,200000,166547.58272918913,-33452.41727081087,0.8327379136459456
2020-06-06,0,-0.17304945005909228,0.0,67.7,0.0,0.008279,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-07,0,-0.0038085118359166246,0.0,66.39,0.0,0.008019,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-08,0,0.45886529805127513,0.0,68.28,0.0,0.007737,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-09,2,1.2084279582966155,0.0,67.99,0.0,0.007345,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-10,2,1.464462899804742,0.0,69.67,0.0,0.007026,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-11,2,1.5498364231597612,0.0,63.71,0.0,0.00626,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-12,0,-0.5388651666495882,0.0,65.69,0.0,0.010355,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-13,-1,-1.0332761060649538,1216.1958101015011,66.58,-7016230.572442418,0.011541,200000,161948.63407311589,-38051.365926884115,0.8097431703655794
2020-06-14,-1,-0.7804847496436207,1216.1958101015011,65.39,-7016230.572442418,0.010087,200000,150299.76180676383,-49700.238193236175,0.7514988090338192
2020-06-15,-1,-1.086395574804834,1216.1958101015011,64.53,-7016230.572442418,0.010208,200000,150102.79730934207,-49897.20269065793,0.7505139865467103
2020-06-16,-1,-0.8507042831520655,1216.1958101015011,66.0,-7016230.572442418,0.009892,200000,149673.4762892995,-50326.52371070051,0.7483673814464975
2020-06-17,-1,-0.5634827157331269,1216.1958101015011,65.09,-7016230.572442418,0.009332,200000,144637.64898153936,-55362.35101846064,0.7231882449076967
2020-06-18,-1,-0.3208542620921477,1216.1958101015011,64.93,-7016230.572442418,0.008862,200000,141145.42928287518,-58854.57071712482,0.705727146414376
2020-06-19,-1,-0.9155183976157477,1216.1958101015011,64.09,-7016230.572442418,0.009719,200000,146136.7344029731,-53863.26559702691,0.7306836720148655
2020-06-20,-1,-0.6716555360083792,1216.1958101015011,64.06,-7016230.572442418,0.009369,200000,143644.5678283152,-56355.432171684806,0.7182228391415759
2020-06-21,-1,-0.53894353131065,1216.1958101015011,64.48,-7016230.572442418,0.009259,200000,143383.58470558916,-56616.415294410835,0.7169179235279458
2020-06-22,-1,-0.4544059856867504,1216.1958101015011,66.16,-7016230.572442418,0.009419,200000,146549.39055815045,-53450.60944184955,0.7327469527907522
2020-06-23,-1,-0.5978422419355258,1216.1958101015011,66.87,-7016230.572442418,0.009844,200000,150394.78757661057,-49605.21242338943,0.7519739378830529
2020-06-24,-1,-0.3643362549851449,1216.1958101015011,64.83,-7016230.572442418,0.009209,200000,143458.44171050255,-56541.55828949745,0.7172922085525127
2020-06-25,-1,-0.23283931608502761,1216.1958101015011,64.3,-7016230.572442418,0.008983,200000,141228.18982177676,-58771.81017822324,0.7061409491088838
2020-06-26,0,-0.09517586626790153,0.0,64.0,0.0,0.008785,200000,145749.68780552648,-54250.31219447352,0.7287484390276324
2020-06-27,0,0.1815015526844926,0.0,62.08,0.0,0.008182,200000,145749.68780552648,-54250.31219447352,0.7287484390276324
2020-06-28,0,0.17430926104534447,0.0,63.29,0.0,0.008434,200000,145749.68780552648,-54250.31219447352,0.7287484390276324
2020-06-29,0,0.4293299537689924,0.0,64.19,0.0,0.008354,200000,145749.68780552648,-54250.31219447352,0.7287484390276324
2020-06-30,0,0.7534572784986521,0.0,63.48,0.0,0.00816,200000,145749.68780552648,-54250.31219447352,0.7287484390276324
2020-07-01,2,1.5567988478993944,0.0,64.52,0.0,0.008223,200000,145749.68780552648,-54250.31219447352,0.7287484390276324
2020-07-02,1,1.0417664484882339,-1117.7123297969822,65.2,8521380.250556974,0.008552,200000,145749.68780552648,-54250.31219447352,0.7287484390276324
2020-07-03,1,1.0723706012087235,-1117.7123297969822,62.66,8521380.250556974,0.008192,200000,139843.00159764162,-60156.99840235838,0.699215007988208
2020-07-04,2,1.28878802728663,0.0,64.22,0.0,0.008228,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-05,2,1.3347410314395076,0.0,63.33,0.0,0.008057,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-06,0,0.4384614484050643,0.0,64.95,0.0,0.008642,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-07,0,-0.12646710221824617,0.0,64.59,0.0,0.008835,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-08,0,0.238144443880669,0.0,66.27,0.0,0.008886,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-09,2,1.2467075801750878,0.0,67.28,0.0,0.008545,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-10,2,1.5065687323251389,0.0,67.25,0.0,0.008389,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-11,2,1.523590097040101,0.0,68.74,0.0,0.008508,200000,147415.2569235059,-52584.74307649411,0.7370762846175294
2020-07-12,-1,-1.0693561797142477,-1064.8313848851915,69.22,7655549.279367777,0.009628,200000,147415.25692350592,-52584.74307649408,0.7370762846175296
2020-07-13,0,1.1741355759311012,0.0,69.26,0.0,0.008696,200000,140237.69173973973,-59762.308260260266,0.7011884586986987
2020-07-14,0,0.6738115434682719,0.0,67.81,0.0,0.008655,200000,140237.69173973973,-59762.308260260266,0.7011884586986987
2020-07-15,2,1.8302716288995096,0.0,70.63,0.0,0.00861,200000,140237.69173973973,-59762.308260260266,0.7011884586986987
2020-07-16,2,1.3115831162998448,0.0,67.7,0.0,0.008363,200000,140237.69173973973,-59762.308260260266,0.7011884586986987
2020-07-17,0,0.8846346537688234,0.0,67.64,0.0,0.00845,200000,140237.69173973973,-59762.308260260266,0.7011884586986987
2020-07-18,1,1.150215891711866,-1025.2792202057299,68.39,8315802.403921948,0.008432,200000,140237.69173973973,-59762.308260260266,0.7011884586986987
2020-07-19,2,1.3617286587335888,0.0,68.91,0.0,0.008389,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-20,2,1.5490659123544133,0.0,69.31,0.0,0.008322,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-21,2,1.3602122296566057,0.0,69.63,0.0,0.008372,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-22,0,0.951614428346021,0.0,71.48,0.0,0.0087,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-23,2,1.856076371801155,0.0,73.02,0.0,0.008471,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-24,2,1.8770378400438628,0.0,71.54,0.0,0.008177,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-25,2,1.7935399460003945,0.0,73.61,0.0,0.008331,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-26,2,2.612960117130013,0.0,78.16,0.0,0.008188,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-27,2,2.7051424065568335,0.0,78.43,0.0,0.007821,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-28,2,1.9247722100577374,0.0,81.2,0.0,0.00835,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-29,2,1.4675081485309047,0.0,79.11,0.0,0.008291,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-30,2,1.6879893673186854,0.0,80.92,0.0,0.008183,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-07-31,2,1.7641628044991788,0.0,84.55,0.0,0.008312,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
2020-08-01,2,1.4816585422021165,0.0,89.64,0.0,0.008929,200000,141128.41643761535,-58871.58356238465,0.7056420821880767
