date,statusList,zscore,ADAUSDT_position,ADAUSDT_price,XRPUSDT_position,XRPUSDT_price,init,total_asset,pnl,return
2020-02-14,0,-0.7971657414088938,0.0,0.07074,0.0,0.33594,200000,200033.1523416828,33.15234168281313,1.000165761708414
2020-02-15,-2,-1.2701777847670175,0.0,0.06426,0.0,0.30729,200000,200033.1523416828,33.15234168281313,1.000165761708414
2020-02-16,-1,-1.1547845762002966,1627344.2266651709,0.06146,-342241.2269738619,0.29224,200000,200033.1523416828,33.15234168281313,1.000165761708414
2020-02-17,-1,-1.1490154943843789,1627344.2266651709,0.06019,-342241.2269738619,0.28736,200000,196296.2879861856,-3703.7120138143946,0.9814814399309281
2020-02-18,-1,-0.9347427002641743,1627344.2266651709,0.06274,-342241.2269738619,0.29827,200000,204179.86755046662,4179.867550466617,1.020899337752333
2020-02-19,-1,-1.045406326881202,1627344.2266651709,0.05737,-342241.2269738619,0.27466,200000,187360.7136844218,-12639.28631557821,0.936803568422109
2020-02-20,0,-0.16926526093702646,0.0,0.05815,0.0,0.2709,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-21,0,-0.24784188486217212,0.0,0.05853,0.0,0.27418,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-22,0,-0.4274640538147288,0.0,0.05825,0.0,0.27468,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-23,0,0.6263473773524522,0.0,0.06145,0.0,0.28298,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-24,0,0.7954722387765585,0.0,0.05906,0.0,0.2704,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-25,2,1.403681236278073,0.0,0.05603,0.0,0.25209,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-26,0,-0.10564570493388324,0.0,0.04915,0.0,0.22915,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-27,-1,-1.0679384337852533,1986725.169959108,0.04986,-415338.01666314946,0.2385,200000,198116.23394832227,-1883.766051677725,0.9905811697416114
2020-02-28,-2,-1.3865132127645674,0.0,0.04885,0.0,0.23663,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-02-29,-2,-1.3461326613826583,0.0,0.0471,0.0,0.22892,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-03-01,-2,-1.867979559069186,0.0,0.04561,0.0,0.22696,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-03-02,-1,-1.0866606763056526,2024640.912846038,0.04923,-416032.524164832,0.23958,200000,199346.1442788209,-653.8557211791049,0.9967307213941045
2020-03-03,-1,-0.6361975341656201,2024640.912846038,0.04866,-416032.524164832,0.23428,200000,195987.12658042504,-4012.8734195749566,0.9799356329021253
2020-03-04,-1,-0.3910810120255045,2024640.912846038,0.04898,-416032.524164832,0.23453,200000,196739.019803577,-3260.9801964230137,0.983695099017885
2020-03-05,0,0.4521240265850601,0.0,0.05096,0.0,0.23909,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-06,0,0.07471088842374045,0.0,0.05174,0.0,0.24477,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-07,0,-0.8492062226897471,0.0,0.04879,0.0,0.23622,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-08,0,-0.07532085299285173,0.0,0.04291,0.0,0.20385,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-09,-2,-2.0697812628904737,0.0,0.04156,0.0,0.20952,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-10,-2,-2.1029210813504275,0.0,0.04146,0.0,0.21185,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-11,-2,-2.292279997681452,0.0,0.03969,0.0,0.20813,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-12,-2,-3.0921774963351782,0.0,0.02329,0.0,0.13549,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-13,-2,-2.0312173750951064,0.0,0.02843,0.0,0.15872,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-14,-2,-1.881332642897244,0.0,0.02582,0.0,0.14588,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-15,-2,-1.7150494625834387,0.0,0.02693,0.0,0.15308,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-16,-2,-1.7741303138040607,0.0,0.02423,0.0,0.14102,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-17,-2,-1.3814451282540423,0.0,0.02575,0.0,0.14694,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-18,-1,-1.161204457013616,3752199.0710156597,0.02607,-662735.9741285788,0.1476,200000,195639.65956275648,-4360.340437243518,0.9781982978137824
2020-03-19,-1,-0.6069288335707816,3752199.0710156597,0.0303,-662735.9741285788,0.1646,200000,222777.97319333855,22777.97319333855,1.1138898659666927
2020-03-20,-1,-0.31533717969835146,3752199.0710156597,0.02946,-662735.9741285788,0.15695,200000,214556.19577160178,14556.195771601779,1.072780978858009
2020-03-21,-1,-0.3418381404296257,3752199.0710156597,0.02948,-662735.9741285788,0.15797,200000,215307.23044663324,15307.230446633243,1.0765361522331662
2020-03-22,-1,-0.5218381754286372,3752199.0710156597,0.02703,-662735.9741285788,0.14776,200000,199347.8084267921,-652.1915732079069,0.9967390421339605
2020-03-23,-1,-0.3484592366464257,3752199.0710156597,0.02925,-662735.9741285788,0.15854,200000,214821.98416555295,14821.984165552945,1.0741099208277647
2020-03-24,0,-0.14816023611591492,0.0,0.03023,0.0,0.16225,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-25,0,-0.37994647543841237,0.0,0.02945,0.0,0.16168,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-26,0,-0.8774404427378891,0.0,0.03086,0.0,0.17593,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-27,-2,-1.5559389239785981,0.0,0.02882,0.0,0.17269,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-28,-2,-1.3367010333264202,0.0,0.02975,0.0,0.17543,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-29,0,-0.9509607905006461,0.0,0.02806,0.0,0.16278,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-30,0,-0.77800718506616,0.0,0.02965,0.0,0.17112,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-03-31,0,-0.3717133558748499,0.0,0.03045,0.0,0.17353,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-01,0,-0.1629081153180641,0.0,0.03097,0.0,0.17494,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-02,0,0.13962841984854127,0.0,0.03188,0.0,0.17828,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-03,0,0.30079414845703706,0.0,0.03231,0.0,0.17957,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-04,0,0.1336410016982277,0.0,0.03244,0.0,0.18114,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-05,0,-0.11068391026744855,0.0,0.0319,0.0,0.17925,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-06,0,0.43290787998467606,0.0,0.03592,0.0,0.19803,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-07,0,0.6193135786243202,0.0,0.03525,0.0,0.19285,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-08,0,0.21176673249957373,0.0,0.03639,0.0,0.20192,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-09,0,0.5957768312560707,0.0,0.03607,0.0,0.19829,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-10,0,-0.24188298457231558,0.0,0.03321,0.0,0.18758,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-11,0,-0.12852818253248474,0.0,0.03343,0.0,0.1885,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-12,0,-0.18567747601035656,0.0,0.03347,0.0,0.18939,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-13,0,-0.15129127465821374,0.0,0.03311,0.0,0.18763,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-14,0,0.26484391307503835,0.0,0.03312,0.0,0.18613,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-15,0,-0.1208519868389664,0.0,0.03185,0.0,0.1805,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-16,0,0.9822202539613671,0.0,0.03446,0.0,0.19053,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-17,2,1.3069261601914177,0.0,0.03432,0.0,0.18863,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-18,2,2.576367119123407,0.0,0.03654,0.0,0.19544,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-19,2,2.388583446706831,0.0,0.03549,0.0,0.18901,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-20,2,1.8320843771194466,0.0,0.03391,0.0,0.18151,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-21,2,1.9134385713704856,0.0,0.03454,0.0,0.18341,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-22,2,2.6562777421912065,0.0,0.03664,0.0,0.18804,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-23,2,3.437384203839551,0.0,0.04088,0.0,0.1926,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-24,2,2.761475364622359,0.0,0.04165,0.0,0.19325,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-25,2,2.3306099425589544,0.0,0.04222,0.0,0.19418,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-26,2,2.6674591402435217,0.0,0.04593,0.0,0.19618,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-27,2,2.216045153216446,0.0,0.04648,0.0,0.19747,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-28,2,1.2094787576406452,0.0,0.04679,0.0,0.21416,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-29,2,1.4548063565026135,0.0,0.05146,0.0,0.22648,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-04-30,2,1.2071636721830603,0.0,0.04752,0.0,0.21135,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-05-01,2,1.4399535649308168,0.0,0.05091,0.0,0.21786,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-05-02,1,1.0540857860121124,-1863846.6939913067,0.0509,424112.82008206676,0.22369,200000,189739.59344831502,-10260.40655168498,0.9486979672415751
2020-05-03,1,0.7774760853108612,-1863846.6939913067,0.04898,424112.82008206676,0.21936,200000,184324.5992848964,-15675.400715103606,0.921622996424482
2020-05-04,1,0.8600330903017683,-1863846.6939913067,0.04942,424112.82008206676,0.21776,200000,184466.11131812126,-15533.888681878743,0.9223305565906063
2020-05-05,1,0.8302791116259585,-1863846.6939913067,0.04945,424112.82008206676,0.21688,200000,184148.80743726873,-15851.192562731274,0.9207440371863437
2020-05-06,1,0.9015515730590687,-1863846.6939913067,0.04889,424112.82008206676,0.21158,200000,180857.25534219865,-19142.744657801348,0.9042862767109933
2020-05-07,1,0.9940341009779983,-1863846.6939913067,0.05123,424112.82008206676,0.21862,200000,188204.41085951607,-11795.589140483935,0.9410220542975803
2020-05-08,1,1.1041891874130656,-1863846.6939913067,0.05201,424112.82008206676,0.21865,200000,189670.93466543176,-10329.065334568237,0.9483546733271588
2020-05-09,1,1.0245955672496323,-1863846.6939913067,0.05145,424112.82008206676,0.21642,200000,187681.40892801364,-12318.59107198636,0.9384070446400682
2020-05-10,2,1.2206249480338225,0.0,0.04755,0.0,0.19702,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-11,2,1.7410365248265824,0.0,0.04779,0.0,0.19254,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-12,2,2.3306990657620212,0.0,0.05043,0.0,0.19711,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-13,2,1.9873785568196112,0.0,0.05147,0.0,0.20177,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-14,2,1.404107589443891,0.0,0.05098,0.0,0.20386,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-15,2,1.5544437433383596,0.0,0.05026,0.0,0.19818,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-16,2,1.5143886893846483,0.0,0.051,0.0,0.19969,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-17,2,1.3148710465751432,0.0,0.05129,0.0,0.20131,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-18,2,1.8487371059765465,0.0,0.05434,0.0,0.20543,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-19,2,2.2783974300750995,0.0,0.05677,0.0,0.20496,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-20,2,2.171159816003715,0.0,0.05689,0.0,0.20179,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-21,1,1.1930955559374061,-1870624.1207512282,0.05207,501200.97750085645,0.19434,200000,194806.7959350329,-5193.204064967111,0.9740339796751645
2020-05-22,2,1.596159499441453,0.0,0.05576,0.0,0.20034,200000,198702.1930755998,-1297.8069244002108,0.993510965377999
2020-05-23,2,1.3426774515443687,0.0,0.0549,0.0,0.19883,200000,198702.1930755998,-1297.8069244002108,0.993510965377999
2020-05-24,0,0.6909210620210365,0.0,0.05125,0.0,0.19256,200000,198702.1930755998,-1297.8069244002108,0.993510965377999
2020-05-25,1,1.114824071766679,-1843248.5443005546,0.0539,506325.02567424264,0.19622,200000,198702.1930755998,-1297.8069244002108,0.993510965377999
2020-05-26,1,1.130963022124287,-1843248.5443005546,0.05355,506325.02567424264,0.19372,200000,196791.243520909,-3208.756479091011,0.983956217604545
2020-05-27,1,1.1750699437971703,-1843248.5443005546,0.05513,506325.02567424264,0.19791,200000,201825.07807847892,1825.078078478924,1.0091253903923947
2020-05-28,2,3.0488407167674425,0.0,0.06502,0.0,0.20052,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-05-29,2,2.5433272261518494,0.0,0.06469,0.0,0.19759,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-05-30,2,3.0672177002421366,0.0,0.07691,0.0,0.20701,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-05-31,2,2.2987916869249108,0.0,0.0739,0.0,0.20245,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-01,2,2.2667742193968405,0.0,0.08093,0.0,0.211,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-02,2,1.9887629269968927,0.0,0.07872,0.0,0.20301,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-03,2,2.191187538763093,0.0,0.08558,0.0,0.2041,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-04,2,2.0736824514615835,0.0,0.08882,0.0,0.20427,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-05,2,1.6017545269744855,0.0,0.08517,0.0,0.20274,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-06,2,1.468616984059844,0.0,0.08614,0.0,0.20361,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-07,2,1.3535762229866009,0.0,0.08657,0.0,0.20329,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-08,1,1.190849328356515,-1254752.0772307047,0.08648,531838.257309765,0.20403,200000,217021.9192778227,17021.919277822686,1.0851095963891135
2020-06-09,1,0.9138096891646221,-1254752.0772307047,0.08291,531838.257309765,0.20127,200000,211074.58077193412,11074.580771934125,1.0553729038596706
2020-06-10,1,0.8353853353186986,-1254752.0772307047,0.0836,531838.257309765,0.20266,200000,212679.61488288388,12679.614882883878,1.0633980744144194
2020-06-11,1,0.5655607818766571,-1254752.0772307047,0.07527,531838.257309765,0.18817,200000,194521.19373113362,-5478.806268866378,0.9726059686556681
2020-06-12,1,0.6767273420377022,-1254752.0772307047,0.07948,531838.257309765,0.19307,200000,202409.70743709273,2409.7074370927294,1.0120485371854637
2020-06-13,1,0.5934311200289768,-1254752.0772307047,0.07906,531838.257309765,0.19234,200000,201494.46963681973,1494.4696368197328,1.0074723481840986
2020-06-14,1,0.33868082117601045,-1254752.0772307047,0.07642,531838.257309765,0.19022,200000,197054.42704743394,-2945.572952566057,0.9852721352371697
2020-06-15,1,0.3612034449790062,-1254752.0772307047,0.07824,531838.257309765,0.19238,200000,200486.84646378295,486.84646378294565,1.0024342323189148
2020-06-16,1,0.43101476938039973,-1254752.0772307047,0.07925,531838.257309765,0.19238,200000,201754.14606178593,1754.1460617859266,1.0087707303089297
2020-06-17,1,1.078970897310193,-1254752.0772307047,0.08349,531838.257309765,0.19315,200000,207483.81032737263,7483.81032737263,1.037419051636863
2020-06-18,1,1.1074176366616748,-1254752.0772307047,0.08176,531838.257309765,0.18975,200000,203504.83915891033,3504.8391589103267,1.0175241957945516
2020-06-19,1,0.8234509053402702,-1254752.0772307047,0.07987,531838.257309765,0.18722,200000,199787.80694195058,-212.1930580494227,0.9989390347097529
2020-06-20,1,0.5925553696103566,-1254752.0772307047,0.07953,531838.257309765,0.18792,200000,199733.47801580897,-266.52198419102933,0.9986673900790448
2020-06-21,1,0.39305012471308276,-1254752.0772307047,0.07841,531838.257309765,0.18602,200000,197317.66300042204,-2682.336999577965,0.9865883150021102
2020-06-22,2,1.9882824075285999,0.0,0.08355,0.0,0.18928,200000,221190.10998685576,21190.109986855765,1.1059505499342788
2020-06-23,2,1.5019540397246114,0.0,0.08276,0.0,0.18889,200000,221190.10998685576,21190.109986855765,1.1059505499342788
2020-06-24,2,2.18062650575721,0.0,0.08254,0.0,0.18348,200000,221190.10998685576,21190.109986855765,1.1059505499342788
2020-06-25,2,1.8574203424788018,0.0,0.08167,0.0,0.18156,200000,221190.10998685576,21190.109986855765,1.1059505499342788
2020-06-26,1,1.1924108733026277,-1371806.6856044144,0.08062,606033.5086493938,0.18249,200000,221190.10998685576,21190.109986855765,1.1059505499342788
2020-06-27,1,1.1110569009731326,-1371806.6856044144,0.07738,606033.5086493938,0.17509,200000,212260.80836149195,12260.808361491945,1.0613040418074597
2020-06-28,2,1.629951638313037,0.0,0.08028,0.0,0.17693,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-06-29,2,2.2509255532633885,0.0,0.08392,0.0,0.17726,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-06-30,2,1.9068329307933793,0.0,0.08299,0.0,0.17533,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-01,2,3.333369505773933,0.0,0.09681,0.0,0.17647,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-02,2,2.2701540171965733,0.0,0.09291,0.0,0.17477,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-03,2,2.205254442796362,0.0,0.09655,0.0,0.1762,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-04,2,2.1119714645708574,0.0,0.10005,0.0,0.17808,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-05,2,1.7136673799173816,0.0,0.09813,0.0,0.17695,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-06,2,1.557806081972011,0.0,0.10512,0.0,0.18875,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-07,2,2.403041534639843,0.0,0.11764,0.0,0.18508,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-08,2,1.9781278295537446,0.0,0.12993,0.0,0.20551,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-09,2,1.4953914897979799,0.0,0.12403,0.0,0.20263,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-10,1,1.1378559894093014,-945860.3833439173,0.11846,562793.8169215955,0.19909,200000,224093.24202184088,24093.24202184088,1.1204662101092044
2020-07-11,2,1.371846544348932,0.0,0.12523,0.0,0.2011,200000,229365.50124506681,29365.501245066815,1.1468275062253341
2020-07-12,2,1.3252562751285781,0.0,0.12685,0.0,0.20128,200000,229365.50124506681,29365.501245066815,1.1468275062253341
2020-07-13,1,1.1455803063998564,-922851.4574920206,0.12427,577252.4821187567,0.19867,200000,229365.50124506681,29365.501245066815,1.1468275062253341
2020-07-14,2,1.5166037123204308,0.0,0.13256,0.0,0.19909,200000,236773.4937851858,36773.4937851858,1.183867468925929
2020-07-15,2,1.3366873055929562,0.0,0.13069,0.0,0.19721,200000,236773.4937851858,36773.4937851858,1.183867468925929
2020-07-16,1,1.0516306706469458,-939428.2406966585,0.12602,608860.0436771904,0.19444,200000,236773.4937851858,36773.4937851858,1.183867468925929
2020-07-17,1,0.7093790735493731,-939428.2406966585,0.12224,608860.0436771904,0.1944,200000,233198.10063360535,33198.100633605354,1.1659905031680267
2020-07-18,1,0.3983801597478747,-939428.2406966585,0.1227,608860.0436771904,0.1999,200000,236978.96786455036,36978.96786455036,1.1848948393227519
2020-07-19,1,0.45789769750041365,-939428.2406966585,0.12402,608860.0436771904,0.19956,200000,238012.0007274197,38012.00072741971,1.1900600036370985
2020-07-20,0,-0.007126123173172591,0.0,0.11771,0.0,0.19465,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-21,0,0.23733447264036325,0.0,0.12321,0.0,0.19949,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-22,0,-0.11425622720572405,0.0,0.1238,0.0,0.20348,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-23,0,-0.6139202363214556,0.0,0.12422,0.0,0.20851,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-24,0,-0.6435073703165375,0.0,0.12197,0.0,0.20392,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-25,2,1.741355288965863,0.0,0.14362,0.0,0.21463,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-26,2,2.3063310994061075,0.0,0.14849,0.0,0.21532,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-27,0,-0.3899489765493784,0.0,0.13859,0.0,0.22437,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-28,0,0.6902029459432452,0.0,0.14904,0.0,0.23029,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-29,-2,-1.7982086532634807,0.0,0.13972,0.0,0.24327,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-30,-2,-1.6312733288283077,0.0,0.1406,0.0,0.24408,200000,228838.98449582438,28838.984495824378,1.144194922479122
2020-07-31,-2,-2.355755360617985,0.0,0.13878,0.0,0.25939,200000,228838.98449582438,28838.984495824378,1.144194922479122
