date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,IOSTUSDT_position,IOSTUSDT_price,init,total_asset,pnl,return
2020-02-09,0,-0.13036034916599773,0.0,0.1621,0.0,0.007598,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-10,0,-0.4507037779215689,0.0,0.1557,0.0,0.007472,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-11,0,-0.32269992985921997,0.0,0.1607,0.0,0.007594,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-12,0,0.5555252759819423,0.0,0.1808,0.0,0.007946,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-13,2,1.671292785088287,0.0,0.1948,0.0,0.007778,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-14,2,1.6943445172464107,0.0,0.2128,0.0,0.008343,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-15,2,2.721184234282044,0.0,0.2142,0.0,0.007382,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-16,2,2.1091298842035195,0.0,0.1902,0.0,0.006682,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-17,2,1.6542859358969002,0.0,0.1813,0.0,0.006532,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-18,1,1.1560179346194854,-527169.4282886654,0.182,14140727.4795191,0.006785,200000,191889.6718970742,-8110.328102925792,0.959448359485371
2020-02-19,1,1.0827160814620154,-527169.4282886654,0.1671,14140727.4795191,0.006205,200000,175833.22547745198,-24166.774522548018,0.87916612738726
2020-02-20,1,0.7971298650763896,-527169.4282886654,0.1628,14140727.4795191,0.006189,200000,173340.14529613842,-26659.85470386158,0.8667007264806921
2020-02-21,1,0.8340012665839656,-527169.4282886654,0.1687,14140727.4795191,0.006347,200000,178684.67986480557,-21315.32013519443,0.8934233993240278
2020-02-22,1,0.4496161571598475,-527169.4282886654,0.16,14140727.4795191,0.006222,200000,172330.7149037543,-27669.2850962457,0.8616535745187714
2020-02-23,1,0.5540898709283493,-527169.4282886654,0.168,14140727.4795191,0.006432,200000,179517.62310076266,-20482.376899237337,0.8975881155038133
2020-02-24,0,0.18202307644653973,0.0,0.1558,0.0,0.006165,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-02-25,0,0.17910266173069622,0.0,0.1418,0.0,0.005595,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-02-26,0,-0.4085655538267079,0.0,0.1209,0.0,0.00505,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-02-27,0,-0.15959136506671923,0.0,0.1292,0.0,0.00523,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-02-28,0,-0.2480872422316551,0.0,0.1294,0.0,0.005251,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-02-29,0,-0.40421682924067787,0.0,0.1254,0.0,0.005115,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-01,0,-0.12411770429125654,0.0,0.1281,0.0,0.005049,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-02,0,-0.17591306219941386,0.0,0.135,0.0,0.005283,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-03,0,-0.3914872913146107,0.0,0.1319,0.0,0.005186,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-04,-2,-1.432479045787147,0.0,0.1308,0.0,0.005471,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-05,0,-0.8402544326312061,0.0,0.135,0.0,0.005473,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-06,-2,-1.4552207385540017,0.0,0.1355,0.0,0.00571,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-07,-2,-1.3864827358669114,0.0,0.128,0.0,0.005386,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-08,-1,-1.0647796407011265,840886.9663060892,0.1111,-20243237.69373922,0.004615,200000,186845.08391321302,-13154.91608678698,0.9342254195660651
2020-03-09,0,0.37056225304998813,0.0,0.1145,0.0,0.004498,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-10,0,0.20135469273961243,0.0,0.1149,0.0,0.004562,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-11,0,-0.06976173795291857,0.0,0.1106,0.0,0.004444,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-12,0,-0.9220775068986082,0.0,0.0554,0.0,0.002293,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-13,0,-0.9851159782364441,0.0,0.0616,0.0,0.002562,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-14,0,-0.23726682762918996,0.0,0.0637,0.0,0.002599,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-15,2,3.563358990514587,0.0,0.0796,0.0,0.002761,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-16,2,1.4970383293115985,0.0,0.0645,0.0,0.002417,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-17,2,1.276155271341425,0.0,0.0669,0.0,0.002515,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-18,1,1.0817471609290255,-1365545.935470713,0.0665,36178806.656893395,0.00251,200000,181617.60941760484,-18382.390582395165,0.9080880470880242
2020-03-19,2,1.6572083455108604,0.0,0.0784,0.0,0.002847,200000,185675.34820633323,-14324.651793666766,0.9283767410316661
2020-03-20,0,0.8031136894591809,0.0,0.0833,0.0,0.003146,200000,185675.34820633323,-14324.651793666766,0.9283767410316661
2020-03-21,-1,-1.0281592536348736,1134934.8912367558,0.0818,-27042724.760607813,0.003433,200000,185675.34820633323,-14324.651793666766,0.9283767410316661
2020-03-22,-1,-0.5805461506511834,1134934.8912367558,0.0722,-27042724.760607813,0.002959,200000,161961.7217139323,-38038.27828606771,0.8098086085696614
2020-03-23,-1,-0.49982639847641147,1134934.8912367558,0.0797,-27042724.760607813,0.003258,200000,178559.50810162968,-21440.491898370325,0.8927975405081484
2020-03-24,-1,-0.47791915868167023,1134934.8912367558,0.0821,-27042724.760607813,0.003346,200000,183663.1116195314,-16336.88838046859,0.9183155580976571
2020-03-25,0,0.5520559691962494,0.0,0.0818,0.0,0.003137,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-03-26,0,0.6260442425317486,0.0,0.0831,0.0,0.003161,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-03-27,0,0.899605555375366,0.0,0.0796,0.0,0.00297,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-03-28,0,0.7022149457235665,0.0,0.0788,0.0,0.002958,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-03-29,2,1.9259246903454983,0.0,0.0789,0.0,0.002743,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-03-30,2,1.5621187018509328,0.0,0.0835,0.0,0.002925,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-03-31,0,0.8393705419200737,0.0,0.0835,0.0,0.003034,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-01,0,0.6297237553200851,0.0,0.0829,0.0,0.003036,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-02,0,0.38276214377619555,0.0,0.0844,0.0,0.003122,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-03,0,0.1063212275510878,0.0,0.0847,0.0,0.003169,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-04,0,-0.0797715340126702,0.0,0.0854,0.0,0.003241,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-05,0,0.2588628081571539,0.0,0.0846,0.0,0.003157,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-06,0,-0.6426431729429335,0.0,0.0892,0.0,0.00349,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-07,0,-0.4087369711990795,0.0,0.0877,0.0,0.003395,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-08,0,-0.6013645589935659,0.0,0.091,0.0,0.003571,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-09,0,-0.09889166289764771,0.0,0.0912,0.0,0.003491,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-10,0,-0.455600594619461,0.0,0.0818,0.0,0.003169,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-11,0,-0.09270392718111413,0.0,0.083,0.0,0.00315,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-12,0,0.22587350325537095,0.0,0.0849,0.0,0.003169,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-13,0,-0.48339724602359135,0.0,0.0832,0.0,0.003172,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-14,0,-0.10270873561615586,0.0,0.0841,0.0,0.003163,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-15,0,0.23638746310059855,0.0,0.0813,0.0,0.003021,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-16,0,-0.9093973149753533,0.0,0.0848,0.0,0.003279,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-17,0,-0.8815593993225757,0.0,0.0842,0.0,0.00326,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-18,-1,-1.1743853501543493,1021095.9866505365,0.087,-26089677.19195203,0.003405,200000,177670.70167719334,-22329.29832280666,0.8883535083859667
2020-04-19,-1,-0.4096806711051683,1021095.9866505365,0.0855,-26089677.19195203,0.003277,200000,172799.57901664768,-27200.42098335232,0.8639978950832384
2020-04-20,0,2.4086451278286067,0.0,0.0852,0.0,0.003052,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-21,2,1.4148176633618987,0.0,0.083,0.0,0.003044,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-22,0,0.7799547740533483,0.0,0.0853,0.0,0.003178,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-23,0,-0.8953351358036106,0.0,0.0858,0.0,0.003336,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-24,-2,-2.1392661915610196,0.0,0.0883,0.0,0.003587,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-25,0,-0.9440273111432649,0.0,0.0897,0.0,0.003527,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-26,0,0.06736931564847623,0.0,0.0938,0.0,0.003577,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-27,0,-0.5682634740117151,0.0,0.0911,0.0,0.003538,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-28,0,-0.0160607112870011,0.0,0.0922,0.0,0.00352,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-29,-2,-2.22760907040253,0.0,0.095,0.0,0.003922,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-04-30,-1,-1.131486696439882,927554.5664727952,0.0918,-23264893.22464552,0.00366,200000,170299.01840440521,-29700.981595594785,0.8514950920220261
2020-05-01,-1,-0.5931511873276866,927554.5664727952,0.0967,-23264893.22464552,0.003791,200000,177891.73679255048,-22108.26320744952,0.8894586839627524
2020-05-02,0,0.575385215641346,0.0,0.1043,0.0,0.003933,200000,165055.9021738235,-34944.0978261765,0.8252795108691175
2020-05-03,0,-0.4360721426782805,0.0,0.0974,0.0,0.003804,200000,165055.9021738235,-34944.0978261765,0.8252795108691175
2020-05-04,-1,-1.032788182579733,879828.9028455411,0.0938,-21984004.01888965,0.003754,200000,165055.9021738235,-34944.0978261765,0.8252795108691175
2020-05-05,-1,-0.887051653919859,879828.9028455411,0.0926,-21984004.01888965,0.003699,200000,162790.98726936994,-37209.01273063006,0.8139549363468497
2020-05-06,-1,-0.5533799138030344,879828.9028455411,0.0903,-21984004.01888965,0.00357,200000,157931.44427438843,-42068.55572561157,0.7896572213719422
2020-05-07,-1,-0.8980133216900686,879828.9028455411,0.0922,-21984004.01888965,0.003699,200000,162439.0557082317,-37560.944291768305,0.8121952785411585
2020-05-08,-1,-0.7406450253183384,879828.9028455411,0.0959,-21984004.01888965,0.003831,200000,168596.31117925365,-31403.68882074635,0.8429815558962682
2020-05-09,-1,-1.010397015000894,879828.9028455411,0.0922,-21984004.01888965,0.003734,200000,163208.49584889284,-36791.50415110716,0.8160424792444642
2020-05-10,0,3.1954832525989554,0.0,0.0988,0.0,0.003352,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-11,2,1.6356589218073572,0.0,0.0906,0.0,0.003268,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-12,0,0.961066551240838,0.0,0.0914,0.0,0.003396,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-13,0,0.1426147919059705,0.0,0.0919,0.0,0.003544,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-14,0,0.010416827852745062,0.0,0.0917,0.0,0.00355,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-15,0,-0.026162133531939285,0.0,0.0896,0.0,0.003472,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-16,0,0.40656086308628914,0.0,0.092,0.0,0.003495,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-17,0,0.29351886143269146,0.0,0.0918,0.0,0.003502,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-18,0,0.27257864426552586,0.0,0.0953,0.0,0.003639,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-19,0,0.47698563536078536,0.0,0.0952,0.0,0.00359,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-20,2,1.6958806625812406,0.0,0.1009,0.0,0.00358,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-21,2,1.4939695792019683,0.0,0.1005,0.0,0.003566,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-22,0,-0.05107231594250141,0.0,0.1092,0.0,0.00417,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-23,0,-0.0650092568164021,0.0,0.1032,0.0,0.003939,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-24,0,-0.1875514625466895,0.0,0.0985,0.0,0.003773,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-25,0,-0.946143223566089,0.0,0.1158,0.0,0.004598,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-26,2,3.2740585516908083,0.0,0.1467,0.0,0.004459,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-27,0,0.8962425218293407,0.0,0.1261,0.0,0.00441,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-28,0,-0.2849217046501172,0.0,0.1206,0.0,0.004558,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-29,0,-0.03959825216759205,0.0,0.1216,0.0,0.004499,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-30,0,-0.8473065660895245,0.0,0.121,0.0,0.004752,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-05-31,-1,-1.1524232435155783,651584.4980429277,0.1165,-16116686.628874965,0.00471,200000,151819.18804400216,-48180.81195599784,0.7590959402200108
2020-06-01,-2,-1.4267713920326954,0.0,0.122,0.0,0.005093,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-02,0,0.1905149912220045,0.0,0.1323,0.0,0.004899,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-03,0,-0.6271695890280946,0.0,0.1276,0.0,0.00501,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-04,0,-0.6273142417317554,0.0,0.126,0.0,0.004952,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-05,-2,-1.2253541091283446,0.0,0.1241,0.0,0.005146,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-06,-2,-1.2165599838120091,0.0,0.1274,0.0,0.005327,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-07,0,-0.940547011928796,0.0,0.1257,0.0,0.005165,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-08,0,-0.8520532003674872,0.0,0.1284,0.0,0.005267,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-09,0,-0.4919787990660766,0.0,0.1358,0.0,0.005431,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-10,-1,-1.1811132775116289,585766.9358255888,0.1318,-13645118.794947438,0.005658,200000,154408.1642836252,-45591.8357163748,0.772040821418126
2020-06-11,-2,-1.5306260045094975,0.0,0.1125,0.0,0.005085,200000,157894.81307555418,-42105.18692444582,0.7894740653777709
2020-06-12,-2,-1.314375123268233,0.0,0.1256,0.0,0.00564,200000,157894.81307555418,-42105.18692444582,0.7894740653777709
2020-06-13,-2,-1.577953782538789,0.0,0.1279,0.0,0.006057,200000,157894.81307555418,-42105.18692444582,0.7894740653777709
2020-06-14,-1,-1.1775774835239772,644468.6247981803,0.1225,-14080150.978736773,0.005607,200000,157894.81307555418,-42105.18692444582,0.7894740653777709
2020-06-15,-2,-1.2504024643588025,0.0,0.1212,0.0,0.00552,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-16,-2,-1.8205065324781224,0.0,0.1216,0.0,0.005911,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-17,0,-0.17157625728926504,0.0,0.1347,0.0,0.005715,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-18,0,0.6149912869565821,0.0,0.1416,0.0,0.005711,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-19,0,-0.5543526762101191,0.0,0.1334,0.0,0.00587,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-20,0,-0.7872741809019768,0.0,0.1347,0.0,0.006064,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-21,0,0.8758630295435627,0.0,0.1494,0.0,0.00597,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-22,1,1.0588558643732728,-464350.3807566088,0.1696,11637922.946109185,0.006767,200000,157507.6491526417,-42492.35084735829,0.7875382457632085
2020-06-23,2,1.4891480196741511,0.0,0.1686,0.0,0.006545,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-06-24,2,2.0947097845012568,0.0,0.172,0.0,0.006352,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-06-25,2,3.3294652597740084,0.0,0.2028,0.0,0.006149,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-06-26,2,3.531825093526061,0.0,0.2574,0.0,0.006122,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-06-27,2,2.6313645771585663,0.0,0.2322,0.0,0.005522,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-06-28,2,2.4891368372006433,0.0,0.2577,0.0,0.005625,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-06-29,2,2.493138106938738,0.0,0.2896,0.0,0.005613,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-06-30,2,1.4735365348609726,0.0,0.242,0.0,0.005518,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-07-01,1,1.1833428908485768,-332833.43967039476,0.2398,14076447.765954262,0.00567,200000,159626.91766592133,-40373.082334078674,0.7981345883296066
2020-07-02,1,0.6871416332928766,-332833.43967039476,0.2068,14076447.765954262,0.005443,200000,145448.06051392667,-54551.93948607333,0.7272403025696333
2020-07-03,1,0.40312720180998873,-332833.43967039476,0.1962,14076447.765954262,0.005488,200000,142553.46620288843,-57446.533797111566,0.7127673310144422
2020-07-04,1,0.5328534738577896,-332833.43967039476,0.2113,14076447.765954262,0.005601,200000,149169.8897394642,-50830.11026053579,0.7458494486973211
2020-07-05,0,-0.29899568412760724,0.0,0.2069,0.0,0.006866,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-06,0,-0.15642316850400617,0.0,0.2059,0.0,0.006409,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-07,0,-0.23780783105227934,0.0,0.2067,0.0,0.006483,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-08,0,-0.3833943362380644,0.0,0.2055,0.0,0.006624,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-09,0,-0.5417677382027187,0.0,0.1942,0.0,0.006415,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-10,0,-0.7818545491034611,0.0,0.1862,0.0,0.006419,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-11,0,-0.6778568399920035,0.0,0.1951,0.0,0.00645,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-12,0,-0.7980161229500204,0.0,0.1899,0.0,0.006368,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-13,0,-0.6959924085402468,0.0,0.1865,0.0,0.006015,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-14,0,-0.46275414871944925,0.0,0.2035,0.0,0.006164,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-15,0,-0.6386749744253385,0.0,0.1916,0.0,0.006028,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-16,0,-0.6860194507542531,0.0,0.1809,0.0,0.005841,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-17,0,-0.5536026941422784,0.0,0.1865,0.0,0.005945,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-18,0,-0.40888823971795,0.0,0.1867,0.0,0.005871,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-19,0,-0.5642489698166927,0.0,0.1859,0.0,0.006039,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-20,0,-0.30749966824080555,0.0,0.1869,0.0,0.005934,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-21,0,-0.5287753601306251,0.0,0.186,0.0,0.006069,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-22,0,-0.7573048211268434,0.0,0.1887,0.0,0.006288,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-23,0,-0.7480736481632161,0.0,0.1863,0.0,0.006229,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-24,0,-0.615147642949193,0.0,0.1811,0.0,0.005979,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-25,0,-0.7667675679431659,0.0,0.1834,0.0,0.006084,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-26,0,-0.9285464854638202,0.0,0.1788,0.0,0.00598,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-27,0,-0.675468192060925,0.0,0.1667,0.0,0.005545,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-28,-2,-1.3202625947819338,0.0,0.1709,0.0,0.005826,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-29,0,0.3180518897761592,0.0,0.1763,0.0,0.0057,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-30,0,-0.36931580322675894,0.0,0.1746,0.0,0.005749,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-07-31,-1,-1.0234648819956023,377985.2808849886,0.1744,-11245416.749631869,0.005862,200000,131841.26597268402,-68158.73402731598,0.6592063298634201
2020-08-01,-2,-1.5525925131911558,0.0,0.176,0.0,0.006032,200000,133148.21037070546,-66851.78962929454,0.6657410518535274
