date,statusList,zscore,ONGUSDT_position,ONGUSDT_price,ETHUSDT_position,ETHUSDT_price,init,total_asset,pnl,return
2020-02-18,-2,-1.821521529562618,0.0,0.182,0.0,282.61,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-19,-2,-1.6678842305724841,0.0,0.1671,0.0,258.45,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-20,-2,-1.7016552862880814,0.0,0.1628,0.0,256.96,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-21,-2,-1.465492640414744,0.0,0.1687,0.0,265.27,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-22,-2,-1.6652467397509443,0.0,0.16,0.0,261.57,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-23,-2,-1.4693731400152086,0.0,0.168,0.0,274.48,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-24,-2,-1.7225240066173024,0.0,0.1558,0.0,265.52,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-25,-2,-1.7109931439983095,0.0,0.1418,0.0,246.67,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-26,-2,-1.9561300070549628,0.0,0.1209,0.0,223.93,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-27,-2,-1.3725196525278596,0.0,0.1292,0.0,227.79,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-28,-1,-1.1886341596513454,780242.9931846561,0.1294,-445.24362020680235,226.76,200000,201926.88663618898,1926.8866361889814,1.0096344331809448
2020-02-29,-1,-0.9892493960116643,780242.9931846561,0.1254,-445.24362020680235,217.21,200000,194553.83809047542,-5446.161909524584,0.9727691904523771
2020-03-01,-1,-0.7579951051238474,780242.9931846561,0.1281,-445.24362020680235,217.81,200000,196927.64034419807,-3072.3596558019344,0.9846382017209904
2020-03-02,-1,-0.7693033461395619,780242.9931846561,0.135,-445.24362020680235,231.97,200000,208615.96665930052,8615.966659300524,1.0430798332965026
2020-03-03,-1,-0.6066026380640407,780242.9931846561,0.1319,-445.24362020680235,223.91,200000,202608.54980156122,2608.5498015612247,1.0130427490078062
2020-03-04,-1,-0.6115666573435835,780242.9931846561,0.1308,-445.24362020680235,224.26,200000,201906.1177761305,1906.1177761305007,1.0095305888806525
2020-03-05,-1,-0.4206782592990187,780242.9931846561,0.135,-445.24362020680235,228.38,200000,207017.54206275812,7017.542062758119,1.0350877103137905
2020-03-06,-1,-1.119665286713912,780242.9931846561,0.1355,-445.24362020680235,244.88,200000,214754.18329276267,14754.183292762667,1.0737709164638134
2020-03-07,-2,-1.5068118490404485,0.0,0.128,0.0,237.23,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-08,0,-0.9908087440226411,0.0,0.1111,0.0,199.43,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-09,0,-0.6857672750364567,0.0,0.1145,0.0,202.81,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-10,0,-0.340371105581857,0.0,0.1149,0.0,200.7,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-11,0,-0.4206062502789417,0.0,0.1106,0.0,194.61,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-12,-2,-2.457131995682281,0.0,0.0554,0.0,107.82,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-13,-2,-3.184067184859884,0.0,0.0616,0.0,134.06,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-14,-2,-1.2362013696575214,0.0,0.0637,0.0,122.54,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-15,2,2.170020624729911,0.0,0.0796,0.0,123.78,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-16,0,0.4823744225066118,0.0,0.0645,0.0,111.02,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-17,0,0.3630249351690262,0.0,0.0669,0.0,115.67,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-18,0,-0.04716928139143081,0.0,0.0665,0.0,118.11,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-19,0,0.2762058813262172,0.0,0.0784,0.0,136.3,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-20,2,1.448477025769565,0.0,0.0833,0.0,133.48,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-21,1,1.1828375640921758,-1269443.3223118137,0.0818,782.7563980484423,132.66,200000,207680.9275302127,7680.927530212706,1.0384046376510636
2020-03-22,1,0.5186652640532358,-1269443.3223118137,0.0722,782.7563980484423,122.32,200000,187400.57048019842,-12599.429519801575,0.9370028524009921
2020-03-23,1,0.4271807086136923,-1269443.3223118137,0.0797,782.7563980484423,135.92,200000,207566.8824109958,7566.882410995808,1.037834412054979
2020-03-24,1,0.5778971877356431,-1269443.3223118137,0.0821,782.7563980484423,138.42,200000,212570.43737966527,12570.437379665265,1.0628521868983263
2020-03-25,1,0.7532955182064639,-1269443.3223118137,0.0818,782.7563980484423,136.1,200000,210373.60953949933,10373.609539499332,1.0518680476974966
2020-03-26,1,0.6760078187536985,-1269443.3223118137,0.0831,782.7563980484423,138.4,200000,213824.2255740161,13824.225574016105,1.0691211278700805
2020-03-27,1,0.7343696261138614,-1269443.3223118137,0.0796,782.7563980484423,131.33,200000,203847.08621172232,3847.086211722315,1.0192354310586116
2020-03-28,1,0.5701590651740374,-1269443.3223118137,0.0788,782.7563980484423,130.98,200000,202557.56681455587,2557.566814555874,1.0127878340727794
2020-03-29,2,1.2113903346595314,0.0,0.0789,0.0,124.5,200000,210386.83410358374,10386.834103583737,1.0519341705179186
2020-03-30,1,1.0739651624845876,-1259801.4018178666,0.0835,796.5577544433733,132.06,200000,210386.83410358374,10386.834103583737,1.0519341705179186
2020-03-31,1,0.916555763260224,-1259801.4018178666,0.0835,796.5577544433733,132.72,200000,210912.56222151636,10912.56222151636,1.0545628111075818
2020-04-01,1,0.4411151206686041,-1259801.4018178666,0.0829,796.5577544433733,135.69,200000,212522.45791112247,12522.457911122474,1.0626122895556123
2020-04-02,0,-0.0625993410627136,0.0,0.0844,0.0,141.28,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-03,0,-0.17458739562071304,0.0,0.0847,0.0,141.31,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-04,0,-0.40953292997099067,0.0,0.0854,0.0,144.1,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-05,0,-0.435422573290924,0.0,0.0846,0.0,142.68,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-06,-2,-3.004079170356269,0.0,0.0892,0.0,171.32,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-07,-2,-2.2291736892164327,0.0,0.0877,0.0,164.63,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-08,-2,-2.106639646090384,0.0,0.091,0.0,173.11,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-09,-2,-1.5259220100417987,0.0,0.0912,0.0,169.52,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-10,-2,-1.8031363219127612,0.0,0.0818,0.0,157.81,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-11,-2,-1.461247356637913,0.0,0.083,0.0,158.33,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-12,-1,-1.0783849556045368,1202452.254824805,0.0849,-643.7240458706474,158.59,200000,204176.39286925193,4176.392869251926,1.0208819643462597
2020-04-13,-1,-1.0474941011972025,1202452.254824805,0.0832,-643.7240458706474,156.29,200000,200651.65873054723,651.6587305472349,1.003258293652736
2020-04-14,-1,-0.9836633352885905,1202452.254824805,0.0841,-643.7240458706474,158.45,200000,203124.30969897017,3124.3096989701735,1.0156215484948508
2020-04-15,-1,-0.8597617098604375,1202452.254824805,0.0813,-643.7240458706474,152.73,200000,196075.34184308062,-3924.6581569193804,0.9803767092154031
2020-04-16,-2,-1.5734160458273483,0.0,0.0848,0.0,172.29,200000,213115.65752316226,13115.657523162256,1.0655782876158113
2020-04-17,-2,-1.3794654543215679,0.0,0.0842,0.0,170.69,200000,213115.65752316226,13115.657523162256,1.0655782876158113
2020-04-18,-2,-1.781087903248508,0.0,0.087,0.0,187.4,200000,213115.65752316226,13115.657523162256,1.0655782876158113
2020-04-19,-2,-1.4356289309843193,0.0,0.0855,0.0,180.03,200000,213115.65752316226,13115.657523162256,1.0655782876158113
2020-04-20,0,-0.8170178740074643,0.0,0.0852,0.0,170.2,200000,213115.65752316226,13115.657523162256,1.0655782876158113
2020-04-21,-1,-1.074660044705177,1283829.2621877245,0.083,-624.0941124609413,170.74,200000,213115.65752316226,13115.657523162256,1.0655782876158113
2020-04-22,-2,-1.430025074758634,0.0,0.0853,0.0,182.7,200000,217627.01580516336,17627.015805163363,1.0881350790258169
2020-04-23,-2,-1.4493427115275899,0.0,0.0858,0.0,185.51,200000,217627.01580516336,17627.015805163363,1.0881350790258169
2020-04-24,-1,-1.1708206491169046,1232316.057786882,0.0883,-580.0602798794268,187.59,200000,217627.01580516336,17627.015805163363,1.0881350790258169
2020-04-25,-2,-1.4406345344948728,0.0,0.0897,0.0,194.21,200000,219741.77237706355,19741.77237706355,1.0987088618853178
2020-04-26,0,-0.8852406080390217,0.0,0.0938,0.0,197.38,200000,219741.77237706355,19741.77237706355,1.0987088618853178
2020-04-27,-1,-1.1498213344118273,1206047.0492703817,0.0911,-559.5950198050921,196.34,200000,219741.77237706355,19741.77237706355,1.0987088618853178
2020-04-28,-1,-0.858347501988568,1206047.0492703817,0.0922,-559.5950198050921,196.24,200000,221012.46462928047,21012.46462928047,1.1050623231464023
2020-04-29,-2,-1.6556414049208084,0.0,0.095,0.0,215.36,200000,225681.68616160195,25681.686161601945,1.1284084308080098
2020-04-30,-2,-1.3483749159038732,0.0,0.0918,0.0,206.08,200000,225681.68616160195,25681.686161601945,1.1284084308080098
2020-05-01,0,-0.9040986338148997,0.0,0.0967,0.0,212.02,200000,225681.68616160195,25681.686161601945,1.1284084308080098
2020-05-02,0,0.26818184393198446,0.0,0.1043,0.0,213.9,200000,225681.68616160195,25681.686161601945,1.1284084308080098
2020-05-03,0,-0.5337092625890951,0.0,0.0974,0.0,209.86,200000,225681.68616160195,25681.686161601945,1.1284084308080098
2020-05-04,0,-0.8989648582190651,0.0,0.0938,0.0,206.48,200000,225681.68616160195,25681.686161601945,1.1284084308080098
2020-05-05,-1,-1.1066418238479194,1218583.6185831637,0.0926,-549.6655613074236,205.29,200000,225681.68616160192,25681.686161601916,1.1284084308080096
2020-05-06,-1,-0.851243519789441,1218583.6185831637,0.0903,-549.6655613074236,198.97,200000,219405.05749139778,19405.057491397776,1.0970252874569888
2020-05-07,-2,-1.8351265191963468,0.0,0.0922,0.0,212.0,200000,229857.37552540802,29857.375525408017,1.1492868776270402
2020-05-08,0,-0.6130588380278896,0.0,0.0959,0.0,211.31,200000,229857.37552540802,29857.375525408017,1.1492868776270402
2020-05-09,-2,-1.3675939663976233,0.0,0.0922,0.0,210.07,200000,229857.37552540802,29857.375525408017,1.1492868776270402
2020-05-10,2,3.0828269156194943,0.0,0.0988,0.0,187.54,200000,229857.37552540802,29857.375525408017,1.1492868776270402
2020-05-11,1,1.1805825686255262,-1268528.5625022517,0.0906,618.7944207328057,185.73,200000,229857.37552540802,29857.375525408017,1.1492868776270402
2020-05-12,1,0.8326235895932661,-1268528.5625022517,0.0914,618.7944207328057,189.76,200000,233365.93989096303,33365.939890963025,1.166829699454815
2020-05-13,0,-0.16632281878048763,0.0,0.0919,0.0,199.58,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-14,0,-0.5608723588549107,0.0,0.0917,0.0,203.29,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-15,0,-0.1448184155647461,0.0,0.0896,0.0,194.86,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-16,0,-0.14785689953272502,0.0,0.092,0.0,200.45,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-17,0,-0.8186587583513334,0.0,0.0918,0.0,207.0,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-18,0,-0.7504684658442328,0.0,0.0953,0.0,214.91,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-19,0,-0.7500677493903914,0.0,0.0952,0.0,214.58,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-20,0,0.8671561029033091,0.0,0.1009,0.0,209.98,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-21,2,1.742914998384736,0.0,0.1005,0.0,198.74,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-22,2,2.223685054901235,0.0,0.1092,0.0,207.36,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-23,1,1.1224730076724914,-1080117.053922052,0.1032,539.5357210297956,206.6,200000,222936.15992951154,22936.159929511545,1.1146807996475578
2020-05-24,1,0.8050241955579823,-1080117.053922052,0.0985,539.5357210297956,199.9,200000,214244.72044517827,14244.720445178275,1.0712236022258914
2020-05-25,2,2.579773663875707,0.0,0.1158,0.0,204.15,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-05-26,2,3.6103688421456086,0.0,0.1467,0.0,200.89,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-05-27,2,1.5315827553577588,0.0,0.1261,0.0,208.29,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-05-28,0,0.6417714940357042,0.0,0.1206,0.0,220.21,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-05-29,0,0.6179496140147481,0.0,0.1216,0.0,220.67,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-05-30,0,-0.14568485941233145,0.0,0.121,0.0,243.66,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-05-31,0,-0.06306899393810673,0.0,0.1165,0.0,231.57,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-01,0,-0.23866323801806288,0.0,0.122,0.0,248.23,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-02,0,0.6366584555428972,0.0,0.1323,0.0,237.71,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-03,0,0.08260299630004715,0.0,0.1276,0.0,244.52,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-04,0,-0.01701213908497956,0.0,0.126,0.0,243.21,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-05,0,-0.07879048119921533,0.0,0.1241,0.0,240.03,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-06,0,0.005287138537032618,0.0,0.1274,0.0,241.94,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-07,0,-0.2691421469343232,0.0,0.1257,0.0,244.56,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-08,0,-0.22750200642683957,0.0,0.1284,0.0,246.4,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-09,0,0.3624633196789739,0.0,0.1358,0.0,243.8,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-10,0,-0.12849667188544184,0.0,0.1318,0.0,247.78,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-11,0,-0.8946644424878727,0.0,0.1125,0.0,230.51,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-12,0,-0.1779112054398047,0.0,0.1256,0.0,237.55,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-13,0,-0.06421811982863623,0.0,0.1279,0.0,238.11,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-14,0,-0.19168557883317047,0.0,0.1225,0.0,231.77,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-15,0,-0.12461349262485664,0.0,0.1212,0.0,230.86,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-16,0,-0.3581637548900529,0.0,0.1216,0.0,235.3,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-17,2,2.2539830294966667,0.0,0.1347,0.0,233.82,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-18,2,2.859987086962202,0.0,0.1416,0.0,231.27,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-19,2,1.6241766123321535,0.0,0.1334,0.0,229.0,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-20,2,1.5976882068479081,0.0,0.1347,0.0,228.89,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-21,2,2.7534235863683367,0.0,0.1494,0.0,228.04,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-22,2,2.767272806090589,0.0,0.1696,0.0,243.13,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-23,2,2.185654546023265,0.0,0.1686,0.0,243.14,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-24,2,2.279620040387493,0.0,0.172,0.0,234.58,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-25,2,2.9338235219007025,0.0,0.2028,0.0,232.5,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-26,2,3.306464937309124,0.0,0.2574,0.0,229.64,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-27,2,2.2817904661482498,0.0,0.2322,0.0,220.94,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-28,2,2.2644588818140057,0.0,0.2577,0.0,224.93,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-29,2,2.291340340201263,0.0,0.2896,0.0,227.93,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-06-30,2,1.3201061119849176,0.0,0.242,0.0,225.6,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-07-01,1,1.0693709158389548,-495970.5949237956,0.2398,514.8870023062739,230.99,200000,237867.4973254524,37867.497325452394,1.189337486627262
2020-07-02,1,0.5091623774670739,-495970.5949237956,0.2068,514.8870023062739,226.46,200000,219168.02957251974,19168.029572519736,1.0958401478625988
2020-07-03,1,0.2856500078220738,-495970.5949237956,0.1962,514.8870023062739,224.87,200000,213092.0709326605,13092.070932660514,1.0654603546633026
2020-07-04,1,0.4221286441342748,-495970.5949237956,0.2113,514.8870023062739,229.17,200000,222795.24102592678,22795.241025926778,1.1139762051296338
2020-07-05,1,0.2985995298941286,-495970.5949237956,0.2069,514.8870023062739,227.56,200000,219784.002334549,19784.002334549004,1.0989200116727451
2020-07-06,0,-0.03184809701316455,0.0,0.2059,0.0,241.6,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-07,0,-0.049333900037978856,0.0,0.2067,0.0,239.39,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-08,0,-0.2731474392099848,0.0,0.2055,0.0,246.95,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-09,0,-0.5193949228351178,0.0,0.1942,0.0,241.98,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-10,0,-0.7978454600408854,0.0,0.1862,0.0,241.26,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-11,0,-0.6156847752239614,0.0,0.1951,0.0,239.19,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-12,0,-0.8838878492818222,0.0,0.1899,0.0,242.79,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-13,0,-0.9695040094118557,0.0,0.1865,0.0,239.5,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-14,0,-0.5685343443370235,0.0,0.2035,0.0,240.44,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-15,0,-0.837908530392136,0.0,0.1916,0.0,238.61,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-16,0,-0.9438684412916378,0.0,0.1809,0.0,233.57,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-17,0,-0.6720690542151653,0.0,0.1865,0.0,232.67,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-18,0,-0.6701152715439662,0.0,0.1867,0.0,235.67,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-19,0,-0.8676103542879611,0.0,0.1859,0.0,239.11,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-20,0,-0.6660120490729986,0.0,0.1869,0.0,236.01,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-21,-2,-1.290215522620174,0.0,0.186,0.0,245.59,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-22,-2,-1.8910453755151957,0.0,0.1887,0.0,263.74,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-23,-2,-2.184716726534644,0.0,0.1863,0.0,275.3,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-24,-2,-2.323461240397372,0.0,0.1811,0.0,279.15,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-25,-2,-2.5705389959670395,0.0,0.1834,0.0,305.26,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-26,-2,-2.3704316229734284,0.0,0.1788,0.0,311.0,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-27,-2,-2.4662116618143894,0.0,0.1667,0.0,321.93,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-28,-2,-1.9007086653915464,0.0,0.1709,0.0,316.77,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-29,-2,-1.5354634511130572,0.0,0.1763,0.0,317.71,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-30,-2,-1.617442416238217,0.0,0.1746,0.0,334.87,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-07-31,-2,-1.5655679892614958,0.0,0.1744,0.0,346.33,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-08-01,-2,-1.7148539122984616,0.0,0.176,0.0,387.0,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-08-02,-2,-1.5142631975354162,0.0,0.1693,0.0,372.42,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-08-03,-2,-1.469312691037087,0.0,0.1697,0.0,385.94,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-08-04,-2,-1.3689013866949378,0.0,0.1687,0.0,389.61,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-08-05,-2,-1.2621797040168132,0.0,0.1719,0.0,400.72,200000,215591.14306306618,15591.143063066178,1.077955715315331
2020-08-06,-1,-1.0539293345387715,614920.5449602571,0.1753,-273.0591775756341,394.77,200000,215591.14306306618,15591.143063066178,1.077955715315331
