date,statusList,zscore,LINKUSDT_position,LINKUSDT_price,LTCUSDT_position,LTCUSDT_price,init,total_asset,pnl,return
2020-02-21,1,1.0373193635541909,-24358.42893168875,4.2778,1422.5322496106232,73.25,200000,208400.9745679563,8400.974567956291,1.0420048728397815
2020-02-22,1,0.539982160539656,-24358.42893168875,4.1066,1422.5322496106232,74.79,200000,206421.51119925157,6421.511199251574,1.0321075559962578
2020-02-23,1,0.2638799827442476,-24358.42893168875,4.2365,1422.5322496106232,79.52,200000,216314.24865813617,16314.248658136174,1.0815712432906808
2020-02-24,0,-0.009336306104751677,0.0,3.9148,0.0,75.59,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-02-25,0,-0.4907948403336969,0.0,3.4905,0.0,70.98,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-02-26,0,0.9481576230345026,0.0,3.5648,0.0,60.53,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-02-27,2,1.6433018453502257,0.0,3.9579,0.0,61.77,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-02-28,2,2.179131381108423,0.0,4.1609,0.0,59.89,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-02-29,2,1.9647939294998487,0.0,4.0579,0.0,58.05,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-01,2,1.3888228502796043,0.0,3.859,0.0,57.7,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-02,2,1.5218161071117493,0.0,4.2423,0.0,61.42,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-03,2,2.057014945207916,0.0,4.5846,0.0,61.01,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-04,2,1.9971681219273716,0.0,4.6406,0.0,60.38,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-05,2,1.651729626822735,0.0,4.7151,0.0,62.06,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-06,2,1.266854175842245,0.0,4.6814,0.0,63.22,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-07,0,0.9098509102673409,0.0,4.3412,0.0,60.46,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-08,2,1.5844030914661558,0.0,4.0537,0.0,51.0,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-09,2,1.6086588949265197,0.0,4.1231,0.0,50.39,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-10,2,1.379599680167481,0.0,4.0839,0.0,50.26,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-11,1,1.01848677622555,-25705.433650562554,3.8169,2021.7405666769466,48.53,200000,196230.13940166443,-3769.8605983355665,0.9811506970083221
2020-03-12,0,-0.16224750173213584,0.0,1.9931,0.0,29.83,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-13,0,-0.42341507033845627,0.0,2.4333,0.0,37.52,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-14,0,-0.7944158226459787,0.0,2.1379,0.0,34.4,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-15,-2,-1.4216474124567509,0.0,2.0884,0.0,36.38,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-16,-2,-1.996378486672854,0.0,1.7832,0.0,33.2,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-17,-2,-1.7717106995059635,0.0,1.8641,0.0,34.07,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-18,-2,-1.4782380903066457,0.0,1.9483,0.0,34.71,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-19,-1,-1.1983928779499289,41779.42631186431,2.2398,-2405.592777720146,38.9,200000,187155.11810662734,-12844.881893372658,0.9357755905331367
2020-03-20,-1,-0.9284832920085281,41779.42631186431,2.26,-2405.592777720146,38.08,200000,186026.47644039648,-13973.52355960352,0.9301323822019824
2020-03-21,-1,-0.8596070576716421,41779.42631186431,2.2787,-2405.592777720146,38.32,200000,187385.0939790812,-12614.906020918803,0.9369254698954059
2020-03-22,-1,-1.0912658020195916,41779.42631186431,1.9898,-2405.592777720146,35.4,200000,168290.68680664076,-31709.313193359238,0.8414534340332038
2020-03-23,-1,-0.853675239406413,41779.42631186431,2.2468,-2405.592777720146,38.94,200000,187543.7978019192,-12456.202198080806,0.9377189890095959
2020-03-24,-1,-0.8389635913397645,41779.42631186431,2.3104,-2405.592777720146,40.57,200000,194122.08554303763,-5877.914456962375,0.9706104277151881
2020-03-25,-1,-0.6926217738464829,41779.42631186431,2.257,-2405.592777720146,39.17,200000,188523.2342891759,-11476.765710824111,0.9426161714458794
2020-03-26,-1,-0.655522029608771,41779.42631186431,2.3132,-2405.592777720146,40.41,200000,193854.17309227563,-6145.826907724375,0.9692708654613781
2020-03-27,-1,-0.6894795054323937,41779.42631186431,2.1373,-2405.592777720146,38.04,200000,180803.91712082195,-19196.08287917805,0.9040195856041098
2020-03-28,-1,-0.7447707902573771,41779.42631186431,2.1364,-2405.592777720146,38.87,200000,182762.95764264895,-17237.04235735105,0.9138147882132448
2020-03-29,-1,-0.798211549965594,41779.42631186431,2.0083,-2405.592777720146,37.11,200000,173177.1698433117,-26822.830156688287,0.8658858492165585
2020-03-30,-1,-0.6860967668024812,41779.42631186431,2.135,-2405.592777720146,38.91,200000,182800.69015692116,-17199.309843078838,0.9140034507846058
2020-03-31,0,0.052296747624670306,0.0,2.2658,0.0,39.08,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-01,0,0.2393455065142226,0.0,2.2753,0.0,39.23,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-02,0,0.2781435139313277,0.0,2.2941,0.0,39.86,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-03,0,0.09186899425071349,0.0,2.3013,0.0,40.46,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-04,0,0.10849117796521894,0.0,2.3155,0.0,40.71,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-05,0,-0.4674601285301371,0.0,2.2635,0.0,40.31,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-06,0,-0.13982188486126063,0.0,2.5555,0.0,45.04,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-07,2,2.3626247097369055,0.0,2.7303,0.0,44.77,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-08,2,3.5472675711719175,0.0,3.1693,0.0,46.55,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-09,2,3.117385682875726,0.0,3.3099,0.0,46.21,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-10,2,2.913445114510764,0.0,3.22,0.0,42.25,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-11,2,2.420869712298846,0.0,3.29,0.0,42.54,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-12,2,2.359545290138681,0.0,3.4189,0.0,42.0,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-13,2,2.00413181362282,0.0,3.3702,0.0,41.22,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-14,2,1.5011111039176002,0.0,3.252,0.0,41.22,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-15,2,1.3937824349339845,0.0,3.1212,0.0,39.22,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-16,2,1.4339937152572124,0.0,3.4851,0.0,42.53,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-17,2,1.2780166158267492,0.0,3.4523,0.0,42.19,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-18,2,1.4463792296768754,0.0,3.7805,0.0,44.14,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-19,2,1.2576890555383922,0.0,3.5902,0.0,42.23,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-20,1,1.1627441399266891,-27169.433559015866,3.4322,2319.097982125199,40.21,200000,186501.8597225085,-13498.140277491504,0.9325092986125425
2020-04-21,1,1.0415492667284394,-27169.433559015866,3.4577,2319.097982125199,40.59,200000,188075.93751147098,-11924.062488529016,0.9403796875573549
2020-04-22,1,1.1725119799380301,-27169.433559015866,3.6786,2319.097982125199,41.8,200000,196883.77394302908,-3116.226056970918,0.9844188697151454
2020-04-23,1,1.022691805425627,-27169.433559015866,3.7533,2319.097982125199,42.98,200000,201649.8662487953,1649.866248795297,1.0082493312439764
2020-04-24,1,0.7115476322648576,-27169.433559015866,3.7735,2319.097982125199,44.53,200000,205793.29067898146,5793.290678981459,1.0289664533949072
2020-04-25,1,0.7146042467216659,-27169.433559015866,3.7865,2319.097982125199,44.38,200000,205798.62861792993,5798.628617929935,1.0289931430896497
2020-04-26,1,0.4492915573131486,-27169.433559015866,3.721,2319.097982125199,44.52,200000,204343.7044373119,4343.704437311913,1.0217185221865597
2020-04-27,0,0.058400562699903714,0.0,3.6383,0.0,44.46,200000,182245.31355498958,-17754.68644501042,0.9112265677749479
2020-04-28,0,-0.5959252575058328,0.0,3.6413,0.0,45.69,200000,182245.31355498958,-17754.68644501042,0.9112265677749479
2020-04-29,0,-0.8694311335391696,0.0,3.8879,0.0,48.81,200000,182245.31355498958,-17754.68644501042,0.9112265677749479
2020-04-30,0,-0.9250130461115009,0.0,3.7025,0.0,46.33,200000,182245.31355498958,-17754.68644501042,0.9112265677749479
2020-05-01,-1,-1.0643830449821963,24253.455265362856,3.7571,-1935.8966810600125,47.07,200000,182245.31355498958,-17754.68644501042,0.9112265677749479
2020-05-02,-2,-1.6524484629873224,0.0,3.8182,0.0,49.2,200000,184886.88736893373,-15113.112631066266,0.9244344368446686
2020-05-03,-2,-1.5914491834593067,0.0,3.7092,0.0,48.05,200000,184886.88736893373,-15113.112631066266,0.9244344368446686
2020-05-04,0,-0.8061291522514574,0.0,3.7499,0.0,46.96,200000,184886.88736893373,-15113.112631066266,0.9244344368446686
2020-05-05,-1,-1.0125054365283093,25097.99464731813,3.6833,-1986.3223825626744,46.54,200000,184886.88736893373,-15113.112631066266,0.9244344368446686
2020-05-06,-1,-0.758903774824799,25097.99464731813,3.5872,-1986.3223825626744,44.94,200000,179296.85427122618,-20703.145728773816,0.896484271356131
2020-05-07,-1,-0.8635778548699421,25097.99464731813,3.756,-1986.3223825626744,47.37,200000,188360.15915732077,-11639.84084267923,0.9418007957866038
2020-05-08,-1,-0.6647152142153564,25097.99464731813,3.801,-1986.3223825626744,47.69,200000,190125.19207887014,-9874.807921129861,0.9506259603943507
2020-05-09,0,1.0752383255973785,0.0,4.015,0.0,46.95,200000,177376.274721269,-22623.725278731,0.886881373606345
2020-05-10,2,1.9753851508104285,0.0,3.7582,0.0,42.06,200000,177376.274721269,-22623.725278731,0.886881373606345
2020-05-11,1,1.116077975669677,-24747.64555086489,3.5837,2136.548719841833,41.51,200000,177376.27472126897,-22623.725278731028,0.8868813736063449
2020-05-12,2,1.4715659439004232,0.0,3.6943,0.0,42.18,200000,178681.87667690063,-21318.123323099368,0.8934093833845032
2020-05-13,2,1.3735216479495418,0.0,3.7655,0.0,43.18,200000,178681.87667690063,-21318.123323099368,0.8934093833845032
2020-05-14,1,1.1599208819786273,-23451.527283297542,3.8096,2031.3992346168786,43.98,200000,178681.87667690063,-21318.123323099368,0.8934093833845032
2020-05-15,1,0.8987792140099204,-23451.527283297542,3.6615,2031.3992346168786,42.74,200000,172689.77043531934,-27310.22956468066,0.8634488521765967
2020-05-16,1,1.1562329887053966,-23451.527283297542,3.7614,2031.3992346168786,43.25,200000,176068.59162057537,-23931.408379424625,0.8803429581028769
2020-05-17,1,0.95576519546129,-23451.527283297542,3.7815,2031.3992346168786,43.71,200000,177474.41096689343,-22525.589033106575,0.8873720548344671
2020-05-18,1,0.7086564901220864,-23451.527283297542,3.8895,2031.3992346168786,45.32,200000,183277.7286812227,-16722.27131877729,0.9163886434061136
2020-05-19,1,0.7499704834884547,-23451.527283297542,3.947,2031.3992346168786,45.73,200000,185459.06518620526,-14540.934813794738,0.9272953259310264
2020-05-20,2,1.9175111773526932,0.0,4.0866,0.0,44.25,200000,184629.4719410275,-15370.5280589725,0.9231473597051375
2020-05-21,1,1.1682894321699018,-24104.32293344659,3.8298,2160.419751240668,42.73,200000,184629.4719410275,-15370.5280589725,0.9231473597051375
2020-05-22,2,1.504288026472331,0.0,4.0611,0.0,44.23,200000,186964.17220867268,-13035.82779132732,0.9348208610433634
2020-05-23,0,0.9109917648570137,0.0,3.925,0.0,43.85,200000,186964.17220867268,-13035.82779132732,0.9348208610433634
2020-05-24,0,0.9633820595760259,0.0,3.7917,0.0,42.08,200000,186964.17220867268,-13035.82779132732,0.9348208610433634
2020-05-25,0,0.829803642144028,0.0,3.8614,0.0,42.97,200000,186964.17220867268,-13035.82779132732,0.9348208610433634
2020-05-26,1,1.0503942335515242,-24318.961005290414,3.844,2211.5468678574953,42.27,200000,186964.17220867268,-13035.82779132732,0.9348208610433634
2020-05-27,0,0.02638300883242013,0.0,3.8526,0.0,43.85,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-05-28,0,0.9538748249865239,0.0,4.0461,0.0,44.77,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-05-29,0,0.47506098873703023,0.0,3.98,0.0,44.47,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-05-30,0,-0.43890566521559155,0.0,4.1763,0.0,47.72,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-05-31,0,0.9394579197289217,0.0,4.131,0.0,45.61,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-06-01,0,0.9308549484300254,0.0,4.3785,0.0,48.25,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-06-02,2,2.5070709178007022,0.0,4.3976,0.0,45.99,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-06-03,2,1.9786056950493898,0.0,4.4892,0.0,47.16,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-06-04,1,1.1833371921159912,-20757.98106164855,4.4243,1936.3174280213295,47.43,200000,183679.07122210332,-16320.928777896683,0.9183953561105166
2020-06-05,1,0.9993700818829918,-20757.98106164855,4.358,1936.3174280213295,46.83,200000,181141.02662090323,-18858.973379096773,0.9057051331045162
2020-06-06,1,0.8871171723662911,-20757.98106164855,4.3512,1936.3174280213295,46.79,200000,180922.41965256317,-19077.58034743683,0.9046120982628159
2020-06-07,1,0.8987355742553739,-20757.98106164855,4.3465,1936.3174280213295,46.63,200000,180515.04635309003,-19484.95364690997,0.9025752317654502
2020-06-08,2,1.9669821840352675,0.0,4.473,0.0,46.43,200000,186626.30232782697,-13373.697672173032,0.9331315116391349
2020-06-09,2,1.8294151498082893,0.0,4.435,0.0,45.87,200000,186626.30232782697,-13373.697672173032,0.9331315116391349
2020-06-10,1,1.036802983394436,-21099.63847686003,4.4225,2001.1398491081595,46.63,200000,186626.30232782697,-13373.697672173032,0.9331315116391349
2020-06-11,0,-0.16213044225308687,0.0,3.9565,0.0,43.22,200000,183617.757683069,-16382.242316930991,0.918088788415345
2020-06-12,0,-0.2976335474620486,0.0,4.0819,0.0,44.72,200000,183617.757683069,-16382.242316930991,0.918088788415345
2020-06-13,0,-0.3608910370402003,0.0,4.11,0.0,45.08,200000,183617.757683069,-16382.242316930991,0.918088788415345
2020-06-14,-1,-1.0180804906532062,23318.909563265985,3.9371,-2084.1970225092964,44.05,200000,183617.757683069,-16382.242316930991,0.918088788415345
2020-06-15,-1,-0.8241167484668268,23318.909563265985,3.9274,-2084.1970225092964,43.73,200000,182724.62121310236,-17275.378786897636,0.9136231060655118
2020-06-16,0,0.012213752427231111,0.0,4.0502,0.0,43.88,200000,180626.07551763707,-19373.924482362927,0.9031303775881854
2020-06-17,0,0.8081266289616613,0.0,4.1659,0.0,44.07,200000,180626.07551763707,-19373.924482362927,0.9031303775881854
2020-06-18,1,1.0298825679610828,-21806.842390152975,4.1415,2079.5081224687665,43.43,200000,180626.07551763707,-19373.924482362927,0.9031303775881854
2020-06-19,1,1.050999255351054,-21806.842390152975,4.098,2079.5081224687665,42.89,200000,178554.5434875323,-21445.456512467703,0.8927727174376615
2020-06-20,1,1.07680193586288,-21806.842390152975,4.1765,2079.5081224687665,43.57,200000,181680.44613843807,-18319.55386156193,0.9084022306921904
2020-06-21,2,1.5069921327445517,0.0,4.1812,0.0,43.0,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-22,2,2.5410807983274175,0.0,4.4841,0.0,44.3,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-23,2,3.235640246908642,0.0,4.8051,0.0,44.18,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-24,2,2.664498493894698,0.0,4.7075,0.0,42.65,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-25,2,2.4976954593761027,0.0,4.8134,0.0,42.35,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-26,2,1.5470631867590967,0.0,4.6813,0.0,43.09,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-27,2,1.2237408092988082,0.0,4.4058,0.0,41.06,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-28,2,1.4503014921109403,0.0,4.5668,0.0,41.37,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-29,2,1.2934147189330463,0.0,4.6187,0.0,41.87,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-06-30,2,1.2168573566982976,0.0,4.5626,0.0,41.17,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-07-01,2,1.2845987841594215,0.0,4.7067,0.0,41.77,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-07-02,2,1.562875477154384,0.0,4.7996,0.0,41.05,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-07-03,2,1.2247075553129696,0.0,4.7309,0.0,41.14,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-07-04,1,1.072594852181702,-18919.709092654324,4.82,2165.590069498785,42.11,200000,182385.99565318768,-17614.00434681232,0.9119299782659385
2020-07-05,1,0.9525589007199146,-18919.709092654324,4.7439,2165.590069498785,41.58,200000,179798.4430544023,-20201.556945597695,0.8989922152720116
2020-07-06,2,1.6999878933779475,0.0,5.3617,0.0,44.06,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-07,2,2.417799704216585,0.0,5.7248,0.0,43.39,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-08,2,2.7630400979045593,0.0,6.4987,0.0,45.35,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-09,2,1.9334574975045875,0.0,6.082,0.0,44.33,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-10,2,1.826293967173529,0.0,6.1488,0.0,44.3,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-11,2,1.4871801134289302,0.0,6.0994,0.0,44.69,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-12,2,2.7801622918982187,0.0,7.3345,0.0,44.7,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-13,2,2.2098912457306548,0.0,7.163,0.0,43.92,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-14,2,2.6121444790538604,0.0,8.1321,0.0,43.88,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-15,2,2.5051139908230797,0.0,8.6494,0.0,43.33,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-16,2,2.0537189664941753,0.0,8.354,0.0,42.09,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-17,2,1.7429332873768153,0.0,8.2605,0.0,41.9,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-18,2,1.3019969288923747,0.0,7.9734,0.0,42.45,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-19,2,1.2174914753264405,0.0,8.0784,0.0,42.64,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-20,0,0.6289868501529018,0.0,7.2301,0.0,41.94,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-21,0,0.39401905081873345,0.0,7.3101,0.0,43.77,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-22,0,0.2983892271437296,0.0,7.4689,0.0,44.96,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-23,0,0.544639304355941,0.0,7.8983,0.0,44.94,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-24,0,0.20775780936695046,0.0,7.4284,0.0,44.11,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-25,0,-0.3740993208936689,0.0,7.672,0.0,49.16,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-26,0,-0.4936207921279306,0.0,7.5022,0.0,48.1,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-27,-2,-1.547089374411384,0.0,7.1,0.0,53.28,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-28,-2,-1.6064693635053167,0.0,7.2333,0.0,55.75,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-29,-2,-1.5961244620435011,0.0,7.0876,0.0,55.16,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-30,-2,-1.4542991416133113,0.0,7.4093,0.0,56.75,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-07-31,-2,-1.2875060516063932,0.0,7.8033,0.0,58.13,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
2020-08-01,-1,-1.1494584943057502,11316.301979216072,8.3248,-1528.077059474095,61.65,200000,188411.9014331559,-11588.098566844099,0.9420595071657795
