date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,HOTUSDT_position,HOTUSDT_price,init,total_asset,pnl,return
2020-02-13,0,-0.7299027119415785,0.0,0.02391,0.0,0.0008714,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-14,0,0.794641475573276,0.0,0.02639,0.0,0.0008915,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-15,0,-0.7127571058049581,0.0,0.02364,0.0,0.000849,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-16,-2,-1.6226664099595494,0.0,0.02223,0.0,0.0008258,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-17,0,-0.9654001021380866,0.0,0.02179,0.0,0.0007907,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-18,0,-0.18720866984725942,0.0,0.02262,0.0,0.0007956,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-19,0,-0.7302091748693428,0.0,0.0202,0.0,0.0007284,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-20,0,-0.9738436266979492,0.0,0.0198,0.0,0.0007235,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-21,0,-0.7678943572473981,0.0,0.02016,0.0,0.0007332,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-22,0,-0.779317161599234,0.0,0.02002,0.0,0.0007301,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-23,0,0.21470862184871772,0.0,0.02133,0.0,0.0007501,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-24,0,0.29286307840591336,0.0,0.01988,0.0,0.0006961,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-25,0,0.6686156274307528,0.0,0.01891,0.0,0.0006552,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-26,-2,-1.8557105585058495,0.0,0.01636,0.0,0.0006203,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-27,-2,-1.5481494428801117,0.0,0.01701,0.0,0.000643,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-28,0,-0.9953477882813652,0.0,0.0171,0.0,0.0006341,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-02-29,-2,-1.2562216085144544,0.0,0.01648,0.0,0.0006189,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-03-01,0,-0.8831846639784395,0.0,0.01643,0.0,0.0006107,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-03-02,0,-0.1458001324714848,0.0,0.01759,0.0,0.0006394,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-03-03,0,-0.3400042262899894,0.0,0.01723,0.0,0.000631,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-03-04,0,0.19558958469627308,0.0,0.01774,0.0,0.0006388,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-03-05,0,-0.06963085433991326,0.0,0.01789,0.0,0.0006517,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-03-06,1,1.0591198912478936,-5792036.523241981,0.01833,163763735.1087853,0.0006483,200000,212336.05894205102,12336.058942051022,1.061680294710255
2020-03-07,0,-0.9735472324308466,0.0,0.01699,0.0,0.0006335,200000,206998.4332805168,6998.433280516794,1.034992166402584
2020-03-08,0,-0.4998452827163384,0.0,0.01465,0.0,0.0005399,200000,206998.4332805168,6998.433280516794,1.034992166402584
2020-03-09,1,1.050098227474808,-6881596.851081011,0.01504,194255286.48697144,0.0005328,200000,206998.4332805168,6998.433280516794,1.034992166402584
2020-03-10,1,0.3680338418580014,-6881596.851081011,0.01508,194255286.48697144,0.0005435,200000,209352.22871997062,9352.228719970619,1.0467611435998532
2020-03-11,1,1.1587361689772993,-6881596.851081011,0.01489,194255286.48697144,0.0005245,200000,204353.87487501279,4353.874875012785,1.021769374375064
2020-03-12,2,2.4305673274220854,0.0,0.00841,0.0,0.0002819,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-13,2,3.0963378564868194,0.0,0.01029,0.0,0.0003223,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-14,2,2.2937928351053265,0.0,0.00973,0.0,0.0003081,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-15,2,2.4651152770705895,0.0,0.01026,0.0,0.0003117,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-16,2,2.466560282751302,0.0,0.00961,0.0,0.0002807,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-17,2,1.9311308800741833,0.0,0.01002,0.0,0.0002965,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-18,2,1.7637866691305157,0.0,0.01022,0.0,0.0003,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-19,2,1.8616535795504061,0.0,0.01163,0.0,0.0003304,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-20,2,1.4689189627575687,0.0,0.01127,0.0,0.0003259,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-21,2,1.3478249947877496,0.0,0.01123,0.0,0.0003237,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-22,0,0.9657229183027346,0.0,0.0103,0.0,0.0003046,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-23,1,1.1397391519186721,-9239758.02715175,0.01137,320977845.3061882,0.0003273,200000,210112.09753743082,10112.097537430818,1.0505604876871542
2020-03-24,1,0.9370523689259889,-9239758.02715175,0.01151,320977845.3061882,0.0003345,200000,213716.7041474366,13716.704147436598,1.068583520737183
2020-03-25,2,1.202053262019921,0.0,0.01139,0.0,0.0003198,200000,212704.22653777027,12704.226537770272,1.0635211326888514
2020-03-26,2,1.4161366598843066,0.0,0.01196,0.0,0.0003251,200000,212704.22653777027,12704.226537770272,1.0635211326888514
2020-03-27,1,1.0888603849249288,-9487253.63683186,0.01121,341748435.9540011,0.0003112,200000,212704.22653777027,12704.226537770272,1.0635211326888514
2020-03-28,1,0.9227223956852301,-9487253.63683186,0.01139,341748435.9540011,0.0003188,200000,217009.22030565044,17009.220305650437,1.0850461015282522
2020-03-29,1,0.38867303790419067,-9487253.63683186,0.01066,341748435.9540011,0.0003091,200000,206768.56532200935,6768.565322009352,1.0338428266100468
2020-03-30,1,0.4068702676492906,-9487253.63683186,0.01145,341748435.9540011,0.0003298,200000,221337.68831935438,21337.688319354376,1.106688441596772
2020-03-31,0,0.05017822435729853,0.0,0.01157,0.0,0.0003378,200000,207029.1294506533,7029.129450653301,1.0351456472532665
2020-04-01,0,0.2775522193053111,0.0,0.01158,0.0,0.0003331,200000,207029.1294506533,7029.129450653301,1.0351456472532665
2020-04-02,2,1.3836198971595397,0.0,0.01196,0.0,0.0003299,200000,207029.1294506533,7029.129450653301,1.0351456472532665
2020-04-03,1,1.18624534224107,-8669561.534784477,0.01194,312072851.1465983,0.0003317,200000,207029.1294506533,7029.129450653301,1.0351456472532665
2020-04-04,2,1.4754078998179718,0.0,0.01197,0.0,0.0003292,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-05,2,2.6689589699416123,0.0,0.01257,0.0,0.0003285,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-06,2,2.5751241070990907,0.0,0.01375,0.0,0.0003525,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-07,2,2.0194734544523123,0.0,0.0133,0.0,0.0003431,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-08,2,1.5507680732608071,0.0,0.01376,0.0,0.0003585,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-09,0,0.5529070915051565,0.0,0.01345,0.0,0.0003647,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-10,0,0.2898182183037629,0.0,0.01248,0.0,0.0003415,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-11,0,0.4457837174625956,0.0,0.0125,0.0,0.0003387,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-12,0,0.9707028819340603,0.0,0.01266,0.0,0.0003346,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-13,0,0.5341034705794608,0.0,0.01257,0.0,0.000337,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-14,0,0.3346859601457807,0.0,0.01245,0.0,0.0003357,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-15,0,0.46658027878018354,0.0,0.01219,0.0,0.0003268,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-16,2,1.3131529789641547,0.0,0.01302,0.0,0.0003363,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-17,0,0.8622203475948124,0.0,0.01289,0.0,0.0003376,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-18,2,1.2746048738370501,0.0,0.01339,0.0,0.0003437,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-19,0,0.8982146149126147,0.0,0.0129,0.0,0.0003348,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-20,2,1.7191422181149043,0.0,0.0124,0.0,0.000312,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-21,2,1.6226148239785763,0.0,0.01249,0.0,0.0003146,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-22,2,2.0807053933150246,0.0,0.01298,0.0,0.0003193,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-23,2,2.481766322990139,0.0,0.01361,0.0,0.0003251,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-24,2,2.058135395994045,0.0,0.01392,0.0,0.0003333,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-25,2,1.3573416193339505,0.0,0.01396,0.0,0.000341,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-26,2,1.4111657615079505,0.0,0.01426,0.0,0.0003455,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-27,2,1.612815979389268,0.0,0.01452,0.0,0.0003457,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-28,2,2.3743285173303517,0.0,0.01528,0.0,0.0003426,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-29,2,2.1011956782506296,0.0,0.01624,0.0,0.0003616,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-04-30,2,1.299868586815377,0.0,0.01519,0.0,0.000351,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-01,2,1.3079663899655258,0.0,0.01581,0.0,0.0003623,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-02,-2,-1.3452243135052926,0.0,0.01635,0.0,0.0004421,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-03,-2,-2.6919971011998216,0.0,0.01599,0.0,0.0005045,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-04,-2,-2.7800112925119236,0.0,0.01623,0.0,0.0005696,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-05,-2,-2.210402784684944,0.0,0.0159,0.0,0.0005493,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-06,-2,-1.5498899265017436,0.0,0.01554,0.0,0.0004995,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-07,-2,-1.6458209312112217,0.0,0.01603,0.0,0.0005433,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-08,-2,-1.260871251519994,0.0,0.01627,0.0,0.0005271,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-09,-1,-1.1253634276483326,6465798.583734101,0.01609,-200606824.5512566,0.0005186,200000,208069.39842456335,8069.398424563347,1.0403469921228168
2020-05-10,-1,-1.1131563074567943,6465798.583734101,0.01426,-200606824.5512566,0.0004688,200000,186246.76715367736,-13753.232846322644,0.9312338357683868
2020-05-11,-2,-1.2747964928395998,0.0,0.01398,0.0,0.0004898,200000,215934.7568891661,15934.756889166107,1.0796737844458306
2020-05-12,-1,-1.0408129757843723,7420438.381071,0.01455,-217632288.74134865,0.0004961,200000,215934.75688916614,15934.756889166136,1.0796737844458306
2020-05-13,-1,-1.017334714614527,7420438.381071,0.01501,-217632288.74134865,0.0005215,200000,224876.01867848905,24876.018678489054,1.1243800933924453
2020-05-14,-1,-0.8120849511441135,7420438.381071,0.01527,-217632288.74134865,0.0005167,200000,225760.69767160906,25760.697671609058,1.1288034883580453
2020-05-15,-1,-0.9418679163222052,7420438.381071,0.01488,-217632288.74134865,0.00053,200000,225761.2361432513,25761.2361432513,1.1288061807162566
2020-05-16,-1,-0.8525010240608526,7420438.381071,0.01497,-217632288.74134865,0.0005333,200000,227147.26215039412,27147.26215039412,1.1357363107519707
2020-05-17,-1,-0.8058822516241696,7420438.381071,0.015,-217632288.74134865,0.000539,200000,228610.3793476519,28610.379347651906,1.1430518967382595
2020-05-18,-1,-0.6007667161503712,7420438.381071,0.01537,-217632288.74134865,0.0005363,200000,230768.33436904656,30768.334369046555,1.1538416718452327
2020-05-19,-1,-0.4888189788333657,7420438.381071,0.01553,-217632288.74134865,0.0005372,200000,232151.47356988513,32151.47356988513,1.1607573678494256
2020-05-20,-1,-0.4408096510830505,7420438.381071,0.015,-217632288.74134865,0.0005203,200000,224540.65554818872,24540.65554818872,1.1227032777409436
2020-05-21,-1,-0.9542531284410606,7420438.381071,0.01421,-217632288.74134865,0.0005134,200000,217176.8464348273,17176.846434827312,1.0858842321741367
2020-05-22,-2,-1.2008185803972935,0.0,0.01484,0.0,0.000535,200000,222248.725790694,22248.725790694007,1.11124362895347
2020-05-23,0,-0.5974375865410523,0.0,0.01496,0.0,0.0005269,200000,222248.725790694,22248.725790694007,1.11124362895347
2020-05-24,-2,-1.856961869552346,0.0,0.01421,0.0,0.0005315,200000,222248.725790694,22248.725790694007,1.11124362895347
2020-05-25,-2,-2.050410940481276,0.0,0.01472,0.0,0.0005659,200000,222248.725790694,22248.725790694007,1.11124362895347
2020-05-26,-2,-1.9063571546095637,0.0,0.01458,0.0,0.0005634,200000,222248.725790694,22248.725790694007,1.11124362895347
2020-05-27,-2,-1.4082293851209486,0.0,0.0147,0.0,0.0005584,200000,222248.725790694,22248.725790694007,1.11124362895347
2020-05-28,-1,-1.109833992369551,7339786.188596235,0.01514,-195469415.8229499,0.0005685,200000,222248.725790694,22248.725790694007,1.11124362895347
2020-05-29,-1,-0.9427457699619003,7339786.188596235,0.015,-195469415.8229499,0.00056,200000,219559.66568979545,19559.665689795453,1.0977983284489772
2020-05-30,0,0.2380101247871576,0.0,0.01638,0.0,0.0005828,200000,215942.6035631029,15942.603563102894,1.0797130178155145
2020-05-31,-2,-1.983295126134747,0.0,0.01582,0.0,0.000627,200000,215942.6035631029,15942.603563102894,1.0797130178155145
2020-06-01,0,-0.3310264598648242,0.0,0.01707,0.0,0.000628,200000,215942.6035631029,15942.603563102894,1.0797130178155145
2020-06-02,-1,-1.0071665295766363,6595681.232837596,0.01637,-173225255.54556626,0.0006233,200000,215942.6035631029,15942.603563102894,1.0797130178155145
2020-06-03,-1,-1.1992368121791923,6595681.232837596,0.01691,-173225255.54556626,0.000652,200000,224475.83626299296,24475.83626299296,1.1223791813149648
2020-06-04,-1,-0.9979933255888861,6595681.232837596,0.01687,-173225255.54556626,0.0006478,200000,223484.46294038807,23484.462940388068,1.1174223147019404
2020-06-05,-1,-0.6004770198260954,6595681.232837596,0.01685,-173225255.54556626,0.000638,200000,221654.94181138478,21654.94181138478,1.1082747090569238
2020-06-06,-1,-0.2710216723815931,6595681.232837596,0.01704,-173225255.54556626,0.0006376,200000,222838.8311434057,22838.831143405696,1.1141941557170285
2020-06-07,0,1.7244239425727992,0.0,0.0182,0.0,0.0006279,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-08,0,0.9922922792022177,0.0,0.01794,0.0,0.0006394,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-09,0,0.6996100565643976,0.0,0.01754,0.0,0.0006348,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-10,0,0.7264315178085474,0.0,0.0176,0.0,0.0006364,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-11,0,0.29872648687809994,0.0,0.01573,0.0,0.0005783,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-12,0,0.3515255676607329,0.0,0.01644,0.0,0.0006051,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-13,0,0.506665899101475,0.0,0.01668,0.0,0.00061,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-14,0,0.34073643602918047,0.0,0.01616,0.0,0.0005931,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-15,0,0.13022566261606933,0.0,0.01606,0.0,0.0005923,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-16,0,0.6742817674884375,0.0,0.01613,0.0,0.0005834,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-17,0,0.8251677539467772,0.0,0.01621,0.0,0.0005821,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-18,0,0.6527214458163605,0.0,0.01602,0.0,0.0005773,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-19,1,1.0075191789231253,-6452375.254808312,0.01586,181027191.8295769,0.0005653,200000,204669.34308251966,4669.343082519656,1.0233467154125984
2020-06-20,1,0.5666864132175343,-6452375.254808312,0.01597,181027191.8295769,0.000576,200000,207316.09531312506,7316.095313125057,1.0365804765656252
2020-06-21,1,0.47211613347472126,-6452375.254808312,0.01582,181027191.8295769,0.0005715,200000,205533.6166616707,5533.616661670705,1.0276680833083536
2020-06-22,1,0.658064259285214,-6452375.254808312,0.01638,181027191.8295769,0.0005875,200000,212043.3818736366,12043.381873636594,1.060216909368183
2020-06-23,2,1.2745817580454748,0.0,0.0165,0.0,0.0005815,200000,205866.22273795784,5866.22273795784,1.0293311136897891
2020-06-24,1,1.1548059542721307,-6461588.912051408,0.01593,182992197.98929587,0.0005625,200000,205866.22273795784,5866.22273795784,1.0293311136897891
2020-06-25,1,1.1553303243257023,-6461588.912051408,0.0159,182992197.98929587,0.0005608,200000,205361.2883340145,5361.288334014505,1.0268064416700726
2020-06-26,2,1.643282856745538,0.0,0.01585,0.0,0.0005526,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-06-27,2,2.294410141325761,0.0,0.01544,0.0,0.0005318,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-06-28,2,2.463636559561284,0.0,0.01577,0.0,0.000535,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-06-29,2,2.408049703986368,0.0,0.01619,0.0,0.000542,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-06-30,2,2.7877411454573178,0.0,0.01636,0.0,0.0005276,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-07-01,2,2.0787427320832985,0.0,0.01686,0.0,0.000549,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-07-02,2,1.4725590612863926,0.0,0.01658,0.0,0.0005484,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-07-03,2,1.50010976196248,0.0,0.01662,0.0,0.0005451,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-07-04,2,1.3354256064489354,0.0,0.01682,0.0,0.000552,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-07-05,1,1.0548040947552413,-6136283.127520372,0.01688,185628063.06907505,0.000558,200000,207160.91838508775,7160.918385087745,1.0358045919254388
2020-07-06,2,1.9789358561347663,0.0,0.01802,0.0,0.0005672,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-07,2,1.2189910382331466,0.0,0.0172,0.0,0.0005556,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-08,0,-0.7988623800550829,0.0,0.01791,0.0,0.0006315,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-09,-2,-3.1950689540367905,0.0,0.01856,0.0,0.0008031,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-10,-2,-2.0106844041646434,0.0,0.01812,0.0,0.0007321,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-11,-2,-1.4719825297326394,0.0,0.01837,0.0,0.0007172,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-12,-2,-1.221437796248455,0.0,0.01818,0.0,0.0007,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-13,-2,-1.5397805699169314,0.0,0.01756,0.0,0.000708,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-14,-2,-1.4679614393844787,0.0,0.01765,0.0,0.0007188,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-15,0,-0.9420130984069767,0.0,0.01757,0.0,0.0006824,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-16,-2,-1.6042099472590419,0.0,0.01716,0.0,0.000735,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-17,-2,-1.2935264639179969,0.0,0.01717,0.0,0.0007209,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-18,0,-0.8652815128511872,0.0,0.01742,0.0,0.0007007,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-19,0,-0.9901301136595851,0.0,0.01753,0.0,0.0007258,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-20,0,-0.8732603590195219,0.0,0.01716,0.0,0.0007081,200000,212448.5029702255,12448.502970225498,1.0622425148511274
2020-07-21,-1,-1.061206771293122,6028618.131958726,0.01762,-140638489.98426154,0.0007553,200000,212448.50297022547,12448.502970225469,1.0622425148511274
2020-07-22,-1,-0.9956959830377279,6028618.131958726,0.01794,-140638489.98426154,0.0007726,200000,216810.70664918,16810.706649180007,1.0840535332459
2020-07-23,-1,-1.0219435994838464,6028618.131958726,0.01792,-140638489.98426154,0.0007841,200000,218307.47692135983,18307.476921359834,1.091537384606799
2020-07-24,-1,-0.8116386431109449,6028618.131958726,0.01794,-140638489.98426154,0.0007721,200000,216740.38740418787,16740.387404187873,1.0837019370209393
2020-07-25,-1,-0.23584777670717766,6028618.131958726,0.01877,-140638489.98426154,0.0007637,200000,220562.7771378458,20562.777137845813,1.1028138856892291
2020-07-26,0,-0.04868978004400464,0.0,0.01852,0.0,0.0007493,200000,206178.91571155709,6178.915711557085,1.0308945785577854
2020-07-27,1,1.1118223835462535,-5506915.483748853,0.01872,143438789.28033748,0.0007187,200000,206178.91571155709,6178.915711557085,1.0308945785577854
2020-07-28,1,0.47543529002175605,-5506915.483748853,0.01912,143438789.28033748,0.000769,200000,215596.6530058576,15596.653005857603,1.077983265029288
2020-07-29,1,0.9256010925264534,-5506915.483748853,0.01915,143438789.28033748,0.0007538,200000,213581.59087330895,13581.590873308945,1.0679079543665448
2020-07-30,1,0.6721211304286099,-5506915.483748853,0.01917,143438789.28033748,0.0007611,200000,214738.83234473038,14738.832344730385,1.073694161723652
2020-07-31,2,1.3207141607450386,0.0,0.01968,0.0,0.0007611,200000,205383.7499104697,5383.749910469691,1.0269187495523484
2020-08-01,0,0.760554754693097,0.0,0.02046,0.0,0.000811,200000,205383.7499104697,5383.749910469691,1.0269187495523484
