date,statusList,zscore,TRXUSDT_position,TRXUSDT_price,ENJUSDT_position,ENJUSDT_price,init,total_asset,pnl,return
2020-02-21,-1,-0.494968519975069,4316801.101660624,0.02016,-647029.9910134774,0.1278,200000,169717.14306100062,-30282.85693899938,0.8485857153050032
2020-02-22,0,-0.18184597653887324,0.0,0.02002,0.0,0.12428,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-02-23,0,-0.04634080833101914,0.0,0.02133,0.0,0.1312,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-02-24,0,-0.21714819268368582,0.0,0.01988,0.0,0.12219,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-02-25,0,0.7421178824336706,0.0,0.01891,0.0,0.10971,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-02-26,0,0.33000631188070817,0.0,0.01636,0.0,0.09693,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-02-27,0,0.24723376743241873,0.0,0.01701,0.0,0.10124,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-02-28,0,0.5078918859025874,0.0,0.0171,0.0,0.10033,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-02-29,0,0.612836678014316,0.0,0.01648,0.0,0.09593,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-01,0,-0.39695470398731453,0.0,0.01643,0.0,0.10094,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-02,0,-0.48539257793601437,0.0,0.01759,0.0,0.10869,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-03,0,-0.5655986565307294,0.0,0.01723,0.0,0.10726,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-04,0,0.39782904886751197,0.0,0.01774,0.0,0.10496,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-05,0,-0.258722919429683,0.0,0.01789,0.0,0.11016,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-06,0,-0.08897231979319906,0.0,0.01833,0.0,0.11242,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-07,0,-0.192229731059371,0.0,0.01699,0.0,0.10512,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-08,0,0.8637464370933541,0.0,0.01465,0.0,0.08681,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-09,2,1.2389466505179068,0.0,0.01504,0.0,0.08745,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-10,1,1.1187267503841383,-5468695.386394895,0.01508,937455.1145485393,0.08797,200000,164935.85285367002,-35064.14714632998,0.82467926426835
2020-03-11,2,2.357766177156935,0.0,0.01489,0.0,0.083,200000,168555.95264956125,-31444.04735043875,0.8427797632478062
2020-03-12,2,3.3975709336229154,0.0,0.00841,0.0,0.04262,200000,168555.95264956125,-31444.04735043875,0.8427797632478062
2020-03-13,2,3.099245667242533,0.0,0.01029,0.0,0.04934,200000,168555.95264956125,-31444.04735043875,0.8427797632478062
2020-03-14,2,1.8131151533877277,0.0,0.00973,0.0,0.04949,200000,168555.95264956125,-31444.04735043875,0.8427797632478062
2020-03-15,2,1.9507132247091656,0.0,0.01026,0.0,0.05047,200000,168555.95264956125,-31444.04735043875,0.8427797632478062
2020-03-16,2,1.9641813553702427,0.0,0.00961,0.0,0.04598,200000,168555.95264956125,-31444.04735043875,0.8427797632478062
2020-03-17,1,1.0815664439523789,-8410975.681115832,0.01002,1650244.298507551,0.05107,200000,168555.95264956128,-31444.04735043872,0.8427797632478065
2020-03-18,1,1.0080358186679874,-8410975.681115832,0.01022,1650244.298507551,0.05195,200000,171690.36276847107,-28309.637231528934,0.8584518138423554
2020-03-19,0,-1.1735101549403844,0.0,0.01163,0.0,0.07392,200000,144389.5412752602,-55610.45872473979,0.7219477063763011
2020-03-20,-2,-1.4134329359080329,0.0,0.01127,0.0,0.07488,200000,144389.5412752602,-55610.45872473979,0.7219477063763011
2020-03-21,-2,-1.5080204639996397,0.0,0.01123,0.0,0.07671,200000,144389.5412752602,-55610.45872473979,0.7219477063763011
2020-03-22,-2,-1.3774658007475893,0.0,0.0103,0.0,0.07,200000,144389.5412752602,-55610.45872473979,0.7219477063763011
2020-03-23,-1,-1.0760129041070317,6349584.049043985,0.01137,-969057.323995035,0.0745,200000,144389.5412752602,-55610.45872473979,0.7219477063763011
2020-03-24,-2,-1.5088079914334698,0.0,0.01151,0.0,0.08232,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-03-25,-2,-1.3802478118500676,0.0,0.01139,0.0,0.08132,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-03-26,-2,-1.652586073600839,0.0,0.01196,0.0,0.09292,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-03-27,-2,-1.2844972798335685,0.0,0.01121,0.0,0.08281,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-03-28,-2,-1.25864155677525,0.0,0.01139,0.0,0.08585,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-03-29,-2,-1.208798314540649,0.0,0.01066,0.0,0.08165,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-03-30,-2,-1.3063967940083019,0.0,0.01145,0.0,0.0928,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-03-31,-1,-1.1496094698009782,6528894.89118562,0.01157,-811901.4820616683,0.09304,200000,151078.62778203524,-48921.37221796476,0.7553931389101762
2020-04-01,-1,-1.0343256168681079,6528894.89118562,0.01158,-811901.4820616683,0.09292,200000,151046.48855309968,-48953.51144690032,0.7552324427654984
2020-04-02,-1,-0.7828384268747415,6528894.89118562,0.01196,-811901.4820616683,0.09192,200000,152715.56712968857,-47284.43287031143,0.7635778356484428
2020-04-03,-1,-0.6245762356366954,6528894.89118562,0.01194,-811901.4820616683,0.09009,200000,151099.209519692,-48900.790480308,0.75549604759846
2020-04-04,-1,-0.902319397200422,6528894.89118562,0.01197,-811901.4820616683,0.09744,200000,157262.5522595808,-42737.447740419186,0.7863127612979041
2020-04-05,-1,-0.3639208789631521,6528894.89118562,0.01257,-811901.4820616683,0.09335,200000,157859.21213265997,-42140.78786734003,0.7892960606632999
2020-04-06,0,-0.034225140580459765,0.0,0.01375,0.0,0.099,200000,141684.56975233814,-58315.43024766186,0.7084228487616907
2020-04-07,0,0.3180458109314893,0.0,0.0133,0.0,0.0951,200000,141684.56975233814,-58315.43024766186,0.7084228487616907
2020-04-08,0,0.5937547358633681,0.0,0.01376,0.0,0.09748,200000,141684.56975233814,-58315.43024766186,0.7084228487616907
2020-04-09,0,0.3427775611968281,0.0,0.01345,0.0,0.09743,200000,141684.56975233814,-58315.43024766186,0.7084228487616907
2020-04-10,0,0.8914245760153715,0.0,0.01248,0.0,0.08777,200000,141684.56975233814,-58315.43024766186,0.7084228487616907
2020-04-11,1,1.0802585249037655,-5667382.790093525,0.0125,811759.8817024071,0.08727,200000,141684.56975233814,-58315.43024766186,0.7084228487616907
2020-04-12,2,1.3595124750107543,0.0,0.01266,0.0,0.08803,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-13,0,0.8477158800908079,0.0,0.01257,0.0,0.0896,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-14,0,0.37265227971042025,0.0,0.01245,0.0,0.09103,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-15,0,-0.3334168569136921,0.0,0.01219,0.0,0.09227,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-16,0,0.14124994634518345,0.0,0.01302,0.0,0.09621,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-17,0,0.3728714890434361,0.0,0.01289,0.0,0.094,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-18,0,-0.9003485949684966,0.0,0.01339,0.0,0.10438,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-19,0,-0.7564478352150393,0.0,0.0129,0.0,0.0993,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-20,-2,-1.2641505955471433,0.0,0.0124,0.0,0.09763,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-21,-2,-2.518430846634433,0.0,0.01249,0.0,0.10726,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-22,-2,-2.250516827787531,0.0,0.01298,0.0,0.11295,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-23,-2,-2.101567355608686,0.0,0.01361,0.0,0.12095,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-24,-2,-2.28225136317494,0.0,0.01392,0.0,0.13049,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-25,-2,-2.590644160314526,0.0,0.01396,0.0,0.14889,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-26,-2,-1.789885200766885,0.0,0.01426,0.0,0.14149,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-27,-2,-1.28604006641533,0.0,0.01452,0.0,0.13679,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-28,0,-0.9446826750503743,0.0,0.01528,0.0,0.13898,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-29,0,-0.6427763637019454,0.0,0.01624,0.0,0.14303,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-04-30,0,-0.7168414294624732,0.0,0.01519,0.0,0.13668,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-01,0,-0.5737733720834342,0.0,0.01581,0.0,0.14096,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-02,0,-0.3928156395667162,0.0,0.01635,0.0,0.14384,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-03,0,-0.005591628967388382,0.0,0.01599,0.0,0.13582,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-04,0,0.17012141490987975,0.0,0.01623,0.0,0.13653,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-05,0,-0.5960962405090677,0.0,0.0159,0.0,0.14571,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-06,0,-0.4469242643720673,0.0,0.01554,0.0,0.14136,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-07,0,-0.07820938375693261,0.0,0.01603,0.0,0.14239,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-08,0,0.09144153115330908,0.0,0.01627,0.0,0.14369,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-09,0,-0.09354916666939318,0.0,0.01609,0.0,0.14506,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-10,-2,-1.6002272142860556,0.0,0.01426,0.0,0.14216,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-11,-2,-2.1122768367724225,0.0,0.01398,0.0,0.14798,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-12,-2,-2.29818739971867,0.0,0.01455,0.0,0.16301,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-13,-2,-1.5975805608391553,0.0,0.01501,0.0,0.1613,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-14,-2,-1.3269568403237009,0.0,0.01527,0.0,0.16216,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-15,-2,-1.5879072026660248,0.0,0.01488,0.0,0.16284,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-16,-2,-1.346599408075618,0.0,0.01497,0.0,0.16157,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-17,-2,-1.2361070736105988,0.0,0.015,0.0,0.16216,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-18,0,-0.7322929269018873,0.0,0.01537,0.0,0.15863,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-19,0,-0.944429304944583,0.0,0.01553,0.0,0.16573,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-20,-2,-1.3408210607757935,0.0,0.015,0.0,0.1705,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-21,-2,-1.8182913537627687,0.0,0.01421,0.0,0.17819,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-22,-1,-1.1413410867447271,4783504.4975963365,0.01484,-412021.6306479171,0.17229,200000,141974.41348865928,-58025.58651134072,0.7098720674432963
2020-05-23,-1,-1.1728010551796269,4783504.4975963365,0.01496,-412021.6306479171,0.17679,200000,144402.53136628645,-55597.46863371355,0.7220126568314322
2020-05-24,-1,-0.971354567570195,4783504.4975963365,0.01421,-412021.6306479171,0.16501,200000,135961.28818405676,-64038.71181594324,0.6798064409202837
2020-05-25,-2,-1.5138765510472894,0.0,0.01472,0.0,0.18673,200000,148498.02637492676,-51501.97362507324,0.7424901318746338
2020-05-26,-2,-1.4293317511400954,0.0,0.01458,0.0,0.1864,200000,148498.02637492676,-51501.97362507324,0.7424901318746338
2020-05-27,-2,-2.0915091377978343,0.0,0.0147,0.0,0.21381,200000,148498.02637492676,-51501.97362507324,0.7424901318746338
2020-05-28,-2,-1.532153408803673,0.0,0.01514,0.0,0.20497,200000,148498.02637492676,-51501.97362507324,0.7424901318746338
2020-05-29,-2,-1.4556127539971495,0.0,0.015,0.0,0.20202,200000,148498.02637492676,-51501.97362507324,0.7424901318746338
2020-05-30,0,-0.6213618395650393,0.0,0.01638,0.0,0.20269,200000,148498.02637492676,-51501.97362507324,0.7424901318746338
2020-05-31,-1,-1.0439821544879422,4693363.665452805,0.01582,-358950.9943798084,0.20685,200000,148498.02637492676,-51501.97362507324,0.7424901318746338
2020-06-01,-1,-0.3070005423499647,4693363.665452805,0.01707,-358950.9943798084,0.20784,200000,154720.09244117874,-45279.90755882126,0.7736004622058937
2020-06-02,0,-0.18273042910547183,0.0,0.01637,0.0,0.19804,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-03,0,0.18861781586020865,0.0,0.01691,0.0,0.19882,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-04,0,0.17427790245497626,0.0,0.01687,0.0,0.19949,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-05,0,0.10626098715225271,0.0,0.01685,0.0,0.2016,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-06,0,0.33629842429455103,0.0,0.01704,0.0,0.20127,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-07,2,1.6599395018994794,0.0,0.0182,0.0,0.19704,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-08,0,0.9323877484291212,0.0,0.01794,0.0,0.20589,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-09,0,0.9018255734909738,0.0,0.01754,0.0,0.20195,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-10,0,0.55016164457673,0.0,0.0176,0.0,0.20661,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-11,0,0.4927790877642805,0.0,0.01573,0.0,0.18555,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-12,0,0.5907280170636652,0.0,0.01644,0.0,0.19258,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-13,0,0.9403027411995072,0.0,0.01668,0.0,0.19078,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-14,1,1.1399349823664944,-4416903.4065111885,0.01616,394218.26493549545,0.18106,200000,142754.3180984416,-57245.68190155839,0.7137715904922081
2020-06-15,1,1.176804336502904,-4416903.4065111885,0.01606,394218.26493549545,0.178,200000,141106.31986708788,-58893.68013291212,0.7055315993354394
2020-06-16,1,1.0620125990214089,-4416903.4065111885,0.01613,394218.26493549545,0.18002,200000,142211.82400071336,-57788.17599928664,0.7110591200035667
2020-06-17,2,1.7332335996901322,0.0,0.01621,0.0,0.17334,200000,146018.5282740692,-53981.47172593081,0.7300926413703459
2020-06-18,0,0.9249099917347002,0.0,0.01602,0.0,0.17833,200000,146018.5282740692,-53981.47172593081,0.7300926413703459
2020-06-19,2,1.344966612573208,0.0,0.01586,0.0,0.17215,200000,146018.5282740692,-53981.47172593081,0.7300926413703459
2020-06-20,2,1.7435703391756199,0.0,0.01597,0.0,0.1702,200000,146018.5282740692,-53981.47172593081,0.7300926413703459
2020-06-21,2,1.3888283738311074,0.0,0.01582,0.0,0.17002,200000,146018.5282740692,-53981.47172593081,0.7300926413703459
2020-06-22,1,1.0852639795533905,-4457220.032785995,0.01638,411458.88264785055,0.17744,200000,146018.5282740692,-53981.47172593081,0.7300926413703459
2020-06-23,1,0.6005286899922648,-4457220.032785995,0.0165,411458.88264785055,0.18156,200000,148248.60527451267,-51751.394725487335,0.7412430263725633
2020-06-24,1,0.5433480173539463,-4457220.032785995,0.01593,411458.88264785055,0.17518,200000,143082.88218453137,-56917.117815468635,0.7154144109226568
2020-06-25,2,1.3169936291728477,0.0,0.0159,0.0,0.16943,200000,147174.8483083412,-52825.1516916588,0.735874241541706
2020-06-26,2,2.431643050201869,0.0,0.01585,0.0,0.15988,200000,147174.8483083412,-52825.1516916588,0.735874241541706
2020-06-27,2,2.367857912670171,0.0,0.01544,0.0,0.15288,200000,147174.8483083412,-52825.1516916588,0.735874241541706
2020-06-28,2,1.9790117893994392,0.0,0.01577,0.0,0.15626,200000,147174.8483083412,-52825.1516916588,0.735874241541706
2020-06-29,0,0.5664528799814674,0.0,0.01619,0.0,0.17126,200000,147174.8483083412,-52825.1516916588,0.735874241541706
2020-06-30,1,1.1521121182465535,-4498008.811379621,0.01636,439826.81342520233,0.16731,200000,147174.8483083412,-52825.1516916588,0.735874241541706
2020-07-01,1,1.0686427303513972,-4498008.811379621,0.01686,439826.81342520233,0.1724,200000,151662.57119436527,-48337.42880563473,0.7583128559718264
2020-07-02,2,1.3643146825418833,0.0,0.01658,0.0,0.16659,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-03,0,0.6482168719166411,0.0,0.01662,0.0,0.17156,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-04,0,-0.46899020309885603,0.0,0.01682,0.0,0.1813,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-05,0,0.761885706337154,0.0,0.01688,0.0,0.17281,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-06,2,1.4265985840652802,0.0,0.01802,0.0,0.17904,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-07,0,0.49698816905666304,0.0,0.0172,0.0,0.17649,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-08,0,0.2515196788202358,0.0,0.01791,0.0,0.18493,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-09,1,1.1623661463056323,-4000029.244410314,0.01856,401365.31749070354,0.18497,200000,148481.08555251086,-51518.91444748914,0.7424054277625542
2020-07-10,2,1.5996046224490237,0.0,0.01812,0.0,0.17662,200000,150072.4730860177,-49927.52691398229,0.7503623654300886
2020-07-11,1,1.0945585563872973,-4084716.197224216,0.01837,413354.4678180403,0.18153,200000,150072.4730860177,-49927.52691398229,0.7503623654300886
2020-07-12,2,1.3850432185597124,0.0,0.01818,0.0,0.1769,200000,151210.20819454262,-48789.79180545738,0.756051040972713
2020-07-13,0,-0.2342218270956973,0.0,0.01756,0.0,0.18039,200000,151210.20819454262,-48789.79180545738,0.756051040972713
2020-07-14,-2,-1.217673126795358,0.0,0.01765,0.0,0.18618,200000,151210.20819454262,-48789.79180545738,0.756051040972713
2020-07-15,-1,-1.082718506307501,4303079.345319938,0.01757,-410428.88061056024,0.18421,200000,151210.20819454262,-48789.79180545738,0.756051040972713
2020-07-16,-2,-2.479635153379942,0.0,0.01716,0.0,0.19179,200000,156085.5216411518,-43914.478358848195,0.7804276082057591
2020-07-17,-2,-2.7317442456105874,0.0,0.01717,0.0,0.20133,200000,156085.5216411518,-43914.478358848195,0.7804276082057591
2020-07-18,-2,-2.440210584508557,0.0,0.01742,0.0,0.20832,200000,156085.5216411518,-43914.478358848195,0.7804276082057591
2020-07-19,-2,-1.936439309615822,0.0,0.01753,0.0,0.2074,200000,156085.5216411518,-43914.478358848195,0.7804276082057591
2020-07-20,-1,-1.0898844787879467,4547946.434765495,0.01716,-403759.95044014644,0.19329,200000,156085.5216411518,-43914.478358848195,0.7804276082057591
2020-07-21,-1,-0.6687275699597557,4547946.434765495,0.01762,-403759.95044014644,0.1938,200000,158383.49457586842,-41616.50542413158,0.7919174728793421
2020-07-22,0,-0.1011950924215911,0.0,0.01794,0.0,0.19071,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-23,0,0.31534276575770176,0.0,0.01792,0.0,0.18567,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-24,0,0.25293596710467725,0.0,0.01794,0.0,0.18625,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-25,0,0.8345386774409964,0.0,0.01877,0.0,0.18782,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-26,2,1.348434208065774,0.0,0.01852,0.0,0.17916,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-27,2,2.1310016134181393,0.0,0.01872,0.0,0.1689,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-28,2,1.7054976359705558,0.0,0.01912,0.0,0.17452,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-29,2,1.4469553930291899,0.0,0.01915,0.0,0.17634,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
2020-07-30,2,1.2764382086007797,0.0,0.01917,0.0,0.1778,200000,151496.42274989915,-48503.57725010085,0.7574821137494958
